feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
X2293015	participant	H4013	-3.18764239035538	0.857336768948491	96	82	0.000429104066273035	0.00135006290098376
X47678	participant	H4045	-2.12608470863169	0.572034532608175	96	73	0.000431010502853055	0.00135025345968741
X47678	participant	P6018	-2.12608470863169	0.572034532608175	96	73	0.000431010502853054	0.00135025345968741
X2292885	participant	H4008	2.21648907127365	0.597550988424401	96	95	0.00044148998400788	0.00137718517399473
X328814	participant	M2075	-3.16825213936833	0.854002290341361	96	44	0.000440635470994276	0.00137718517399473
X28116	participant	H4009	-2.33697724378398	0.63333777593547	96	58	0.000469983394529916	0.00145984226368855
X28116	participant	M2047	-2.33697724378396	0.633337775935469	96	58	0.000469983394529944	0.00145984226368855
X817	participant	H4008	-2.02150071852239	0.548592273291625	96	52	0.000477704945359324	0.00148068291326418
X2293047	participant	M2072	2.01860136470435	0.55050567383374	96	63	0.000506340539180848	0.0015628190059527
X88431	participant	M2084	-2.1455881157754	0.585038829893985	96	95	0.00050533890728131	0.0015628190059527
X360807	participant	M2084	2.3609007955171	0.644085832191435	96	79	0.000508472782174624	0.00156609616909784
X2293125	participant	H4045	2.49474227316597	0.681745718738265	96	22	0.000518645608163589	0.00159407253097338
X2293022	participant	M2042	-2.36037214419401	0.645288006950212	96	28	0.000521127422808702	0.00159834259867742
X328813	participant	H4023	-2.2859382022154	0.625759033015649	96	69	0.000529211784218652	0.00161974234374872
X33025	participant	H4022	3.36059573886361	0.924735593358447	96	51	0.000562355359208346	0.00171401227192044
X46506	participant	P6014	-1.99997678675328	0.550240284857447	96	91	0.000561243510788263	0.00171401227192044
X2292997	participant	M2072	2.51268718516549	0.69275662798979	96	90	0.00057514777849399	0.00174935800402642
X39491	participant	H4018	2.8291460885214	0.780547574771532	96	96	0.000579798846790466	0.00175984587729139
X1680	participant	M2084	-2.87804158709328	0.794385374337205	96	69	0.000582746867233894	0.00176513181524469
X1965537	participant	H4018	2.6060640986087	0.719644831456029	96	48	0.00058584478526867	0.00177084901001666
X745368	participant	M2084	-1.95954662816419	0.542138666431395	96	82	0.000598791347585251	0.00180625101343757
X2292887	participant	M2072	1.49182649119695	0.412932591151868	96	95	0.00060207682590471	0.00181242468374196
X2293022	participant	H4013	-2.90313258371669	0.804815545933965	96	28	0.000612845274500993	0.00183727999302244
X2293022	participant	M2039	-2.90313258371669	0.804815545933966	96	28	0.000612845274500991	0.00183727999302244
X40518	participant	H4016	-3.37451612963342	0.936167000618578	96	58	0.00061793227329269	0.00184874215915584
X301302	participant	H4013	2.04583318215965	0.569140458850232	96	95	0.000637942885074988	0.00190471518543818
X1965537	participant	M2047	-2.58475041075845	0.719644831456029	96	48	0.000643853232909554	0.00191844659826207
X28111	participant	H4023	1.66575323686195	0.464752553088393	96	73	0.00065945248145347	0.00196093288692363
X1131336	participant	M2061	2.54698108081444	0.712820092118004	96	18	0.000683032202176364	0.00202692923282763
X1131336	participant	M2072	-2.29095651055817	0.641349478438535	96	18	0.00068523984341142	0.00202936415164151
X301302	participant	H4008	2.25669179281678	0.633281040801325	96	95	0.000704163187144115	0.0020811934197815
X820	participant	H4008	-1.69533553974545	0.476166867597868	96	95	0.00071113287029297	0.00209755522023914
X2173	participant	H4009	-2.45321653552694	0.690456322787221	96	26	0.000727850458009804	0.00212969044013669
X2173	participant	H4018	-2.45321653552695	0.690456322787221	96	26	0.000727850458009782	0.00212969044013669
X2173	participant	M2047	-2.45321653552695	0.69045632278722	96	26	0.000727850458009784	0.00212969044013669
X2173	participant	M2075	-2.45321653552695	0.690456322787221	96	26	0.000727850458009787	0.00212969044013669
X2293011	participant	M2072	2.0083141755375	0.566169394373706	96	94	0.000741409049348039	0.00216071999839877
X360807	participant	M2039	2.94213846209946	0.82932015961511	96	79	0.000740345692567299	0.00216071999839877
X39778	participant	M2072	2.50645344566908	0.707268199657946	96	44	0.000749283451533992	0.00217932741470026
X1796635	participant	M2084	-1.94034229935018	0.548051324101892	96	18	0.000757398053559515	0.0021985582388047
X2292997	participant	M2042	2.35983963265136	0.666801407668801	96	90	0.000760738967897321	0.00220388338620551
X328813	participant	M2047	-3.3150089034793	0.93863854952347	96	69	0.000778511633806534	0.00225091407165802
X2292887	participant	H4016	1.61541084935436	0.458948915620908	96	95	0.000808271767439832	0.00233235028750389
X1519439	participant	H4018	-3.03906641724948	0.865138893728312	96	91	0.000826250659481615	0.0023795368402
X818	participant	H4016	1.07250305193309	0.305587637418221	96	47	0.000834509074369975	0.0023985987736803
X2292885	participant	H4045	2.09473063870177	0.5975509884244	96	95	0.000845360812097227	0.00242502523156518
X33043	participant	M2084	2.26542894347925	0.653946555034463	96	34	0.000961896769402099	0.00275392362746628
X2292887	participant	M2047	2.24480141761794	0.649051780907512	96	95	0.000979000659795648	0.00279741790093952
X2293126	participant	H4016	-4.79130487170534	1.38867048134806	96	68	0.00100463652075948	0.00285589637103244
X29348	participant	H4009	-3.03574054200103	0.879908807124818	96	51	0.00100532237257805	0.00285589637103244
X29348	participant	M2075	-3.03574054200103	0.879908807124818	96	51	0.00100532237257806	0.00285589637103244
X487174	participant	H4023	1.95442594781913	0.569510186216744	96	55	0.00106410703101374	0.00301703214413392
X1796635	participant	M2042	-1.94034229935018	0.565792185229058	96	18	0.00107185822213713	0.0030311127223115
X2137880	participant	M2060	2.16760977578262	0.632137344747959	96	14	0.00107321694474187	0.0030311127223115
X28117	participant	H4009	-2.90326116030041	0.849962496419827	96	92	0.00111821809813367	0.00315212539030744
X2292885	participant	M2075	2.40010880912094	0.703136342386772	96	95	0.0011262665841708	0.003168707716619
X1131336	participant	H4023	-2.29095651055817	0.672053227870215	96	18	0.00114218755844536	0.00320733281766901
X28118	participant	H4009	-2.88323834465552	0.846194774549927	96	65	0.00114782149001941	0.00321697862049503
X39496	participant	H4018	-3.56392781251498	1.04741716936966	96	85	0.0011646427176734	0.00325788201903668
X28116	participant	H4045	-1.82417454181637	0.538233613031735	96	58	0.00121376166388329	0.00338880403484971
X2173	participant	M2042	1.43263658861587	0.422816420126772	96	26	0.00121701425458351	0.00339141305610606
X357276	participant	H4045	-1.93641730306126	0.574816618927772	96	93	0.00129244145127996	0.00359475635593647
X301302	participant	H4016	1.7744188810733	0.526921676397319	96	95	0.00129735835016695	0.00360158494552988
X357276	participant	H4009	-2.27438029170087	0.676384882303879	96	93	0.00131726866866847	0.00364993193610222
X1232428	participant	H4008	0.700256048182553	0.208653667992637	96	15	0.00134370364035417	0.0037161406915655
X28111	participant	M2060	-1.98474330874517	0.592445584297444	96	73	0.00136853844440189	0.00376348072210519
X28111	participant	P6014	-1.98474330874518	0.592445584297444	96	73	0.00136853844440188	0.00376348072210519
X28111	participant	P6018	-1.98474330874518	0.592445584297444	96	73	0.00136853844440188	0.00376348072210519
X820	participant	H4045	-1.59224899796823	0.476166867597867	96	95	0.00139471560141159	0.00382827190406222
X239935	participant	M2041	6.3619112728425	1.90680592623234	96	31	0.00142688078234662	0.0039092258138073
X2293015	participant	M2072	2.37849018998399	0.714155636774394	96	82	0.00145292869094318	0.00397314892495303
X562	participant	H4018	4.70454987123435	1.41416743571803	96	45	0.00146969874187804	0.00401150981225294
X166486	participant	M2072	2.12071552541531	0.63814099846735	96	95	0.00148525485135461	0.00404642057268489
X745368	participant	H4023	2.01685542865195	0.60931125946736	96	82	0.0015461647441056	0.00420453349558827
X817	participant	M2060	-1.8152253712625	0.548592273291625	96	52	0.00155171186202375	0.00421178933977874
X1796635	participant	M2072	-1.94034229935018	0.587815625273756	96	18	0.00158957461947988	0.00430656975610937
X29348	participant	M2039	-2.21332550168852	0.672041452217962	96	51	0.00162613305735094	0.0043974725746847
X46506	participant	M2039	-1.62656137083177	0.49451031694457	96	91	0.00164694530123057	0.00444553685553565
X818	participant	H4013	1.08205250820842	0.330072373124427	96	47	0.00170269900788907	0.00458325901527582
X88431	participant	M2041	-4.3774899773974	1.33544340785114	96	95	0.0017042330173001	0.00458325901527582
X208479	participant	P6018	3.31853446997603	1.01595968224943	96	73	0.00176456217413641	0.00473679717570931
X357276	participant	M2042	-1.34498587278109	0.41419945784424	96	93	0.00186959590755798	0.00500955826512331
X2293022	participant	H4008	-2.90313258371668	0.895516069287682	96	28	0.00189981820204322	0.00504434488128716
X2293022	participant	H4045	-2.9031325837167	0.895516069287681	96	28	0.00189981820204311	0.00504434488128716
X2293022	participant	M2060	-2.9031325837167	0.895516069287682	96	28	0.0018998182020431	0.00504434488128716
X2293022	participant	P6014	-2.9031325837167	0.895516069287682	96	28	0.0018998182020431	0.00504434488128716
X2293022	participant	P6018	-2.9031325837167	0.895516069287682	96	28	0.00189981820204311	0.00504434488128716
X2293024	participant	M2084	1.81060546559788	0.562165917279241	96	73	0.00202372289837312	0.00536359891362297
X40545	participant	H4009	2.78642568569691	0.865745531729634	96	65	0.0020373199097189	0.00538987165988924
X1965537	participant	M2039	-1.76828294576035	0.549637818938498	96	48	0.00204555045805956	0.00540187783418978
X1131336	participant	H4016	-2.29095651055818	0.712820092118004	96	18	0.00206547675472053	0.00544467115703808
X39492	participant	H4023	-1.96192178119859	0.611445261203225	96	60	0.00209823354025432	0.00551115919100911
X821	participant	H4045	1.42613742522406	0.444391499375459	96	93	0.00209492701288235	0.00551115919100911
X853	participant	H4013	1.98979109457697	0.626451987075867	96	96	0.00231039273872	0.00605753508377663
X28111	participant	M2039	-1.69045619772092	0.532440938487884	96	73	0.00231979182990505	0.00606744807454974
X817	participant	M2039	1.56513552876346	0.493029220877687	96	52	0.00232246816250708	0.00606744807454974
X39778	participant	M2042	-2.16013904020207	0.680769280403402	96	44	0.00233242958904726	0.00608261049692717
X28111	participant	H4009	2.20898101996801	0.697128829632588	96	73	0.00236304864718981	0.00614480061317993
X39496	participant	H4023	-2.21246032035142	0.69827811291311	96	85	0.00236467720110752	0.00614480061317993
X239935	participant	H4013	3.40286341640273	1.07558360230839	96	31	0.00239791569377317	0.00622012528367047
X357276	participant	M2047	-2.13934215642878	0.676384882303879	96	93	0.00240381423861303	0.00622438978954136
X208479	participant	M2061	-2.67000180246878	0.84532955265102	96	73	0.0024351060928036	0.00623501004959015
X2293035	participant	H4045	3.65618009888167	1.15769063072621	96	58	0.00243774829006532	0.00623501004959015
X2293035	participant	M2047	4.30519475296631	1.36225087310227	96	58	0.00242203486084062	0.00623501004959015
X28117	participant	H4018	-2.68710886531894	0.849962496419827	96	92	0.00241423737329212	0.00623501004959015
X357276	participant	P6018	-1.81649876311955	0.574816618927773	96	93	0.00242359470141062	0.00623501004959015
X47678	participant	H4009	-2.12608470863171	0.673111210204157	96	73	0.00243467479082418	0.00623501004959015
X47678	participant	M2075	-2.12608470863169	0.673111210204157	96	73	0.00243467479082434	0.00623501004959015
X1796635	participant	H4023	-1.94034229935019	0.615956513006872	96	18	0.00249632465609627	0.00637368755998053
X88431	participant	M2072	-1.97420529507849	0.627486789065077	96	95	0.00252535638871548	0.0064365790883114
X853	participant	M2084	1.52483918048088	0.486529652928007	96	96	0.00261698358995418	0.00665851650800515
X39496	participant	H4022	-4.39957792539526	1.41820955160571	96	85	0.00287381924092934	0.0072993013011799
X1898205	participant	H4016	-3.77877538653664	1.22276913250405	96	44	0.00297518056389788	0.00754365539858335
X47678	participant	M2061	-1.46591494135537	0.475961501228044	96	73	0.00306713471918462	0.00776335310409533
X1535	participant	M2075	-2.91113337255989	0.945633121611454	96	85	0.00307966926700966	0.00778161681802268
X2292887	participant	H4013	1.51919080230706	0.495721485992427	96	95	0.00320666700294452	0.00808854107811696
X29348	participant	H4023	-1.79727088518001	0.586605871416547	96	51	0.00321373385465191	0.00809241416412347
X1535	participant	H4045	-2.45812521323608	0.803633623299409	96	85	0.0032615015389082	0.00819858548354416
X1535	participant	M2072	-1.83210843346465	0.601620312388742	96	85	0.00339131752728224	0.00851028737978373
X2293035	participant	M2084	2.45926977082	0.80804773172283	96	58	0.00340921081294262	0.00854054010160111
X1680	participant	H4022	-5.49867909664786	1.81330991593195	96	69	0.0035200192482593	0.00880305668410831
X46503	participant	H4016	-1.46019943396313	0.484731950371468	96	86	0.00372887264173286	0.00930945507654466
X46506	participant	M2041	-2.63257010236074	0.876673092551087	96	91	0.00383172900212086	0.00954994809216835
X40518	participant	P6018	-3.37451612963342	1.1251327077092	96	58	0.00387253188378125	0.00963522813940811
X46503	participant	H4045	-1.73942785828181	0.582575300639996	96	86	0.00402466669886501	0.00999675276814857
X1680	participant	H4023	-2.66284656406356	0.89281208463869	96	69	0.00406184857202191	0.0100720075607933
X28118	participant	H4045	-2.1425943224415	0.719127277955053	96	65	0.00409799417991797	0.0101444424453807
X1131336	participant	H4013	-2.29095651055816	0.769933696938663	96	18	0.00414401261917782	0.0102084602549788
X1131336	participant	M2039	-2.29095651055816	0.769933696938663	96	18	0.00414401261917778	0.0102084602549788
X454154	participant	H4045	1.85108053147792	0.622116000713061	96	28	0.00414478837420192	0.0102084602549788
X165179	participant	M2072	-2.07099345823415	0.69692561661927	96	81	0.00419049422631818	0.0102882936830859
X1796635	participant	H4016	-1.94034229935018	0.653320540894767	96	18	0.00421017074253204	0.0102882936830859
X1796635	participant	M2061	-1.94034229935019	0.653320540894767	96	18	0.00421017074253194	0.0102882936830859
X2292887	participant	H4023	1.28548036667898	0.432701187271676	96	95	0.00419989792239279	0.0102882936830859
X853	participant	M2047	2.4358734022005	0.820218185723047	96	96	0.0042123635790625	0.0102882936830859
X29348	participant	P6014	-2.2081521168757	0.747778696285266	96	51	0.00441905964281291	0.0107751404290588
X46503	participant	H4008	-1.71244406879125	0.582575300639997	96	86	0.00459166747431335	0.0111773868800673
X292800	participant	H4018	2.54595045505504	0.867080475373407	96	89	0.00463352106530633	0.0112605337517328
X40519	participant	P6014	3.02597522445063	1.03105505488804	96	32	0.00465190602769698	0.0112864652048436
X1160721	participant	H4022	4.58145898904964	1.56532373472963	96	63	0.00475817244102401	0.0115251759622817
X820	participant	H4009	-1.6367305767287	0.560304034524895	96	95	0.00483531895731115	0.0116926803876797
X853	participant	M2039	1.8248558293424	0.626451987075868	96	96	0.00494763056084099	0.0119445272450666
X239935	participant	M2084	-2.43188709191284	0.835344651341622	96	31	0.00497226811046462	0.011984231047133
X2293138	participant	M2061	1.58878601308022	0.546471915176017	96	12	0.00502695290860106	0.0120885864366487
X39778	participant	M2061	-2.28513904020207	0.786084654593865	96	44	0.00503209100472937	0.0120885864366487
X2293011	participant	M2047	2.58380856378538	0.889910996583053	96	94	0.00508246845221904	0.0121895923698303
X292800	participant	H4009	-2.50026173743388	0.867080475373407	96	89	0.00537433152342042	0.0128474624489609
X328814	participant	H4013	-1.88084043329207	0.65225502319249	96	44	0.00537348730483431	0.0128474624489609
X208479	participant	H4018	3.44058803489601	1.19547651803385	96	73	0.00545819974927134	0.0130266659595171
X1898205	participant	H4013	-3.77877538653664	1.32074161362931	96	44	0.00572188357703506	0.013633738881437
X39492	participant	M2075	-2.62314979371743	0.917167891804834	96	60	0.00573859713628219	0.0136513294477737
X2293035	participant	H4022	5.27204516532717	1.84449640163862	96	58	0.00576738432833001	0.0136906814732736
X28116	participant	P6014	-1.53819332234955	0.538233613031736	96	58	0.00577385541285702	0.0136906814732736
X745368	participant	M2042	-1.59611315252995	0.559688130085347	96	82	0.00587209629003079	0.0139010952626457
X40518	participant	H4023	-2.51128781171706	0.882626712613959	96	58	0.00597988660470869	0.0141333991965894
X239935	participant	M2042	-2.43188709191284	0.86238542800074	96	31	0.00641363113792561	0.0151341005722342
X2086273	participant	M2072	-1.80063052103771	0.639759819285283	96	84	0.00651014714420306	0.0153371099387586
X292800	participant	P6014	-2.07119239680014	0.736876710630718	96	89	0.00657815418684419	0.0154724108928506
X39491	participant	M2061	-1.54827354320488	0.551930483159665	96	96	0.00667994098615584	0.0156866029899615
X239935	participant	H4009	3.94821969790575	1.408269506809	96	31	0.00670941797045451	0.0157054055852399
X818	participant	M2075	1.21175074232947	0.4321661813304	96	47	0.00670382099925443	0.0157054055852399
X328814	participant	M2060	-2.03326403595453	0.725762390517255	96	44	0.00674718611446658	0.0157685835231064
X28118	participant	M2047	-2.36939415664275	0.846194774549927	96	65	0.00677504401841125	0.0158084360429596
X208479	participant	M2060	-2.84299255482259	1.01595968224943	96	73	0.00680725643848456	0.0158583060023932
X214856	participant	H4013	-1.32486249379192	0.475200599801049	96	38	0.00700296536804649	0.0162882962376026
X818	participant	M2041	1.63095512566947	0.585155775718839	96	47	0.00701817898354178	0.0162977711951137
X46503	participant	M2039	-1.45873523608253	0.523570346431831	96	86	0.00703908245331902	0.0163204082871723
X328813	participant	M2084	-1.55085384799181	0.556773180201959	96	69	0.0070525674595408	0.0163258009387788
X40545	participant	H4008	2.04839341161017	0.735742226682527	96	65	0.00707800003293432	0.0163587899655338
X2293125	participant	M2061	1.57464197270057	0.567246725939739	96	22	0.00723826408651867	0.0167028081365565
X301302	participant	H4009	2.06504029479481	0.745179781069455	96	95	0.00733267066906933	0.0168940113210212
X1160721	participant	M2042	1.95440538149975	0.707944295936725	96	63	0.0075462200749245	0.0173586791975072
X2293022	participant	H4009	-2.90313258371669	1.05375090277703	96	28	0.00766283838252905	0.0175167696150625
X2293022	participant	H4018	-2.9031325837167	1.05375090277703	96	28	0.0076628383825289	0.0175167696150625
X2293022	participant	M2047	-2.9031325837167	1.05375090277703	96	28	0.00766283838252888	0.0175167696150625
X2293022	participant	M2075	-2.9031325837167	1.05375090277703	96	28	0.00766283838252892	0.0175167696150625
X1796635	participant	M2039	-1.94034229935018	0.705666836413758	96	18	0.00777599412960811	0.0177477057903536
X1519439	participant	M2060	2.01357915031628	0.735226683514789	96	91	0.0080104308320335	0.0182542995440265
X28118	participant	M2061	-1.63801333989423	0.598350063288876	96	65	0.00803585502627601	0.018283757237079
X817	participant	M2047	-1.76397277139542	0.645526778427744	96	52	0.00814415896084389	0.0185014045958301
X357276	participant	H4008	-1.55684347446337	0.574816618927773	96	93	0.00869405962789373	0.0197200143187729
X562	participant	M2042	-2.3414987332015	0.865997157092323	96	45	0.00880237905259913	0.0199347996191216
X40519	participant	H4045	2.78537732898447	1.03105505488804	96	32	0.0088578482482715	0.0200294157453187
X823	participant	H4008	-1.48704639809261	0.550585364036632	96	77	0.0088730194863429	0.0200327585008019
X204516	participant	H4016	1.34078238160885	0.496658986625527	96	87	0.00890271037885067	0.0200383917889879
X40518	participant	H4045	-3.03740299324905	1.1251327077092	96	58	0.0089029081769256	0.0200383917889879
X88431	participant	H4009	-2.65501957845948	0.986290321145513	96	95	0.00908820317791647	0.020424026496608
X2293022	participant	M2072	-1.80405165135926	0.670405818937802	96	28	0.00911116496087892	0.0204442244444262
X1131336	participant	H4045	-2.29095651055816	0.856703130770807	96	18	0.00953111177927992	0.0212561227638514
X1131336	participant	M2060	-2.29095651055816	0.856703130770808	96	18	0.00953111177927986	0.0212561227638514
X1131336	participant	P6014	-2.29095651055817	0.856703130770808	96	18	0.00953111177927984	0.0212561227638514
X1131336	participant	P6018	-2.29095651055817	0.856703130770808	96	18	0.00953111177927982	0.0212561227638514
X28111	participant	M2061	-1.3170865143872	0.492944522793845	96	73	0.00958931011024571	0.0213533648269246
X39496	participant	P6014	-2.36881509205065	0.890133430914671	96	85	0.00986654646862724	0.0219373214036499
X2173	participant	H4022	-2.45321653552695	0.934882280507852	96	26	0.0108868742260192	0.0241325712010096
X2173	participant	M2041	-2.45321653552694	0.93488228050785	96	26	0.0108868742260194	0.0241325712010096
X2086273	participant	M2039	-2.00689610598974	0.768025326869172	96	84	0.0112082830160734	0.0248074403215058
X28052	participant	H4016	2.16700172234521	0.829835310837518	96	68	0.0112584606890082	0.024880857987944
X28111	participant	H4013	1.38788040798887	0.532440938487884	96	73	0.01139935511484	0.0251542330814644
X33043	participant	H4022	3.87896973945612	1.49273615935201	96	34	0.0116437513030632	0.0256548315608155
X28118	participant	M2042	-1.34500088650136	0.518186355164192	96	65	0.0117348608672483	0.0258166939079462
X2086273	participant	H4023	-1.72938889120471	0.670387465908799	96	84	0.0122338714294395	0.0268741049568619
X29348	participant	H4013	-1.73183751595248	0.672041452217962	96	51	0.0123206293663519	0.0270241090899142
X1898205	participant	H4008	-3.77877538653664	1.46958560176599	96	44	0.0125039387845508	0.0273033767788028
X1898205	participant	H4045	-3.77877538653664	1.46958560176599	96	44	0.0125039387845507	0.0273033767788028
X1898205	participant	P6018	-3.77877538653665	1.46958560176599	96	44	0.0125039387845507	0.0273033767788028
X45851	participant	M2039	2.11288171599609	0.822334333798766	96	54	0.0125676554987219	0.0274016095300002
X45851	participant	M2084	1.63754691581147	0.638660338330835	96	54	0.012743562597994	0.0277437977393829
X2292887	participant	M2060	1.4067205567638	0.551587949363259	96	95	0.013206223714766	0.0287083288182804
X40518	participant	H4009	-3.37451612963341	1.32394006892093	96	58	0.0132565681623189	0.0287323840318111
X40518	participant	H4018	-3.37451612963342	1.32394006892093	96	58	0.0132565681623186	0.0287323840318111
X29348	participant	M2041	-3.03574054200102	1.19140215694324	96	51	0.0132842137569819	0.0287497111338233
X2086273	participant	H4009	-2.55872111209734	1.0055811988632	96	84	0.013405972363368	0.0289703656833197
X2292887	participant	M2042	1.00162692952818	0.397461419967026	96	95	0.0142801446538912	0.0308139404552254
X454154	participant	M2061	1.29867129476254	0.517631801505586	96	28	0.014696987382214	0.0316479135509531
X487174	participant	M2075	2.14294903331508	0.854265279325114	96	55	0.0147098983011949	0.0316479135509531
X823	participant	H4016	1.14871794089547	0.458114714204789	96	77	0.0147491870434226	0.0316858452929916
X301302	participant	H4018	1.86014520351951	0.745179781069455	96	95	0.0151807923170639	0.0325652480349919
X2086273	participant	M2075	2.50873567359109	1.0055811988632	96	84	0.0152362599464382	0.0326363811151378
X853	participant	P6014	1.73324079071604	0.697051422400914	96	96	0.0155621226386453	0.0332856511993247
X2086273	participant	M2042	-1.53057377411419	0.615790208037752	96	84	0.0156014242194516	0.0333209980044637
X2292887	participant	M2075	1.6104016416225	0.649051780907512	96	95	0.0157768857238369	0.0336466236355297
X214856	participant	H4008	1.30832254203103	0.52875441510408	96	38	0.0160530824264541	0.034185821819363
X745368	participant	P6014	1.92042738005424	0.776722500468964	96	82	0.016129766893749	0.0342991990778413
X1796635	participant	H4008	-1.9403422993502	0.78519356983665	96	18	0.0161836578514196	0.0343140455603307
X1796635	participant	P6014	-1.94034229935018	0.78519356983665	96	18	0.0161836578514205	0.0343140455603307
X328814	participant	H4022	-2.84432491091218	1.15632456739672	96	44	0.0166576256619301	0.0352678818283702
X487174	participant	H4022	2.84159103823687	1.15668065616405	96	55	0.016789927832886	0.0354966248836882
X39496	participant	H4045	2.18203335527168	0.89013343091467	96	85	0.0170177210764467	0.0359263000502763
X745368	participant	M2072	-1.42485994764922	0.581473970007604	96	82	0.0170577089225265	0.0359588301925882
X239935	participant	H4016	-2.43188709191285	0.995796918002877	96	31	0.0174182292191603	0.0365607881601603
X239935	participant	M2061	-2.43188709191285	0.995796918002877	96	31	0.0174182292191605	0.0365607881601603
X301302	participant	P6018	1.54661811211993	0.633281040801325	96	95	0.0174147737539771	0.0365607881601603
X28111	participant	M2072	1.08263695862087	0.443519642738449	96	73	0.0174683880502581	0.0366135411425896
X2293126	participant	H4018	-4.79130487170533	1.96387662838959	96	68	0.0175255437021059	0.0366283863374014
X2293126	participant	M2075	-4.79130487170534	1.96387662838959	96	68	0.0175255437021059	0.0366283863374014
X88431	participant	M2039	-1.83482411026526	0.753291675641935	96	95	0.0177021330968655	0.0369446800580801
X2293015	participant	H4023	-1.82047056243344	0.748344883766732	96	82	0.0178399978172507	0.0371793686704242
X360807	participant	H4045	2.24296898070896	0.922782286291088	96	79	0.0179302173871921	0.0373142361841566
X39778	participant	H4045	-2.28513904020206	0.944756176331191	96	44	0.0184744529807843	0.0382834627632967
X39778	participant	M2060	-2.28513904020207	0.944756176331191	96	44	0.018474452980784	0.0382834627632967
X39778	participant	P6014	-2.28513904020207	0.944756176331192	96	44	0.0184744529807841	0.0382834627632967
X40518	participant	M2061	-2.2588829218492	0.936167000618578	96	58	0.0187476459712376	0.038794633742462
X2292887	participant	P6018	1.32933530770472	0.551587949363259	96	95	0.0188838675432208	0.0389990589965263
X820	participant	M2042	-0.826796511148758	0.34311474635219	96	95	0.0188997490283917	0.0389990589965263
X562	participant	M2084	-2.01485480688433	0.838843131813101	96	45	0.0192688683903974	0.0397047245847202
X46506	participant	H4013	-1.18569608961456	0.494510316944569	96	91	0.019473311956157	0.0400695575131613
X821	participant	H4013	-0.956776597512759	0.399382210374807	96	93	0.0195744313236876	0.040221057621566
X360807	participant	M2047	2.59834957198401	1.08583497336831	96	79	0.019706188668748	0.0404349986288617
X28116	participant	M2039	-1.15164149855357	0.483719716449878	96	58	0.0203109215841634	0.0415592703183651
X817	participant	H4023	-1.02476898006992	0.430351185618497	96	52	0.0202889533779534	0.0415592703183651
X28052	participant	H4045	-2.37216188468036	0.997337921138421	96	68	0.0204277620143309	0.0416817515020447
X28052	participant	P6018	-2.37216188468036	0.997337921138422	96	68	0.0204277620143308	0.0416817515020447
X2293047	participant	M2039	1.56995558911649	0.660876609227869	96	63	0.0205767568054166	0.041927291373711
X88431	participant	H4013	-1.77641748992576	0.753291675641935	96	95	0.0214800850339189	0.0437070436781965
X28052	participant	M2047	2.75403930368343	1.17356435112251	96	68	0.0220965446329124	0.044898951108265
X47678	participant	M2084	-0.935142641756558	0.399270059092738	96	73	0.022348025474834	0.0453469643130127
X1965537	participant	H4013	-1.2756024244537	0.549637818938498	96	48	0.023547483899033	0.0476524784858726
X820	participant	H4022	-1.76066622712554	0.758655249125455	96	95	0.023549379320086	0.0476524784858726
X821	participant	M2047	-1.20903024442638	0.522914060074667	96	93	0.0240532745777268	0.0486048904795778
X39778	participant	M2039	-1.95871513263718	0.84906846890339	96	44	0.0243601602780031	0.0491571234299567
X88431	participant	P6014	-1.93216053300366	0.838185598931444	96	95	0.0244628992758747	0.0492964485407778
X2292885	participant	M2039	1.23727769134419	0.537029252143628	96	95	0.0245368628918655	0.0493774833711131
X208479	participant	H4023	-1.8280260107902	0.796984345355905	96	73	0.0251557101943936	0.0505533022175794
X33043	participant	M2047	2.51433608176828	1.10245871696041	96	34	0.0259614025400907	0.0521008668259983
X1898205	participant	M2072	-2.50387410111649	1.10016868779898	96	44	0.0262618330353635	0.0526315914119682
X1131336	participant	H4009	-2.29095651055816	1.00807984180532	96	18	0.0264721941594101	0.0526922721839688
X1131336	participant	H4018	-2.29095651055817	1.00807984180532	96	18	0.0264721941594096	0.0526922721839688
X1131336	participant	M2047	-2.29095651055816	1.00807984180532	96	18	0.0264721941594098	0.0526922721839688
X1131336	participant	M2075	-2.29095651055817	1.00807984180532	96	18	0.0264721941594097	0.0526922721839688
X2086273	participant	H4016	-1.61740242455805	0.711053284749864	96	84	0.0263407568193848	0.0526922721839688
X328813	participant	M2075	2.12840746958421	0.93863854952347	96	69	0.0267962133818283	0.053264755676107
X2086273	participant	H4008	1.93336816765944	0.854579692584243	96	84	0.0271328153795242	0.0538606633653242
X2292885	participant	H4023	1.05969047475741	0.468757561591183	96	95	0.0272455981195819	0.0539381732732723
X239935	participant	M2039	-2.43188709191284	1.07558360230839	96	31	0.0272222518676718	0.0539381732732723
X39491	participant	H4013	-1.34603666019063	0.596153057484124	96	96	0.0274272901569823	0.0542244939184664
X204516	participant	H4023	1.05361481689761	0.468254583173533	96	87	0.0279442464075952	0.0551719736765341
X292800	participant	H4023	-1.29905811088553	0.57805365024894	96	89	0.0281318843759215	0.0554675833449772
X2293035	participant	H4023	2.03469372785381	0.908167248734851	96	58	0.0285973076787406	0.056309368955582
X166486	participant	H4023	1.49433596683819	0.668691146206966	96	95	0.0289908357936928	0.0570075171588341
