#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	reSRR9697569_taxonomic_profile	reSRR9697568_taxonomic_profile	reSRR9697567_taxonomic_profile	reSRR9697566_taxonomic_profile	reSRR9697564_taxonomic_profile	reSRR9697563_taxonomic_profile	reSRR9697562_taxonomic_profile	reSRR9697561_taxonomic_profile	reSRR9697560_taxonomic_profile	reSRR9697559_taxonomic_profile	reSRR9697558_taxonomic_profile	reSRR9697557_taxonomic_profile	reSRR9697556_taxonomic_profile	reSRR9697555_taxonomic_profile	reSRR9697554_taxonomic_profile	reSRR9697553_taxonomic_profile	reSRR9697552_taxonomic_profile	reSRR9697551_taxonomic_profile	reSRR9697550_taxonomic_profile	reSRR9697549_taxonomic_profile	reSRR9697548_taxonomic_profile	reSRR9697547_taxonomic_profile	reSRR9697546_taxonomic_profile	reSRR9697545_taxonomic_profile	reSRR9697544_taxonomic_profile	reSRR9697543_taxonomic_profile	reSRR9697542_taxonomic_profile	reSRR9697541_taxonomic_profile	reSRR9697540_taxonomic_profile	reSRR9697539_taxonomic_profile	reSRR9697538_taxonomic_profile	reSRR9697537_taxonomic_profile	reSRR9697536_taxonomic_profile	reSRR9697535_taxonomic_profile
UNKNOWN	-1	91.03299999999999	90.96724	95.2506	96.59062	90.57242	77.35188000000001	83.17538	94.69125	94.87063	91.38566999999999	75.28191	82.61145	87.0483	94.39381	95.22375	94.40526	86.34541999999999	95.13065	94.1458	73.88923	95.74339	93.00718	86.83622	93.23784	74.10878000000001	92.86946	93.0072	91.81869	91.19105	91.44115	90.31571	90.26083	81.20456999999999	91.67749
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_cucumeris	2|976|117743|200644|49546|59732|1813611	0	0	0	0	0	0.02277494789552881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_molle	2|976|117743|200644|49546|59732|216903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4194484589677179	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_taeanense	2|976|117743|200644|49546|59732|311334	0	0	0	0	0	0	0.0007419656332397588	0	0	0	0.008520325034576101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009880481222169668
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_taichungense	2|976|117743|200644|49546|59732|295069	0	0	0	0	0	0	0.0009472259671518916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_taihuense	2|976|117743|200644|49546|59732|1141221	0	0	0	0	0	0	0.00034995204470265266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_takakiae	2|976|117743|200644|49546|59732|1302685	0	0	0	0	0	0	0.00015478648131078872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Chryseobacterium|s__Chryseobacterium_zeae	2|976|117743|200644|49546|59732|1416779	0.01944673428901667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Elizabethkingia	2|976|117743|200644|49546|308865	0	0	0	0	0	0.010051234960258244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028194414335016814	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03799224796092026
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Elizabethkingia|s__Elizabethkingia_anophelis	2|976|117743|200644|49546|308865|1117645	0	0	0	0	0	0.010051234960258244	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028194414335016814	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Elizabethkingia|s__Elizabethkingia_bruuniana	2|976|117743|200644|49546|308865|1756149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03799224796092026
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacteriaceae_unclassified	2|976|117743|200644|49546|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28264668663633963	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacteriaceae_unclassified|s__Flavobacteriaceae_bacterium_UR159	2|976|117743|200644|49546||2008672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28264668663633963	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium	2|976|117743|200644|49546|237	0.005398134385571096	0	0	0	0	0	0.02366214209951013	0.08384855368698654	0	0	0	0.041770766169610736	0.009094681514540688	0	0	0.02319689561221752	0	0.03730704981415257	0	0	0	0	0	0.0035961160797728796	0	0.13042903145395787	0	0	0.03230684149510661	0	0	0.0009641773729999373	0	0.05029041768969394
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_daejeonense	2|976|117743|200644|49546|237|350893	0	0	0	0	0	0	0	0.060414129426459726	0	0	0	0	0.007773608437805925	0	0	0.02319689561221752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_johnsoniae	2|976|117743|200644|49546|237|986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03730704981415257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium_ummariense	2|976|117743|200644|49546|237|913024	0.005398134385571096	0	0	0	0	0	0.02366214209951013	0.02343442426052681	0	0	0	0.041770766169610736	0.0013210730767347625	0	0	0	0	0	0	0	0	0	0	0.0035961160797728796	0	0.13042903145395787	0	0	0.03230684149510661	0	0	0.0009641773729999373	0	0.05029041768969394
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricauda	2|976|117743|200644|49546|111500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030582290797194624	0	0	0	0.0687187760221925	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Muricauda|s__Muricauda_taeanensis	2|976|117743|200644|49546|111500|1005926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030582290797194624	0	0	0	0.0687187760221925	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides	2|976|117743|200644|49546|76831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024094375353458132	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Myroides|s__Myroides_odoratus	2|976|117743|200644|49546|76831|256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024094375353458132	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Sinomicrobium	2|976|117743|200644|49546|1434045	0	0	0	0	0	0	0	0	0	0	0	0.07890226815886507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18781911891791112	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Sinomicrobium|s__Sinomicrobium_oceani	2|976|117743|200644|49546|1434045|1150368	0	0	0	0	0	0	0	0	0	0	0	0.07890226815886507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18781911891791112	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Weeksella	2|976|117743|200644|49546|1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012407072039573754	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Weeksella|s__Weeksella_virosa	2|976|117743|200644|49546|1013|1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012407072039573754	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Zunongwangia	2|976|117743|200644|49546|417127	0	0	0	0	0	0	0	0	0	0	0	0.014795914134427516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__Zunongwangia|s__Zunongwangia_profunda	2|976|117743|200644|49546|417127|398743	0	0	0	0	0	0	0	0	0	0	0	0.014795914134427516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriia_unclassified	2|976|117743|	0	0.02876483628433937	0	0	0	0	0	0.11068801152490998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriia_unclassified|f__Flavobacteriia_unclassified	2|976|117743||	0	0.02876483628433937	0	0	0	0	0	0.11068801152490998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriia_unclassified|f__Flavobacteriia_unclassified|g__Flavobacteriia_unclassified	2|976|117743|||	0	0.02876483628433937	0	0	0	0	0	0.11068801152490998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriia_unclassified|f__Flavobacteriia_unclassified|g__Flavobacteriia_unclassified|s__Flavobacteriia_bacterium_40_80	2|976|117743||||1895763	0	0.02876483628433937	0	0	0	0	0	0.11068801152490998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	2|976|117747	0	0.2686091033300853	0	0	0	11.065034950455484	0.05596036037911025	0.420731342515229	0	1.5755508522821768	0	6.305379053356299	0.5162960811028743	0.4396711623855026	0.01828490016156833	0.33457530076279723	0	0.18164154735529567	0	3.1211853771762086	0	0.4970287208790992	1.5348676993786707	0	0.3439674306196605	0.07371840072949322	0.009163358910834555	0	0	0	0.5276419352620446	0.01921245155269673	0	1.5541284555807946
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	2|976|117747|200666	0	0.2686091033300853	0	0	0	11.065034950455484	0.05596036037911025	0.420731342515229	0	1.5755508522821768	0	6.305379053356299	0.5162960811028743	0.4396711623855026	0.01828490016156833	0.33457530076279723	0	0.18164154735529567	0	3.1211853771762086	0	0.4970287208790992	1.5348676993786707	0	0.3439674306196605	0.07371840072949322	0.009163358910834555	0	0	0	0.5276419352620446	0.01921245155269673	0	1.5541284555807946
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	2|976|117747|200666|84566	0	0.2686091033300853	0	0	0	11.065034950455484	0.05596036037911025	0.1209646937811064	0	1.53523666540847	0	6.305379053356299	0.5162960811028743	0.4396711623855026	0.01828490016156833	0.2204672972539111	0	0.18164154735529567	0	3.1211853771762086	0	0.4970287208790992	1.5348676993786707	0	0.3439674306196605	0.07371840072949322	0.009163358910834555	0	0	0	0.5276419352620446	0.01921245155269673	0	1.362171478413427
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter	2|976|117747|200666|84566|84567	0	0	0	0	0	0	0.0006056862312161298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Pedobacter_suwonensis	2|976|117747|200666|84566|84567|332999	0	0	0	0	0	0	0.0006056862312161298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium	2|976|117747|200666|84566|28453	0	0.2686091033300853	0	0	0	11.065034950455484	0.055352991686140746	0.1209646937811064	0	1.53523666540847	0	6.305379053356299	0.5162960811028743	0.4396711623855026	0.01828490016156833	0.2204672972539111	0	0.18164154735529567	0	3.1211853771762086	0	0.4970287208790992	1.5348676993786707	0	0.3439674306196605	0.07371840072949322	0.009163358910834555	0	0	0	0.5276419352620446	0.01921245155269673	0	1.362171478413427
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_cellulitidis	2|976|117747|200666|84566|28453|1768011	0	0.20703907551883	0	0	0	7.336371031599847	0.00013627940202362918	0	0	1.460591802890459	0	0.2738765612679365	0	0	0	0	0	0.11501465063632467	0	0.6499102333818633	0	0	0.6175839686806278	0	0.007570592371392668	0	0	0	0	0	0.08395216920458075	0	0	0.008374107316161656
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_deserti	2|976|117747|200666|84566|28453|1229276	0	0	0	0	0	0	0.002217484590952386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_mizutaii	2|976|117747|200666|84566|28453|1010	0	0.03925729470101031	0	0	0	0	0.00572036996148567	0.04424632499870575	0	0.07464486251801143	0	4.910042102655298	0.4409314524145223	0.4396711623855026	0.01828490016156833	0.2204672972539111	0	0.06389713633917905	0	2.259221710622488	0	0.4298382026444125	0.8642810899554368	0	0.33639942737014583	0.07371840072949322	0.009163358910834555	0	0	0	0.23059754721070425	0.016412441504843375	0	0.6680169052586229
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_multivorum	2|976|117747|200666|84566|28453|28454	0	0	0	0	0	2.491202435080139	0.017337768368561712	0.015679399237357214	0	0	0	0.3307492799886699	0.03672324119386025	0	0	0	0	0.00272976037979194	0	0.18578599399698567	0	0	0.01983123342905242	0	0	0	0	0	0	0	0.04141100609485721	0.0018105108448554371	0	0.29778099244059564
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_nematocida	2|976|117747|200666|84566|28453|1513896	0	0	0	0	0	0	0	0	0	0	0	0.009052477257472049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05313172184168916
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_paucimobilis	2|976|117747|200666|84566|28453|1385985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001875893250907213
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp_21	2|976|117747|200666|84566|28453|743722	0	0	0	0	0	0	0	0.024309306601585375	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06718981895261106	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp_B29	2|976|117747|200666|84566|28453|1933220	0	0.022312733110244967	0	0	0	1.1675897735999852	0.02994277182487072	0.0367291320682511	0	0	0	0.6026887571872971	0.038642682664174866	0	0	0	0	0	0	0.02626743917487212	0	0	0.033171407313554065	0	0	0	0	0	0	0	0.17168121275190235	0.0009894992029979154	0	0.3329910260546734
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp_CZ_UAM	2|976|117747|200666|84566|28453|1933868	0	0	0	0	0	0.01176343271374072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_sp_M46	2|976|117747|200666|84566|28453|2152717	0	0	0	0	0	0.058110542273615576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Sphingobacterium_spiritivorum	2|976|117747|200666|84566|28453|258	0	0	0	0	0	0	0	0	0	0	0	0.17896987499962594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriales_unclassified	2|976|117747|200666|	0	0	0	0	0	0	0	0.2997671796093295	0	0.04031418687370651	0	0	0	0	0	0.11410800350888613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1919569771673677
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriales_unclassified|g__Sphingobacteriales_unclassified	2|976|117747|200666||	0	0	0	0	0	0	0	0.2997671796093295	0	0.04031418687370651	0	0	0	0	0	0.11410800350888613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1919569771673677
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriales_unclassified|g__Sphingobacteriales_unclassified|s__Sphingobacteriales_bacterium_46_32	2|976|117747|200666|||1895839	0	0	0	0	0	0	0	0.2997671796093295	0	0.04031418687370651	0	0	0	0	0	0.11410800350888613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1919569771673677
k__Bacteria|p__Candidatus_Kapabacteria	2|1662329	0	0	0	0.2648308797458841	0	0	0	0	0	0.027672662645162247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Kapabacteria|c__Candidatus_Kapabacteria_unclassified	2|1662329|	0	0	0	0.2648308797458841	0	0	0	0	0	0.027672662645162247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Kapabacteria|c__Candidatus_Kapabacteria_unclassified|o__Candidatus_Kapabacteria_unclassified	2|1662329||	0	0	0	0.2648308797458841	0	0	0	0	0	0.027672662645162247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Kapabacteria|c__Candidatus_Kapabacteria_unclassified|o__Candidatus_Kapabacteria_unclassified|f__Candidatus_Kapabacteria_unclassified	2|1662329|||	0	0	0	0.2648308797458841	0	0	0	0	0	0.027672662645162247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Kapabacteria|c__Candidatus_Kapabacteria_unclassified|o__Candidatus_Kapabacteria_unclassified|f__Candidatus_Kapabacteria_unclassified|g__Candidatus_Kapabacteria_unclassified	2|1662329||||	0	0	0	0.2648308797458841	0	0	0	0	0	0.027672662645162247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Kapabacteria|c__Candidatus_Kapabacteria_unclassified|o__Candidatus_Kapabacteria_unclassified|f__Candidatus_Kapabacteria_unclassified|g__Candidatus_Kapabacteria_unclassified|s__Candidatus_Kapabacteria_thiocyanatum	2|1662329|||||1895771	0	0	0	0.2648308797458841	0	0	0	0	0	0.027672662645162247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae	2|204428	0	0	0	0	0	0	0	0.06153586873875145	0	0	0	0	0	0.034131614143720415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia	2|204428|204429	0	0	0	0	0	0	0	0.06153586873875145	0	0	0	0	0	0.034131614143720415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales	2|204428|204429|1963360	0	0	0	0	0	0	0	0.06153586873875145	0	0	0	0	0	0.034131614143720415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae	2|204428|204429|1963360|92713	0	0	0	0	0	0	0	0.06153586873875145	0	0	0	0	0	0.034131614143720415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Candidatus_Protochlamydia	2|204428|204429|1963360|92713|282132	0	0	0	0	0	0	0	0.06153586873875145	0	0	0	0	0	0.034131614143720415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chlamydiae|c__Chlamydiia|o__Parachlamydiales|f__Parachlamydiaceae|g__Candidatus_Protochlamydia|s__Candidatus_Protochlamydia_amoebophila	2|204428|204429|1963360|92713|282132|362787	0	0	0	0	0	0	0	0.06153586873875145	0	0	0	0	0	0.034131614143720415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Chloroflexi	2|200795	0	0	0.04098777276664835	0	0	0	0.00047445421445263487	0.002572090377687344	0.02612954208846469	0.008795227418973556	0	0	0	0.03257141109253986	0	0	0	0	0.009922866309759618	0	0	0	0	0.010360303583715737	0	0	0	0.10753847205931527	0	0.007857025766727976	0	0	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia	2|200795|32061	0	0	0.04098777276664835	0	0	0	0.00047445421445263487	0.002572090377687344	0.02612954208846469	0.008795227418973556	0	0	0	0.03257141109253986	0	0	0	0	0.009922866309759618	0	0	0	0	0.010360303583715737	0	0	0	0.10753847205931527	0	0.007857025766727976	0	0	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales	2|200795|32061|32064	0	0	0.04098777276664835	0	0	0	0.00047445421445263487	0.002572090377687344	0.02612954208846469	0.008795227418973556	0	0	0	0.03257141109253986	0	0	0	0	0.009922866309759618	0	0	0	0	0.010360303583715737	0	0	0	0.10753847205931527	0	0.007857025766727976	0	0	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae	2|200795|32061|32064|1508635	0	0	0.04098777276664835	0	0	0	0.00047445421445263487	0.002572090377687344	0.02612954208846469	0.008795227418973556	0	0	0	0.03257141109253986	0	0	0	0	0.009922866309759618	0	0	0	0	0.010360303583715737	0	0	0	0.10753847205931527	0	0.007857025766727976	0	0	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae|g__Kouleothrix	2|200795|32061|32064|1508635|186475	0	0	0.04098777276664835	0	0	0	0.00047445421445263487	0.002572090377687344	0.02612954208846469	0.008795227418973556	0	0	0	0.03257141109253986	0	0	0	0	0.009922866309759618	0	0	0	0	0.010360303583715737	0	0	0	0.10753847205931527	0	0.007857025766727976	0	0	0	0
k__Bacteria|p__Chloroflexi|c__Chloroflexia|o__Chloroflexales|f__Roseiflexaceae|g__Kouleothrix|s__Kouleothrix_aurantiaca	2|200795|32061|32064|1508635|186475|186479	0	0	0.04098777276664835	0	0	0	0.00047445421445263487	0.002572090377687344	0.02612954208846469	0.008795227418973556	0	0	0	0.03257141109253986	0	0	0	0	0.009922866309759618	0	0	0	0	0.010360303583715737	0	0	0	0.10753847205931527	0	0.007857025766727976	0	0	0	0
k__Bacteria|p__Cyanobacteria	2|1117	0	0	0	0	0	0	0	0.0011413816949489759	0	0	0	0	0	0	0	0	0	0.005950351737612827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified	2|1117|	0	0	0	0	0	0	0	0.0011413816949489759	0	0	0	0	0	0	0	0	0	0.005950351737612827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Nostocales	2|1117||1161	0	0	0	0	0	0	0	0.0011413816949489759	0	0	0	0	0	0	0	0	0	0.005950351737612827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Nostocales|f__Tolypothrichaceae	2|1117||1161|119859	0	0	0	0	0	0	0	0.0011413816949489759	0	0	0	0	0	0	0	0	0	0.005950351737612827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
