#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	reSRR9697569_taxonomic_profile	reSRR9697568_taxonomic_profile	reSRR9697567_taxonomic_profile	reSRR9697566_taxonomic_profile	reSRR9697564_taxonomic_profile	reSRR9697563_taxonomic_profile	reSRR9697562_taxonomic_profile	reSRR9697561_taxonomic_profile	reSRR9697560_taxonomic_profile	reSRR9697559_taxonomic_profile	reSRR9697558_taxonomic_profile	reSRR9697557_taxonomic_profile	reSRR9697556_taxonomic_profile	reSRR9697555_taxonomic_profile	reSRR9697554_taxonomic_profile	reSRR9697553_taxonomic_profile	reSRR9697552_taxonomic_profile	reSRR9697551_taxonomic_profile	reSRR9697550_taxonomic_profile	reSRR9697549_taxonomic_profile	reSRR9697548_taxonomic_profile	reSRR9697547_taxonomic_profile	reSRR9697546_taxonomic_profile	reSRR9697545_taxonomic_profile	reSRR9697544_taxonomic_profile	reSRR9697543_taxonomic_profile	reSRR9697542_taxonomic_profile	reSRR9697541_taxonomic_profile	reSRR9697540_taxonomic_profile	reSRR9697539_taxonomic_profile	reSRR9697538_taxonomic_profile	reSRR9697537_taxonomic_profile	reSRR9697536_taxonomic_profile	reSRR9697535_taxonomic_profile
UNKNOWN	-1	91.03299999999999	90.96724	95.2506	96.59062	90.57242	77.35188000000001	83.17538	94.69125	94.87063	91.38566999999999	75.28191	82.61145	87.0483	94.39381	95.22375	94.40526	86.34541999999999	95.13065	94.1458	73.88923	95.74339	93.00718	86.83622	93.23784	74.10878000000001	92.86946	93.0072	91.81869	91.19105	91.44115	90.31571	90.26083	81.20456999999999	91.67749
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_variabilis	2|1224|1236|72274|468|469|70346	0	0	0	0	0	0	0.011326332523741626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_venetianus	2|1224|1236|72274|468|469|52133	0.07651272636505396	0.27902658980731204	0	0	0	0.10117367466080583	0	0	0	0	0	0.0913176902907034	0	0	0	0	0	0	0	0	0	0	0	0.012689191093820627	0	0	0.8929393966971075	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae	2|1224|1236|72274|135621	0.22092896178023366	0.1667583686805876	0	0	0.08457861518677118	0.6521616295056787	0.05482469869558	0.03656774600533738	0	0.2989326374610544	0.004051294671212715	0.2173759574402301	0	0.20361182406083836	0	0	0.3134258290779259	0.07581585642768553	0	0.4067405902053384	0	0	0.10316190516880053	0.07305565941977113	15.400946162565461	0.030320492879164187	0	0	0.10483096583845024	0	0.13792951413825996	0	0	0.06399259447892923
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Oblitimonas	2|1224|1236|72274|135621|1849530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06981541959131922	0	15.36791414564541	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Oblitimonas|s__Oblitimonas_alkaliphila	2|1224|1236|72274|135621|1849530|1697053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06981541959131922	0	15.36791414564541	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas	2|1224|1236|72274|135621|286	0.22092896178023366	0.1667583686805876	0	0	0.08457861518677118	0.6521616295056787	0.05482469869558	0.03656774600533738	0	0.2989326374610544	0.004051294671212715	0.2173759574402301	0	0.20361182406083836	0	0	0.3134258290779259	0.07581585642768553	0	0.4067405902053384	0	0	0.0333464855774813	0.07305565941977113	0.033032016920050485	0.030320492879164187	0	0	0.10483096583845024	0	0.13792951413825996	0	0	0.06399259447892923
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_alcaliphila	2|1224|1236|72274|135621|286|101564	0	0.06996236864711011	0	0	0	0	0	0.002264182757654597	0	0	0	0	0	0	0	0	0	0.021738261262049877	0	0	0	0	0	0	0	0	0	0	0.10483096583845024	0	0.018138681138342782	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_flexibilis	2|1224|1236|72274|135621|286|706570	0.2168175919865719	0	0	0	0	0	0	0	0	0.2989326374610544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033032016920050485	0	0	0	0	0	0.030865779244060924	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_guariconensis	2|1224|1236|72274|135621|286|1288410	0	0	0	0	0	0.028588719897102256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_parafulva	2|1224|1236|72274|135621|286|157782	0.004111369793661706	0	0	0	0.08457861518677118	0	0.04932473122378687	0	0	0	0	0	0	0	0	0	0.05098892697723659	0	0	0	0	0	0	0.07305565941977113	0	0.030320492879164187	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_psychrotolerans	2|1224|1236|72274|135621|286|237610	0	0	0	0	0	0	0	0	0	0	0.004051294671212715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_putida_group	2|1224|1236|72274|135621|286|136845	0	0.09679509675709867	0	0	0	0.5929232109341342	0.005075987109941843	0.03430356324768278	0	0	0	0.2173759574402301	0	0.20361182406083836	0	0	0.2624369021006893	0.054077595165635664	0	0.4067405902053384	0	0	0.0333464855774813	0	0	0	0	0	0	0	0.08892505375585624	0	0	0.06399259447892923
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_soli	2|1224|1236|72274|135621|286|1306993	0	0	0	0	0	0.030649698674442276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_sp_EpS_L25	2|1224|1236|72274|135621|286|1749078	0	0	0	0	0	0	0.0004239803618512908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales	2|1224|1236|72273	0	0.02729339906319982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae	2|1224|1236|72273|135616	0	0.02729339906319982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga	2|1224|1236|72273|135616|40222	0	0.02729339906319982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Thiotrichales|f__Piscirickettsiaceae|g__Methylophaga|s__Methylophaga_aminisulfidivorans	2|1224|1236|72273|135616|40222|230105	0	0.02729339906319982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales	2|1224|1236|135623	0.12339489581369407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092980041377301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae	2|1224|1236|135623|641	0.12339489581369407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092980041377301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio	2|1224|1236|135623|641|662	0.12339489581369407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092980041377301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_fluvialis	2|1224|1236|135623|641|662|676	0.12339489581369407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092980041377301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	2|1224|1236|135614	0.13307656640522414	0.16621188647138602	0.08645327721246565	0.04957507294558701	0.024939727201449543	3.157052587366304	0.9737600714644182	0.19470697615332844	0.06348471831457979	0.5578267464983604	0	1.241474397852862	0.1875431604483795	0.15652261986252364	0.09847519422750764	0.2446505448743371	0.5565838318161922	0.406631553199749	0.2795198261979123	13.930257486255707	0	0.36423225759305106	4.079763219731553	0.12384420594167815	0.4782030435085881	0.913034594564768	0.4093365569502681	0.03639785066984326	0.2766839828919977	0.21085843561747325	0.5207486553718832	0.03985948216643277	0	0.7582819922595747
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	2|1224|1236|135614|1775411	0	0	0	0	0	0	0	0.034068916406209564	0	0.007172288294845625	0	0	0.025667672779146587	0.013452616750315609	0.0357301363865581	0.007466175581135567	0	0.1286731912451659	0	0	0	0	0	0	0	0	0	0	0	0	0.020420300613085737	0	0	0.02334296978768656
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella	2|1224|1236|135614|1775411|231454	0	0	0	0	0	0	0	0.02651987096333772	0	0	0	0	0.025667672779146587	0.013452616750315609	0.0357301363865581	0.007466175581135567	0	0.1286731912451659	0	0	0	0	0	0	0	0	0	0	0	0	0.020420300613085737	0	0	0.02334296978768656
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_japonica	2|1224|1236|135614|1775411|231454|231455	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013452616750315609	0.02597035659130989	0.007466175581135567	0	0.1286731912451659	0	0	0	0	0	0	0	0	0	0	0	0	0.020420300613085737	0	0	0.02334296978768656
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Dyella|s__Dyella_jiangningensis	2|1224|1236|135614|1775411|231454|1379159	0	0	0	0	0	0	0	0.02651987096333772	0	0	0	0	0.025667672779146587	0	0.009759779795248212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter	2|1224|1236|135614|1775411|75309	0	0	0	0	0	0	0	0.007549045442871831	0	0.007172288294845625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_denitrificans	2|1224|1236|135614|1775411|75309|666685	0	0	0	0	0	0	0	0	0	0.007172288294845625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae|g__Rhodanobacter|s__Rhodanobacter_sp_C06	2|1224|1236|135614|1775411|75309|1945854	0	0	0	0	0	0	0	0.007549045442871831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae	2|1224|1236|135614|32033	0.13307656640522414	0.16621188647138602	0.08645327721246565	0.04957507294558701	0.024939727201449543	3.157052587366304	0.9737600714644182	0.1606380597471189	0.06348471831457979	0.5506544582035148	0	1.241474397852862	0.1618754876692329	0.14306944249307355	0.06274505784094953	0.2371843692932015	0.5565838318161922	0.2779583619545831	0.2795198261979123	13.930257486255707	0	0.36423225759305106	4.079763219731553	0.12384420594167815	0.4782030435085881	0.913034594564768	0.4093365569502681	0.03639785066984326	0.2766839828919977	0.21085843561747325	0.5003283547587973	0.03985948216643277	0	0.7349390224718882
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter	2|1224|1236|135614|32033|68	0	0	0.08645327721246565	0	0	0	0	0	0.06348471831457979	0.08713132886845429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03639785066984326	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_enzymogenes	2|1224|1236|135614|32033|68|69	0	0	0	0	0	0	0	0	0	0.06338766056785017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Lysobacter|s__Lysobacter_soli	2|1224|1236|135614|32033|68|453783	0	0	0.08645327721246565	0	0	0	0	0	0.06348471831457979	0.023743668300604124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03639785066984326	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas	2|1224|1236|135614|32033|83618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022559721440556647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Pseudoxanthomonas|s__Pseudoxanthomonas_sp_Root65	2|1224|1236|135614|32033|83618|1736576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0022559721440556647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas	2|1224|1236|135614|32033|40323	0.07880827852901776	0.16621188647138602	0	0.04957507294558701	0	2.878863483850424	0.27716706678976105	0.12876006532000442	0	0.4635231293350604	0	1.2357153112841437	0.06478438754732628	0.14306944249307355	0.06274505784094953	0.2371843692932015	0.2956817043371731	0.2246058137396271	0.04451415389153403	13.930257486255707	0	0.36423225759305106	3.960700785615555	0.0345519268920788	0.4782030435085881	0.030233500260490136	0.4093365569502681	0	0.19559579275409572	0	0.5003283547587973	0	0	0.7305255966025178
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_acidaminiphila	2|1224|1236|135614|32033|40323|128780	0	0	0	0.04957507294558701	0	2.329988598455285	0	0	0	0.4635231293350604	0	1.2207768110692103	0	0	0	0.018337307669336774	0	0	0	13.728277589896637	0	0	3.865754395072092	0	0.4782030435085881	0	0.3836492228362115	0	0.011951108890636986	0	0.5003283547587973	0	0	0.6525170667914997
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_maltophilia	2|1224|1236|135614|32033|40323|40324	0.05689651576393216	0	0	0	0	0.4656747575222122	0.12684920389594473	0.007172124045935193	0	0	0	0	0.06478438754732628	0	0	0	0.023536396933924997	0.010471547800111608	0	0.1798797367988186	0	0.12463024720711105	0	0	0	0	0	0	0	0	0	0	0	0.02232096583377615
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_panacihumi	2|1224|1236|135614|32033|40323|676599	0	0	0	0	0	0	8.075816416215063e-05	0	0	0	0	0	0	0.10415518651334124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_pavanii	2|1224|1236|135614|32033|40323|487698	0.014094331606712038	0	0	0	0	0	0.0043912251763169406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_rhizophila	2|1224|1236|135614|32033|40323|216778	0	0.16621188647138602	0	0	0	0.0832023926847695	0.0427732251561324	0.12158794127406923	0	0	0	0.01493676136029291	0	0.0389148165988668	0.06274505784094953	0.21884706162386472	0.27214530740324816	0.21413426593951548	0.04451415389153403	0.02210015956025026	0	0.2396027096680156	0.09494639054346256	0.0345519268920788	0	0.030233500260490136	0.02568733411405651	0	0.1836446838634588	0	0	0	0	0.055687563977241984
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Stenotrophomonas|s__Stenotrophomonas_sp_SPM	2|1224|1236|135614|32033|40323|2170735	0.007817431158373555	0	0	0	0	0	0.10307265439720488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonadaceae_unclassified	2|1224|1236|135614|32033|	0	0	0	0	0	0	0.4874916105795621	0.03187799442711448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032245993632795754	0.02500172993934612	0	0.01613641770978519	0	0	0.08108819013790194	0	0	0	0	0.004413425869370429
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonadaceae_unclassified|s__Pseudomonas_geniculata	2|1224|1236|135614|32033||86188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0016954947664533364	0	0	0	0	0	0.08108819013790194	0	0	0	0	0.004413425869370429
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonadaceae_unclassified|s__Xanthomonadaceae_bacterium_NML93_0399	2|1224|1236|135614|32033||2032565	0	0	0	0	0	0	0.4874916105795621	0.03187799442711448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03055049886634242	0.02500172993934612	0	0.01613641770978519	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas	2|1224|1236|135614|32033|338	0.054267391176142384	0	0	0	0.024939727201449543	0.27818910351588105	0.20909971163334176	0	0	0	0	0.0057590865687182895	0.0970911001219066	0	0	0	0.260902127479019	0.05109608913540625	0.23500567230637834	0	0	0	0.08681644048320186	0.06428987289436762	0	0.8666646765944928	0	0	0	0.21085843561747325	0	0.03985948216643277	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae|g__Xanthomonas|s__Xanthomonas_sp_Mitacek01	2|1224|1236|135614|32033|338|1732019	0.054267391176142384	0	0	0	0.024939727201449543	0.27818910351588105	0.20909971163334176	0	0	0	0	0.0057590865687182895	0.0970911001219066	0	0	0	0.260902127479019	0.05109608913540625	0.23500567230637834	0	0	0	0.08681644048320186	0.06428987289436762	0	0.8666646765944928	0	0	0	0.21085843561747325	0	0.03985948216643277	0	0
k__Bacteria|p__Proteobacteria|c__Oligoflexia	2|1224|1553900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09921178285155187
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales	2|1224|1553900|213481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09921178285155187
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae	2|1224|1553900|213481|213483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09921178285155187
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio	2|1224|1553900|213481|213483|958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09921178285155187
k__Bacteria|p__Proteobacteria|c__Oligoflexia|o__Bdellovibrionales|f__Bdellovibrionaceae|g__Bdellovibrio|s__Bdellovibrio_bacteriovorus	2|1224|1553900|213481|213483|958|959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09921178285155187
k__Bacteria|p__Tenericutes	2|544448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05818931230108405	0	0.041497196304217186	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes	2|544448|31969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05818931230108405	0	0.041497196304217186	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales	2|544448|31969|186329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05818931230108405	0	0.041497196304217186	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae	2|544448|31969|186329|2146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05818931230108405	0	0.041497196304217186	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma	2|544448|31969|186329|2146|2147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05818931230108405	0	0.041497196304217186	0	0	0
k__Bacteria|p__Tenericutes|c__Mollicutes|o__Acholeplasmatales|f__Acholeplasmataceae|g__Acholeplasma|s__Acholeplasma_oculi	2|544448|31969|186329|2146|2147|35623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05818931230108405	0	0.041497196304217186	0	0	0
k__Bacteria|p__Verrucomicrobia	2|74201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009921261510232869
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2|74201|203494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009921261510232869
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	2|74201|203494|48461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009921261510232869
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae	2|74201|203494|48461|203557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009921261510232869
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Prosthecobacter	2|74201|203494|48461|203557|48463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009921261510232869
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Prosthecobacter|s__Prosthecobacter_debontii	2|74201|203494|48461|203557|48463|48467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009921261510232869
k__Viruses	10239	1.1929240335066646	3.371543216664245	3.6879952637716715	2.584070333831058	4.845919850089139	1.873807932179896	7.923666352471818	1.176769836244464	2.2643091460060116	2.119318156400021	5.631962037751927	2.8637614396436595	1.6583637559400766	1.7764955194435574	3.2021381854400803	3.762567015561834	5.140032577239945	1.6503086292651783	2.9712644500848957	0.6705142455616759	3.808099292990072	4.278740591504478	1.2303802708507037	0.9981392774362609	0.2915169996143005	1.6809719186694805	1.7008366130994783	1.6670696668088625	2.1348440140559077	1.104035367688288	2.151870283059347	1.0490951038146954	4.893877899661144	1.4325016625576883
k__Viruses|p__Viruses_unclassified	10239|	1.1929240335066646	3.371543216664245	3.6879952637716715	2.584070333831058	4.845919850089139	1.873807932179896	7.923666352471818	1.176769836244464	2.2643091460060116	2.119318156400021	5.631962037751927	2.8637614396436595	1.6583637559400766	1.7764955194435574	3.2021381854400803	3.762567015561834	5.140032577239945	1.6503086292651783	2.9712644500848957	0.6705142455616759	3.808099292990072	4.278740591504478	1.2303802708507037	0.9981392774362609	0.2915169996143005	1.6809719186694805	1.7008366130994783	1.6670696668088625	2.1348440140559077	1.104035367688288	2.151870283059347	1.0490951038146954	4.893877899661144	1.4325016625576883
k__Viruses|p__Viruses_unclassified|c__Viruses_unclassified	10239||	1.1929240335066646	3.371543216664245	3.6879952637716715	2.584070333831058	4.845919850089139	1.873807932179896	7.923666352471818	1.176769836244464	2.2643091460060116	2.119318156400021	5.631962037751927	2.8637614396436595	1.6583637559400766	1.7764955194435574	3.2021381854400803	3.762567015561834	5.140032577239945	1.6503086292651783	2.9712644500848957	0.6705142455616759	3.808099292990072	4.278740591504478	1.2303802708507037	0.9981392774362609	0.2915169996143005	1.6809719186694805	1.7008366130994783	1.6670696668088625	2.1348440140559077	1.104035367688288	2.151870283059347	1.0490951038146954	4.893877899661144	1.4325016625576883
