clade_name	reERR5004402_taxonomic_profile	reERR5004403_taxonomic_profile	reERR5004404_taxonomic_profile	reERR5004405_taxonomic_profile	reERR5004406_taxonomic_profile	reERR5004407_taxonomic_profile	reERR5004408_taxonomic_profile	reERR5004409_taxonomic_profile	reERR5004410_taxonomic_profile	reERR5004787_taxonomic_profile	reERR5004789_taxonomic_profile	reERR5004790_taxonomic_profile	reERR5004793_taxonomic_profile	reERR5004796_taxonomic_profile	reERR5004798_taxonomic_profile	reERR5004799_taxonomic_profile	reERR5004803_taxonomic_profile	reERR5004804_taxonomic_profile	reERR5004806_taxonomic_profile	reERR5004807_taxonomic_profile
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus|s__Psychroflexus_sediminis|t__Unclassified_Psychroflexus_sediminis	0	0	0	0	0	0	0	0	0	0.0187991126818814	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus|s__Psychroflexus_torquis_ATCC_700755	0	0.058343057176196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus|s__Unclassified_Psychroflexus	0	0	0	0	0	0	0	0	0	0.127833966236794	0	0	1.21580547112462	0	0	0.255102040816327	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Psychroflexus|s__Unclassified_Psychroflexus|t__	0	0	0	0	0	0	0	0	0	0.127833966236794	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella	0	0	0.103199174406605	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella|s__Unclassified_Riemerella	0	0	0.103199174406605	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Riemerella|s__Unclassified_Riemerella|t__	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Robiginitalea	0	0.058343057176196	0.206398348813209	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Robiginitalea|s__Unclassified_Robiginitalea	0	0.058343057176196	0.206398348813209	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Robiginitalea|s__Unclassified_Robiginitalea|t__	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Salegentibacter	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0.135685210312076	0	0	0	0	0	0.53475935828877	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Salegentibacter|s__Salegentibacter_salarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53475935828877	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Salegentibacter|s__Unclassified_Salegentibacter	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0.135685210312076	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Salegentibacter|s__Unclassified_Salegentibacter|t__	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Salinimicrobium	0	0	0	0	0	0	0	0	0	0	0	5.29172320217096	0	0	0	0	0	4.27807486631016	0	5.97014925373134
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Salinimicrobium|s__Flavobacteriaceae_bacterium_UDC353	0	0	0	0	0	0	0	0	0	0	0	0.135685210312076	0	0	0	0	0	0.53475935828877	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Salinimicrobium|s__Salegentibacter_sp._18III/A01/068	0	0	0	0	0	0	0	0	0	0	0	0.271370420624152	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Salinimicrobium|s__Salinimicrobium_terrae	0	0	0	0	0	0	0	0	0	0	0	0.67842605156038	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Salinimicrobium|s__Unclassified_Salinimicrobium	0	0	0	0	0	0	0	0	0	0	0	4.20624151967436	0	0	0	0	0	3.74331550802139	0	5.97014925373134
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Stenothermobacter	0	0.058343057176196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Stenothermobacter|s__Flavobacteriaceae_bacterium_AKS_622	0	0.058343057176196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Subsaxibacter	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Subsaxibacter|s__Gelidibacter_sp._ZS2-2	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Tamlana	0.052952078369076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Tamlana|s__Gelidibacter_sp._'BSD_S1_18'	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Tamlana|s__Gelidibacter_sp._'BSD_S2_05'	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Tenacibaculum	0.052952078369076	0.058343057176196	0	0.0572737686139748	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Tenacibaculum|s__Flexibacter_echinicida	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Tenacibaculum|s__Flexibacter_echinicida|t__Unclassified_Flexibacter_echinicida	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Tenacibaculum|s__Unclassified_Tenacibaculum	0.052952078369076	0.058343057176196	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Ulvibacter	0.185332274291766	0	0	0.171821305841924	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Ulvibacter|s__Ulvibacter_litoralis	0.185332274291766	0	0	0.171821305841924	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Ulvibacter|s__Ulvibacter_litoralis|t__Unclassified_Ulvibacter_litoralis	0	0	0	0.171821305841924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Unclassified_Flavobacteriaceae	7.51919512840879	8.75145857642941	8.04953560371517	11.0538373424971	3.2329988851728	4.26573426573427	3.30250990752972	2.4	5.39721043056398	0.42485994661052	0.627615062761506	21.438263229308	1.21580547112462	0.266666666666667	0.529100529100529	0.637755102040816	0.0696378830083565	17.6470588235294	2.5	18.6567164179104
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Unclassified_Flavobacteriaceae|s__	7.51919512840879	8.75145857642941	8.04953560371517	11.0538373424971	3.2329988851728	4.26573426573427	3.30250990752972	2.4	5.39721043056398	0.42485994661052	0.627615062761506	21.438263229308	1.21580547112462	0.266666666666667	0.529100529100529	0.637755102040816	0.0696378830083565	17.6470588235294	2.5	18.6567164179104
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Unclassified_Flavobacteriaceae|s__|t__	0	0	0	11.0538373424971	0	0	3.30250990752972	0	0	0.42485994661052	0	0	0	0.266666666666667	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Vitellibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53475935828877	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Vitellibacter|s__Vitellibacter_sp._JC2436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53475935828877	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Weeksella	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Weeksella|s__Unclassified_Weeksella	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Winogradskyella	0.026476039184538	0.233372228704784	0.103199174406605	0	0	0	0.132100396301189	0	0.181928441479685	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Winogradskyella|s__Coccinimonas_marina	0	0	0	0	0	0	0	0	0.121285627653123	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Winogradskyella|s__Unclassified_Winogradskyella	0.026476039184538	0.233372228704784	0.103199174406605	0	0	0	0.132100396301189	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Winogradskyella|s__Unclassified_Winogradskyella|t__	0	0	0	0	0	0	0.132100396301189	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Zeaxanthinibacter	0.079428117553614	0.058343057176196	0.103199174406605	0	0.111482720178372	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Zeaxanthinibacter|s__Bacteroidetes_bacterium_HPC1	0	0.058343057176196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Zeaxanthinibacter|s__Zeaxanthinibacter_enoshimensis	0.079428117553614	0	0.103199174406605	0	0.111482720178372	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Zobellia	0.052952078369076	0.058343057176196	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Flavobacteriaceae|g__Zobellia|s__Unclassified_Zobellia	0.052952078369076	0.058343057176196	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Unclassified_Flavobacteriales	0.476568705321684	0.408401400233372	0.206398348813209	0.171821305841924	0.222965440356745	0.629370629370629	0.132100396301189	0.64	0.181928441479685	0.0150392901455051	0	0.135685210312076	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Unclassified_Flavobacteriales|g__	0.476568705321684	0.408401400233372	0.206398348813209	0.171821305841924	0.222965440356745	0.629370629370629	0.132100396301189	0.64	0.181928441479685	0.0150392901455051	0	0.135685210312076	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Unclassified_Flavobacteriales|g__|s__	0.476568705321684	0.408401400233372	0.206398348813209	0.171821305841924	0.222965440356745	0.629370629370629	0.132100396301189	0.64	0.181928441479685	0.0150392901455051	0	0.135685210312076	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Flavobacteria|o__Flavobacteriales|f__Unclassified_Flavobacteriales|g__|s__|t__	0	0	0	0.171821305841924	0	0	0.132100396301189	0	0	0.0150392901455051	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia	1.08551760656606	1.10851808634772	0.619195046439629	1.83276059564719	0.557413600891862	0.909090909090909	0.792602377807133	0.64	0.485142510612492	0.0187991126818814	0	0.67842605156038	0.303951367781155	0.177777777777778	0.529100529100529	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales	1.08551760656606	1.10851808634772	0.619195046439629	1.83276059564719	0.557413600891862	0.909090909090909	0.792602377807133	0.64	0.485142510612492	0.0187991126818814	0	0.67842605156038	0.303951367781155	0.177777777777778	0.529100529100529	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae	0.185332274291766	0	0	0.0572737686139748	0	0.13986013986014	0	0.32	0	0.0112794676091288	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Chitinophaga	0.026476039184538	0	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Chitinophaga|s__Unclassified_Chitinophaga	0.026476039184538	0	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Hydrotalea	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Hydrotalea|s__Unclassified_Hydrotalea	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Segetibacter	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Segetibacter|s__Segetibacter_koreensis	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Unclassified_Chitinophagaceae	0.105904156738152	0	0	0.0572737686139748	0	0.0699300699300699	0	0.32	0	0.0112794676091288	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Unclassified_Chitinophagaceae|s__	0.105904156738152	0	0	0.0572737686139748	0	0.0699300699300699	0	0.32	0	0.0112794676091288	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Chitinophagaceae|g__Unclassified_Chitinophagaceae|s__|t__	0	0	0	0.0572737686139748	0	0	0	0	0	0.0112794676091288	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae	0.79428117553614	0.816802800466744	0.515995872033024	1.48911798396334	0.445930880713489	0.48951048951049	0.792602377807133	0.32	0.303214069132808	0.00375982253637628	0	0.67842605156038	0.303951367781155	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Aureispira	0.079428117553614	0	0	0.171821305841924	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Aureispira|s__Saprospira_sp._SS98-5	0	0	0	0.171821305841924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Aureispira|s__Saprospira_sp._SS98-5|t__Unclassified_Saprospira_sp._SS98-5	0	0	0	0.171821305841924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Aureispira|s__Unclassified_Aureispira	0.079428117553614	0	0	0	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Haliscomenobacter	0.026476039184538	0.058343057176196	0	0.0572737686139748	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Haliscomenobacter|s__Candidatus_Haliscomenobacter_calcifugiens	0	0.058343057176196	0	0	0	0.0699300699300699	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Haliscomenobacter|s__Unclassified_Haliscomenobacter	0.026476039184538	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Haliscomenobacter|s__Unclassified_Haliscomenobacter|t__	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Lewinella	0.370664548583532	0.350058343057176	0.309597523219814	0.687285223367698	0	0.13986013986014	0.660501981505945	0.16	0.181928441479685	0.00375982253637628	0	0.67842605156038	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Lewinella|s__Lewinella_cohaerens	0	0.058343057176196	0	0	0	0	0.132100396301189	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Lewinella|s__Lewinella_cohaerens|t__Unclassified_Lewinella_cohaerens	0	0	0	0	0	0	0.132100396301189	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Lewinella|s__Lewinella_marina	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Lewinella|s__Lewinella_nigricans	0.105904156738152	0	0.103199174406605	0.286368843069874	0	0	0	0	0.181928441479685	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Lewinella|s__Lewinella_nigricans|t__Unclassified_Lewinella_nigricans	0	0	0	0.286368843069874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Lewinella|s__Unclassified_Lewinella	0.238284352660842	0.29171528588098	0.206398348813209	0.400916380297824	0	0.13986013986014	0.528401585204756	0.16	0	0.00375982253637628	0	0.67842605156038	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Lewinella|s__Unclassified_Lewinella|t__	0	0	0	0.400916380297824	0	0	0.528401585204756	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Saprospira	0.052952078369076	0	0.103199174406605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Saprospira|s__Saprospira_grandis_str._Lewin	0.026476039184538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Saprospira|s__Unclassified_Saprospira	0.026476039184538	0	0.103199174406605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Unclassified_Saprospiraceae	0.26476039184538	0.408401400233372	0.103199174406605	0.572737686139748	0.445930880713489	0.27972027972028	0.132100396301189	0.16	0.0606428138265616	0	0	0	0.303951367781155	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Unclassified_Saprospiraceae|s__	0.26476039184538	0.408401400233372	0.103199174406605	0.572737686139748	0.445930880713489	0.27972027972028	0.132100396301189	0.16	0.0606428138265616	0	0	0	0.303951367781155	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Saprospiraceae|g__Unclassified_Saprospiraceae|s__|t__	0	0	0	0.572737686139748	0	0	0.132100396301189	0	0	0	0	0	0	0.0888888888888889	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae	0	0.29171528588098	0.103199174406605	0.229095074455899	0.111482720178372	0.27972027972028	0	0	0.181928441479685	0.00375982253637628	0	0	0	0	0.529100529100529	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Parapedobacter	0	0.116686114352392	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Parapedobacter|s__Parapedobacter_soli	0	0.058343057176196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Parapedobacter|s__Unclassified_Parapedobacter	0	0.058343057176196	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Parapedobacter|s__Unclassified_Parapedobacter|t__	0	0	0	0.0572737686139748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter	0	0.058343057176196	0	0	0	0	0	0	0.0606428138265616	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Unclassified_Pedobacter	0	0.058343057176196	0	0	0	0	0	0	0.0606428138265616	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Pedobacter|s__Unclassified_Pedobacter|t__	0	0	0	0	0	0	0	0	0	0.00375982253637628	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium	0	0	0	0.11454753722795	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Pedobacter_xinjiangensis	0	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Pedobacter_xinjiangensis|t__Unclassified_Pedobacter_xinjiangensis	0	0	0	0.11454753722795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia|o__Sphingobacteriales|f__Sphingobacteriaceae|g__Sphingobacterium|s__Unclassified_Sphingobacterium	0	0	0	0	0	0	0	0	0.0606428138265616	0	0	0	0	0	0	0	0	0	0	0
