clade_name	NCBI_tax_id	reERR5004807_taxonomic_profile	reERR5004806_taxonomic_profile	reERR5004804_taxonomic_profile	reERR5004803_taxonomic_profile	reERR5004799_taxonomic_profile	reERR5004798_taxonomic_profile	reERR5004796_taxonomic_profile	reERR5004793_taxonomic_profile	reERR5004790_taxonomic_profile	reERR5004789_taxonomic_profile	reERR5004787_taxonomic_profile	reERR5004410_taxonomic_profile	reERR5004409_taxonomic_profile	reERR5004408_taxonomic_profile	reERR5004407_taxonomic_profile	reERR5004406_taxonomic_profile	reERR5004405_taxonomic_profile	reERR5004404_taxonomic_profile	reERR5004403_taxonomic_profile	reERR5004402_taxonomic_profile
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Oscillatoriales|f__Coleofasciculaceae|g__Coleofasciculus|s__Coleofasciculus_chthonoplastes|t__SGB13409	2|1117|7116683|1150|1892251|669368|64178|SGB13409	0	0	0	0	0	0	0.0029912073804693787	0	0	0.012465545497981588	0	0	0	0	0	0	0.00262789832257216	0	0	0
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales	2|1117|7116683|1890424	0	0	0	0	0	0	0	0	0	0	0	0.2710242285550087	0.5878121990309185	0.4029623222575645	0.4725005795894654	0.13853297286443192	0.21059071579216515	0.07034627645339811	0.36260031579161656	0.31905512064353514
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae	2|1117|7116683|1890424|1213	0	0	0	0	0	0	0	0	0	0	0	0.2710242285550087	0.5878121990309185	0.4029623222575645	0.4725005795894654	0.13853297286443192	0.21059071579216515	0.07034627645339811	0.36260031579161656	0.31905512064353514
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__GGB35649	2|1117|7116683|1890424|1213|52965374	0	0	0	0	0	0	0	0	0	0	0	0.2710242285550087	0.5878121990309185	0.4029623222575645	0.4725005795894654	0.13853297286443192	0.21059071579216515	0.07034627645339811	0.36260031579161656	0.31905512064353514
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__GGB35649|s__GGB35649_SGB85284	2|1117|7116683|1890424|1213|52965374|12366666	0	0	0	0	0	0	0	0	0	0	0	0.2710242285550087	0.5878121990309185	0.4029623222575645	0.4725005795894654	0.13853297286443192	0.21059071579216515	0.07034627645339811	0.36260031579161656	0.31905512064353514
k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__GGB35649|s__GGB35649_SGB85284|t__SGB85284	2|1117|7116683|1890424|1213|52965374|12366666|SGB85284	0	0	0	0	0	0	0	0	0	0	0	0.2710242285550087	0.5878121990309185	0.4029623222575645	0.4725005795894654	0.13853297286443192	0.21059071579216515	0.07034627645339811	0.36260031579161656	0.31905512064353514
k__Bacteria|p__Firmicutes	2|1239	0	0	0	0	0	0	0	0	0	0	0	0.020896070942338103	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0	0	0	0	0	0	0	0	0	0	0	0.020896070942338103	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	2|1239|91061|1385	0	0	0	0	0	0	0	0	0	0	0	0.020896070942338103	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	2|1239|91061|1385|186817	0	0	0	0	0	0	0	0	0	0	0	0.020896070942338103	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus	2|1239|91061|1385|186817|182709	0	0	0	0	0	0	0	0	0	0	0	0.020896070942338103	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_indicireducens	2|1239|91061|1385|186817|182709|1004261	0	0	0	0	0	0	0	0	0	0	0	0.020896070942338103	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Oceanobacillus|s__Oceanobacillus_indicireducens|t__SGB82744	2|1239|91061|1385|186817|182709|1004261|SGB82744	0	0	0	0	0	0	0	0	0	0	0	0.020896070942338103	0	0	0	0	0	0	0	0
k__Bacteria|p__Planctomycetes	2|203682	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025410923431400237	0.023271372031195208	0.1716013612678252	0	0	0.004476256926673006	0
k__Bacteria|p__Planctomycetes|c__CFGB2397	2|203682|95488745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009802933615966577	0
k__Bacteria|p__Planctomycetes|c__CFGB2397|o__OFGB2397	2|203682|95488745|82169006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009802933615966577	0
k__Bacteria|p__Planctomycetes|c__CFGB2397|o__OFGB2397|f__FGB2397	2|203682|95488745|82169006|81986863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009802933615966577	0
k__Bacteria|p__Planctomycetes|c__CFGB2397|o__OFGB2397|f__FGB2397|g__GGB45719	2|203682|95488745|82169006|81986863|8715122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009802933615966577	0
k__Bacteria|p__Planctomycetes|c__CFGB2397|o__OFGB2397|f__FGB2397|g__GGB45719|s__GGB45719_SGB63439	2|203682|95488745|82169006|81986863|8715122|7337108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009802933615966577	0
k__Bacteria|p__Planctomycetes|c__CFGB2397|o__OFGB2397|f__FGB2397|g__GGB45719|s__GGB45719_SGB63439|t__SGB63439	2|203682|95488745|82169006|81986863|8715122|7337108|SGB63439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009802933615966577	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia	2|203682|203683	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025410923431400237	0.023271372031195208	0.1716013612678252	0	0	0.0034959635650763485	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales	2|203682|203683|2691354	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025410923431400237	0.023271372031195208	0.1716013612678252	0	0	0.0034959635650763485	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae	2|203682|203683|2691354|2691359	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025410923431400237	0.023271372031195208	0.1716013612678252	0	0	0.0034959635650763485	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Bythopirellula	2|203682|203683|2691354|2691359|1400386	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025410923431400237	0.023271372031195208	0.1716013612678252	0	0	0.0034959635650763485	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Bythopirellula|s__Bythopirellula_goksoyri	2|203682|203683|2691354|2691359|1400386|1400387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023271372031195208	0	0	0	0	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Bythopirellula|s__Bythopirellula_goksoyri|t__SGB85130	2|203682|203683|2691354|2691359|1400386|1400387|SGB85130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023271372031195208	0	0	0	0	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Bythopirellula|s__Bythopirellula_polymerisocia	2|203682|203683|2691354|2691359|1400386|2528003	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025410923431400237	0	0.1716013612678252	0	0	0.0034959635650763485	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Pirellulales|f__Lacipirellulaceae|g__Bythopirellula|s__Bythopirellula_polymerisocia|t__SGB85131	2|203682|203683|2691354|2691359|1400386|2528003|SGB85131	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025410923431400237	0	0.1716013612678252	0	0	0.0034959635650763485	0
k__Bacteria|p__Proteobacteria	2|1224	0	0	2.3677543537327934	3.781971951621246	0.9466451478110149	0.24594698584117006	0.5178003967107762	1.0102725677357738	1.5876998236348423	1.3929434179077629	0.6764708920312206	0.6101934137181501	0	0.2188805070594136	0.08522219711693645	0.15890817966372958	0.8709293954409715	0.6798542910363973	0.7242004189579897	0.3559711705029345
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0	0	2.3677543537327934	0.4673922626746386	0.10346259459212126	0	0	0	1.2656169093724332	0.4884783419718488	0.1040811637608266	0.29938235743037456	0	0	0.08522219711693645	0.15890817966372958	0.5132913650692938	0.6798542910363973	0.6903582539978028	0.2625398294446443
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales	2|1224|28211|2800060	0	0	0	0	0	0	0	0	0	0	0	0.029939973366037657	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae	2|1224|28211|2800060|69657	0	0	0	0	0	0	0	0	0	0	0	0.029939973366037657	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae|g__Hyphomonas	2|1224|28211|2800060|69657|85	0	0	0	0	0	0	0	0	0	0	0	0.029939973366037657	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas_oceanitis	2|1224|28211|2800060|69657|85|81033	0	0	0	0	0	0	0	0	0	0	0	0.029939973366037657	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Hyphomonadales|f__Hyphomonadaceae|g__Hyphomonas|s__Hyphomonas_oceanitis|t__SGB10525	2|1224|28211|2800060|69657|85|81033|SGB10525	0	0	0	0	0	0	0	0	0	0	0	0.029939973366037657	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales	2|1224|28211|255473	0	0	0	0	0	0	0	0	0.058882308233794624	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales|f__Parvularculaceae	2|1224|28211|255473|255474	0	0	0	0	0	0	0	0	0.058882308233794624	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales|f__Parvularculaceae|g__Parvularcula	2|1224|28211|255473|255474|208215	0	0	0	0	0	0	0	0	0.058882308233794624	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales|f__Parvularculaceae|g__Parvularcula|s__Parvularcula_oceani	2|1224|28211|255473|255474|208215|1247963	0	0	0	0	0	0	0	0	0.058882308233794624	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Parvularculales|f__Parvularculaceae|g__Parvularcula|s__Parvularcula_oceani|t__SGB31805	2|1224|28211|255473|255474|208215|1247963|SGB31805	0	0	0	0	0	0	0	0	0.058882308233794624	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	2|1224|28211|356	0	0	0.14704914736313976	0	0	0	0	0	0.16278054364125116	0	0	0.1219062831617406	0	0	0.07247634748193102	0.15890817966372958	0.020360829250138348	0.028083345387452264	0.02390019488396684	0.02472875998988329
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae	2|1224|28211|356|69277	0	0	0	0	0	0	0	0	0	0	0	0.1219062831617406	0	0	0.05082176596784281	0.15890817966372958	0.020360829250138348	0.028083345387452264	0.02390019488396684	0.02472875998988329
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Oricola	2|1224|28211|356|69277|1594166	0	0	0	0	0	0	0	0	0	0	0	0.1219062831617406	0	0	0.05082176596784281	0.15890817966372958	0.020360829250138348	0.028083345387452264	0.02390019488396684	0.02472875998988329
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Oricola|s__Oricola_sp_NBU1457	2|1224|28211|356|69277|1594166|2775868	0	0	0	0	0	0	0	0	0	0	0	0.1219062831617406	0	0	0.05082176596784281	0.15890817966372958	0.020360829250138348	0.028083345387452264	0.02390019488396684	0.02472875998988329
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Oricola|s__Oricola_sp_NBU1457|t__SGB89563	2|1224|28211|356|69277|1594166|2775868|SGB89563	0	0	0	0	0	0	0	0	0	0	0	0.1219062831617406	0	0	0.05082176596784281	0.15890817966372958	0.020360829250138348	0.028083345387452264	0.02390019488396684	0.02472875998988329
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified	2|1224|28211|356|22914953	0	0	0.14704914736313976	0	0	0	0	0	0.16278054364125116	0	0	0	0	0	0.021654581514088226	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Methyloceanibacter	2|1224|28211|356|22914953|1484898	0	0	0.14704914736313976	0	0	0	0	0	0.16278054364125116	0	0	0	0	0	0.021654581514088226	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Methyloceanibacter|s__Methyloceanibacter_marginalis	2|1224|28211|356|22914953|1484898|1774971	0	0	0.14704914736313976	0	0	0	0	0	0.16278054364125116	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Methyloceanibacter|s__Methyloceanibacter_marginalis|t__SGB10926	2|1224|28211|356|22914953|1484898|1774971|SGB10926	0	0	0.14704914736313976	0	0	0	0	0	0.16278054364125116	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Methyloceanibacter|s__Methyloceanibacter_superfactus	2|1224|28211|356|22914953|1484898|1774969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021654581514088226	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Methyloceanibacter|s__Methyloceanibacter_superfactus|t__SGB10927	2|1224|28211|356|22914953|1484898|1774969|SGB10927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021654581514088226	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	2|1224|28211|204455	0	0	1.9833922907580768	0.4673922626746386	0.10346259459212126	0	0	0	0.6131517152204785	0.3711295575382976	0.09301721931615094	0.13412104378056086	0	0	0.0020487015672785145	0	0.4513516245736081	0.651770945648945	0.6598342399758732	0.20732606958752986
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	2|1224|28211|204455|31989	0	0	1.9833922907580768	0.4673922626746386	0.10346259459212126	0	0	0	0.6131517152204785	0.3711295575382976	0.09301721931615094	0.13412104378056086	0	0	0.0020487015672785145	0	0.4513516245736081	0.651770945648945	0.6598342399758732	0.20732606958752986
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Loktanella	2|1224|28211|204455|31989|245186	0	0	0	0	0	0	0	0	0	0	0	0.03308033202458136	0	0	0	0	0	0	0	0.015751347467992855
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Loktanella|s__Loktanella_atrilutea	2|1224|28211|204455|31989|245186|366533	0	0	0	0	0	0	0	0	0	0	0	0.03308033202458136	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Loktanella|s__Loktanella_atrilutea|t__SGB10552	2|1224|28211|204455|31989|245186|366533|SGB10552	0	0	0	0	0	0	0	0	0	0	0	0.03308033202458136	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Loktanella|s__Loktanella_salsilacus	2|1224|28211|204455|31989|245186|195913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015751347467992855
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Loktanella|s__Loktanella_salsilacus|t__SGB10553	2|1224|28211|204455|31989|245186|195913|SGB10553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015751347467992855
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Maribius	2|1224|28211|204455|31989|387095	0	0	0	0	0	0	0	0	0	0	0.0009563986972291246	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Maribius|s__Maribius_pelagius	2|1224|28211|204455|31989|387095|387096	0	0	0	0	0	0	0	0	0	0	0.0009563986972291246	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Maribius|s__Maribius_pelagius|t__SGB10814	2|1224|28211|204455|31989|387095|387096|SGB10814	0	0	0	0	0	0	0	0	0	0	0.0009563986972291246	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodophyticola	2|1224|28211|204455|31989|2680018	0	0	1.9833922907580768	0.4673922626746386	0.10346259459212126	0	0	0	0	0.3711295575382976	0.09097618507215073	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodophyticola|s__Rhodophyticola_sp_DY48A3_103	2|1224|28211|204455|31989|2680018|2735915	0	0	1.9833922907580768	0.4673922626746386	0.10346259459212126	0	0	0	0	0.3711295575382976	0.09097618507215073	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Rhodophyticola|s__Rhodophyticola_sp_DY48A3_103|t__SGB56719	2|1224|28211|204455|31989|2680018|2735915|SGB56719	0	0	1.9833922907580768	0.4673922626746386	0.10346259459212126	0	0	0	0	0.3711295575382976	0.09097618507215073	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseovarius	2|1224|28211|204455|31989|74030	0	0	0	0	0	0	0	0	0	0	0.001083808212257918	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseovarius|s__Roseovarius_tolerans	2|1224|28211|204455|31989|74030|74031	0	0	0	0	0	0	0	0	0	0	0.001083808212257918	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Roseovarius|s__Roseovarius_tolerans|t__SGB10623	2|1224|28211|204455|31989|74030|74031|SGB10623	0	0	0	0	0	0	0	0	0	0	0.001083808212257918	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Solirhodobacter	2|1224|28211|204455|31989|2661806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020487015672785145	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Solirhodobacter|s__Solirhodobacter_olei	2|1224|28211|204455|31989|2661806|2493082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020487015672785145	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Solirhodobacter|s__Solirhodobacter_olei|t__SGB31443	2|1224|28211|204455|31989|2661806|2493082|SGB31443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0020487015672785145	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter	2|1224|28211|204455|31989|60136	0	0	0	0	0	0	0	0	0	0	0	0.10104071175597944	0	0	0	0	0.4513516245736081	0.651770945648945	0.6598342399758732	0.19157472211953694
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter_sp_JBTF_M27	2|1224|28211|204455|31989|60136|2698830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017128840399927944	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter_sp_JBTF_M27|t__SGB90419	2|1224|28211|204455|31989|60136|2698830|SGB90419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017128840399927944	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter_sp_SK011	2|1224|28211|204455|31989|60136|1389004	0	0	0	0	0	0	0	0	0	0	0	0.10104071175597944	0	0	0	0	0.4513516245736081	0.651770945648945	0.6427053995759452	0.19157472211953694
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Sulfitobacter|s__Sulfitobacter_sp_SK011|t__SGB24306	2|1224|28211|204455|31989|60136|1389004|SGB24306	0	0	0	0	0	0	0	0	0	0	0	0.10104071175597944	0	0	0	0	0.4513516245736081	0.651770945648945	0.6427053995759452	0.19157472211953694
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Tranquillimonas	2|1224|28211|204455|31989|1400062	0	0	0	0	0	0	0	0	0.6131517152204785	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Tranquillimonas|s__Tranquillimonas_alkanivorans	2|1224|28211|204455|31989|1400062|441119	0	0	0	0	0	0	0	0	0.6131517152204785	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Tranquillimonas|s__Tranquillimonas_alkanivorans|t__SGB10816	2|1224|28211|204455|31989|1400062|441119|SGB10816	0	0	0	0	0	0	0	0	0.6131517152204785	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	2|1224|28211|204441	0	0	0	0	0	0	0	0	0	0.11734878443355125	0.01106477177918885	0	0	0	0	0	0	0	0	0.0036505057620094634
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae	2|1224|28211|204441|41295	0	0	0	0	0	0	0	0	0	0.11734878443355125	0.01106477177918885	0	0	0	0	0	0	0	0	0.0036505057620094634
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Limimonas	2|1224|28211|204441|41295|1434015	0	0	0	0	0	0	0	0	0	0	0.01106477177918885	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Limimonas|s__Limimonas_halophila	2|1224|28211|204441|41295|1434015|1082479	0	0	0	0	0	0	0	0	0	0	0.01106477177918885	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Limimonas|s__Limimonas_halophila|t__SGB10535	2|1224|28211|204441|41295|1434015|1082479|SGB10535	0	0	0	0	0	0	0	0	0	0	0.01106477177918885	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Magnetovibrio	2|1224|28211|204441|41295|1313115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036505057620094634
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Magnetovibrio|s__Magnetovibrio_blakemorei	2|1224|28211|204441|41295|1313115|28181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036505057620094634
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Magnetovibrio|s__Magnetovibrio_blakemorei|t__SGB10899	2|1224|28211|204441|41295|1313115|28181|SGB10899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0036505057620094634
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodovibrio	2|1224|28211|204441|41295|85274	0	0	0	0	0	0	0	0	0	0.11734878443355125	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodovibrio|s__Rhodovibrio_salinarum	2|1224|28211|204441|41295|85274|1087	0	0	0	0	0	0	0	0	0	0.11734878443355125	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillaceae|g__Rhodovibrio|s__Rhodovibrio_salinarum|t__SGB32280	2|1224|28211|204441|41295|85274|1087|SGB32280	0	0	0	0	0	0	0	0	0	0.11734878443355125	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales	2|1224|28211|204457	0	0	0.2373129156115767	0	0	0	0	0	0.4308023422769092	0	0	0.013414935609937529	0	0	0.010697089968312016	0	0.0415789112455474	0	0.006623951933053761	0.02683438227059876
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae	2|1224|28211|204457|335929	0	0	0.2373129156115767	0	0	0	0	0	0.4308023422769092	0	0	0.013414935609937529	0	0	0.010697089968312016	0	0.0415789112455474	0	0.006623951933053761	0.02683438227059876
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Sphingomonadales|f__Erythrobacteraceae|g__Altererythrobacter	2|1224|28211|204457|335929|361177	0	0	0.2373129156115767	0	0	0	0	0	0.4308023422769092	0	0	0	0	0	0	0	0	0	0	0
