meta-mOTU_v2_ID	kingdom	phylum	class	order	family	genus	mOTU
ext_mOTU_v3_28525	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28526	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_28527	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	252356 Maribacter	NA Maribacter species incertae sedis
ext_mOTU_v3_28528	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135624 Aeromonadales	84642 Aeromonadaceae	NA Aeromonadaceae gen. incertae sedis	NA Aeromonadaceae species incertae sedis
ext_mOTU_v3_28529	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	1643682 Geodermatophilales	85030 Geodermatophilaceae	38501 Blastococcus	NA Blastococcus species incertae sedis
ext_mOTU_v3_28530	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
ext_mOTU_v3_28531	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28532	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28533	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	1060 Rhodobacter	NA Rhodobacter species incertae sedis
ext_mOTU_v3_28534	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	NA Flavobacteriaceae gen. incertae sedis	NA Flavobacteriaceae species incertae sedis
ext_mOTU_v3_28535	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	286104 Winogradskyella	NA Winogradskyella species incertae sedis
ext_mOTU_v3_28536	2 Bacteria	976 Bacteroidetes	NA Bacteroidetes class incertae sedis	NA Bacteroidetes order incertae sedis	NA Bacteroidetes fam. incertae sedis	NA Bacteroidetes gen. incertae sedis	NA Bacteroidetes species incertae sedis
ext_mOTU_v3_28537	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	1706369 Cellvibrionales	1706372 Halieaceae	NA Halieaceae gen. incertae sedis	NA Halieaceae species incertae sedis
ext_mOTU_v3_28538	2 Bacteria	74201 Verrucomicrobia	414999 Opitutae	NA Opitutae order incertae sedis	NA Opitutae fam. incertae sedis	NA Opitutae gen. incertae sedis	NA Opitutae species incertae sedis
ext_mOTU_v3_28539	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28540	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	NA Flavobacteriaceae gen. incertae sedis	NA Flavobacteriaceae species incertae sedis
ext_mOTU_v3_28541	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	72276 Ectothiorhodospiraceae	NA Ectothiorhodospiraceae gen. incertae sedis	NA Ectothiorhodospiraceae species incertae sedis
ext_mOTU_v3_28542	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	72276 Ectothiorhodospiraceae	NA Ectothiorhodospiraceae gen. incertae sedis	NA Ectothiorhodospiraceae species incertae sedis
ext_mOTU_v3_28543	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	69657 Hyphomonadaceae	NA Hyphomonadaceae gen. incertae sedis	NA Hyphomonadaceae species incertae sedis
ext_mOTU_v3_28544	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135625 Pasteurellales	712 Pasteurellaceae	NA Pasteurellaceae gen. incertae sedis	NA Pasteurellaceae species incertae sedis
ext_mOTU_v3_28545	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	NA Oceanospirillales fam. incertae sedis	NA Oceanospirillales gen. incertae sedis	NA Oceanospirillales species incertae sedis
ext_mOTU_v3_28546	2 Bacteria	1239 Firmicutes	91061 Bacilli	1385 Bacillales	186817 Bacillaceae	1386 Bacillus	NA Bacillus species incertae sedis
ext_mOTU_v3_28547	2 Bacteria	200795 Chloroflexi	292625 Anaerolineae	NA Anaerolineae order incertae sedis	NA Anaerolineae fam. incertae sedis	NA Anaerolineae gen. incertae sedis	NA Anaerolineae species incertae sedis
ext_mOTU_v3_28548	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	245186 Loktanella	NA Loktanella species incertae sedis
ext_mOTU_v3_28549	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	NA Flavobacteriaceae gen. incertae sedis	NA Flavobacteriaceae species incertae sedis
ext_mOTU_v3_28550	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	286104 Winogradskyella	NA Winogradskyella species incertae sedis
ext_mOTU_v3_28551	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	286104 Winogradskyella	NA Winogradskyella species incertae sedis
ext_mOTU_v3_28552	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	286104 Winogradskyella	NA Winogradskyella species incertae sedis
ext_mOTU_v3_28553	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135613 Chromatiales	NA Chromatiales fam. incertae sedis	NA Chromatiales gen. incertae sedis	NA Chromatiales species incertae sedis
ext_mOTU_v3_28554	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	NA Gammaproteobacteria order incertae sedis	NA Gammaproteobacteria fam. incertae sedis	NA Gammaproteobacteria gen. incertae sedis	NA Gammaproteobacteria species incertae sedis
ext_mOTU_v3_28555	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	13687 Sphingomonas	NA Sphingomonas species incertae sedis
ext_mOTU_v3_28556	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28557	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	135620 Oceanospirillaceae	28253 Marinomonas	NA Marinomonas species incertae sedis
ext_mOTU_v3_28558	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	135620 Oceanospirillaceae	28253 Marinomonas	NA Marinomonas species incertae sedis
ext_mOTU_v3_28559	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	135620 Oceanospirillaceae	28253 Marinomonas	NA Marinomonas species incertae sedis
ext_mOTU_v3_28560	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	135620 Oceanospirillaceae	28253 Marinomonas	NA Marinomonas species incertae sedis
ext_mOTU_v3_28561	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	41295 Rhodospirillaceae	NA Rhodospirillaceae gen. incertae sedis	NA Rhodospirillaceae species incertae sedis
ext_mOTU_v3_28562	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	265 Paracoccus	NA Paracoccus species incertae sedis
ext_mOTU_v3_28563	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	135620 Oceanospirillaceae	64968 Marinospirillum	NA Marinospirillum species incertae sedis
ext_mOTU_v3_28564	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	200667 Flammeovirgaceae	NA Flammeovirgaceae gen. incertae sedis	NA Flammeovirgaceae species incertae sedis
ext_mOTU_v3_28565	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28566	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	1970189 Marinilabiliales	NA Marinilabiliales fam. incertae sedis	NA Marinilabiliales gen. incertae sedis	NA Marinilabiliales species incertae sedis
ext_mOTU_v3_28567	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	1853230 Crocinitomicaceae	NA Crocinitomicaceae gen. incertae sedis	NA Crocinitomicaceae species incertae sedis
ext_mOTU_v3_28568	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	72275 Alteromonadaceae	2742 Marinobacter	NA Marinobacter species incertae sedis
ext_mOTU_v3_28569	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	NA Flavobacteriaceae gen. incertae sedis	NA Flavobacteriaceae species incertae sedis
ext_mOTU_v3_28570	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135623 Vibrionales	641 Vibrionaceae	662 Vibrio	NA Vibrio species incertae sedis
ext_mOTU_v3_28571	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28572	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28573	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	13687 Sphingomonas	NA Sphingomonas species incertae sedis
ext_mOTU_v3_28574	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	111500 Muricauda	NA Muricauda species incertae sedis
ext_mOTU_v3_28575	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	72275 Alteromonadaceae	2742 Marinobacter	NA Marinobacter species incertae sedis
ext_mOTU_v3_28576	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	265 Paracoccus	NA Paracoccus species incertae sedis
ext_mOTU_v3_28577	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28578	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	NA Flavobacteriaceae gen. incertae sedis	NA Flavobacteriaceae species incertae sedis
ext_mOTU_v3_28579	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	135620 Oceanospirillaceae	28253 Marinomonas	NA Marinomonas species incertae sedis
ext_mOTU_v3_28580	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28581	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	224372 Alcanivoracaceae	59753 Alcanivorax	NA Alcanivorax species incertae sedis
ext_mOTU_v3_28582	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	1706369 Cellvibrionales	1706371 Cellvibrionaceae	NA Cellvibrionaceae gen. incertae sedis	NA Cellvibrionaceae species incertae sedis
ext_mOTU_v3_28583	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	135620 Oceanospirillaceae	28253 Marinomonas	NA Marinomonas species incertae sedis
ext_mOTU_v3_28584	2 Bacteria	976 Bacteroidetes	768503 Cytophagia	768507 Cytophagales	563798 Cyclobacteriaceae	246875 Algoriphagus	NA Algoriphagus species incertae sedis
ext_mOTU_v3_28585	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	NA Rhizobiales fam. incertae sedis	NA Rhizobiales gen. incertae sedis	NA Rhizobiales species incertae sedis
ext_mOTU_v3_28586	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85008 Micromonosporales	28056 Micromonosporaceae	1873 Micromonospora	NA Micromonospora species incertae sedis
ext_mOTU_v3_28587	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85008 Micromonosporales	28056 Micromonosporaceae	1873 Micromonospora	NA Micromonospora species incertae sedis
ext_mOTU_v3_28588	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28589	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204457 Sphingomonadales	41297 Sphingomonadaceae	72173 Citromicrobium	NA Citromicrobium species incertae sedis
ext_mOTU_v3_28590	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
ext_mOTU_v3_28591	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	NA Rhizobiales fam. incertae sedis	NA Rhizobiales gen. incertae sedis	NA Rhizobiales species incertae sedis
ext_mOTU_v3_28592	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28593	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	237 Flavobacterium	NA Flavobacterium species incertae sedis
ext_mOTU_v3_28594	2157 Archaea	28890 Euryarchaeota	183963 Halobacteria	1644055 Haloferacales	1963271 Halorubraceae	NA Halorubraceae gen. incertae sedis	NA Halorubraceae species incertae sedis
ext_mOTU_v3_28595	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	NA Flavobacteriaceae gen. incertae sedis	NA Flavobacteriaceae species incertae sedis
ext_mOTU_v3_28596	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	135620 Oceanospirillaceae	28253 Marinomonas	NA Marinomonas species incertae sedis
ext_mOTU_v3_28597	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72273 Thiotrichales	NA Thiotrichales fam. incertae sedis	NA Thiotrichales gen. incertae sedis	NA Thiotrichales species incertae sedis
ext_mOTU_v3_28598	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72273 Thiotrichales	NA Thiotrichales fam. incertae sedis	NA Thiotrichales gen. incertae sedis	NA Thiotrichales species incertae sedis
ext_mOTU_v3_28599	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	72273 Thiotrichales	34064 Francisellaceae	262 Francisella	NA Francisella species incertae sedis
ext_mOTU_v3_28600	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	1853230 Crocinitomicaceae	NA Crocinitomicaceae gen. incertae sedis	NA Crocinitomicaceae species incertae sedis
ext_mOTU_v3_28601	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	41294 Bradyrhizobiaceae	1073 Rhodopseudomonas	NA Rhodopseudomonas species incertae sedis
ext_mOTU_v3_28602	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	NA Flavobacteriaceae gen. incertae sedis	NA Flavobacteriaceae species incertae sedis
ext_mOTU_v3_28603	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28604	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	72275 Alteromonadaceae	2742 Marinobacter	NA Marinobacter species incertae sedis
ext_mOTU_v3_28605	2 Bacteria	1224 Proteobacteria	28221 Deltaproteobacteria	213118 Desulfobacterales	213119 Desulfobacteraceae	NA Desulfobacteraceae gen. incertae sedis	NA Desulfobacteraceae species incertae sedis
ext_mOTU_v3_28606	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135623 Vibrionales	641 Vibrionaceae	662 Vibrio	NA Vibrio species incertae sedis
ext_mOTU_v3_28607	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135623 Vibrionales	641 Vibrionaceae	662 Vibrio	NA Vibrio species incertae sedis
ext_mOTU_v3_28608	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	72275 Alteromonadaceae	NA Alteromonadaceae gen. incertae sedis	NA Alteromonadaceae species incertae sedis
ext_mOTU_v3_28609	2157 Archaea	28890 Euryarchaeota	183963 Halobacteria	1644055 Haloferacales	1963271 Halorubraceae	NA Halorubraceae gen. incertae sedis	NA Halorubraceae species incertae sedis
ext_mOTU_v3_28610	2 Bacteria	201174 Actinobacteria	1760 Actinobacteria	85012 Streptosporangiales	2004 Streptosporangiaceae	NA Streptosporangiaceae gen. incertae sedis	NA Streptosporangiaceae species incertae sedis
ext_mOTU_v3_28611	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28612	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28613	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	356 Rhizobiales	45401 Hyphomicrobiaceae	NA Hyphomicrobiaceae gen. incertae sedis	NA Hyphomicrobiaceae species incertae sedis
ext_mOTU_v3_28614	2 Bacteria	976 Bacteroidetes	1937959 Saprospiria	1936988 Saprospirales	NA Saprospirales fam. incertae sedis	NA Saprospirales gen. incertae sedis	NA Saprospirales species incertae sedis
ext_mOTU_v3_28615	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	267893 Idiomarinaceae	135575 Idiomarina	NA Idiomarina species incertae sedis
ext_mOTU_v3_28616	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	267893 Idiomarinaceae	135575 Idiomarina	NA Idiomarina species incertae sedis
ext_mOTU_v3_28617	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	74030 Roseovarius	NA Roseovarius species incertae sedis
ext_mOTU_v3_28618	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28619	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135619 Oceanospirillales	28256 Halomonadaceae	2745 Halomonas	NA Halomonas species incertae sedis
ext_mOTU_v3_28620	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	41295 Rhodospirillaceae	NA Rhodospirillaceae gen. incertae sedis	NA Rhodospirillaceae species incertae sedis
ext_mOTU_v3_28621	2 Bacteria	976 Bacteroidetes	117743 Flavobacteriia	200644 Flavobacteriales	49546 Flavobacteriaceae	59732 Chryseobacterium	NA Chryseobacterium species incertae sedis
ext_mOTU_v3_28622	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135622 Alteromonadales	267894 Psychromonadaceae	67572 Psychromonas	NA Psychromonas species incertae sedis
ext_mOTU_v3_28623	2 Bacteria	1224 Proteobacteria	1236 Gammaproteobacteria	135623 Vibrionales	641 Vibrionaceae	662 Vibrio	NA Vibrio species incertae sedis
ext_mOTU_v3_28624	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
ext_mOTU_v3_28625	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	97050 Ruegeria	NA Ruegeria species incertae sedis
ext_mOTU_v3_28626	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204455 Rhodobacterales	31989 Rhodobacteraceae	NA Rhodobacteraceae gen. incertae sedis	NA Rhodobacteraceae species incertae sedis
