meta-mOTU_v2_ID	kingdom	phylum	class	order	family	genus	mOTU
ext_mOTU_v3_19746	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19747	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19748	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19749	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium species incertae sedis
ext_mOTU_v3_19750	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19751	2 Bacteria	1239 Firmicutes	909932 Negativicutes	1843488 Acidaminococcales	909930 Acidaminococcaceae	904 Acidaminococcus	NA Acidaminococcus species incertae sedis
ext_mOTU_v3_19752	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19753	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19754	2 Bacteria	1239 Firmicutes	909932 Negativicutes	909929 Selenomonadales	1843491 Selenomonadaceae	NA Selenomonadaceae gen. incertae sedis	NA Selenomonadaceae species incertae sedis
ext_mOTU_v3_19755	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19756	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19757	2 Bacteria	95818 Candidatus Saccharibacteria	NA Candidatus Saccharibacteria class incertae sedis	NA Candidatus Saccharibacteria order incertae sedis	NA Candidatus Saccharibacteria fam. incertae sedis	NA Candidatus Saccharibacteria gen. incertae sedis	NA Candidatus Saccharibacteria species incertae sedis
ext_mOTU_v3_19758	2 Bacteria	544448 Tenericutes	31969 Mollicutes	NA Mollicutes order incertae sedis	NA Mollicutes fam. incertae sedis	NA Mollicutes gen. incertae sedis	NA Mollicutes species incertae sedis
ext_mOTU_v3_19759	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	137 Spirochaetaceae	157 Treponema	NA Treponema species incertae sedis
ext_mOTU_v3_19760	2 Bacteria	1239 Firmicutes	909932 Negativicutes	909929 Selenomonadales	1843491 Selenomonadaceae	970 Selenomonas	NA Selenomonas species incertae sedis
ext_mOTU_v3_19761	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19762	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	NA Erysipelotrichaceae gen. incertae sedis	NA Erysipelotrichaceae species incertae sedis
ext_mOTU_v3_19763	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19764	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	543314 Clostridiales Family XIII. Incertae Sedis	NA Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	NA Clostridiales Family XIII. Incertae Sedis species incertae sedis
ext_mOTU_v3_19765	2 Bacteria	1239 Firmicutes	909932 Negativicutes	909929 Selenomonadales	1843491 Selenomonadaceae	970 Selenomonas	NA Selenomonas species incertae sedis
ext_mOTU_v3_19766	2 Bacteria	201174 Actinobacteria	84998 Coriobacteriia	84999 Coriobacteriales	1643824 Atopobiaceae	133925 Olsenella	NA Olsenella species incertae sedis
ext_mOTU_v3_19767	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	137 Spirochaetaceae	157 Treponema	NA Treponema species incertae sedis
ext_mOTU_v3_19768	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19769	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	815 Bacteroidaceae	816 Bacteroides	NA Bacteroides species incertae sedis
ext_mOTU_v3_19770	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19771	2 Bacteria	544448 Tenericutes	31969 Mollicutes	2085 Mycoplasmatales	2092 Mycoplasmataceae	2093 Mycoplasma	NA Mycoplasma species incertae sedis
ext_mOTU_v3_19772	2 Bacteria	544448 Tenericutes	31969 Mollicutes	2085 Mycoplasmatales	2092 Mycoplasmataceae	2093 Mycoplasma	NA Mycoplasma species incertae sedis
ext_mOTU_v3_19773	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19774	2 Bacteria	1798710 Candidatus Melainabacteria	NA Candidatus Melainabacteria class incertae sedis	1906119 Candidatus Gastranaerophilales	NA Candidatus Gastranaerophilales fam. incertae sedis	NA Candidatus Gastranaerophilales gen. incertae sedis	NA Candidatus Gastranaerophilales species incertae sedis
ext_mOTU_v3_19775	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19776	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19777	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19778	2 Bacteria	1239 Firmicutes	186801 Clostridia	NA Clostridia order incertae sedis	NA Clostridia fam. incertae sedis	NA Clostridia gen. incertae sedis	NA Clostridia species incertae sedis
ext_mOTU_v3_19779	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19780	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium species incertae sedis
ext_mOTU_v3_19781	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19782	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19783	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19784	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19785	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19786	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19787	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19788	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19789	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19790	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	137 Spirochaetaceae	NA Spirochaetaceae gen. incertae sedis	NA Spirochaetaceae species incertae sedis
ext_mOTU_v3_19791	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19792	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19793	2 Bacteria	1239 Firmicutes	909932 Negativicutes	1843489 Veillonellales	31977 Veillonellaceae	39948 Dialister	NA Dialister species incertae sedis
ext_mOTU_v3_19794	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19795	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19796	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19797	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19798	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19799	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19800	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19801	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19802	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
ext_mOTU_v3_19803	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19804	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19805	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium species incertae sedis
ext_mOTU_v3_19806	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19807	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19808	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19809	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19810	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19811	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19812	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19813	2 Bacteria	95818 Candidatus Saccharibacteria	NA Candidatus Saccharibacteria class incertae sedis	NA Candidatus Saccharibacteria order incertae sedis	NA Candidatus Saccharibacteria fam. incertae sedis	NA Candidatus Saccharibacteria gen. incertae sedis	NA Candidatus Saccharibacteria species incertae sedis
ext_mOTU_v3_19814	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19815	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19816	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19817	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19818	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19819	2 Bacteria	203691 Spirochaetes	203692 Spirochaetia	136 Spirochaetales	137 Spirochaetaceae	157 Treponema	NA Treponema species incertae sedis
ext_mOTU_v3_19820	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19821	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19822	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19823	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
ext_mOTU_v3_19824	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19825	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19826	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19827	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19828	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19829	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19830	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19831	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19832	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19833	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19834	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19835	2 Bacteria	NA Bacteria phylum incertae sedis	NA Bacteria class incertae sedis	NA Bacteria order incertae sedis	NA Bacteria fam. incertae sedis	NA Bacteria gen. incertae sedis	NA Bacteria species incertae sedis
ext_mOTU_v3_19836	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	543314 Clostridiales Family XIII. Incertae Sedis	NA Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	NA Clostridiales Family XIII. Incertae Sedis species incertae sedis
ext_mOTU_v3_19837	2 Bacteria	1798710 Candidatus Melainabacteria	NA Candidatus Melainabacteria class incertae sedis	1906119 Candidatus Gastranaerophilales	NA Candidatus Gastranaerophilales fam. incertae sedis	NA Candidatus Gastranaerophilales gen. incertae sedis	NA Candidatus Gastranaerophilales species incertae sedis
ext_mOTU_v3_19838	2157 Archaea	28890 Euryarchaeota	183925 Methanobacteria	2158 Methanobacteriales	2159 Methanobacteriaceae	2172 Methanobrevibacter	NA Methanobrevibacter species incertae sedis
ext_mOTU_v3_19839	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19840	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19841	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19842	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium species incertae sedis
ext_mOTU_v3_19843	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19844	2 Bacteria	1239 Firmicutes	909932 Negativicutes	909929 Selenomonadales	1843491 Selenomonadaceae	970 Selenomonas	NA Selenomonas species incertae sedis
ext_mOTU_v3_19845	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19846	2 Bacteria	1239 Firmicutes	526524 Erysipelotrichia	526525 Erysipelotrichales	128827 Erysipelotrichaceae	NA Erysipelotrichaceae gen. incertae sedis	NA Erysipelotrichaceae species incertae sedis
ext_mOTU_v3_19847	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	NA Rhodospirillales fam. incertae sedis	NA Rhodospirillales gen. incertae sedis	NA Rhodospirillales species incertae sedis
ext_mOTU_v3_19848	2 Bacteria	1239 Firmicutes	909932 Negativicutes	909929 Selenomonadales	1843491 Selenomonadaceae	970 Selenomonas	NA Selenomonas species incertae sedis
ext_mOTU_v3_19849	2 Bacteria	1239 Firmicutes	909932 Negativicutes	909929 Selenomonadales	1843491 Selenomonadaceae	970 Selenomonas	NA Selenomonas species incertae sedis
ext_mOTU_v3_19850	2 Bacteria	1239 Firmicutes	909932 Negativicutes	909929 Selenomonadales	1843491 Selenomonadaceae	970 Selenomonas	NA Selenomonas species incertae sedis
ext_mOTU_v3_19851	2 Bacteria	1224 Proteobacteria	28211 Alphaproteobacteria	204441 Rhodospirillales	NA Rhodospirillales fam. incertae sedis	NA Rhodospirillales gen. incertae sedis	NA Rhodospirillales species incertae sedis
ext_mOTU_v3_19852	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19853	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19854	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	31979 Clostridiaceae	1485 Clostridium	NA Clostridium species incertae sedis
ext_mOTU_v3_19855	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	815 Bacteroidaceae	NA Bacteroidaceae gen. incertae sedis	NA Bacteroidaceae species incertae sedis
ext_mOTU_v3_19856	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	543314 Clostridiales Family XIII. Incertae Sedis	NA Clostridiales Family XIII. Incertae Sedis gen. incertae sedis	NA Clostridiales Family XIII. Incertae Sedis species incertae sedis
ext_mOTU_v3_19857	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	NA Bacteroidales fam. incertae sedis	NA Bacteroidales gen. incertae sedis	NA Bacteroidales species incertae sedis
ext_mOTU_v3_19858	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19859	2 Bacteria	201174 Actinobacteria	84998 Coriobacteriia	84999 Coriobacteriales	1643824 Atopobiaceae	133925 Olsenella	NA Olsenella species incertae sedis
ext_mOTU_v3_19860	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19861	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19862	2 Bacteria	1239 Firmicutes	NA Firmicutes class incertae sedis	NA Firmicutes order incertae sedis	NA Firmicutes fam. incertae sedis	NA Firmicutes gen. incertae sedis	NA Firmicutes species incertae sedis
ext_mOTU_v3_19863	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19864	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19865	2 Bacteria	1798710 Candidatus Melainabacteria	NA Candidatus Melainabacteria class incertae sedis	1906119 Candidatus Gastranaerophilales	NA Candidatus Gastranaerophilales fam. incertae sedis	NA Candidatus Gastranaerophilales gen. incertae sedis	NA Candidatus Gastranaerophilales species incertae sedis
ext_mOTU_v3_19866	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19867	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19868	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19869	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19870	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19871	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	NA Clostridiales fam. incertae sedis	NA Clostridiales gen. incertae sedis	NA Clostridiales species incertae sedis
ext_mOTU_v3_19872	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19873	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19874	2 Bacteria	1798710 Candidatus Melainabacteria	NA Candidatus Melainabacteria class incertae sedis	1906119 Candidatus Gastranaerophilales	NA Candidatus Gastranaerophilales fam. incertae sedis	NA Candidatus Gastranaerophilales gen. incertae sedis	NA Candidatus Gastranaerophilales species incertae sedis
ext_mOTU_v3_19875	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19876	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	186803 Lachnospiraceae	NA Lachnospiraceae gen. incertae sedis	NA Lachnospiraceae species incertae sedis
ext_mOTU_v3_19877	2 Bacteria	1239 Firmicutes	186801 Clostridia	186802 Clostridiales	541000 Ruminococcaceae	NA Ruminococcaceae gen. incertae sedis	NA Ruminococcaceae species incertae sedis
ext_mOTU_v3_19878	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
ext_mOTU_v3_19879	2 Bacteria	976 Bacteroidetes	200643 Bacteroidia	171549 Bacteroidales	171552 Prevotellaceae	838 Prevotella	NA Prevotella species incertae sedis
