Taxa	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6Q	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HBL	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMI	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC6M	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__methanomassiliicoccales|f__methanomassiliicoccaceae|g__methanomassiliicoccus|s__candidatus_methanomassiliicoccus_intestinalis	0	0	0.000158859982638193	0.000108958930110473	0	0	0	0	0	0	0	0	0.00122728318539231	0.0647800863099019	0	0	0	0	0	0	0	0	0.000128168180088744	0	0	0	0.0747122450187243	0.0589425265119697	0.134202415109822	0	0.117098856494346	0.0082741395741802	0	0	0	0.140291254546328	0.122452147572679	0	0	0.000269308464470134	0	0	0.00399650416025856	0.0141760243920577	0.0105729930093819	0	0	5.42152579952325e-05	0.00178528420384365	0.00156635061192097	0.000256339416172739	0.00019183930925571	0	0	0.00983516325924409	0.0848320891986245	0	0	0.0489557942127317	0.0206548178612838	0.00201051919836686	0.000140827674062798	0	0.000138767539566528	0.000131151368023526	0	0	0	0	6.76655362913277e-05	0.000183550803245308	0.000107836435235555	0	0.000186207807744163	9.71258517937202e-05	9.5449739126318e-05	0	0	0.000312875280295441	0.000104605683645215	0.000150224472918659	0.000147047420146144	0.000162999028717552	8.10849759490904e-05	0	0.000129791799676221	0.000116348951292606	0	0.000176636923069586	0	0.000164098462611996	0.000124716809697447	0	0	0	0.000112642790224994	5.40193569034847e-05	0.000348091707705786	0	0.000103172040250111
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales	0	0	0	0	0	0	0	0	0	6.69921592376828e-05	0	0	0	0	0.000346853196057097	0	0	0	0.000260906122324502	0	0	0	9.15487000633883e-05	8.46337811655187e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000546834800915774	0	0	0	0	0	0	0	0	0	9.75874643914185e-05	0	0	0	0	0	0	0.000352319168217119	0	0	0	0	6.33000853854852e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200444452165268	0	0	0	0	0	0	0	0	0	0	0.000341290257124977	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.15487000633883e-05	8.46337811655187e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75874643914185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263724289596573	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae|g__picrophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.15487000633883e-05	8.46337811655187e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75874643914185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263724289596573	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__picrophilaceae|g__picrophilus|s__picrophilus_torridus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.15487000633883e-05	8.46337811655187e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.75874643914185e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263724289596573	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae	0	0	0	0	0	0	0	0	0	6.69921592376828e-05	0	0	0	0	0.000346853196057097	0	0	0	0.000260906122324502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000546834800915774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352319168217119	0	0	0	0	6.33000853854852e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200444452165268	0	0	0	0	0	0	0	0	0	0	7.75659675284039e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma	0	0	0	0	0	0	0	0	0	6.69921592376828e-05	0	0	0	0	0.000346853196057097	0	0	0	0.000260906122324502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000546834800915774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000352319168217119	0	0	0	0	6.33000853854852e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200444452165268	0	0	0	0	0	0	0	0	0	0	7.75659675284039e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma|s__thermoplasma_acidophilum	0	0	0	0	0	0	0	0	0	6.69921592376828e-05	0	0	0	0	0.000346853196057097	0	0	0	0.000260906122324502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000546834800915774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119093803340998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000200444452165268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|c__thermoplasmata|o__thermoplasmatales|f__thermoplasmataceae|g__thermoplasma|s__thermoplasma_volcanium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000228263123070246	0	0	0	0	6.33000853854852e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.75659675284039e-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|g__aciduliprofundum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211439506181407	0	0	0	7.03410800604268e-05	0	0	0	0	0	0	0	8.86201195396792e-05	0	0	7.80508793815192e-05	0	0	0	0	0	0	0	0	0.00010013383271873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__candidatus_thermoplasmatota|g__aciduliprofundum|s__aciduliprofundum_boonei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000211439506181407	0	0	0	7.03410800604268e-05	0	0	0	0	0	0	0	8.86201195396792e-05	0	0	7.80508793815192e-05	0	0	0	0	0	0	0	0	0.00010013383271873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota	0.000665756204462174	0.000329789851310948	0.000452750950518849	0.000108958930110473	0.00012110883147026	0.000322422837619945	0	0	0.00124794912750601	0.000549335705748999	0.000261888614257036	0	9.36481145480079e-05	0	0.000452147916288715	0.000330852354241961	0	0	0.000550801813796171	0.000187049835687722	0	0	0.000686615250475412	0.000383341244102643	0.000743181910883156	0.000195343347405048	0	0	0	0.000354403846518674	9.45315882458392e-05	0	0	0	0.000268681321514163	0.000528390340619233	0	0.000634095673402333	0.000190491212068914	0.000177349476602284	0	8.7837505479709e-05	0.00011800701260606	0.000141703562495579	0.000266154638373364	0.000647359651182701	0.000380654314601742	0.000412035960763767	0.000358971354660252	0.00209614567183542	0.000854464720575795	0.00175213235786881	0.000306198641557017	0.000260719769066462	0.000590506774899115	0.00024557983066704	0.000232867819473263	0	0.00300056133471095	0.000822901110011307	0.000539736697548152	0.00231951463162256	0.000219961569166099	0.00267994810787858	0.00160660425828819	0.00013398540375192	0.000176919228079293	0.000651469629526413	0.000597754895533942	8.11986435495933e-05	0.00047507266722315	0.00140187365806222	0.000735081216450583	0.000245455746571851	0.000362014538503866	0.00178491012166215	0.000234783915319181	0.000125917380763505	0.00224454005429338	0.00032612360195273	0.000159613502476075	0.00015685058148922	0.000469820729832945	0.00019165539769785	0	0.000584063098542996	0.000845469046059602	0.000129261914468386	0.000150141384609148	0.000223065747826135	0	0.000382464883072171	0.000842152901646976	0.000132941763708246	0	0	0.000289740187027782	0.00259729966518933	0.000182954960452761	0.000468242336519736
k__archaea|p__crenarchaeota|c__thermoprotei	0.000665756204462174	0.000329789851310948	0.000452750950518849	0.000108958930110473	0.00012110883147026	0.000322422837619945	0	0	0.00124794912750601	0.000549335705748999	0.000261888614257036	0	9.36481145480079e-05	0	0.000452147916288715	0.000330852354241961	0	0	0.000550801813796171	0.000187049835687722	0	0	0.000686615250475412	0.000383341244102643	0.000743181910883156	0.000195343347405048	0	0	0	0.000354403846518674	9.45315882458392e-05	0	0	0	0.000268681321514163	0.000528390340619233	0	0.000634095673402333	0.000190491212068914	0.000177349476602284	0	8.7837505479709e-05	0.00011800701260606	0.000141703562495579	0.000266154638373364	0.000647359651182701	0.000380654314601742	0.000412035960763767	0.000358971354660252	0.00209614567183542	0.000854464720575795	0.00175213235786881	0.000306198641557017	0.000260719769066462	0.000590506774899115	0.00024557983066704	0.000232867819473263	0	0.00300056133471095	0.000822901110011307	0.000539736697548152	0.00231951463162256	0.000219961569166099	0.00267994810787858	0.00160660425828819	0.00013398540375192	0.000176919228079293	0.000651469629526413	0.000597754895533942	8.11986435495933e-05	0.00047507266722315	0.00140187365806222	0.000735081216450583	0.000245455746571851	0.000362014538503866	0.00178491012166215	0.000234783915319181	0.000125917380763505	0.00224454005429338	0.00032612360195273	0.000159613502476075	0.00015685058148922	0.000469820729832945	0.00019165539769785	0	0.000584063098542996	0.000845469046059602	0.000129261914468386	0.000150141384609148	0.000223065747826135	0	0.000382464883072171	0.000842152901646976	0.000132941763708246	0	0	0.000289740187027782	0.00259729966518933	0.000182954960452761	0.000468242336519736
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299449381690774	0	7.67357237022838e-05	0	0	0	0	0	0	0.000341131103018182	0	0	0.000223667482335032	0	0	0	0	0	0	0	0	0	0	0.000229116223309273	0	0	0.00010499471303895	0	0	0.000292470370710956	0	0	0	9.58817815985602e-05	0	0	0	0	0	0	9.81489290434994e-05	0	0	6.10255725831142e-05	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299449381690774	0	7.67357237022838e-05	0	0	0	0	0	0	0.000341131103018182	0	0	9.11237890994576e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292470370710956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000299449381690774	0	7.67357237022838e-05	0	0	0	0	0	0	0.000341131103018182	0	0	9.11237890994576e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000292470370710956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus|s__acidilobus_saccharovorans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000130529217660081	0	7.67357237022838e-05	0	0	0	0	0	0	0.000104427888679035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102024547922427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__acidilobaceae|g__acidilobus|s__acidilobus_sp._7a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000168920164030693	0	0	0	0	0	0	0	0	0.000236703214339147	0	0	9.11237890994576e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000190445822788529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132543693235575	0	0	0	0	0	0	0	0	0	0	0.000229116223309273	0	0	0.00010499471303895	0	0	0	0	0	0	9.58817815985602e-05	0	0	0	0	0	0	9.81489290434994e-05	0	0	6.10255725831142e-05	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae|g__caldisphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132543693235575	0	0	0	0	0	0	0	0	0	0	0.000229116223309273	0	0	0.00010499471303895	0	0	0	0	0	0	9.58817815985602e-05	0	0	0	0	0	0	9.81489290434994e-05	0	0	6.10255725831142e-05	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__acidilobales|f__caldisphaeraceae|g__caldisphaera|s__caldisphaera_lagunensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132543693235575	0	0	0	0	0	0	0	0	0	0	0.000229116223309273	0	0	0.00010499471303895	0	0	0	0	0	0	9.58817815985602e-05	0	0	0	0	0	0	9.81489290434994e-05	0	0	6.10255725831142e-05	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales	0	0	0	0.000108958930110473	0	0	0	0	0.00016233484585444	9.37890229327559e-05	0	0	0	0	0.000111488527304067	0	0	0	6.95749659532005e-05	0	0	0	0.000173942530120438	0	8.64165012654832e-05	9.40542043061343e-05	0	0	0	0	0	0	0	0	0	0.000101335133817387	0	0.000151252178976703	0	0	0	0	0	6.23495674980547e-05	0	0	0	0	0	0.000145885596208326	0.000313303730877792	0.000562728640483415	0	0	0.000124056045146873	0	0	0	0.000501253865659369	0.000265860358619038	0	0.000497038849633405	0	0.0017345942445816	0.00112298358870144	0	0	0	0	0	0	0.000639316008896506	0.00031503480705025	0	0	0.000696783095622121	0	0	0.000496519466555809	0	0	0	0	0	0	0	0	0	0	0.000124916818782636	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae	0	0	0	0.000108958930110473	0	0	0	0	0	0	0	0	0	0	0.000111488527304067	0	0	0	6.95749659532005e-05	0	0	0	0.000173942530120438	0	8.64165012654832e-05	0	0	0	0	0	0	0	0	0	0	0.000101335133817387	0	0.000151252178976703	0	0	0	0	0	6.23495674980547e-05	0	0	0	0	0	0	0.000313303730877792	0.000460414342213703	0	0	0.000124056045146873	0	0	0	0.000181008340376994	0.000265860358619038	0	0	0	0.0017345942445816	0.000934453497167622	0	0	0	0	0	0	0.000639316008896506	0.00031503480705025	0	0	0	0	0	0.000108826184450588	0	0	0	0	0	0	0	0	0	0	0.000124916818782636	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__ignicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101335133817387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000181008340376994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108826184450588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__ignicoccus|s__ignicoccus_hospitalis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101335133817387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111389747924304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108826184450588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__ignicoccus|s__ignicoccus_islandicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.96185924526902e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__staphylothermus	0	0	0	0.000108958930110473	0	0	0	0	0	0	0	0	0	0	0.000111488527304067	0	0	0	6.95749659532005e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151252178976703	0	0	0	0	0	6.23495674980547e-05	0	0	0	0	0	0	0	0.000230207171106851	0	0	7.44336270881238e-05	0	0	0	0	0.000265860358619038	0	0	0	0	0	0	0	0	0	0	0	7.70260251682537e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__staphylothermus|s__staphylothermus_hellenicus	0	0	0	0.000108958930110473	0	0	0	0	0	0	0	0	0	0	0.000111488527304067	0	0	0	6.95749659532005e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000151252178976703	0	0	0	0	0	6.23495674980547e-05	0	0	0	0	0	0	0	0.000134287516478997	0	0	0	0	0	0	0	8.86201195396792e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__staphylothermus|s__staphylothermus_marinus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.95250109859978e-05	0	0	7.44336270881238e-05	0	0	0	0	0.000177240239079358	0	0	0	0	0	0	0	0	0	0	0	7.70260251682537e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermogladius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173942530120438	0	8.64165012654832e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313303730877792	0.000230207171106851	0	0	0	0	0	0	0	0	0	0	0	0.0017345942445816	0.000934453497167622	0	0	0	0	0	0	0.000554587381211427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermogladius|s__thermogladius_calderae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000173942530120438	0	8.64165012654832e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313303730877792	0.000230207171106851	0	0	0	0	0	0	0	0	0	0	0	0.0017345942445816	0.000934453497167622	0	0	0	0	0	0	0.000554587381211427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96224180587492e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031503480705025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124916818782636	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__desulfurococcaceae|g__thermosphaera|s__thermosphaera_aggregans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.96224180587492e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031503480705025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000124916818782636	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae	0	0	0	0	0	0	0	0	0.00016233484585444	9.37890229327559e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.40542043061343e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145885596208326	0	9.59196546278548e-05	0	0	0	0	0	0	0.000320245525282375	0	0	0.000497038849633405	0	0	0.000180333131032348	0	0	0	0	0	0	0	0	0	0	0.000696783095622121	0	0	0.000387693282105221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__hyperthermus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59196546278548e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000180333131032348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__hyperthermus|s__hyperthermus_butylicus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.59196546278548e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000180333131032348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__pyrodictium	0	0	0	0	0	0	0	0	0.00016233484585444	9.37890229327559e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.40542043061343e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65804516979592e-05	0	0	0.000497038849633405	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000696783095622121	0	0	0.000197247459316691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__archaea|p__crenarchaeota|c__thermoprotei|o__desulfurococcales|f__pyrodictiaceae|g__pyrodictium|s__pyrodictium_delaneyi	0	0	0	0	0	0	0	0	0.00016233484585444	9.37890229327559e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.40542043061343e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.65804516979592e-05	0	0	0.000497038849633405	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000696783095622121	0	0	0.000197247459316691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
