Taxa	CSM67UH7	CSM7KOON	CSM7KOOP	CSMAHYLR	HSM5MD5D	HSM5MD6Q	HSM5MD6W	HSM67VF3	HSM67VFX	HSM67VFZ	HSM67VGK	HSM67VI7	HSM67VI9	HSM67VIB	HSM6XRRJ	HSM6XRTG	HSM6XRUL	HSM6XRUN	HSM6XRVC	HSM6XRVK	HSM7CYXI	HSM7CYXO	HSM7CYZJ	HSM7CZ1A	HSM7CZ1C	HSM7CZ1E	HSM7CZ24	HSM7CZ28	HSM7CZ2A	HSM7J4HC	HSM7J4HW	HSM7J4HY	HSM7J4KO	HSM7J4LD	HSM7J4LN	HSM7J4NY	HSM7J4O5	HSM7J4R2	HSMA33NY	HSMA33SE	HSMA33SG	MSM6J2JR	MSM6J2JZ	MSM6J2K6	MSM6J2KA	MSM6J2QF	MSM6J2QH	MSM6J2RM	MSM6J2RU	MSM79H58	MSM79H5E	MSM79H5M	MSM79H5S	MSM79H5U	MSM79H6D	MSM79H6L	MSM79H83	MSM79H8H	MSM79H9A	MSM79HA7	MSM79HBL	MSM79HC8	MSM79HCP	MSM9VZGO	MSM9VZHB	MSM9VZHN	MSM9VZHP	MSM9VZHR	MSM9VZJZ	MSM9VZKE	MSM9VZL7	MSM9VZLJ	MSM9VZMI	MSM9VZMS	MSM9VZMW	MSM9VZNL	MSM9VZOI	MSM9VZOO	MSM9VZPT	MSMA26BB	MSMA26BF	MSMA26BH	MSMA26BJ	MSMA26BN	MSMA26BR	MSMA26BV	MSMA26DI	MSMAPC5H	MSMAPC6M	MSMAPC7T	MSMB4LZX	MSMB4LZZ	PSM6XBTR	PSM7J154	PSM7J15M	PSM7J17V	PSM7J19P	PSM7J19R	PSM7J1DL	PSMA265L
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__natronosporangium|s__natronosporangium_hydrolyticum	0	0	0.000103258988714825	0	0	0	0	0	0	0	0	0	0	0	6.81318777969297e-05	0	0	0	8.11707936120673e-05	0	0	0	0.000164787660114099	0	0.00025924950379645	0	0	0	0	0	0.000171875614992435	0	0	0	0	0.000144764476881982	8.7030666362956e-05	0.000127982612980287	0.000190491212068914	0.000144506980935194	0.000169849491733116	0	0.000180944085995958	0.000158707989995048	0.000332693297966705	0	0.000215464706378344	0	0.000282390798999398	0.000522116870640324	0	0.000319732182092849	0	0.000230636718789562	0.000193527430429122	0.000333736692957772	0.000104552898539016	0	0.00091896542037551	0.000246870333003392	0.000121440756948334	0.000124259712408351	0.000106433017338435	0.000147440510789436	0	0.000164436631877357	0.000165861776324337	0.000171915596680581	0	8.79651971787261e-05	0.000226739227538321	0.000385130125841269	0	0.00010156789513318	0.000220740572258455	0	0	0	0.000591742377950074	0.000135372061187926	0.000215947679820572	0.000215669549547677	0.000172587206877408	0.000213769482047602	0	0	0	0.000129261914468386	0.000238459846143941	0	0.000164098462611996	0.000141345717657107	0	0.000115216195213813	0	0	6.87519087862533e-05	0.000240986566873237	0.000111805809165576	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__phytohabitans	0.000211093430683128	0.000568887493511385	0.000492465946178397	0.000784504296795409	0.000335378302533028	0.000718123592880786	0	0	0.00012175113439083	0.000395253739502329	0	0.000228357505268032	0.000172509684693699	0.000286582416835496	0	0.000157154868264932	0.000636776180495482	0.000196010404232257	8.69687074415006e-05	0	0	0	0.000695770120481751	0.0003982766172495	0.000651004309533307	0.000397921633602876	0.000114397925279227	0.000121672097044448	0.000522977440781076	0.000284912896220894	0.000790627828965201	0.00047560014875209	0	0	0	0.000673154817501215	0.000553831513218811	0.000157069570475807	0.000428605227155056	0.000433520942805582	0.000463225886544863	0	0.000338286769470705	0.000362761119988682	0.00069865592573008	0.000263212165865494	0.000208282549499066	0.0002331256093795	0.000722728994049308	0.00237256048570383	0.000759524196067374	0.000517966134990416	0.000123937545392126	0.000441218070727858	0.000530959873228616	0.000522644255009341	0.000289896673221817	0.000505257790297807	0.0024714600320705	0.000544380734315172	0.000526243280109448	0.000323075252261713	0.000581833828116779	0.000450994503591217	0.000344272341061756	0.000420226948131022	0.000541815135992835	0.000316686625464229	6.29215679509413e-05	0.000453359093151896	0.000367101606490615	0.000739449841615236	0.000768493999016519	0.000516303466926996	0.000644562470994689	0.000448613773893695	0.000113044107375902	0.000106545476030658	0.00204049095844853	0.00035688997949544	0.000169002532033491	0.000450945421781507	0.000239704453996401	0.000648679807592723	0.000219174860798178	0.000402354578996286	0.000100835757786925	0.000367899295025405	0.000397433076906568	0.000383673086260952	0.000239836214586763	0.000149660171636936	6.71281298414257e-05	0.000257020743169275	0.000443997101278055	0	0.000270096784517424	0.000187433996456962	0.000284596605148739	0.000531732822827496
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__phytohabitans|s__phytohabitans_flavus	0.000113665693444761	0.000362768836442042	0.000254175972221108	0.000490315185497131	0.000167689151266514	0.00020517816939451	0	0	0	0.000301464716569573	0	0.000105395771662169	0.000108434658950325	0.00018067152365716	0	0	0.000175113449636258	8.16710017634403e-05	8.69687074415006e-05	0	0	0	0.000411969150285247	0.000144375273752944	0.00025924950379645	0.000397921633602876	0	0.000121672097044448	0.000256152215892772	9.03382353871129e-05	0.000455470379729952	0.000377874090789332	0	0	0	0.000361911192204954	0.000387682059253168	7.56260894883517e-05	0.000257163136293033	0.000223328970536209	0.000277935531926918	0	0.00011800701260606	0.000147371704995402	0.000306077834129369	0.000135163004093091	0.00011491451006845	8.6744412792372e-05	0.000301535937914612	0.00115940658039248	0.000332291835779476	0.000179050021971996	0.000123937545392126	0.000120332201107598	0.000114131561535123	0.000188907562051569	0.000104552898539016	0.000142508607519894	0.00123921094565789	0.000177240239079358	0.000236134805177316	0.000132543693235575	0.000156101758763038	0.000294881021578873	0.000344272341061756	0.000158346386252269	0.000232206486854072	0.000144771028783647	0	0.000230062823390514	0.000161956591098801	0.000385130125841269	6.68255651318712e-05	0.000169279825221966	0.000123614720464735	0.000229079373903163	0	0	0.000952229113942647	0.000153831887713552	0.000169002532033491	0.000196063226861525	9.58817815985602e-05	0.000353825349596031	0	0.000168729339579088	0.000100835757786925	0.000149148362848137	0.00012364584614871	0.000107071558956545	0	0	6.71281298414257e-05	0.000150667332202678	0	0	9.82170125517904e-05	0	0.000111805809165576	7.9363107884701e-05
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__phytohabitans|s__phytohabitans_suffuscus	9.7427737238367e-05	0.000197873910786569	0.000238289973957289	0.000283293218287231	0.000158373087307263	0.000512945423486276	0	0	0.00012175113439083	9.37890229327559e-05	0	0.000114178752634016	5.91461776092681e-05	9.96808406384334e-05	0	0.000157154868264932	0.000461662730859224	0.000106172302292472	0	0	0	0	0.000283800970196504	0.000248922885780937	0.000391754805736857	0	0.000114397925279227	0	0.000266825224888304	0.000187625565804004	0.000335157449235248	9.12109874319077e-05	0	0	0	0.000311243625296261	0.000158237575205375	7.56260894883517e-05	0.000161917530258577	0.000210191972269373	0.000185290354617945	0	0.000220279756864645	0.000209721272493457	0.000392578091600712	0.000120935319451713	9.33680394306158e-05	0.000146381196587128	0.000421193056134696	0.00121315390531134	0.000417738307837055	0.000332521469376563	0	0.000320885869620261	0.000411866069887618	0.000333736692957772	0.000185343774682801	0.000349793854821558	0.00123224908641262	0.000367140495235814	0.000290108474932131	0.000190531559026139	0.000425732069353741	0.000156113482012344	0	0.000255790316253666	0.000298551197383807	0.000171915596680581	6.29215679509413e-05	0.000223296269761382	0.000194347909318561	0.000346617113257142	0.000696895179232371	0.00034702364170503	0.000520947750529954	0.000219534399990531	0.000113044107375902	0.000106545476030658	0.00108146020797772	0.000196904816273346	0	0.000245079033576906	0.000134234494237984	0.000294854457996692	0.000219174860798178	0.000220646059449576	0	0.000208807707987392	0.000264955384604379	0.000276601527304407	0.000239836214586763	0.000149660171636936	0	9.74906267193801e-05	0.000443997101278055	0	0.000171879771965633	0.000187433996456962	0.000162626631513565	0.000452369714942795
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__plantactinospora	0.000284164233611904	0	0.000270061970484927	0.000773608403784361	0.000195637343144267	0.000498289839958097	0.000342104617594624	0	0	0.00015408196624667	0	0	0	0	0	0	0	0.000130673602821504	0	0.000297079150798147	0	0	0.000247181490171148	0	0.000483932407086706	0	0	0	0	0	0.000223438299490165	7.81808463702066e-05	0.000294471012273552	0	0	0.000383625863737251	0	0	0	0.00012480148353494	0.00024705380615726	0	0.000259615427733332	0.000266402697491688	0.000425847421397382	0	0	0	0.000363757639389056	0.00139743044789028	0.000427232360287898	0.000748173306097267	0	0	0.000382092619052369	0.000491159661334079	0.000351677931449417	0.000310927870952496	0.00190754943320371	0.000221550298849198	0.000128187465667686	0.000198815539853362	0.000588929362606008	0.000988718719411515	0.00156561945578084	0.000389775720005586	0.000420183166688321	0.000208108353876493	0	0.000405993217747966	0	0.000908907096985394	0	0	0	0.000429523826068431	0	0	0.00144874858049846	0	0	0	0	0.000759250229341483	0.00036099388837347	0	0	0	0.000203132461530024	0.000526435164869679	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__plantactinospora|s__plantactinospora_sp._bb1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00012480148353494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000198489672234997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000390682156845617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__plantactinospora|s__plantactinospora_sp._bc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000422046480362561	0	0	0	0	0	0	0	0	0	0	0.000234152638144557	0.000312226964024689	0.000344272341061756	0	0	0	0	0	0	0.000392832728358094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__plantactinospora|s__plantactinospora_sp._kbs50	0.000284164233611904	0	0.000270061970484927	0.000773608403784361	0.000195637343144267	0.000498289839958097	0.000342104617594624	0	0	0.00015408196624667	0	0	0	0	0	0	0	0.000130673602821504	0	0.000297079150798147	0	0	0.000247181490171148	0	0.000483932407086706	0	0	0	0	0	0.000223438299490165	7.81808463702066e-05	0.000294471012273552	0	0	0.000383625863737251	0	0	0	0	0.00024705380615726	0	0.000259615427733332	0.000266402697491688	0.000425847421397382	0	0	0	0.000363757639389056	0.00139743044789028	0.000427232360287898	0.000319732182092849	0	0	0.000183602946817372	0.000491159661334079	0.000351677931449417	0.000310927870952496	0.00190754943320371	0.000221550298849198	0.000128187465667686	0.000198815539853362	0.000354776724461451	0.000676491755386826	0.00122134711471909	0.000389775720005586	0.000420183166688321	0.000208108353876493	0	0.000405993217747966	0	0.000508371766110475	0	0	0	0.000429523826068431	0	0	0.00144874858049846	0	0	0	0	0.000361196711045948	0.00036099388837347	0	0	0	0.000203132461530024	0.000526435164869679	0	0	0	0	0	0	0	0	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__polymorphospora	0.00014614160585755	0.000296810866179853	0.000230346974825379	0.000283293218287231	0.000158373087307263	0	0	0	0	7.36913751614511e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000256336360177487	0	0.000201638502952794	0	0	9.88585788486139e-05	0	9.03382353871129e-05	0.000137500491993948	0	0	0	0	0.000173717372258378	0	0	0.000114294727241348	0.000183917975735701	0	0	0	0	0.000126423453227348	0.000135163004093091	9.33680394306158e-05	0.000130116619188558	0.000129229687677691	0.000675680656122772	0.000322797783328634	0.000306942894809135	0.000145808876931913	0.000220609035363929	0.000193527430429122	0.000151126049641255	8.55432806228311e-05	0	0.000543025021130983	0.000151920204925164	0.000168667717983797	0.000215383501507809	0.000205770500187641	0.000268862107910149	0	0.000127895158126833	0.00021009158334416	0	7.34084959427649e-05	0.000135331072582655	0	0.000308104100673015	0	0.000169279825221966	0	0.000324529113029481	0	0	0.000408098191689706	7.38393061025048e-05	0	0	0.000105469959758416	0.000184284036247933	0	0	0	0.000139205138658261	0	0.000133839448695681	0	0	0	0	0	0	7.85736100414323e-05	9.81797124298372e-05	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__polymorphospora|s__polymorphospora_rubra	0.00014614160585755	0.000296810866179853	0.000230346974825379	0.000283293218287231	0.000158373087307263	0	0	0	0	7.36913751614511e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000256336360177487	0	0.000201638502952794	0	0	9.88585788486139e-05	0	9.03382353871129e-05	0.000137500491993948	0	0	0	0	0.000173717372258378	0	0	0.000114294727241348	0.000183917975735701	0	0	0	0	0.000126423453227348	0.000135163004093091	9.33680394306158e-05	0.000130116619188558	0.000129229687677691	0.000675680656122772	0.000322797783328634	0.000306942894809135	0.000145808876931913	0.000220609035363929	0.000193527430429122	0.000151126049641255	8.55432806228311e-05	0	0.000543025021130983	0.000151920204925164	0.000168667717983797	0.000215383501507809	0.000205770500187641	0.000268862107910149	0	0.000127895158126833	0.00021009158334416	0	7.34084959427649e-05	0.000135331072582655	0	0.000308104100673015	0	0.000169279825221966	0	0.000324529113029481	0	0	0.000408098191689706	7.38393061025048e-05	0	0	0.000105469959758416	0.000184284036247933	0	0	0	0.000139205138658261	0	0.000133839448695681	0	0	0	0	0	0	7.85736100414323e-05	9.81797124298372e-05	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__salinispora	0	0	0	0	0	0.000263800503507228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119013310082405	5.97414925874249e-05	0.000218921803205891	0	0	0	0	0	0	0	0	0	0	0	0	8.72608724865596e-05	0	9.19589878678507e-05	0	6.75673119074685e-05	0.00020454548851717	6.80177099978779e-05	0.000133077319186682	0	0	5.96367837947558e-05	0.000110084548762477	0.000368553085157876	0.000151904839213475	0.000287758963883564	0	0.00019052598508703	0.000173678463205622	0.000176313724581464	6.17812582276003e-05	0.00019432991934531	0.00035505482150872	0.000177240239079358	0	0	0	0	9.01665655161741e-05	0	0	0	0	0	0	0.000231078075504761	0	0	0	0.000229079373903163	0	0	0.000401296555161544	0	0.000112668354688994	0	0	0	0	0	0.000108592354539765	0	0	0	0	0	0	0	0	0	6.38410581586638e-05	0.0001428068544434	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__salinispora|s__salinispora_tropica	0	0	0	0	0	0.000263800503507228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000119013310082405	5.97414925874249e-05	0.000218921803205891	0	0	0	0	0	0	0	0	0	0	0	0	8.72608724865596e-05	0	9.19589878678507e-05	0	6.75673119074685e-05	0.00020454548851717	6.80177099978779e-05	0.000133077319186682	0	0	5.96367837947558e-05	0.000110084548762477	0.000368553085157876	0.000151904839213475	0.000287758963883564	0	0.00019052598508703	0.000173678463205622	0.000176313724581464	6.17812582276003e-05	0.00019432991934531	0.00035505482150872	0.000177240239079358	0	0	0	0	9.01665655161741e-05	0	0	0	0	0	0	0.000231078075504761	0	0	0	0.000229079373903163	0	0	0.000401296555161544	0	0.000112668354688994	0	0	0	0	0	0.000108592354539765	0	0	0	0	0	0	0	0	0	6.38410581586638e-05	0.0001428068544434	0	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__verrucosispora	0	0.000164894925655474	0.000119144986978644	0.000152542502154663	0	0.000307767254091766	0	0	0	0	0	0.000149310676521406	0.000128150051486748	0.000143291208417748	0	0	0.000198992556404838	0	0	0.000121032246621467	0	0	0.00039365941027257	0.0001593106468998	0.000161310802362235	0.000267692735332844	0.000363993398615723	0.000144485615240282	0.000309517260870433	0.000118134615506225	0.000507033064227683	9.77260579627583e-05	0	0	0	0.00031848184914036	0.000189885090246449	0	0	0	0	0.000114864430242696	0.000180944085995958	0.000170044274994695	0.000239539174536028	0.000192073742658604	0	0	0.000191451389152135	0.000552829627736814	0.000170892944115159	0.000179050021971996	0	0	0.000129018286952748	0.000283361343077353	0.000137819729892339	0.000181374591388956	0.000473406428678293	0.000259530350080489	0.000195654552861205	0.000223667482335032	0.000184483896719954	0.000216824280572701	0.000155742249527937	0.000152256140627182	0	0.000298590246866273	0	0	0	0.000207970267954285	0	0	0.000167762834916426	0.000257714295641059	0	0.000154975237862775	0.000489717830027647	0	0	0	0	0.000184284036247933	0	0	0	0.000238637380557019	0	0	0	0	0.000140358816941163	0	0	0	0	0	0.000182954960452761	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__micromonosporales|f__micromonosporaceae|g__verrucosispora|s__verrucosispora_sp._na02020	0	0.000164894925655474	0.000119144986978644	0.000152542502154663	0	0.000307767254091766	0	0	0	0	0	0.000149310676521406	0.000128150051486748	0.000143291208417748	0	0	0.000198992556404838	0	0	0.000121032246621467	0	0	0.00039365941027257	0.0001593106468998	0.000161310802362235	0.000267692735332844	0.000363993398615723	0.000144485615240282	0.000309517260870433	0.000118134615506225	0.000507033064227683	9.77260579627583e-05	0	0	0	0.00031848184914036	0.000189885090246449	0	0	0	0	0.000114864430242696	0.000180944085995958	0.000170044274994695	0.000239539174536028	0.000192073742658604	0	0	0.000191451389152135	0.000552829627736814	0.000170892944115159	0.000179050021971996	0	0	0.000129018286952748	0.000283361343077353	0.000137819729892339	0.000181374591388956	0.000473406428678293	0.000259530350080489	0.000195654552861205	0.000223667482335032	0.000184483896719954	0.000216824280572701	0.000155742249527937	0.000152256140627182	0	0.000298590246866273	0	0	0	0.000207970267954285	0	0	0.000167762834916426	0.000257714295641059	0	0.000154975237862775	0.000489717830027647	0	0	0	0	0.000184284036247933	0	0	0	0.000238637380557019	0	0	0	0	0.000140358816941163	0	0	0	0	0	0.000182954960452761	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales	0.000267926277405509	0.00195400486901736	0.00157271382811811	0.00190678127693329	0.0005869120294328	0	0	0	0.000304377835977075	0.000167480398094207	0.0002799498979989	0.000281055391099116	0.000177438532827804	0.000411183467633538	0	0.000421836751658501	0.000780050821106965	0.000310349806701073	0.000800112108461806	0.000627167096129422	0	0	0.000796473690551478	0.000303685920652743	0.00102547581501707	0.000108524081891693	0.00015599717083531	0.000441061351786124	0.000554996467767673	0.000250167421072005	0.000601564652473522	0.000228027468579769	0	0	0	0.0007889663990068	0.000348122665451824	0.000447939145431006	0.000323835060517153	0.000617438918541284	0.000478666749429692	0	0.000542832257987875	0.00041377440248709	0.00095815669814411	0.000320122904431006	0.000337561373326073	0.000628896992744697	0.000904607813743836	0.00191186912925648	0.00110131008429769	0.00137484838299925	0.000196841983858082	0.000130359884533231	0.000734411787269488	0.000780817923146485	0.000408706785197971	0.000919828284901135	0.00243665073584416	0.000525390708699527	0.000566723532425559	0.000488754868806181	0.000681171310965985	0.00091933494962825	0.00111478662819997	0.000505490386882244	0.000387010811423453	0.000370975761258096	0.000723598031435825	0.000710488131058941	0.000745000319054485	0.00145579187568	0	0.000482447501882603	0.000697540208336718	0.000544063513020013	0.00020869681361705	0.000125917380763505	0.00227854823693419	0.000516875142717534	0.000507007596100473	0.000411732776409202	0.000421879839033665	0.000788735675141152	0.000386779166114432	0.000700875718251595	0.000542961772698827	0.000268467053126647	0.000839025384580533	0.000374750456347907	0.000896230065034745	0.000382464883072171	0.000244102290332457	0.000274746311663708	0	0	0.000535282718407258	0.000615854559787161	0.000569193210297478	0.000158726215769402
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales|f__nakamurellaceae	0.000267926277405509	0.00195400486901736	0.00157271382811811	0.00190678127693329	0.0005869120294328	0	0	0	0.000304377835977075	0.000167480398094207	0.0002799498979989	0.000281055391099116	0.000177438532827804	0.000411183467633538	0	0.000421836751658501	0.000780050821106965	0.000310349806701073	0.000800112108461806	0.000627167096129422	0	0	0.000796473690551478	0.000303685920652743	0.00102547581501707	0.000108524081891693	0.00015599717083531	0.000441061351786124	0.000554996467767673	0.000250167421072005	0.000601564652473522	0.000228027468579769	0	0	0	0.0007889663990068	0.000348122665451824	0.000447939145431006	0.000323835060517153	0.000617438918541284	0.000478666749429692	0	0.000542832257987875	0.00041377440248709	0.00095815669814411	0.000320122904431006	0.000337561373326073	0.000628896992744697	0.000904607813743836	0.00191186912925648	0.00110131008429769	0.00137484838299925	0.000196841983858082	0.000130359884533231	0.000734411787269488	0.000780817923146485	0.000408706785197971	0.000919828284901135	0.00243665073584416	0.000525390708699527	0.000566723532425559	0.000488754868806181	0.000681171310965985	0.00091933494962825	0.00111478662819997	0.000505490386882244	0.000387010811423453	0.000370975761258096	0.000723598031435825	0.000710488131058941	0.000745000319054485	0.00145579187568	0	0.000482447501882603	0.000697540208336718	0.000544063513020013	0.00020869681361705	0.000125917380763505	0.00227854823693419	0.000516875142717534	0.000507007596100473	0.000411732776409202	0.000421879839033665	0.000788735675141152	0.000386779166114432	0.000700875718251595	0.000542961772698827	0.000268467053126647	0.000839025384580533	0.000374750456347907	0.000896230065034745	0.000382464883072171	0.000244102290332457	0.000274746311663708	0	0	0.000535282718407258	0.000615854559787161	0.000569193210297478	0.000158726215769402
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales|f__nakamurellaceae|g__nakamurella	0.000267926277405509	0.00195400486901736	0.00157271382811811	0.00190678127693329	0.0005869120294328	0	0	0	0.000304377835977075	0.000167480398094207	0.0002799498979989	0.000281055391099116	0.000177438532827804	0.000411183467633538	0	0.000421836751658501	0.000780050821106965	0.000310349806701073	0.000800112108461806	0.000627167096129422	0	0	0.000796473690551478	0.000303685920652743	0.00102547581501707	0.000108524081891693	0.00015599717083531	0.000441061351786124	0.000554996467767673	0.000250167421072005	0.000601564652473522	0.000228027468579769	0	0	0	0.0007889663990068	0.000348122665451824	0.000447939145431006	0.000323835060517153	0.000617438918541284	0.000478666749429692	0	0.000542832257987875	0.00041377440248709	0.00095815669814411	0.000320122904431006	0.000337561373326073	0.000628896992744697	0.000904607813743836	0.00191186912925648	0.00110131008429769	0.00137484838299925	0.000196841983858082	0.000130359884533231	0.000734411787269488	0.000780817923146485	0.000408706785197971	0.000919828284901135	0.00243665073584416	0.000525390708699527	0.000566723532425559	0.000488754868806181	0.000681171310965985	0.00091933494962825	0.00111478662819997	0.000505490386882244	0.000387010811423453	0.000370975761258096	0.000723598031435825	0.000710488131058941	0.000745000319054485	0.00145579187568	0	0.000482447501882603	0.000697540208336718	0.000544063513020013	0.00020869681361705	0.000125917380763505	0.00227854823693419	0.000516875142717534	0.000507007596100473	0.000411732776409202	0.000421879839033665	0.000788735675141152	0.000386779166114432	0.000700875718251595	0.000542961772698827	0.000268467053126647	0.000839025384580533	0.000374750456347907	0.000896230065034745	0.000382464883072171	0.000244102290332457	0.000274746311663708	0	0	0.000535282718407258	0.000615854559787161	0.000569193210297478	0.000158726215769402
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales|f__nakamurellaceae|g__nakamurella|s__nakamurella_antarctica	0	0.000189629164503795	0.000325662964408295	0.000272397325276184	0.000139740959388762	0	0	0	0	0	0	0	0	6.23005253990208e-05	0	9.92557062725884e-05	7.95970225619352e-05	0	0	0	0	0	0.000146477920101421	0	6.91332010123866e-05	0	0	0	0	0	0	0	0	0	0	7.23822384409908e-05	0	5.81739149910398e-05	0	0	0.000169849491733116	0	8.65384759111105e-05	0	0.000173000514942687	0	0	0.000363242228568058	0.000167519965508118	0.000268736624594284	0.000161398891664317	0.000287758963883564	9.47757700057434e-05	0	5.9546901670499e-05	0.000144829130906203	7.12860671856926e-05	0	0.000368978539999258	0	0.000134934174387038	9.9407769926681e-05	0	0.000156113482012344	0	0.00013398540375192	0	0	0	0.000155630733470054	0.000183550803245308	0.000300401498156189	0	9.31039038720813e-05	0.000114785097574397	0.000133629634776845	0	0	0.000482916193499485	0.000184598265256262	0.00012205738424641	0	0.000268468988475969	9.58276988489251e-05	0	0	0	0	0.000211964307683503	0	0.000555410181148293	9.14589937781278e-05	0	0	0	0	7.36627594138428e-05	0	0.000142298302574369	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales|f__nakamurellaceae|g__nakamurella|s__nakamurella_multipartita	0	0.000725537672884085	0.000556009939233674	0.000730024831740172	0.000326062238573778	0	0	0	0.000192772629452147	0.000167480398094207	0.000189643479289577	0.000114178752634016	8.37904182797965e-05	0.000193131628736965	0	0.000314309736529863	0.000334307494760128	0.000147007803174192	0.000707345487190872	0.000506134849507954	0	0	0.000421124020291586	0.000164289104615419	0.000345666005061933	0.000108524081891693	0.00015599717083531	0.000197717157697228	0.000309517260870433	0.000104236425446669	0.000214844518740544	0.000104241128493609	0	0	0	0.00039086408758135	0.000174061332725912	0.000215243485466847	0.000323835060517153	0.00031528795840406	0.000293376394811747	0	0.000141608415127272	0.000130367277495933	0.000299423968170034	9.95937924896463e-05	0.000244193333895457	0.000130116619188558	0.000296749653185809	0.00128993579805257	0.000341785888230318	0.000332521469376563	0	0	0.00028284778293487	0.000207798318256726	0.000185343774682801	0.000233195903214372	0.00169869365584564	0.000189900256156456	0.00024962822261602	0.000298223309780043	0.000298012448547619	0	0	0.000207068351252968	0.000265378842118939	0.000370975761258096	0.000125843135901883	0.000142097626211788	0.000356304500417362	0.000369724920807618	0	0.000228527764049654	0.000220740572258455	0.00026725926955369	0.000113044107375902	0.000125917380763505	0.0012991125768789	0.000153831887713552	0.000262892827607653	0.000274488517606135	0.00014382267239784	0.000213769482047602	0.000232067499668659	0.000155750159611466	0.000356803450630658	0.000149148362848137	0.00037093753844613	9.81489290434994e-05	0.000340819883886452	0.000141345717657107	6.10255725831142e-05	0.000274746311663708	0	0	0.000211166576986349	0.000401644278122061	0.000254104111739945	0
k__bacteria|p__actinobacteria|c__actinomycetia|o__nakamurellales|f__nakamurellaceae|g__nakamurella|s__nakamurella_panacisegetis	0.000138022627754353	0.000395747821573137	0.000285947968748746	0.000435835720441894	0	0	0	0	0.000101459278659025	0	0	0	0	0	0	0	0	0	9.2766621270934e-05	0.000110029315110425	0	0	0.000109858440076066	0	0.000172833002530966	0	0	0	0	0	9.45315882458392e-05	0	0	0	0	7.96204622850899e-05	0	0.000168704353474015	0	0.00015764397920203	0	0	0.000220279756864645	0.000119030992496286	0.000246193040495362	0	0	0.000130116619188558	0.000224955382253758	0.00022266748894955	0.000265833468623581	0.000294153607525421	0	0	0.000178640705011497	0.000214095236991778	0	0.00025910655912708	0.000187970199622263	0.000164580222002261	0	0	9.93374828492062e-05	0.000485686388482849	0.000721332524129393	6.09024562508728e-05	0	0	0.000482398687623883	0.000162397287099187	0	0.000423643138425396	0	0	8.8296228903382e-05	0.000143174608689477	0	0	0.000278867097654633	0	0	0	0	0.00030222581944661	0	0.000324479499190553	8.53225642812443e-05	0	8.83184615347929e-05	0.00011599418886959	0	0	0.000103743473391294	0	0	0	0.000152236369455275	0.000116030569235262	0	7.9363107884701e-05
