;ID0;ID1;ID2;ID3;ID4;ID5;ID6;ID7;ID8;ID9;ID10;ID11;ID12;ID13;ID14;ID15;ID16;ID17;ID18;ID19;ID20;ID21;ID22;ID23;ID24;ID25;ID26;ID27;ID28;ID29;ID30;ID31;ID32;ID33;ID34;ID35;ID36;ID37;ID38;ID39;ID40;ID41;ID42;ID43;ID44;ID45;ID46;ID47;ID48;ID49;ID50;ID51;ID52;ID53;ID54;ID55;ID56;ID57;ID58;ID59;ID60;ID61;ID62;ID63;ID64;ID65;ID66;ID67;ID68;ID69;ID70;ID71;ID72;ID73;ID74;ID75;ID76;ID77;ID78;ID79;ID80;ID81;ID82;ID83;ID84;ID85;ID86;ID87;ID88;ID89
ID10;0.982178;0.980792;0.958979;0.985712;0.974404;0.977863;0.974870;0.962652;0.938573;0.952367;0.000000;0.923048;0.944548;0.944912;0.873957;0.925358;0.971124;0.939982;0.987901;0.976144;0.982611;0.968558;0.976115;0.984018;0.982648;0.987939;0.925315;0.947412;0.965409;0.950467;0.888176;0.943561;0.977652;0.950308;0.971964;0.957822;0.952697;0.966291;0.978454;0.982649;0.982572;0.985544;0.986633;0.989898;0.984472;0.987803;0.982962;0.981992;0.980739;0.975063;0.972878;0.998855;0.996084;0.983894;0.986970;0.970864;0.982731;0.985160;0.989377;0.988074;0.973219;0.991601;0.985449;0.987698;0.988603;0.988137;0.976939;0.984160;0.982748;0.982218;0.988573;0.985667;0.979060;0.984014;0.997091;0.980076;0.987299;0.999337;0.987010;0.993011;0.992924;0.973494;0.990494;0.993333;0.986872;0.989256;0.976467;0.985180;0.982416;0.974960
ID11;0.983020;0.966819;0.952476;0.986093;0.974667;0.967468;0.972870;0.950441;0.936845;0.931224;0.923048;0.000000;0.937781;0.918979;0.922543;0.940072;0.937614;0.931929;0.986756;0.976311;0.975167;0.962676;0.979017;0.976216;0.982705;0.977680;0.933354;0.948136;0.945975;0.932717;0.915653;0.853445;0.972185;0.945153;0.970400;0.954135;0.953315;0.967503;0.976533;0.979096;0.983077;0.983409;0.985147;0.991757;0.982854;0.987278;0.984244;0.979701;0.979197;0.974306;0.977512;0.999062;0.997293;0.981291;0.986793;0.972232;0.981899;0.982996;0.987658;0.985733;0.974988;0.994107;0.983177;0.986876;0.986534;0.986065;0.976475;0.982973;0.986074;0.981868;0.988096;0.984963;0.976537;0.983827;0.997965;0.978833;0.987726;0.999557;0.985743;0.994650;0.994943;0.975681;0.991827;0.994191;0.984354;0.987101;0.975382;0.982034;0.984543;0.977889
ID12;0.981543;0.964860;0.957868;0.976494;0.971898;0.961935;0.963395;0.942600;0.886449;0.891845;0.944548;0.937781;0.000000;0.804688;0.923422;0.944338;0.966440;0.953855;0.982198;0.974619;0.970066;0.964969;0.971120;0.960678;0.981667;0.970419;0.893141;0.943220;0.821795;0.888132;0.932789;0.947344;0.968636;0.944745;0.939142;0.950060;0.933806;0.937371;0.980188;0.980672;0.988270;0.985295;0.985392;0.992351;0.982535;0.989348;0.986844;0.981811;0.980975;0.976282;0.979711;0.999401;0.997677;0.982214;0.988119;0.975816;0.984961;0.986566;0.988780;0.987457;0.974542;0.994431;0.983850;0.987819;0.988128;0.986369;0.977013;0.982511;0.983332;0.979632;0.989618;0.986551;0.980469;0.985838;0.998265;0.978887;0.988187;0.999628;0.985586;0.995433;0.995394;0.976063;0.993253;0.995065;0.984776;0.987680;0.976397;0.983769;0.982632;0.978446
ID13;0.983954;0.956391;0.955122;0.984645;0.977360;0.955330;0.966730;0.922462;0.913185;0.756294;0.944912;0.918979;0.804688;0.000000;0.937703;0.950571;0.966069;0.950186;0.986257;0.978681;0.965614;0.963347;0.977246;0.959558;0.984083;0.963484;0.925040;0.948083;0.806381;0.890505;0.940216;0.933908;0.969216;0.940127;0.940210;0.951160;0.935083;0.940607;0.980031;0.980409;0.987328;0.984859;0.986368;0.991999;0.983993;0.989192;0.985385;0.982440;0.982554;0.977275;0.979562;0.999248;0.997108;0.982092;0.987558;0.975307;0.984016;0.986401;0.988681;0.987420;0.976236;0.994069;0.983324;0.987327;0.987893;0.986368;0.978880;0.985016;0.985497;0.983001;0.988894;0.985325;0.978786;0.984457;0.998018;0.980328;0.988096;0.999583;0.986512;0.994963;0.994840;0.976707;0.992184;0.994752;0.986154;0.988281;0.975075;0.983186;0.984734;0.979292
ID14;0.973071;0.958767;0.950929;0.974313;0.961671;0.955819;0.958286;0.943472;0.867160;0.933681;0.873957;0.922543;0.923422;0.937703;0.000000;0.848977;0.902752;0.941723;0.973230;0.966405;0.967565;0.951353;0.970859;0.966255;0.971837;0.967459;0.842530;0.913428;0.944247;0.918390;0.818864;0.909463;0.940278;0.940151;0.941184;0.921130;0.927646;0.936597;0.969579;0.968995;0.987596;0.980170;0.975042;0.992171;0.968604;0.986694;0.986487;0.969509;0.968516;0.965197;0.980059;0.999504;0.998299;0.974512;0.987165;0.968863;0.974830;0.976478;0.980102;0.975663;0.964693;0.994782;0.972468;0.983537;0.979515;0.978728;0.968080;0.967381;0.983085;0.968066;0.986861;0.981674;0.967454;0.982669;0.998571;0.963190;0.986376;0.999711;0.976126;0.995714;0.995851;0.968096;0.992882;0.995085;0.971890;0.979585;0.970844;0.969966;0.982916;0.976056
ID15;0.954140;0.953153;0.910704;0.961391;0.913635;0.949148;0.948318;0.939307;0.888828;0.935406;0.925358;0.940072;0.944338;0.950571;0.848977;0.000000;0.887892;0.889604;0.959787;0.932002;0.960715;0.915151;0.954903;0.961005;0.954200;0.965795;0.875586;0.834963;0.956755;0.859532;0.873883;0.921809;0.922154;0.908101;0.942391;0.853093;0.931078;0.940525;0.951896;0.951830;0.979237;0.968921;0.960486;0.986588;0.947815;0.977512;0.978224;0.948768;0.943399;0.941630;0.962283;0.999163;0.997288;0.961209;0.979861;0.943014;0.959946;0.957838;0.969452;0.959561;0.946145;0.991549;0.951238;0.973661;0.967887;0.965743;0.947829;0.947781;0.969859;0.948859;0.978651;0.970627;0.945770;0.972554;0.997673;0.937781;0.978605;0.999551;0.964190;0.993433;0.993769;0.949952;0.987580;0.991724;0.956131;0.967533;0.953418;0.948005;0.974862;0.962438
ID16;0.965824;0.947683;0.942887;0.965991;0.939552;0.948326;0.962799;0.948152;0.916786;0.947535;0.971124;0.937614;0.966440;0.966069;0.902752;0.887892;0.000000;0.908924;0.952511;0.952009;0.962781;0.934852;0.972273;0.960546;0.963369;0.959941;0.901642;0.901130;0.959359;0.884721;0.889867;0.898482;0.874796;0.947102;0.951777;0.894368;0.955851;0.953684;0.962541;0.953606;0.987292;0.975823;0.963831;0.993690;0.950027;0.983916;0.988216;0.951912;0.956492;0.960845;0.983780;0.999550;0.998822;0.966067;0.987498;0.970495;0.970181;0.962934;0.969454;0.955479;0.968265;0.996415;0.951190;0.980278;0.967733;0.967385;0.967728;0.950018;0.986053;0.961664;0.984699;0.979282;0.956688;0.982551;0.999091;0.949233;0.986777;0.999810;0.966500;0.996842;0.997061;0.970710;0.993029;0.994986;0.942998;0.964836;0.968127;0.943148;0.985254;0.979932
ID17;0.963573;0.957573;0.885888;0.972671;0.936099;0.955285;0.957702;0.936229;0.928145;0.934328;0.939982;0.931929;0.953855;0.950186;0.941723;0.889604;0.908924;0.000000;0.973780;0.943022;0.960878;0.916765;0.956800;0.966113;0.961371;0.976315;0.928538;0.902774;0.964002;0.888062;0.934201;0.934964;0.959392;0.905565;0.963661;0.912319;0.946036;0.959394;0.953793;0.959642;0.963821;0.969731;0.971055;0.984033;0.966033;0.972454;0.971063;0.956175;0.953294;0.946522;0.949297;0.998184;0.995117;0.964683;0.975789;0.940472;0.966313;0.961498;0.976863;0.970922;0.955788;0.989435;0.962137;0.974197;0.974527;0.972393;0.957260;0.967746;0.972076;0.965496;0.975516;0.970592;0.952529;0.969834;0.996487;0.958398;0.977861;0.999243;0.974110;0.990823;0.991453;0.956912;0.982836;0.987218;0.965588;0.972995;0.952916;0.961643;0.973689;0.958074
ID18;0.834630;0.975999;0.968012;0.740650;0.894823;0.971603;0.882431;0.978304;0.966164;0.979602;0.987901;0.986756;0.982198;0.986257;0.973230;0.959787;0.952511;0.973780;0.000000;0.825002;0.965213;0.960284;0.825627;0.974630;0.873485;0.982340;0.960428;0.958553;0.981272;0.959702;0.964905;0.975410;0.948864;0.972832;0.967419;0.948686;0.974334;0.963739;0.978369;0.973348;0.993099;0.984901;0.977683;0.994772;0.963347;0.990439;0.992013;0.969319;0.965833;0.968014;0.981869;0.999737;0.999150;0.978173;0.991223;0.977097;0.983448;0.983706;0.983147;0.978046;0.981918;0.997986;0.977068;0.988409;0.980019;0.979866;0.979748;0.973802;0.991840;0.977193;0.991795;0.988254;0.976605;0.989366;0.999368;0.968261;0.989951;0.999861;0.979368;0.998073;0.998082;0.980797;0.996136;0.996857;0.962988;0.979171;0.979842;0.972099;0.987029;0.984900
ID19;0.829238;0.974577;0.928861;0.871844;0.722025;0.970722;0.935160;0.971849;0.955397;0.972859;0.976144;0.976311;0.974619;0.978681;0.966405;0.932002;0.952009;0.943022;0.825002;0.000000;0.972826;0.923708;0.834670;0.975261;0.911181;0.983569;0.949994;0.931008;0.979607;0.931560;0.956820;0.969062;0.953277;0.943207;0.974127;0.909922;0.968641;0.972226;0.971624;0.969114;0.985885;0.979936;0.974429;0.986514;0.951579;0.981981;0.985599;0.960939;0.939674;0.949101;0.946275;0.999399;0.998161;0.974088;0.985294;0.949198;0.977744;0.974972;0.982269;0.976867;0.974635;0.995670;0.968596;0.983055;0.978783;0.975537;0.973134;0.974226;0.983132;0.973356;0.985697;0.981240;0.967267;0.983200;0.998524;0.961870;0.983398;0.999685;0.977255;0.996016;0.996292;0.972245;0.991027;0.993124;0.968110;0.976741;0.971425;0.965590;0.982376;0.974395
ID20;0.976800;0.733076;0.939041;0.978594;0.972003;0.561205;0.953264;0.944146;0.938088;0.948498;0.982611;0.975167;0.970066;0.965614;0.967565;0.960715;0.962781;0.960878;0.965213;0.972826;0.000000;0.870746;0.973187;0.670264;0.974662;0.720940;0.949276;0.956268;0.974364;0.958634;0.965802;0.943316;0.959687;0.949982;0.953428;0.939953;0.949454;0.944782;0.977818;0.973245;0.987860;0.983894;0.983924;0.994586;0.979748;0.985396;0.988115;0.973548;0.979026;0.975000;0.984060;0.999461;0.998326;0.978512;0.989012;0.978204;0.983397;0.985891;0.986136;0.984103;0.981810;0.997076;0.982290;0.987847;0.984061;0.983590;0.980020;0.982790;0.990273;0.982279;0.990611;0.986867;0.977959;0.986907;0.999112;0.979038;0.989247;0.999790;0.984060;0.997190;0.997115;0.980354;0.994880;0.995117;0.976288;0.982691;0.978740;0.980738;0.987218;0.982401
ID21;0.956906;0.920868;0.838076;0.964787;0.914392;0.902025;0.953519;0.946529;0.932346;0.950231;0.968558;0.962676;0.964969;0.963347;0.951353;0.915151;0.934852;0.916765;0.960284;0.923708;0.870746;0.000000;0.955020;0.908752;0.951694;0.936151;0.933603;0.910962;0.970836;0.902074;0.941791;0.951009;0.938894;0.915855;0.957677;0.896918;0.948524;0.953378;0.955606;0.943224;0.969765;0.969607;0.968166;0.988127;0.957314;0.954283;0.975747;0.940151;0.946722;0.946182;0.960833;0.998718;0.997031;0.959427;0.979312;0.951267;0.966604;0.960474;0.973831;0.965886;0.963883;0.993967;0.954743;0.975174;0.969243;0.966779;0.964236;0.965173;0.980442;0.966595;0.976864;0.970909;0.949234;0.973725;0.998183;0.955474;0.980275;0.999566;0.969964;0.994179;0.994741;0.963828;0.985878;0.986463;0.945004;0.959884;0.960170;0.951612;0.979422;0.965803
ID22;0.848260;0.977870;0.953770;0.807876;0.886905;0.973183;0.857631;0.969927;0.953410;0.969974;0.976115;0.979017;0.971120;0.977246;0.970859;0.954903;0.972273;0.956800;0.825627;0.834670;0.973187;0.955020;0.000000;0.972147;0.888003;0.985125;0.956316;0.956677;0.980155;0.961225;0.968061;0.976419;0.972322;0.960669;0.969843;0.953262;0.965187;0.964197;0.976943;0.976810;0.984883;0.984397;0.979825;0.989969;0.969698;0.985514;0.986548;0.969543;0.961584;0.957034;0.962832;0.999267;0.997775;0.978708;0.987797;0.962983;0.982252;0.984094;0.986867;0.984926;0.975979;0.995668;0.980481;0.986311;0.984808;0.983273;0.977496;0.980401;0.986299;0.978095;0.988081;0.984887;0.976631;0.984938;0.998285;0.968645;0.986185;0.999622;0.982774;0.995815;0.995989;0.975117;0.992965;0.993898;0.973192;0.984566;0.976042;0.978982;0.979151;0.974533
ID23;0.980787;0.739792;0.942769;0.975017;0.971961;0.570661;0.950652;0.935032;0.928207;0.941310;0.984018;0.976216;0.960678;0.959558;0.966255;0.961005;0.960546;0.966113;0.974630;0.975261;0.670264;0.908752;0.972147;0.000000;0.979771;0.661860;0.942843;0.953227;0.964983;0.954358;0.962841;0.938523;0.950055;0.946630;0.941125;0.929281;0.938447;0.929452;0.980614;0.975082;0.991014;0.985927;0.985154;0.995140;0.980155;0.987664;0.990067;0.975126;0.981012;0.978287;0.986891;0.999600;0.998725;0.980366;0.990766;0.981233;0.984453;0.986547;0.986820;0.984453;0.983522;0.997407;0.982345;0.989133;0.984978;0.984723;0.982267;0.983521;0.990971;0.983477;0.991649;0.988249;0.979775;0.988648;0.999244;0.980289;0.990892;0.999829;0.985057;0.997568;0.997562;0.982446;0.995553;0.995914;0.976565;0.983419;0.981278;0.981304;0.988592;0.985714
ID24;0.921894;0.979343;0.956291;0.930322;0.926585;0.974458;0.857382;0.974202;0.964257;0.976453;0.982648;0.982705;0.981667;0.984083;0.971837;0.954200;0.963369;0.961371;0.873485;0.911181;0.974662;0.951694;0.888003;0.979771;0.000000;0.984687;0.963754;0.956907;0.983838;0.959175;0.967490;0.976226;0.964094;0.963930;0.968367;0.947257;0.970504;0.957418;0.979093;0.977085;0.989645;0.986178;0.980666;0.993171;0.970216;0.988248;0.990490;0.972788;0.965465;0.967246;0.975397;0.999581;0.998735;0.981057;0.990586;0.973123;0.984007;0.983496;0.987028;0.983392;0.978728;0.997140;0.978712;0.988187;0.984307;0.983032;0.980382;0.979080;0.989828;0.978973;0.990331;0.987022;0.976977;0.988166;0.999049;0.970801;0.989396;0.999790;0.983146;0.997375;0.997593;0.979676;0.994858;0.995750;0.976123;0.984079;0.979424;0.976151;0.987032;0.981117
ID25;0.986755;0.736939;0.961924;0.984425;0.980244;0.672016;0.948535;0.927744;0.923652;0.948474;0.987939;0.977680;0.970419;0.963484;0.967459;0.965795;0.959941;0.976315;0.982340;0.983569;0.720940;0.936151;0.985125;0.661860;0.984687;0.000000;0.944836;0.956627;0.974273;0.959367;0.966593;0.923715;0.940143;0.941266;0.932808;0.918530;0.936133;0.920643;0.985709;0.980568;0.994481;0.989330;0.987780;0.996072;0.982847;0.992103;0.993829;0.981687;0.984797;0.984282;0.990762;0.999770;0.999193;0.985348;0.993559;0.986177;0.987019;0.988546;0.988523;0.986131;0.987668;0.998075;0.985288;0.991690;0.987845;0.987937;0.986610;0.986179;0.992720;0.986694;0.993531;0.990878;0.983916;0.991925;0.999477;0.984390;0.993199;0.999879;0.986988;0.998137;0.998177;0.986452;0.996666;0.997379;0.983576;0.987256;0.987016;0.984393;0.992105;0.990125
ID26;0.962085;0.934636;0.933401;0.958080;0.941424;0.931965;0.936361;0.920383;0.729063;0.901793;0.925315;0.933354;0.893141;0.925040;0.842530;0.875586;0.901642;0.928538;0.960428;0.949994;0.949276;0.933603;0.956316;0.942843;0.963754;0.944836;0.000000;0.863898;0.928172;0.890451;0.853097;0.907163;0.925252;0.917171;0.917952;0.885115;0.906448;0.914586;0.962287;0.961275;0.985019;0.975259;0.968215;0.990226;0.958860;0.983079;0.983264;0.961104;0.959010;0.955325;0.974138;0.999398;0.997901;0.967797;0.984099;0.959913;0.968165;0.969996;0.974872;0.968444;0.955052;0.993233;0.963363;0.979182;0.973457;0.972029;0.957158;0.955975;0.975634;0.956111;0.983755;0.977108;0.958397;0.978337;0.998066;0.949134;0.983023;0.999649;0.969709;0.994877;0.995050;0.959760;0.991130;0.993950;0.963829;0.974078;0.962423;0.960362;0.978527;0.970389
ID27;0.953960;0.946958;0.908835;0.959729;0.913132;0.943550;0.946049;0.932931;0.884370;0.931203;0.947412;0.948136;0.943220;0.948083;0.913428;0.834963;0.901130;0.902774;0.958553;0.931008;0.956268;0.910962;0.956677;0.953227;0.956907;0.956627;0.863898;0.000000;0.955705;0.838004;0.893972;0.925639;0.914192;0.900973;0.936574;0.835366;0.925034;0.934210;0.951120;0.950004;0.980861;0.968056;0.961353;0.986903;0.945721;0.977738;0.978136;0.946982;0.945342;0.942292;0.965312;0.999250;0.997371;0.959626;0.979613;0.945447;0.957732;0.954821;0.967429;0.956126;0.942864;0.990534;0.947372;0.972955;0.965648;0.964014;0.946542;0.946983;0.969661;0.948317;0.978385;0.969579;0.942345;0.972171;0.997681;0.935587;0.978127;0.999578;0.962651;0.993665;0.993942;0.949367;0.987245;0.992063;0.954472;0.966179;0.951311;0.944089;0.974182;0.963310
ID28;0.984169;0.969280;0.968187;0.976687;0.976861;0.966472;0.973770;0.952232;0.936351;0.881118;0.965409;0.945975;0.821795;0.806381;0.944247;0.956755;0.959359;0.964002;0.981272;0.979607;0.974364;0.970836;0.980155;0.964983;0.983838;0.974273;0.928172;0.955705;0.000000;0.844236;0.931587;0.938175;0.964186;0.959464;0.957319;0.958173;0.956311;0.957563;0.980050;0.978975;0.990943;0.986202;0.984624;0.995040;0.981177;0.991540;0.990198;0.981056;0.982182;0.978117;0.986975;0.999613;0.998576;0.981793;0.990540;0.980211;0.983962;0.986282;0.987136;0.984956;0.977187;0.996523;0.982489;0.988402;0.986094;0.985696;0.980327;0.982104;0.990380;0.982229;0.990706;0.986966;0.978202;0.986968;0.998966;0.978200;0.990517;0.999788;0.985111;0.997019;0.997039;0.978749;0.995204;0.996707;0.982869;0.986759;0.977579;0.981246;0.987407;0.983294
