Taxa	reSRR16235394	reSRR16235395	reSRR16235396	reSRR16235397	reSRR16235398	reSRR16235399	reSRR16235400	reSRR16235401	reSRR16235402	reSRR16235403	reSRR16235404	reSRR16235405	reSRR16235406	reSRR16235407	reSRR16235408	reSRR16235409
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_nitrosporeus	0.00105006703201343	0.00102403069499602	0.000946842891895216	0.00073770809880878	0.000874689750473339	0.00105973925098908	0.000619504176874606	0.00260804744401447	0.00152312084027788	0.00105393650339803	0.000424394857199984	0.000842102206869974	0.002451319598947	0.00162319803083469	0.00132229519500585	0.000776144275068327
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_niveus	0.00102545608595061	0.00121630650059654	0.000717970272331141	0.000842132532886735	0.00120041103830651	0.00106646775416996	0.00065686121266604	0.00271442350009944	0.00218814543251188	0.00107338182633895	0.000424394857199984	0.000853962801332932	0.00193286802052494	0.00154558149297773	0.00123732518553485	0.000720048539547985
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_nodosus	0.00233803987596739	0.00197460771144803	0.0021256936447184	0.00183921745182463	0.00232152663200943	0.00252655294442159	0.00124523452638112	0.00351040985080428	0.00370054006968921	0.00273401240549379	0.00108487691972976	0.00136159624434751	0.00226004620108255	0.00334088575993002	0.00340770199887982	0.00192012943879463
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_nojiriensis	0.0011813254110151	0.00140858230619706	0.000783810340972861	0.000753427906089332	0.000872249890639383	0.00100927547713246	0.000594599486346984	0.00167267177843966	0.00147485292632541	0.00108504902010351	0.00041877373326356	0.000635727863214516	0.000900998374150951	0.00154895612505847	0.0012405621382766	0.000639123544043231
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_noursei	0.00035275689356701	0.000207398621771346	8.15162754611775e-05	0.000224568675436463	0.000290343320240802	0.000232133359740466	0.000158767402113593	0.00160664526086967	0.000418321920921389	0.000194453229409231	8.9937982982778e-05	0.000132838657985123	0.000281876586326554	0.000313840783508578	0.000209592690028467	0.00036508208199304
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_olivaceus	0.00176378446783505	0.00170239702037313	0.00145788723420952	0.0017460214515185	0.00181769557629745	0.00163502627295458	0.000905908117942264	0.0029088349129444	0.00319640852396344	0.00206898236091422	0.000550870145769515	0.00104610443163284	0.00197565285952094	0.00270308029667066	0.00254019866409018	0.00146308713463709
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_olivoreticuli	0.00144384216901846	0.00164622656031006	0.00108479351190644	0.00158545484858143	0.00195432772699901	0.0017258610658965	0.000859211823202972	0.00481626764274401	0.00237585398677148	0.00110449434304443	0.000303540692566876	0.000929870605895859	0.00298990521924952	0.0016873160403687	0.00213234261862938	0.00144285588576091
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_pactum	0.00159971149408295	0.0015554896632851	0.000655265445053312	0.00147990757112629	0.00162616657933188	0.00136252189412882	0.000831194046359396	0.00302621538862438	0.002601104251883	0.00132617102457095	0.000567733517578786	0.000970196627069914	0.00144713426015865	0.0019944075597158	0.00224078053547809	0.00147320275907519
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_paludis	0.00199348663108799	0.00220793116094079	0.000940572409167433	0.00133618361884695	0.00163714594858469	0.00143989968070897	0.000628843435822465	0.00499967463599397	0.00234367537746984	0.00159451648115569	0.000452500476882102	0.000967824508177322	0.00317866186187891	0.00207202409757276	0.00168645237845299	0.00108513062154103
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_parvulus	0.00121414000576552	0.00141506351312741	0.000727375996422815	0.000986979328543254	0.00148099491921148	0.00146681369343251	0.000638182694770323	0.00278045001766943	0.00217205612786106	0.00125227879739545	0.00075885173141719	0.000929870605895859	0.00258974113687522	0.00156245465338141	0.00166945837655879	0.00120283970591158
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_peucetius	0.00111569622151427	0.00120334408673583	0.000636453996869963	0.000753427906089332	0.0010332806396805	0.0010126397287229	0.000619504176874606	0.00234027323386952	0.00168401388678611	0.00147395547892197	0.000564922955610574	0.000782799234555187	0.00165602494466851	0.0015793278137851	0.00113131498324246	0.000862586883902951
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_phaeolivaceus	0.00164072973752098	0.00139561989233635	0.00158016164740129	0.0014731705108632	0.00167496377601101	0.00170567555635386	0.000681765903193662	0.00217520693994455	0.00246166361157587	0.00161007273950843	0.000385046989645018	0.00109354680948467	0.00309560893912198	0.00231837223946659	0.00199153517436315	0.00146952435018861
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_platensis	0.000812161220072884	0.000630837474554511	0.00102835916735639	0.000706268484247675	0.000935686246322247	0.00130869386868175	0.000697331334773426	0.00140856570815971	0.00106725720850457	0.000727255077990523	0.000286677320757605	0.000512377680799759	0.000893448108445775	0.0011912451245003	0.00117744155981243	0.000744877799532399
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_pluripotens	0.00104186338332582	0.0011039655804704	0.000576884410956026	0.000801710171308172	0.000723418440768047	0.00108665326371261	0.000815628614779632	0.00125450383382974	0.00220423473716271	0.00086726140316517	0.000297919568630452	0.000536098869725674	0.000598987745943928	0.00118112122825809	0.00125270071105817	0.000846034043913342
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_prasinus	0.00140282392558044	0.00103051190192638	0.000623913031414397	0.00101055903946408	0.000961304774578788	0.00142980692593765	0.000821854787411538	0.00179005225411963	0.00175909730848995	0.00127950224951274	0.00136312255458273	0.00077093864009223	0.00150250287532994	0.00162657266291543	0.00147119502112646	0.00106306016822155
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_pratensis	0.000902401355636538	0.00120982529366619	0.000696023582783901	0.000949925497096237	0.00110525650478221	0.00120776632096851	0.000672426644245804	0.0014709240858647	0.00198971067515174	0.00155951489986203	0.000525575088055609	0.000647588457677473	0.00152012016197535	0.00156245465338141	0.0013425261496418	0.00117709084370552
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_pristinaespiralis	0.00255133474184512	0.00219496874708008	0.00175573516377921	0.00208961152493629	0.0024910968904694	0.00291344187732236	0.00146003748218186	0.00512805953126895	0.00440846947432541	0.00257456075737822	0.0014277654798516	0.00197834715642129	0.00450750862598981	0.00408330481769225	0.00321591254893099	0.00178218910554789
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_qinzhouensis	0.00109928892413906	0.000987303855724013	0.00144221102739006	0.00127218154634756	0.00150905330730198	0.00171240405953474	0.000940152067417744	0.00168367619803465	0.00215060372165996	0.00113560685974991	0.000576165203483422	0.000908521535862535	0.00181458052447719	0.00175818331406418	0.0021922262443518	0.00130583515473581
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_rectiverticillatus	0.00151767500720691	0.00148635678936131	0.000959383857350782	0.00127105870297038	0.00169448265468266	0.00157110549273619	0.000949491326365603	0.00525644442654392	0.00298724756350274	0.00150117893103926	0.00069701936811653	0.00100577841045879	0.00232799859242913	0.00190666712561663	0.00181512124993765	0.00106673857710813
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_rimosus	0.00342912515141885	0.00398810266447818	0.00258030364248266	0.00330228237229318	0.0039879508986016	0.00420531448805191	0.0022227436295903	0.00621749707117372	0.00608175715801097	0.00366738790665809	0.00182686527933768	0.00259984230628026	0.00530028652503325	0.00490334041331144	0.0050577386589881	0.00340896543563778
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_rochei_group	4.10182434380245e-05	4.75288508226002e-05	9.40572409167433e-06	1.01055903946408e-05	3.53779675923666e-05	6.72850318088306e-05	3.42439494754808e-05	7.70309371649842e-05	8.58096248043876e-05	1.55562583527385e-05	5.62112393642363e-06	3.08375456036892e-05	0.000143455048398336	5.73687453725358e-05	8.98254385836286e-05	3.21860777575728e-05
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_rochei_group|s__streptomyces_rochei	4.10182434380245e-05	4.75288508226002e-05	9.40572409167433e-06	1.01055903946408e-05	3.53779675923666e-05	6.72850318088306e-05	3.42439494754808e-05	7.70309371649842e-05	8.58096248043876e-05	1.55562583527385e-05	5.62112393642363e-06	3.08375456036892e-05	0.000143455048398336	5.73687453725358e-05	8.98254385836286e-05	3.21860777575728e-05
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_roseirectus	0.00204270852321362	0.00171968023885408	0.00112555164963703	0.00128677851025093	0.00205314205027424	0.00147354219661339	0.00065686121266604	0.00471355972652403	0.00287998553249726	0.00183952755021132	0.000986507250842346	0.00113861706844391	0.00245635310941712	0.00238923951316208	0.0017503821951026	0.00132514680139035
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_rubrolavendulae	9.02401355636538e-05	7.9934885474373e-05	1.88114481833487e-05	0.000117898554604143	8.41751642714929e-05	0.00011102030248457	5.29224673711975e-05	2.9345118919994e-05	0.000450500530223035	0.000140006325174646	9.83696688874135e-05	6.40472100999699e-05	6.2918880876463e-05	0.000101238962422122	0.000145662873378857	2.75880666493481e-05
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_scabiei	0.00152587865589451	0.00163326414644935	0.000899814271436845	0.000955539713982149	0.00159688826132441	0.00128850835913911	0.000669313557929851	0.00301521096902938	0.00181809142554296	0.00143117576845194	0.000385046989645018	0.00086819551468848	0.00198823663569623	0.00188304470105147	0.00154807264874308	0.00108696982598432
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_seoulensis	0.00189504284683673	0.0017456050665755	0.00140772337238726	0.002260283718268	0.00250451611955616	0.00199500119313183	0.00131683551164803	0.00412298920825915	0.00266546147048629	0.00165285244997846	0.000601460261197328	0.00143987616780303	0.00390852088004588	0.00233187076778954	0.00341984057166139	0.00196427034543359
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._11-1-2	0.000516829867319108	0.000352145576549265	0.000473421445947608	0.000375029687978893	0.000469673018036591	0.000666121814907423	0.000230368387380507	0.000495198881774898	0.000842006943393053	0.000423908040112123	0.00018549708990198	0.00035344571499613	0.00100418533878835	0.000668177151986005	0.000869121811160515	0.000413820999740222
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._135	0.0013371947360796	0.00115797563822335	0.000507909100950414	0.000803955858062536	0.00136998129676647	0.00123804458528248	0.000516772328448164	0.0043724227190791	0.00230613366661792	0.000991711469987077	0.00041877373326356	0.000910893654755127	0.00386825279628495	0.00150508590800888	0.00106172049929478	0.000824883192815508
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._3211	0.000959826896449772	0.00116013604053347	0.000598831100503266	0.000897151858368668	0.00124310858540074	0.00116066679870233	0.000616391090558654	0.00240629975143951	0.00176446041004022	0.000750589465519631	0.000292298444694029	0.000740101094488541	0.00215434248121009	0.0013802245210216	0.00133200605323111	0.000778903081733261
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._604f	0.000615273651570367	0.00070429115309853	0.000316659377753036	0.000351449977058064	0.000383057993931142	0.000508001990156671	0.000261499250540035	0.00116646847706976	0.0010189892945521	0.000521134654816739	0.000210792147615886	0.000457818946270155	0.00104697017778434	0.000874029708910986	0.000496872245858991	0.000388072137534163
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._769	0.00151767500720691	0.00117093805208406	0.00105657633963142	0.0010094361960869	0.00148099491921148	0.00144326393229942	0.000775158492672246	0.00225223787710954	0.00191999035499817	0.00147395547892197	0.000379425865708595	0.00100340629156619	0.00157045526667652	0.00181555205943672	0.00170344638034719	0.00106397977044319
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._a1-5	0.000344553244879405	0.00032189994420761	0.000407581377305888	0.000258253976751932	0.00024520591331261	0.000312875397911062	0.000115184193690253	0.000374150266229923	0.000874185552694698	0.0003539048775248	7.02640492052953e-05	0.000204002224762867	0.000304527383442081	0.000597309878290519	0.000369012612559772	0.000159091184344574
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._a10(2020)	0.000147665676376888	7.34536785440185e-05	0.000141085861375115	3.81766748241987e-05	5.97765659319297e-05	0.00011102030248457	2.49046905276224e-05	5.13539581099895e-05	0.000230613366661792	6.22250334109539e-05	2.81056196821181e-06	3.79539022814636e-05	4.53015942310534e-05	0.000205852556924981	0.000147281349749733	5.70153377419861e-05
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._a144	8.20364868760489e-05	9.72181039553186e-05	4.07581377305888e-05	0.000192006217498176	0.0001061339027771	0.000124477308846337	0.000124523452638112	0.000238429091224951	0.00013944064030713	0.000147784454351015	4.4968991491389e-05	0.000104373231274025	0.000390097061434071	0.000104613594502859	0.000218494310068286	0.000206910499870111
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._a2-16	0.000943419599074563	0.00116013604053347	0.000965654340078565	0.000832026942492094	0.00113575475270666	0.00111693152802659	0.000716009852669143	0.00234760951359952	0.00157675185578062	0.00126394599116	0.00063518700481587	0.000704519311099669	0.00163085739231792	0.00148483811552445	0.00126969471295237	0.000770626661738457
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._adi95-16	0.00106647432938864	0.000779905233952667	0.00063018351414218	0.000665846122669112	0.00117113272029903	0.000773777865801552	0.000410927393705769	0.0039139052359542	0.00116915613795978	0.000742811336343262	0.000227655519425157	0.00049814496744421	0.000943783213146946	0.00105625984127081	0.000770394752537067	0.000481871564141947
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._agn23	0.000968030545137377	0.000849038107876449	0.0004765566873115	0.000563667375345521	0.000651442575666336	0.000884798168286122	0.000498093810552447	0.000858344728409824	0.00120133474726143	0.000727255077990523	0.000303540692566876	0.000597773960933052	0.00129109543558502	0.00108663152999744	0.000932242389624686	0.000587625819631115
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._amcc400023	0.00125515824920355	0.00117957966132453	0.000928031443711868	0.00102627884674463	0.00129312571199685	0.001409621416395	0.000566581709503409	0.00247966254873949	0.00175909730848995	0.00128339131410092	0.000559301831674151	0.000697402954421894	0.0020083706775767	0.00147471421928224	0.00138541577347002	0.000897531768325458
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._bh-mk-02	0.00164072973752098	0.00210855265467535	0.00138891192420391	0.00133506077546977	0.00221539272923233	0.00190753065178035	0.000905908117942264	0.00466587390827904	0.00375953418674223	0.00134172728292369	0.000584596889388057	0.00136159624434751	0.00272564591956838	0.00253434869263379	0.00159500846349849	0.00139411696801372
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._bht-5-2	0.00174737717045984	0.00128543937452032	0.000815162754611776	0.0008443782196411	0.00140779912419279	0.00141298566798544	0.000672426644245804	0.00184874249195962	0.00230613366661792	0.00155562583527385	0.000413152609327137	0.00106982562055876	0.00191525073387953	0.0019134163897781	0.00149628140487504	0.000957305912732379
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._bse6.1	0.000106647432938864	0.000194436207910637	0.000213196412744618	0.000313273302233865	0.0003574394656746	0.000259047372463998	0.000230368387380507	0.000407163525014917	0.000359327803868373	0.000311125167054769	8.71274210145662e-05	0.000213490700333233	0.000213924194979974	0.000269970566458992	0.000540571107872648	0.000562796559646701
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._ca-256286	4.92218921256294e-05	4.75288508226002e-05	9.71924822806348e-05	0.000125758458244419	9.88143232752308e-05	0.000188398089064726	4.66962947392919e-05	0.000220088391899955	0.000171619249608775	4.27797104700308e-05	1.40528098410591e-05	4.74423778518295e-05	0.000113253985577633	7.76165378569601e-05	0.000156182969789552	7.17289732883051e-05
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._cb00271	0.00035275689356701	0.000440722071264111	0.000166167792286247	0.000368292627715799	0.00038427792384812	0.000474359474252256	0.000183672092641215	0.000509871441234895	0.00065966149068373	0.000618361269521354	0.000151770346283438	0.000315491812714666	0.00108220475107516	0.000823410227699925	0.000564039015250353	0.000350368446446721
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._cb04723	0.000426589731755454	0.000341343564998674	0.000319794619116927	0.000240288482717015	0.000273264301403107	0.000511366241747112	0.00021168986948479	0.00034113700744493	0.000396869514720292	0.000544469042345846	0.000297919568630452	0.000249072483722105	0.000211407439744916	0.000533191868756509	0.000459647289328838	0.000222543737638075
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._cb09001	0.000541440813381923	0.000604912646833093	0.000539261514589328	0.000540087664424693	0.000849071222216798	0.000666121814907423	0.000382909616862194	0.00241363603116951	0.00086345934959415	0.000451131492229416	0.00024732945320264	0.000386655379492411	0.00069714120011121	0.000890902869314673	0.000746926845159362	0.000539806504105578
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._cc0208	0.00149306406114409	0.00108884276429957	0.000837109444159016	0.00120481094371662	0.00117479251004997	0.00131542237186264	0.000809402442147727	0.00318761354268435	0.00237585398677148	0.00130672570163003	0.000323214626344359	0.00118605944629574	0.00183974807682778	0.00167381751204575	0.00144529939919244	0.000905808188320263
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._ccm_md2014	0.000951623247762168	0.000965699832622831	0.000840244685522907	0.000532227760784417	0.000877129610307295	0.000878069665105239	0.000333100235806949	0.00116646847706976	0.00180736522244241	0.000700031625873231	0.000261382263043699	0.000540843107510857	0.00173907786742544	0.00145109179471708	0.000842416951041057	0.000617053090723753
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._cdtb01	0.00193606109027475	0.00159869770948746	0.00179335806014591	0.00153380405323104	0.00144439702170214	0.00193444466450388	0.00104911008847609	0.00236595021292451	0.0029121641417989	0.0019211979065632	0.00113546703515757	0.00133787505542159	0.00226004620108255	0.00273345198539729	0.00243823465272498	0.0014612479301938
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._cfmr_7	0.000910605004324143	0.00105859713195791	0.00028217172275023	0.000624300917713366	0.000808813534956518	0.000756956607849344	0.000435832084233391	0.00149293292505469	0.00179663901934186	0.00096837708245797	0.000382236427676807	0.000547959464188631	0.000744959549577322	0.00110350469040113	0.000735597510563229	0.000566474968533281
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._cli2509	0.00163252608883337	0.00182553995204987	0.000683482617328335	0.000878063520956569	0.0014578162507889	0.00137934315208103	0.00065686121266604	0.00264106070279946	0.00225250265111517	0.00184341661479951	0.000919053763605263	0.00149917914011781	0.00404945917320916	0.00258496817384485	0.00106172049929478	0.00104834653267523
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._cmb-stm0423	0.00164893338620858	0.00187522920518259	0.00160524357831242	0.00156524366779214	0.00169326272476568	0.00227759832672892	0.00104288391584419	0.00312892330484436	0.00293897964955027	0.00164118525621391	0.000817873532749638	0.00132364234206604	0.00336993525974336	0.00242636046605019	0.00247950580018232	0.00148699679239986
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._cnq-509	0.00105827068070103	0.00113205081050193	0.000501638618222631	0.000743322315694692	0.00118821173913673	0.00092516918737142	0.000395361962126005	0.00110044195949977	0.00112625132555759	0.000665030044579569	0.000300730130598664	0.000659449052140431	0.00167615898654898	0.00100564036005974	0.0011385981269114	0.00103455249935055
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._crss-y-16	0.00118952905970271	0.00142802592698812	0.0011004697187259	0.000792727424290713	0.00162616657933188	0.00133224362981485	0.000526111587396022	0.0029161711926744	0.00194144276119927	0.000894484855282462	0.000525575088055609	0.000773310758984821	0.00119797549188786	0.00170756383285312	0.00124298985283291	0.000708093710666601
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._dsm_40868	0.00127976919526636	0.00136753466230481	0.00147983392375676	0.0011744941725327	0.0012565278144875	0.00157110549273619	0.000784497751620105	0.00198446366696459	0.00232222297126874	0.00129505850786548	0.00060427082316554	0.000820753136836651	0.00157297202191158	0.00176493257822566	0.00183211525183185	0.00124698061255053
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._eas-ab2608	0.00159971149408295	0.00139561989233635	0.000884138064617387	0.00129239272713684	0.00129068585216289	0.00153409872524134	0.000547903191607692	0.00303355166835438	0.00331439675806947	0.00162173993327299	0.000536817335928456	0.000763822283414456	0.00139176564498736	0.00190666712561663	0.00161523941813444	0.00108696982598432
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._endophyte_n2	0.000172276622439703	8.42556900946094e-05	0.000128544895919549	0.000154952386051159	0.000207388085886287	0.000151391321569869	7.47140715828671e-05	0.000223756531764954	0.000316422991466179	0.000229454810702892	0.000126475288569532	8.77683990258846e-05	0.00027180956538632	0.000145109179471708	0.000195835640876019	0.000144377548798255
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._fd1-xmd	0.000877790409573723	0.00106075753426803	0.000617642548686614	0.000830904099114912	0.00109671699536336	0.00110683877325526	0.000429605911601486	0.00202114506561459	0.00151775773872761	0.00105004743880985	0.000331646312248994	0.000635727863214516	0.00146726830203912	0.00130598261524537	0.00124541756738923	0.000803732341717675
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._fr-008	5.74255408132343e-05	8.42556900946094e-05	5.32991031861546e-05	7.97218797799443e-05	0.000128092641282707	0.000151391321569869	6.53748126350087e-05	0.000234760951359952	4.29048124021938e-05	0.000116671937645539	5.05901154278126e-05	2.60933078185062e-05	8.30529227569312e-05	0.000141734547390971	0.00016589382801481	7.81661888398196e-05
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._gf20	5.74255408132343e-05	0.000110180517816028	0.000134815378647332	9.43188436833143e-05	0.00011223355236199	0.000117748805665454	6.53748126350087e-05	0.000143057454734971	0.000289607483714808	0.000474465879758523	0.000132096412505955	9.9628993488842e-05	0.000186239887394331	0.000286843726862679	0.000127050395113781	0.000122307095478777
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._gmy02	0.00160791514277056	0.00151444201939285	0.000924896202347976	0.00117673985928706	0.00181647564638048	0.00143989968070897	0.000793837010567963	0.00296018887105439	0.00215060372165996	0.00136895073504099	0.000491848344437067	0.00112675647398095	0.00201592094328188	0.00205177630508834	0.00177546857885118	0.00149987122350289
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._go-475	0.000927012301699353	0.0012357501213876	0.000793216065064535	0.000885923424596845	0.0014297578626984	0.00144326393229942	0.000762706147408435	0.00210551228250957	0.00229540746351737	0.000898373919870647	0.000548059583801304	0.000837357969084791	0.00195551881764047	0.00125536313403431	0.0014274961591128	0.00104834653267523
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._go40/10	0.00142743487164325	0.00150147960553214	0.000796351306428427	0.00133393793209259	0.00158834875190556	0.00164848327931635	0.000784497751620105	0.00260804744401447	0.00238658018987203	0.00114727405351446	0.000955591069192016	0.000922754249218084	0.00239595098377571	0.00158945171002731	0.00166460294744616	0.00106581897488648
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._gqfp	0.00101725243726301	0.000970020637243067	0.000852785650978473	0.000778130460387343	0.00111867573386897	0.00119767356619718	0.000494980724236495	0.00227424671629953	0.00130323367671664	0.000863372338576985	0.000404720923422501	0.000581169128684912	0.00155283798003111	0.00143759326639413	0.00111351174316282	0.000711772119553181
k__bacteria|p__actinobacteria|c__actinomycetia|o__streptomycetales|f__streptomycetaceae|g__streptomyces|s__streptomyces_sp._gs7	0.00109928892413906	0.00131352460455186	0.0010252239259925	0.000966768147753972	0.00136632150701554	0.00128850835913911	0.000569694795819362	0.00220088391899955	0.0015606625511298	0.00125616786198363	0.000368183617835748	0.00075433380784409	0.0018447815872979	0.00169069067244944	0.00149709064306048	0.00121479453479296
