Taxonomy	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Bacteria|p__Proteobacteria|c__CFGB8417|o__OFGB8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374601778913732	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8417|o__OFGB8417|f__FGB8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374601778913732	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8417|o__OFGB8417|f__FGB8417|g__GGB25708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.374601778913732	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8419	0	0	0	0	0	0	0	0	0.108837191184205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8419|o__OFGB8419	0	0	0	0	0	0	0	0	0.108837191184205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8419|o__OFGB8419|f__FGB8419	0	0	0	0	0	0	0	0	0.108837191184205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131092349658801	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8660|o__OFGB8660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131092349658801	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8660|o__OFGB8660|f__FGB8660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131092349658801	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8660|o__OFGB8660|f__FGB8660|g__GGB26102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131092349658801	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76943575392162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8686|o__OFGB8686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76943575392162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8686|o__OFGB8686|f__FGB8686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76943575392162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8686|o__OFGB8686|f__FGB8686|g__GGB26137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76943575392162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8686|o__OFGB8686|f__FGB8686|g__GGB26137|s__GGB26137_SGB38149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76943575392162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8686|o__OFGB8686|f__FGB8686|g__GGB26137|s__GGB26137_SGB38149|t__SGB38149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76943575392162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8814	0	0	0	0	0.181322845090422	0	0	0	0	0	0.195450584132899	0	0	0	0.172429103174943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155938330507859	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8814|o__OFGB8814	0	0	0	0	0.181322845090422	0	0	0	0	0	0.195450584132899	0	0	0	0.172429103174943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155938330507859	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8814|o__OFGB8814|f__FGB8814	0	0	0	0	0.181322845090422	0	0	0	0	0	0.195450584132899	0	0	0	0.172429103174943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155938330507859	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8814|o__OFGB8814|f__FGB8814|g__GGB26559	0	0	0	0	0.181322845090422	0	0	0	0	0	0.195450584132899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.155938330507859	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8817	0	0	0	0	0	0	0.0913791292323087	0	0.407673305987263	0	0	0	0	0	0	0	0	0	0	0.275709388631137	0	0	0.482819958112756	0	0	0	0	0	0	0.282990804145339	0	0	0	0	0	0	0	0	0	0	1.30478243124497
k__Bacteria|p__Proteobacteria|c__CFGB8817|o__OFGB8817	0	0	0	0	0	0	0.0913791292323087	0	0.407673305987263	0	0	0	0	0	0	0	0	0	0	0.275709388631137	0	0	0.482819958112756	0	0	0	0	0	0	0.282990804145339	0	0	0	0	0	0	0	0	0	0	1.30478243124497
k__Bacteria|p__Proteobacteria|c__CFGB8817|o__OFGB8817|f__FGB8817	0	0	0	0	0	0	0.0913791292323087	0	0.407673305987263	0	0	0	0	0	0	0	0	0	0	0.275709388631137	0	0	0.482819958112756	0	0	0	0	0	0	0.282990804145339	0	0	0	0	0	0	0	0	0	0	1.30478243124497
k__Bacteria|p__Proteobacteria|c__CFGB8817|o__OFGB8817|f__FGB8817|g__GGB26562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.282990804145339	0	0	0	0	0	0	0	0	0	0	1.06985773102305
k__Bacteria|p__Proteobacteria|c__CFGB8818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386402720756618	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8818|o__OFGB8818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386402720756618	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8818|o__OFGB8818|f__FGB8818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386402720756618	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8818|o__OFGB8818|f__FGB8818|g__GGB26563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386402720756618	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8819	0	0	0	0.135137108287506	0	0	0.178367886754235	0	0	0	0	0	0	0	0	0	0	0	0	0.705018499815822	0	0	0	0	0	0	0	0	0.45281555708807	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8819|o__OFGB8819	0	0	0	0.135137108287506	0	0	0.178367886754235	0	0	0	0	0	0	0	0	0	0	0	0	0.705018499815822	0	0	0	0	0	0	0	0	0.45281555708807	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8819|o__OFGB8819|f__FGB8819	0	0	0	0.135137108287506	0	0	0.178367886754235	0	0	0	0	0	0	0	0	0	0	0	0	0.705018499815822	0	0	0	0	0	0	0	0	0.45281555708807	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142552286564169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8820|o__OFGB8820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142552286564169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8820|o__OFGB8820|f__FGB8820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142552286564169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646588059508524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8825|o__OFGB8825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646588059508524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8825|o__OFGB8825|f__FGB8825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646588059508524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8825|o__OFGB8825|f__FGB8825|g__GGB26572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646588059508524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8825|o__OFGB8825|f__FGB8825|g__GGB26572|s__GGB26572_SGB38749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646588059508524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8825|o__OFGB8825|f__FGB8825|g__GGB26572|s__GGB26572_SGB38749|t__SGB38749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0646588059508524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8828	0	0	0.129806395201037	1.11780068076509	0	0	0.700618156992916	0	0	0	0	0	0	0	0	0.787357455522731	0	0	0	0.316792770496127	0.707189074693698	0.163911146819183	0	0	0.181280427226117	0	0	0	0.441378109523471	0	0	0	0	0.2062382538057	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8828|o__OFGB8828	0	0	0.129806395201037	1.11780068076509	0	0	0.700618156992916	0	0	0	0	0	0	0	0	0.787357455522731	0	0	0	0.316792770496127	0.707189074693698	0.163911146819183	0	0	0.181280427226117	0	0	0	0.441378109523471	0	0	0	0	0.2062382538057	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8828|o__OFGB8828|f__FGB8828	0	0	0.129806395201037	1.11780068076509	0	0	0.700618156992916	0	0	0	0	0	0	0	0	0.787357455522731	0	0	0	0.316792770496127	0.707189074693698	0.163911146819183	0	0	0.181280427226117	0	0	0	0.441378109523471	0	0	0	0	0.2062382538057	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8828|o__OFGB8828|f__FGB8828|g__GGB26576	0	0	0.129806395201037	1.11780068076509	0	0	0.700618156992916	0	0	0	0	0	0	0	0	0.787357455522731	0	0	0	0.316792770496127	0.707189074693698	0.163911146819183	0	0	0.181280427226117	0	0	0	0.441378109523471	0	0	0	0	0.2062382538057	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8828|o__OFGB8828|f__FGB8828|g__GGB26576|s__GGB26576_SGB66369	0	0	0.129806395201037	1.11780068076509	0	0	0.700618156992916	0	0	0	0	0	0	0	0	0.787357455522731	0	0	0	0.316792770496127	0.707189074693698	0.163911146819183	0	0	0.181280427226117	0	0	0	0.441378109523471	0	0	0	0	0.2062382538057	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8828|o__OFGB8828|f__FGB8828|g__GGB26576|s__GGB26576_SGB66369|t__SGB66369	0	0	0.129806395201037	1.11780068076509	0	0	0.700618156992916	0	0	0	0	0	0	0	0	0.787357455522731	0	0	0	0.316792770496127	0.707189074693698	0.163911146819183	0	0	0.181280427226117	0	0	0	0.441378109523471	0	0	0	0	0.2062382538057	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8829	0	0	0	0	0	0	0	0	0.16712206133009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179682576860975	0	0	0	0.072426312859763	0	0	0	0	0	0.174010336403087	0
k__Bacteria|p__Proteobacteria|c__CFGB8829|o__OFGB8829	0	0	0	0	0	0	0	0	0.16712206133009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179682576860975	0	0	0	0.072426312859763	0	0	0	0	0	0.174010336403087	0
k__Bacteria|p__Proteobacteria|c__CFGB8829|o__OFGB8829|f__FGB8829	0	0	0	0	0	0	0	0	0.16712206133009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179682576860975	0	0	0	0.072426312859763	0	0	0	0	0	0.174010336403087	0
k__Bacteria|p__Proteobacteria|c__CFGB8829|o__OFGB8829|f__FGB8829|g__GGB26578	0	0	0	0	0	0	0	0	0.16712206133009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179682576860975	0	0	0	0.072426312859763	0	0	0	0	0	0.174010336403087	0
k__Bacteria|p__Proteobacteria|c__CFGB8829|o__OFGB8829|f__FGB8829|g__GGB26578|s__GGB26578_SGB60229	0	0	0	0	0	0	0	0	0.16712206133009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179682576860975	0	0	0	0.072426312859763	0	0	0	0	0	0.174010336403087	0
k__Bacteria|p__Proteobacteria|c__CFGB8829|o__OFGB8829|f__FGB8829|g__GGB26578|s__GGB26578_SGB60229|t__SGB60229	0	0	0	0	0	0	0	0	0.16712206133009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179682576860975	0	0	0	0.072426312859763	0	0	0	0	0	0.174010336403087	0
k__Bacteria|p__Proteobacteria|c__CFGB8831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218496641734941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8831|o__OFGB8831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218496641734941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8831|o__OFGB8831|f__FGB8831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218496641734941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8831|o__OFGB8831|f__FGB8831|g__GGB26581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218496641734941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8859	0	0	0	0	0.0995600129021373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8859|o__OFGB8859	0	0	0	0	0.0995600129021373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8859|o__OFGB8859|f__FGB8859	0	0	0	0	0.0995600129021373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB8859|o__OFGB8859|f__FGB8859|g__GGB26616	0	0	0	0	0.0995600129021373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849719160969205
k__Bacteria|p__Proteobacteria|c__CFGB9095|o__OFGB9095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849719160969205
k__Bacteria|p__Proteobacteria|c__CFGB9095|o__OFGB9095|f__FGB9095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.849719160969205
k__Bacteria|p__Proteobacteria|c__CFGB9291	0	0	0	0	0	0	0	0.193077861763901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9291|o__OFGB9291	0	0	0	0	0	0	0	0.193077861763901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9291|o__OFGB9291|f__FGB9291	0	0	0	0	0	0	0	0.193077861763901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9301	0	0	0	0	0	0	0	0	0	0	0	0.555421154931031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38145181781199	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9301|o__OFGB9301	0	0	0	0	0	0	0	0	0	0	0	0.555421154931031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38145181781199	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9301|o__OFGB9301|f__FGB9301	0	0	0	0	0	0	0	0	0	0	0	0.555421154931031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38145181781199	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9301|o__OFGB9301|f__FGB9301|g__GGB27385	0	0	0	0	0	0	0	0	0	0	0	0.555421154931031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38145181781199	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9303	0	0	0	0	0.128929445193927	0.090823808472414	0	0	0.149241651617649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443714751864825	0	0	0	0	0	0	0.325194972210258	0	0	0	0	0	0	0	0.225678418958219	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9303|o__OFGB9303	0	0	0	0	0.128929445193927	0.090823808472414	0	0	0.149241651617649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443714751864825	0	0	0	0	0	0	0.325194972210258	0	0	0	0	0	0	0	0.225678418958219	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9303|o__OFGB9303|f__FGB9303	0	0	0	0	0.128929445193927	0.090823808472414	0	0	0.149241651617649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.443714751864825	0	0	0	0	0	0	0.325194972210258	0	0	0	0	0	0	0	0.225678418958219	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9303|o__OFGB9303|f__FGB9303|g__GGB27393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325194972210258	0	0	0	0	0	0	0	0.225678418958219	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9303|o__OFGB9303|f__FGB9303|g__GGB27393|s__GGB27393_SGB39664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325194972210258	0	0	0	0	0	0	0	0.225678418958219	0	0
k__Bacteria|p__Proteobacteria|c__CFGB9303|o__OFGB9303|f__FGB9303|g__GGB27393|s__GGB27393_SGB39664|t__SGB39664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.325194972210258	0	0	0	0	0	0	0	0.225678418958219	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	0.364649443400377	0	0	0	0	0	0	1.62812037631417	0	0.88499295181512	3.77874869962608	0	0	0	0	0	0	0	0	0	2.45501717620277	0	0	0	0	0	0.920089997348235	0	0	0.258661950747075	0	0	0	0.0631885044290799	0.13342821180395	0	0.417300667996807	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_unclassified	0.364649443400377	0	0	0	0	0	0	1.62812037631417	0	0.88499295181512	3.77874869962608	0	0	0	0	0	0	0	0	0	2.45501717620277	0	0	0	0	0	0.920089997348235	0	0	0.258661950747075	0	0	0	0.0631885044290799	0.13342821180395	0	0.417300667996807	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_unclassified|f__Deltaproteobacteria_unclassified	0.364649443400377	0	0	0	0	0	0	1.62812037631417	0	0.88499295181512	3.77874869962608	0	0	0	0	0	0	0	0	0	2.45501717620277	0	0	0	0	0	0.920089997348235	0	0	0.258661950747075	0	0	0	0.0631885044290799	0.13342821180395	0	0.417300667996807	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Deltaproteobacteria_unclassified|f__Deltaproteobacteria_unclassified|g__Deltaproteobacteria_unclassified	0.364649443400377	0	0	0	0	0	0	1.62812037631417	0	0.88499295181512	3.77874869962608	0	0	0	0	0	0	0	0	0	2.45501717620277	0	0	0	0	0	0.920089997348235	0	0	0.258661950747075	0	0	0	0.0631885044290799	0.13342821180395	0	0.417300667996807	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	1.77734481562618	0	0.59408174351404	0.201299659793982	0.450333638578062	1.63747300435987	0.53553023436362	2.41749474137366	0	3.45046527076617	1.59117315312135	2.70429756079831	2.03432397514279	0.342289233196156	0.136954736133941	3.7433804300935	0	1.33943751719286	1.35425829660241	3.07737442201608	0	0	0	0	0	7.47681594053801	0.582057403254205	1.62490006960096	1.09315021529911	0	1.93111503689047	0.168330936571551	0.376689897084561	0.260964208757084	0.945109321121978	0	0	0.393152737632141	1.50632724833072	3.44495366949781	2.04987865060743
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales	1.77734481562618	0	0	0	0	0.462032976529059	0	0.259137690071237	0	1.79348848101016	0.132512220800201	0.109152702532418	2.03432397514279	0.342289233196156	0.136954736133941	0	0	0	0	0.255444369327797	0	0	0	0	0	3.94980196000659	0.582057403254205	0	0	0	0.120637903545906	0.168330936571551	0	0.260964208757084	0	0	0	0.154068930133402	0	0	0.181807828828939
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae	0.0943626369428717	0	0	0	0	0	0	0	0	0	0	0	0.153811153594905	0	0	0	0	0	0	0	0	0	0	0	0	0.227339844298213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas	0.0943626369428717	0	0	0	0	0	0	0	0	0	0	0	0.153811153594905	0	0	0	0	0	0	0	0	0	0	0	0	0.227339844298213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_naphthalenivorans	0.0943626369428717	0	0	0	0	0	0	0	0	0	0	0	0.153811153594905	0	0	0	0	0	0	0	0	0	0	0	0	0.227339844298213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadaceae|g__Alteromonas|s__Alteromonas_naphthalenivorans|t__SGB9561	0.0943626369428717	0	0	0	0	0	0	0	0	0	0	0	0.153811153594905	0	0	0	0	0	0	0	0	0	0	0	0	0.227339844298213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadales_unclassified	0	0	0	0	0	0	0	0	0	0	0	0.109152702532418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Alteromonadales_unclassified|g__GGB7048	0	0	0	0	0	0	0	0	0	0	0	0.109152702532418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae	0.768154772328726	0	0	0	0	0.462032976529059	0	0.259137690071237	0	1.79348848101016	0.132512220800201	0	0	0.342289233196156	0.136954736133941	0	0	0	0	0.255444369327797	0	0	0	0	0	1.04777749663637	0	0	0	0	0	0.168330936571551	0	0.260964208757084	0	0	0	0.154068930133402	0	0	0.181807828828939
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia	0.0710673986457289	0	0	0	0	0	0	0.259137690071237	0	1.79348848101016	0.132512220800201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04777749663637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181807828828939
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__Colwellia|s__Colwellia_aestuarii	0.0710673986457289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.726501623220242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
