Taxonomy	reERR3589553	reERR3589554	reERR3589555	reERR3589556	reERR3589557	reERR3589558	reERR3589559	reERR3589560	reERR3589561	reERR3589562	reERR3589563	reERR3589564	reERR3589565	reERR3589566	reERR3589567	reERR3589568	reERR3589569	reERR3589570	reERR3589571	reERR3589572	reERR3589573	reERR3589574	reERR3589575	reERR3589576	reERR3589577	reERR3589578	reERR3589579	reERR3589580	reERR3589581	reERR3589582	reERR3589583	reERR3589584	reERR3589585	reERR3589586	reERR3589587	reERR3589588	reERR3589589	reERR3589590	reERR3589591	reERR3589592	reERR3589593
k__Bacteria|p__Bacteroidetes|c__CFGB38299|o__OFGB38299|f__FGB38299|g__GGB46841|s__GGB46841_SGB64744|t__SGB64744	0	0	0	0	0	0	0	0	0.179764280169592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98219628767132	4.14483077141582	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB38947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518968665757327	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB38947|o__OFGB38947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518968665757327	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB38947|o__OFGB38947|f__FGB38947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.518968665757327	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42310	0	0	0	0	0	0	0	0	0.464593995837761	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23995338208641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42310|o__OFGB42310	0	0	0	0	0	0	0	0	0.464593995837761	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23995338208641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42310|o__OFGB42310|f__FGB42310	0	0	0	0	0	0	0	0	0.464593995837761	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23995338208641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42331	0	0	0	0	0	0	0	0	0	0	0	0	1.0879125899557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42331|o__OFGB42331	0	0	0	0	0	0	0	0	0	0	0	0	1.0879125899557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42331|o__OFGB42331|f__FGB42331	0	0	0	0	0	0	0	0	0	0	0	0	1.0879125899557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42331|o__OFGB42331|f__FGB42331|g__GGB46639	0	0	0	0	0	0	0	0	0	0	0	0	0.76250196537627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536002609695068	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42392|o__OFGB42392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536002609695068	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42392|o__OFGB42392|f__FGB42392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.536002609695068	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42400	0	0	0	0	0	0	0	0	0.0960721084333446	0	0	0	0	0	0.291371164189618	0	0.443439898589094	0	0	0	0	0	0	0	0.112678300093873	0.086443788649607	0	0	0	0	0	0	0	0	0	0	0.309754656064626	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42400|o__OFGB42400	0	0	0	0	0	0	0	0	0.0960721084333446	0	0	0	0	0	0.291371164189618	0	0.443439898589094	0	0	0	0	0	0	0	0.112678300093873	0.086443788649607	0	0	0	0	0	0	0	0	0	0	0.309754656064626	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42400|o__OFGB42400|f__FGB42400	0	0	0	0	0	0	0	0	0.0960721084333446	0	0	0	0	0	0.291371164189618	0	0.443439898589094	0	0	0	0	0	0	0	0.112678300093873	0.086443788649607	0	0	0	0	0	0	0	0	0	0	0.309754656064626	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42400|o__OFGB42400|f__FGB42400|g__GGB46750	0	0	0	0	0	0	0	0	0.0960721084333446	0	0	0	0	0	0.291371164189618	0	0.443439898589094	0	0	0	0	0	0	0	0.112678300093873	0	0	0	0	0	0	0	0	0	0	0	0.309754656064626	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42403	0	0	0	0	0.0801678536055115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42403|o__OFGB42403	0	0	0	0	0.0801678536055115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB42403|o__OFGB42403|f__FGB42403	0	0	0	0	0.0801678536055115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB43364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127664406707938	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB43364|o__OFGB43364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127664406707938	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB43364|o__OFGB43364|f__FGB43364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127664406707938	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB43364|o__OFGB43364|f__FGB43364|g__GGB48701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127664406707938	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB43364|o__OFGB43364|f__FGB43364|g__GGB48701|s__GGB48701_SGB66800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127664406707938	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB43364|o__OFGB43364|f__FGB43364|g__GGB48701|s__GGB48701_SGB66800|t__SGB66800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127664406707938	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0795191362007573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB463|o__OFGB463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0795191362007573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB463|o__OFGB463|f__FGB463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0795191362007573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB463|o__OFGB463|f__FGB463|g__GGB971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0795191362007573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB463|o__OFGB463|f__FGB463|g__GGB971|s__GGB971_SGB1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0795191362007573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB463|o__OFGB463|f__FGB463|g__GGB971|s__GGB971_SGB1256|t__SGB1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0795191362007573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4857	0	0	0	0	0	0	0	0	0	0	0	1.60301295707145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105186475211995	0.885088375971833	0
k__Bacteria|p__Bacteroidetes|c__CFGB4857|o__OFGB4857	0	0	0	0	0	0	0	0	0	0	0	1.60301295707145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105186475211995	0.885088375971833	0
k__Bacteria|p__Bacteroidetes|c__CFGB4857|o__OFGB4857|f__FGB4857	0	0	0	0	0	0	0	0	0	0	0	1.60301295707145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105186475211995	0.885088375971833	0
k__Bacteria|p__Bacteroidetes|c__CFGB4857|o__OFGB4857|f__FGB4857|g__GGB13973	0	0	0	0	0	0	0	0	0	0	0	1.60301295707145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105186475211995	0.885088375971833	0
k__Bacteria|p__Bacteroidetes|c__CFGB4857|o__OFGB4857|f__FGB4857|g__GGB13973|s__GGB13973_SGB36059	0	0	0	0	0	0	0	0	0	0	0	1.60301295707145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105186475211995	0.885088375971833	0
k__Bacteria|p__Bacteroidetes|c__CFGB4857|o__OFGB4857|f__FGB4857|g__GGB13973|s__GGB13973_SGB36059|t__SGB36059	0	0	0	0	0	0	0	0	0	0	0	1.60301295707145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105186475211995	0.885088375971833	0
k__Bacteria|p__Bacteroidetes|c__CFGB4881	0.542176595754306	0	0	0	0	0	0.140505362509556	0.16025277833362	0	0.179960764239229	0	0	0	0	0.378142153799076	0	0	0	0.229117179735672	0.285349980638579	0.499179107604002	0.282447207763888	0.119815479259502	0.284978411687064	0	1.47362396247878	0.340792477409433	0	0	0	0	0	0	0	0.19952351254839	0	0.378312646628117	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4881|o__OFGB4881	0.542176595754306	0	0	0	0	0	0.140505362509556	0.16025277833362	0	0.179960764239229	0	0	0	0	0.378142153799076	0	0	0	0.229117179735672	0.285349980638579	0.499179107604002	0.282447207763888	0.119815479259502	0.284978411687064	0	1.47362396247878	0.340792477409433	0	0	0	0	0	0	0	0.19952351254839	0	0.378312646628117	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4881|o__OFGB4881|f__FGB4881	0.542176595754306	0	0	0	0	0	0.140505362509556	0.16025277833362	0	0.179960764239229	0	0	0	0	0.378142153799076	0	0	0	0.229117179735672	0.285349980638579	0.499179107604002	0.282447207763888	0.119815479259502	0.284978411687064	0	1.47362396247878	0.340792477409433	0	0	0	0	0	0	0	0.19952351254839	0	0.378312646628117	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4881|o__OFGB4881|f__FGB4881|g__GGB14025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19952351254839	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4881|o__OFGB4881|f__FGB4881|g__GGB14025|s__GGB14025_SGB64330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19952351254839	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4881|o__OFGB4881|f__FGB4881|g__GGB14025|s__GGB14025_SGB64330|t__SGB64330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19952351254839	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4881|o__OFGB4881|f__FGB4881|g__GGB24152	0.35739685140921	0	0	0	0	0	0	0.16025277833362	0	0.179960764239229	0	0	0	0	0.378142153799076	0	0	0	0.229117179735672	0	0.499179107604002	0.282447207763888	0	0	0	0.292348835362079	0.340792477409433	0	0	0	0	0	0	0	0	0	0.378312646628117	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4881|o__OFGB4881|f__FGB4881|g__GGB24152|s__GGB24152_SGB64331	0.35739685140921	0	0	0	0	0	0	0.16025277833362	0	0.179960764239229	0	0	0	0	0.378142153799076	0	0	0	0.229117179735672	0	0.499179107604002	0.282447207763888	0	0	0	0.292348835362079	0.340792477409433	0	0	0	0	0	0	0	0	0	0.378312646628117	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4881|o__OFGB4881|f__FGB4881|g__GGB24152|s__GGB24152_SGB64331|t__SGB64331	0.35739685140921	0	0	0	0	0	0	0.16025277833362	0	0.179960764239229	0	0	0	0	0.378142153799076	0	0	0	0.229117179735672	0	0.499179107604002	0.282447207763888	0	0	0	0.292348835362079	0.340792477409433	0	0	0	0	0	0	0	0	0	0.378312646628117	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67560842672392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4949|o__OFGB4949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67560842672392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4949|o__OFGB4949|f__FGB4949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67560842672392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4952	0.586425635160614	1.11503209913943	0.828739929604731	1.90716654795599	0.4745969766396	1.65465516590723	2.03587819974909	0	0	0.165368728830019	0	0.202111206087766	0	0.496232114286216	0	0.289957598821048	0.658264195404253	0	0.899169647203148	0.760854735671595	0.486589288136665	0.845768562411536	0.349500876873462	0.266925803541287	0.608285248859151	0.605394528249103	0.76168356182678	1.05828011186645	0	0	0	0	0	0	0	0	0.963183509423625	1.19637855435694	0	0.066201681401796	0
k__Bacteria|p__Bacteroidetes|c__CFGB4952|o__OFGB4952	0.586425635160614	1.11503209913943	0.828739929604731	1.90716654795599	0.4745969766396	1.65465516590723	2.03587819974909	0	0	0.165368728830019	0	0.202111206087766	0	0.496232114286216	0	0.289957598821048	0.658264195404253	0	0.899169647203148	0.760854735671595	0.486589288136665	0.845768562411536	0.349500876873462	0.266925803541287	0.608285248859151	0.605394528249103	0.76168356182678	1.05828011186645	0	0	0	0	0	0	0	0	0.963183509423625	1.19637855435694	0	0.066201681401796	0
k__Bacteria|p__Bacteroidetes|c__CFGB4952|o__OFGB4952|f__FGB4952	0.586425635160614	1.11503209913943	0.828739929604731	1.90716654795599	0.4745969766396	1.65465516590723	2.03587819974909	0	0	0.165368728830019	0	0.202111206087766	0	0.496232114286216	0	0.289957598821048	0.658264195404253	0	0.899169647203148	0.760854735671595	0.486589288136665	0.845768562411536	0.349500876873462	0.266925803541287	0.608285248859151	0.605394528249103	0.76168356182678	1.05828011186645	0	0	0	0	0	0	0	0	0.963183509423625	1.19637855435694	0	0.066201681401796	0
k__Bacteria|p__Bacteroidetes|c__CFGB4952|o__OFGB4952|f__FGB4952|g__GGB14204	0.586425635160614	1.11503209913943	0.828739929604731	1.90716654795599	0.4745969766396	1.65465516590723	2.03587819974909	0	0	0	0	0.202111206087766	0	0.496232114286216	0	0.166050847035517	0.658264195404253	0	0.899169647203148	0.760854735671595	0.486589288136665	0.845768562411536	0	0.266925803541287	0.608285248859151	0.605394528249103	0.76168356182678	1.05828011186645	0	0	0	0	0	0	0	0	0.963183509423625	1.19637855435694	0	0.066201681401796	0
k__Bacteria|p__Bacteroidetes|c__CFGB4952|o__OFGB4952|f__FGB4952|g__GGB14204|s__GGB14204_SGB21670	0.586425635160614	1.11503209913943	0.828739929604731	1.90716654795599	0.4745969766396	1.65465516590723	2.03587819974909	0	0	0	0	0	0	0.496232114286216	0	0.166050847035517	0.658264195404253	0	0.899169647203148	0.760854735671595	0.486589288136665	0.845768562411536	0	0.266925803541287	0	0.605394528249103	0.76168356182678	1.05828011186645	0	0	0	0	0	0	0	0	0.963183509423625	1.19637855435694	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4952|o__OFGB4952|f__FGB4952|g__GGB14204|s__GGB14204_SGB21670|t__SGB21670	0.586425635160614	1.11503209913943	0.828739929604731	1.90716654795599	0.4745969766396	1.65465516590723	2.03587819974909	0	0	0	0	0	0	0.496232114286216	0	0.166050847035517	0.658264195404253	0	0.899169647203148	0.760854735671595	0.486589288136665	0.845768562411536	0	0.266925803541287	0	0.605394528249103	0.76168356182678	1.05828011186645	0	0	0	0	0	0	0	0	0.963183509423625	1.19637855435694	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4952|o__OFGB4952|f__FGB4952|g__GGB14204|s__GGB14204_SGB64674	0	0	0	0	0	0	0	0	0	0	0	0.202111206087766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066201681401796	0
k__Bacteria|p__Bacteroidetes|c__CFGB4952|o__OFGB4952|f__FGB4952|g__GGB14204|s__GGB14204_SGB64674|t__SGB64674	0	0	0	0	0	0	0	0	0	0	0	0.202111206087766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066201681401796	0
k__Bacteria|p__Bacteroidetes|c__CFGB4967	0	0	0	0	0	0	0	0	0	0	0	0.176867634985327	0	1.12019303873205	0	2.54450164038516	0	0	0	0	0.248804536889705	0	0	0.493146511060217	0	0.634133714952862	0	1.2073113202744	0	0.127709170765307	0	0	0	0	0	0	0	0.780215431752074	0.15124893698553	1.39162923602003	0
k__Bacteria|p__Bacteroidetes|c__CFGB4967|o__OFGB4967	0	0	0	0	0	0	0	0	0	0	0	0.176867634985327	0	1.12019303873205	0	2.54450164038516	0	0	0	0	0.248804536889705	0	0	0.493146511060217	0	0.634133714952862	0	1.2073113202744	0	0.127709170765307	0	0	0	0	0	0	0	0.780215431752074	0.15124893698553	1.39162923602003	0
k__Bacteria|p__Bacteroidetes|c__CFGB4967|o__OFGB4967|f__FGB4967	0	0	0	0	0	0	0	0	0	0	0	0.176867634985327	0	1.12019303873205	0	2.54450164038516	0	0	0	0	0.248804536889705	0	0	0.493146511060217	0	0.634133714952862	0	1.2073113202744	0	0.127709170765307	0	0	0	0	0	0	0	0.780215431752074	0.15124893698553	1.39162923602003	0
k__Bacteria|p__Bacteroidetes|c__CFGB4967|o__OFGB4967|f__FGB4967|g__GGB14259	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12019303873205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4967|o__OFGB4967|f__FGB4967|g__GGB14260	0	0	0	0	0	0	0	0	0	0	0	0.176867634985327	0	0	0	2.54450164038516	0	0	0	0	0.248804536889705	0	0	0.493146511060217	0	0.634133714952862	0	0	0	0.127709170765307	0	0	0	0	0	0	0	0.780215431752074	0.15124893698553	1.39162923602003	0
k__Bacteria|p__Bacteroidetes|c__CFGB4967|o__OFGB4967|f__FGB4967|g__GGB14260|s__GGB14260_SGB64758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15124893698553	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4967|o__OFGB4967|f__FGB4967|g__GGB14260|s__GGB14260_SGB64758|t__SGB64758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15124893698553	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB4967|o__OFGB4967|f__FGB4967|g__GGB14260|s__GGB14260_SGB64759	0	0	0	0	0	0	0	0	0	0	0	0.176867634985327	0	0	0	2.54450164038516	0	0	0	0	0.248804536889705	0	0	0	0	0.634133714952862	0	0	0	0.127709170765307	0	0	0	0	0	0	0	0	0	1.39162923602003	0
k__Bacteria|p__Bacteroidetes|c__CFGB4967|o__OFGB4967|f__FGB4967|g__GGB14260|s__GGB14260_SGB64759|t__SGB64759	0	0	0	0	0	0	0	0	0	0	0	0.176867634985327	0	0	0	2.54450164038516	0	0	0	0	0.248804536889705	0	0	0	0	0.634133714952862	0	0	0	0.127709170765307	0	0	0	0	0	0	0	0	0	1.39162923602003	0
k__Bacteria|p__Bacteroidetes|c__CFGB5011	0	0	0	0	0	0	0.215484276059599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0861114321098319	0	0	0	0	0	0	0	0	0	0	0	0.118719341462564	0	0	0.149589383240684	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB5011|o__OFGB5011	0	0	0	0	0	0	0.215484276059599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0861114321098319	0	0	0	0	0	0	0	0	0	0	0	0.118719341462564	0	0	0.149589383240684	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB5011|o__OFGB5011|f__FGB5011	0	0	0	0	0	0	0.215484276059599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0861114321098319	0	0	0	0	0	0	0	0	0	0	0	0.118719341462564	0	0	0.149589383240684	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB5011|o__OFGB5011|f__FGB5011|g__GGB24221	0	0	0	0	0	0	0.215484276059599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0861114321098319	0	0	0	0	0	0	0	0	0	0	0	0.118719341462564	0	0	0.149589383240684	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB743	0.335693538055652	0	0	0	0	0	0.181754950232586	0	0	0	0	0	0	0	0	0	0	0	0	0.411413242381019	0	0	0	0.760818478052081	0	0.41265266007102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500175892474654
k__Bacteria|p__Bacteroidetes|c__CFGB743|o__OFGB743	0.335693538055652	0	0	0	0	0	0.181754950232586	0	0	0	0	0	0	0	0	0	0	0	0	0.411413242381019	0	0	0	0.760818478052081	0	0.41265266007102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500175892474654
k__Bacteria|p__Bacteroidetes|c__CFGB743|o__OFGB743|f__FGB743	0.335693538055652	0	0	0	0	0	0.181754950232586	0	0	0	0	0	0	0	0	0	0	0	0	0.411413242381019	0	0	0	0.760818478052081	0	0.41265266007102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.500175892474654
k__Bacteria|p__Bacteroidetes|c__CFGB7577	0	0	0	0	0	0	0.103674431573343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182301032106228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7577|o__OFGB7577	0	0	0	0	0	0	0.103674431573343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182301032106228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7577|o__OFGB7577|f__FGB7577	0	0	0	0	0	0	0.103674431573343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182301032106228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7577|o__OFGB7577|f__FGB7577|g__GGB24158	0	0	0	0	0	0	0.103674431573343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.182301032106228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7618	0	0	0	0	0.752592997622061	0	0	0	0	0	0	0	0	0.0896553264894199	0	0	0	0	0	0	0	0	0	0	0.0602754301182211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7618|o__OFGB7618	0	0	0	0	0.752592997622061	0	0	0	0	0	0	0	0	0.0896553264894199	0	0	0	0	0	0	0	0	0	0	0.0602754301182211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7618|o__OFGB7618|f__FGB7618	0	0	0	0	0.752592997622061	0	0	0	0	0	0	0	0	0.0896553264894199	0	0	0	0	0	0	0	0	0	0	0.0602754301182211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7623	0	0	0	0	0.17728451650421	0	0	0	0	0	0	0	0	0	0	0.0779571963824816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7623|o__OFGB7623	0	0	0	0	0.17728451650421	0	0	0	0	0	0	0	0	0	0	0.0779571963824816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7623|o__OFGB7623|f__FGB7623	0	0	0	0	0.17728451650421	0	0	0	0	0	0	0	0	0	0	0.0779571963824816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB7623|o__OFGB7623|f__FGB7623|g__GGB24232	0	0	0	0	0.17728451650421	0	0	0	0	0	0	0	0	0	0	0.0779571963824816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
