clade_name	reSRR9697535_taxonomic_profile	reSRR9697536_taxonomic_profile	reSRR9697537_taxonomic_profile	reSRR9697538_taxonomic_profile	reSRR9697539_taxonomic_profile	reSRR9697540_taxonomic_profile	reSRR9697541_taxonomic_profile	reSRR9697542_taxonomic_profile	reSRR9697543_taxonomic_profile	reSRR9697544_taxonomic_profile	reSRR9697545_taxonomic_profile	reSRR9697546_taxonomic_profile	reSRR9697547_taxonomic_profile	reSRR9697548_taxonomic_profile	reSRR9697549_taxonomic_profile	reSRR9697550_taxonomic_profile	reSRR9697551_taxonomic_profile	reSRR9697552_taxonomic_profile	reSRR9697553_taxonomic_profile	reSRR9697554_taxonomic_profile	reSRR9697555_taxonomic_profile	reSRR9697556_taxonomic_profile	reSRR9697557_taxonomic_profile	reSRR9697558_taxonomic_profile	reSRR9697559_taxonomic_profile	reSRR9697560_taxonomic_profile	reSRR9697561_taxonomic_profile	reSRR9697562_taxonomic_profile	reSRR9697563_taxonomic_profile	reSRR9697564_taxonomic_profile	reSRR9697566_taxonomic_profile	reSRR9697567_taxonomic_profile	reSRR9697568_taxonomic_profile	reSRR9697569_taxonomic_profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Unclassified_Peptostreptococcaceae|s__	0	0.037914691943128	0.314753347831063	0	0	0	0	0.127986348122867	0	0.0308356460067838	0.0262008733624454	0.0853060354020047	0	0	0	0	0	0	0	0	0	0	0	0.0242248062015504	0.0138753989177189	0	0.0212652844231792	0.002106149957877	0.0467398924982473	0	0	0	0	0.105932203389831
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Unclassified_Peptostreptococcaceae|s__|t__	0	0.037914691943128	0.314753347831063	0	0	0	0	0.127986348122867	0	0	0.0262008733624454	0.0853060354020047	0	0	0	0	0	0	0	0	0	0	0	0.0242248062015504	0.0138753989177189	0	0.0212652844231792	0.002106149957877	0.0467398924982473	0	0	0	0	0.105932203389831
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	0	0.132701421800948	0.0629506695662127	0.0859598853868195	0.156669650850492	0.0697350069735007	0.103199174406605	0.127986348122867	0	0.462534690101758	0.0524017467248908	0	0	0.053850296176629	0.0227169468423444	0.0374953130858643	0.165289256198347	0	0.0612182430364249	0.104602510460251	0.0648088139987038	0	0	0.0484496124031008	0.0416261967531567	0	0.116959064327485	0.008424599831508	0	0	0.0919963201471941	0.141093474426808	0.0292483182217023	0.0353107344632768
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Incertae_Sedis	0	0.037914691943128	0.0171683644271489	0	0.044762757385855	0	0	0	0	0.0616712920135677	0.0174672489082969	0	0	0	0.0227169468423444	0	0.110192837465565	0	0.0612182430364249	0.0697350069735007	0.0324044069993519	0	0	0.0484496124031008	0.0138753989177189	0	0.0425305688463583	0	0	0	0	0.105820105820106	0	0.00882768361581921
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Incertae_Sedis|s__Clostridium_clariflavum_DSM_19732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183654729109275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Incertae_Sedis|s__Clostridium_clariflavum_DSM_19732|t__Unclassified_Clostridium_clariflavum_DSM_19732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183654729109275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Incertae_Sedis|s__Clostridium_hungatei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0550964187327824	0	0	0.0348675034867503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Incertae_Sedis|s__Clostridium_hungatei|t__Unclassified_Clostridium_hungatei	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0550964187327824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Incertae_Sedis|s__Clostridium_viride	0	0	0	0	0	0	0	0	0	0.0308356460067838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Incertae_Sedis|s__Unclassified_Incertae_Sedis	0	0.037914691943128	0.0171683644271489	0	0.044762757385855	0	0	0	0	0.0308356460067838	0.0174672489082969	0	0	0	0.0227169468423444	0	0.0367309458218549	0	0.0612182430364249	0.0348675034867503	0.0324044069993519	0	0	0.0484496124031008	0.0138753989177189	0	0.0425305688463583	0	0	0	0	0.105820105820106	0	0.00882768361581921
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Incertae_Sedis|s__Unclassified_Incertae_Sedis|t__	0	0.037914691943128	0.0171683644271489	0	0.044762757385855	0	0	0	0	0	0.0174672489082969	0	0	0	0.0227169468423444	0	0.0367309458218549	0	0	0	0	0	0	0.0484496124031008	0.0138753989177189	0	0.0425305688463583	0	0	0	0	0.105820105820106	0	0.00882768361581921
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Oscillibacter	0	0.018957345971564	0	0.0286532951289398	0.044762757385855	0	0	0.0426621160409556	0	0.0925069380203515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0.0106326422115896	0	0	0	0	0	0.0292483182217023	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Oscillibacter|s__Lactobacillales_bacterium_HY-36-1	0	0	0	0	0.0223813786929275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Oscillibacter|s__Lactobacillales_bacterium_HY-36-1|t__Unclassified_Lactobacillales_bacterium_HY-36-1	0	0	0	0	0.0223813786929275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Oscillibacter|s__Unclassified_Oscillibacter	0	0.018957345971564	0	0.0286532951289398	0.0223813786929275	0	0	0.0426621160409556	0	0.0925069380203515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0.0106326422115896	0	0	0	0	0	0.0292483182217023	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Oscillibacter|s__Unclassified_Oscillibacter|t__	0	0.018957345971564	0	0.0286532951289398	0.0223813786929275	0	0	0.0426621160409556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0.0106326422115896	0	0	0	0	0	0.0292483182217023	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor	0	0	0	0.0286532951289398	0	0	0.0687994496044032	0	0	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus	0	0	0	0.0286532951289398	0	0	0.0687994496044032	0	0	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus|t__Unclassified_Pseudoflavonifractor_capillosus	0	0	0	0.0286532951289398	0	0	0.0687994496044032	0	0	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0	0	0	0	0	0	0	0	0	0.0154178230033919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Unclassified_Ruminococcus	0	0	0	0	0	0	0	0	0	0.0154178230033919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Unclassified_Ruminococcus|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Unclassified_Ruminococcaceae	0	0.0758293838862559	0.0457823051390637	0.0286532951289398	0.0671441360787825	0.0697350069735007	0.0343997248022016	0.0853242320819113	0	0.292938637064447	0.0262008733624454	0	0	0.053850296176629	0	0.0374953130858643	0.0550964187327824	0	0	0.0348675034867503	0.0324044069993519	0	0	0	0.0138753989177189	0	0.0637958532695375	0.008424599831508	0	0	0.0919963201471941	0.017636684303351	0	0.0264830508474576
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Unclassified_Ruminococcaceae|s__	0	0.0758293838862559	0.0457823051390637	0.0286532951289398	0.0671441360787825	0.0697350069735007	0.0343997248022016	0.0853242320819113	0	0.292938637064447	0.0262008733624454	0	0	0.053850296176629	0	0.0374953130858643	0.0550964187327824	0	0	0.0348675034867503	0.0324044069993519	0	0	0	0.0138753989177189	0	0.0637958532695375	0.008424599831508	0	0	0.0919963201471941	0.017636684303351	0	0.0264830508474576
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Unclassified_Ruminococcaceae|s__|t__	0	0.0758293838862559	0.0457823051390637	0.0286532951289398	0.0671441360787825	0	0.0343997248022016	0.0853242320819113	0	0	0.0262008733624454	0	0	0.053850296176629	0	0.0374953130858643	0.0550964187327824	0	0	0	0	0	0	0	0.0138753989177189	0	0.0637958532695375	0.008424599831508	0	0	0.0919963201471941	0.017636684303351	0	0.0264830508474576
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae	0	0.037914691943128	0	0	0	0.139470013947001	0	0	0	0	0	0	0	0	0.0227169468423444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Dethiobacter	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Dethiobacter|s__Dethiobacter_alkaliphilus_AHT_1	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Dethiobacter|s__Dethiobacter_alkaliphilus_AHT_1|t__Unclassified_Dethiobacter_alkaliphilus_AHT_1	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Syntrophomonas	0	0	0	0	0	0.139470013947001	0	0	0	0	0	0	0	0	0.0227169468423444	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Syntrophomonas|s__Syntrophomonas_wolfei_subsp._saponavida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227169468423444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Syntrophomonas|s__Syntrophomonas_wolfei_subsp._saponavida|t__Unclassified_Syntrophomonas_wolfei_subsp._saponavida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227169468423444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Syntrophomonas|s__Unclassified_Syntrophomonas	0	0	0	0	0	0.139470013947001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Syntrophomonas|s__Unclassified_Syntrophomonas|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Unclassified_Syntrophomonadaceae	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Unclassified_Syntrophomonadaceae|s__	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Syntrophomonadaceae|g__Unclassified_Syntrophomonadaceae|s__|t__	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Unclassified_Clostridiales	0.133898683329614	0.037914691943128	1.53943001030102	0.0859598853868195	0.111906893464637	0	0.206398348813209	0.341296928327645	0	4.31699044094974	0.0960698689956332	0.149285561953508	0.0940733772342427	0	0.0908677873693775	0.112485939257593	0.275482093663912	0.104858441104509	0.0918273645546373	0.209205020920502	0.0648088139987038	0.0375516334960571	0	0.0726744186046512	0.180380185930345	0.203583061889251	0.191387559808612	0.027379949452401	0.373919139985978	0.0850340136054422	0.0919963201471941	0.0705467372134039	0.0584966364434045	0.617937853107345
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Unclassified_Clostridiales|g__	0.133898683329614	0.037914691943128	1.53943001030102	0.0859598853868195	0.111906893464637	0	0.206398348813209	0.341296928327645	0	4.31699044094974	0.0960698689956332	0.149285561953508	0.0940733772342427	0	0.0908677873693775	0.112485939257593	0.275482093663912	0.104858441104509	0.0918273645546373	0.209205020920502	0.0648088139987038	0.0375516334960571	0	0.0726744186046512	0.180380185930345	0.203583061889251	0.191387559808612	0.027379949452401	0.373919139985978	0.0850340136054422	0.0919963201471941	0.0705467372134039	0.0584966364434045	0.617937853107345
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Unclassified_Clostridiales|g__|s__	0.133898683329614	0.037914691943128	1.53943001030102	0.0859598853868195	0.111906893464637	0	0.206398348813209	0.341296928327645	0	4.31699044094974	0.0960698689956332	0.149285561953508	0.0940733772342427	0	0.0908677873693775	0.112485939257593	0.275482093663912	0.104858441104509	0.0918273645546373	0.209205020920502	0.0648088139987038	0.0375516334960571	0	0.0726744186046512	0.180380185930345	0.203583061889251	0.191387559808612	0.027379949452401	0.373919139985978	0.0850340136054422	0.0919963201471941	0.0705467372134039	0.0584966364434045	0.617937853107345
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Unclassified_Clostridiales|g__|s__|t__	0.133898683329614	0.037914691943128	1.53943001030102	0.0859598853868195	0.111906893464637	0	0.206398348813209	0.341296928327645	0	0	0.0960698689956332	0.149285561953508	0.0940733772342427	0	0.0908677873693775	0.112485939257593	0.275482093663912	0.104858441104509	0	0	0	0.0375516334960571	0	0.0726744186046512	0.180380185930345	0.203583061889251	0.191387559808612	0.027379949452401	0.373919139985978	0.0850340136054422	0.0919963201471941	0.0705467372134039	0.0584966364434045	0.617937853107345
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae	0.156215130551216	0.037914691943128	0.0686734577085956	0.0859598853868195	0.0223813786929275	0.209205020920502	0	0.0426621160409556	0.0301204819277108	0.107924761023743	0.0436681222707424	0	0.0940733772342427	0.053850296176629	0.0454338936846888	0.0187476565429321	0.0367309458218549	0	0	0.0348675034867503	0.0324044069993519	0.0187758167480285	0	0	0.305258776189815	0.203583061889251	0.0425305688463583	0	0.0701098387473709	0.0425170068027211	0.0919963201471941	0.0529100529100529	0.0584966364434045	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Anaerospora	0	0	0	0	0	0	0	0	0.0301204819277108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Anaerospora|s__Anaerospora_hongkongensis	0	0	0	0	0	0	0	0	0.0301204819277108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Anaerospora|s__Anaerospora_hongkongensis|t__Unclassified_Anaerospora_hongkongensis	0	0	0	0	0	0	0	0	0.0301204819277108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Anaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Anaerovibrio|s__Unclassified_Anaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Anaerovibrio|s__Unclassified_Anaerovibrio|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Dialister	0	0	0	0	0	0	0	0	0	0.0770891150169596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Dialister|s__Unclassified_Dialister	0	0	0	0	0	0	0	0	0	0.0770891150169596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Megasphaera|s__Unclassified_Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Megasphaera|s__Unclassified_Megasphaera|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0.0106326422115896	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Mitsuokella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Mitsuokella|s__Unclassified_Mitsuokella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Mitsuokella|s__Unclassified_Mitsuokella|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.017636684303351	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Pelosinus	0.0446328944432046	0	0.00572278814238297	0.0286532951289398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0	0.0407166123778502	0.0106326422115896	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Pelosinus|s__Sporotalea_propionica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Pelosinus|s__Sporotalea_propionica|t__Unclassified_Sporotalea_propionica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106326422115896	0	0.0233699462491236	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Pelosinus|s__Unclassified_Pelosinus	0.0446328944432046	0	0.00572278814238297	0.0286532951289398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0	0.0407166123778502	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Pelosinus|s__Unclassified_Pelosinus|t__	0.0446328944432046	0	0.00572278814238297	0.0286532951289398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416261967531567	0.0407166123778502	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416261967531567	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_faecium|t__Unclassified_Phascolarctobacterium_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416261967531567	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens_YIT_12067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens_YIT_12067|t__Unclassified_Phascolarctobacterium_succinatutens_YIT_12067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0407166123778502	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Selenomonas	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_ruminantium	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Selenomonas|s__Selenomonas_ruminantium|t__Unclassified_Selenomonas_ruminantium	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Selenomonas|s__Unclassified_Selenomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Selenomonas|s__Unclassified_Selenomonas|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Sporomusa	0.0446328944432046	0	0.00572278814238297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Sporomusa|s__Unclassified_Sporomusa	0.0446328944432046	0	0.00572278814238297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Sporomusa|s__Unclassified_Sporomusa|t__	0.0446328944432046	0	0.00572278814238297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Veillonellaceae|g__Unclassified_Veillonellaceae	0.066949341664807	0.018957345971564	0.0572278814238297	0.0573065902578797	0.0223813786929275	0.209205020920502	0	0.0426621160409556	0	0.0308356460067838	0.0436681222707424	0	0.0940733772342427	0.053850296176629	0.0454338936846888	0.0187476565429321	0.0367309458218549	0	0	0.0348675034867503	0	0.0187758167480285	0	0	0.208130983765783	0.12214983713355	0.0106326422115896	0	0.0467398924982473	0.0425170068027211	0.0919963201471941	0.0352733686067019	0.0584966364434045	0
