clade_name	reSRR9697535_taxonomic_profile	reSRR9697536_taxonomic_profile	reSRR9697537_taxonomic_profile	reSRR9697538_taxonomic_profile	reSRR9697539_taxonomic_profile	reSRR9697540_taxonomic_profile	reSRR9697541_taxonomic_profile	reSRR9697542_taxonomic_profile	reSRR9697543_taxonomic_profile	reSRR9697544_taxonomic_profile	reSRR9697545_taxonomic_profile	reSRR9697546_taxonomic_profile	reSRR9697547_taxonomic_profile	reSRR9697548_taxonomic_profile	reSRR9697549_taxonomic_profile	reSRR9697550_taxonomic_profile	reSRR9697551_taxonomic_profile	reSRR9697552_taxonomic_profile	reSRR9697553_taxonomic_profile	reSRR9697554_taxonomic_profile	reSRR9697555_taxonomic_profile	reSRR9697556_taxonomic_profile	reSRR9697557_taxonomic_profile	reSRR9697558_taxonomic_profile	reSRR9697559_taxonomic_profile	reSRR9697560_taxonomic_profile	reSRR9697561_taxonomic_profile	reSRR9697562_taxonomic_profile	reSRR9697563_taxonomic_profile	reSRR9697564_taxonomic_profile	reSRR9697566_taxonomic_profile	reSRR9697567_taxonomic_profile	reSRR9697568_taxonomic_profile	reSRR9697569_taxonomic_profile
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina	0.0223164472216023	0	0.00572278814238297	0.0286532951289398	0	0	0	0	0.0301204819277108	0	0.104803493449782	0.0639795265515035	0.0940733772342427	0	0	0	0	0	0.0918273645546373	0.313807531380753	0	0	0.0559440559440559	0	0	0	0.0106326422115896	0	0.0233699462491236	0	0	0	0	0.00882768361581921
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Unclassified_Methanosarcina	0.0223164472216023	0	0.00572278814238297	0.0286532951289398	0	0	0	0	0.0301204819277108	0	0.104803493449782	0.0639795265515035	0.0940733772342427	0	0	0	0	0	0.0918273645546373	0.313807531380753	0	0	0.0559440559440559	0	0	0	0.0106326422115896	0	0.0233699462491236	0	0	0	0	0.00882768361581921
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Methanosarcina|s__Unclassified_Methanosarcina|t__	0.0223164472216023	0	0.00572278814238297	0.0286532951289398	0	0	0	0	0.0301204819277108	0	0.104803493449782	0.0639795265515035	0.0940733772342427	0	0	0	0	0	0	0	0	0	0.0559440559440559	0	0	0	0.0106326422115896	0	0.0233699462491236	0	0	0	0	0.00882768361581921
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Unclassified_Methanosarcinaceae	0	0	0.00572278814238297	0	0	0	0	0	0.0301204819277108	0	0.00873362445414847	0.0213265088505012	0	0	0	0	0	0	0	0.0697350069735007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Unclassified_Methanosarcinaceae|s__	0	0	0.00572278814238297	0	0	0	0	0	0.0301204819277108	0	0.00873362445414847	0.0213265088505012	0	0	0	0	0	0	0	0.0697350069735007	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Methanosarcinaceae|g__Unclassified_Methanosarcinaceae|s__|t__	0	0	0.00572278814238297	0	0	0	0	0	0.0301204819277108	0	0.00873362445414847	0.0213265088505012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Unclassified_Methanosarcinales	0	0.018957345971564	0.00572278814238297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348675034867503	0	0	0	0	0	0	0	0	0.0233699462491236	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Unclassified_Methanosarcinales|g__	0	0.018957345971564	0.00572278814238297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348675034867503	0	0	0	0	0	0	0	0	0.0233699462491236	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Unclassified_Methanosarcinales|g__|s__	0	0.018957345971564	0.00572278814238297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348675034867503	0	0	0	0	0	0	0	0	0.0233699462491236	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanosarcinales|f__Unclassified_Methanosarcinales|g__|s__|t__	0	0.018957345971564	0.00572278814238297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0233699462491236	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Unclassified_Methanomicrobia	0	0	0.0343367288542978	0	0	0	0	0	0	0	0.0174672489082969	0	0	0	0	0	0	0	0	0.0697350069735007	0	0	0	0	0	0	0	0.002106149957877	0.0233699462491236	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Unclassified_Methanomicrobia|f__	0	0	0.0343367288542978	0	0	0	0	0	0	0	0.0174672489082969	0	0	0	0	0	0	0	0	0.0697350069735007	0	0	0	0	0	0	0	0.002106149957877	0.0233699462491236	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Unclassified_Methanomicrobia|f__|g__	0	0	0.0343367288542978	0	0	0	0	0	0	0	0.0174672489082969	0	0	0	0	0	0	0	0	0.0697350069735007	0	0	0	0	0	0	0	0.002106149957877	0.0233699462491236	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Unclassified_Methanomicrobia|f__|g__|s__	0	0	0.0343367288542978	0	0	0	0	0	0	0	0.0174672489082969	0	0	0	0	0	0	0	0	0.0697350069735007	0	0	0	0	0	0	0	0.002106149957877	0.0233699462491236	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Unclassified_Methanomicrobia|f__|g__|s__|t__	0	0	0.0343367288542978	0	0	0	0	0	0	0	0.0174672489082969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002106149957877	0.0233699462491236	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermococci	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Unclassified_Thermococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Unclassified_Thermococcus|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0138753989177189	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Thermoplasmata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002106149957877	0	0	0	0	0	0.0176553672316384
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002106149957877	0	0	0	0	0	0.0176553672316384
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Methanomassiliicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Methanomassiliicoccus|g__Methanomassiliicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Methanomassiliicoccus|g__Methanomassiliicoccus|s__Methanomassiliicoccus_luminyensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Methanomassiliicoccus|g__Methanomassiliicoccus|s__Methanomassiliicoccus_luminyensis|t__Unclassified_Methanomassiliicoccus_luminyensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882768361581921
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Unclassified_Thermoplasmatales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002106149957877	0	0	0	0	0	0.00882768361581921
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Unclassified_Thermoplasmatales|g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002106149957877	0	0	0	0	0	0.00882768361581921
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Unclassified_Thermoplasmatales|g__|s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002106149957877	0	0	0	0	0	0.00882768361581921
k__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Unclassified_Thermoplasmatales|g__|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002106149957877	0	0	0	0	0	0.00882768361581921
k__Archaea|p__Euryarchaeota|c__Unclassified_Euryarchaeota	0	0	0.0171683644271489	0	0	0	0	0.0426621160409556	0	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Unclassified_Euryarchaeota|o__	0	0	0.0171683644271489	0	0	0	0	0.0426621160409556	0	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Unclassified_Euryarchaeota|o__|f__	0	0	0.0171683644271489	0	0	0	0	0.0426621160409556	0	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Unclassified_Euryarchaeota|o__|f__|g__	0	0	0.0171683644271489	0	0	0	0	0.0426621160409556	0	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Unclassified_Euryarchaeota|o__|f__|g__|s__	0	0	0.0171683644271489	0	0	0	0	0.0426621160409556	0	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Unclassified_Euryarchaeota|o__|f__|g__|s__|t__	0	0	0.0171683644271489	0	0	0	0	0.0426621160409556	0	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota	0	0	0	0	0	0	0.0687994496044032	0.0853242320819113	0	0.0154178230033919	0.00873362445414847	0	0	0	0	0	0	0	0.0612182430364249	0.0697350069735007	0	0	0	0	0.0416261967531567	0.0407166123778502	0	0	0	0	0.183992640294388	0.0352733686067019	0	0
k__Archaea|p__Thaumarchaeota|c__Unclassified_Thaumarchaeota	0	0	0	0	0	0	0.0687994496044032	0.0853242320819113	0	0.0154178230033919	0.00873362445414847	0	0	0	0	0	0	0	0.0612182430364249	0.0697350069735007	0	0	0	0	0.0416261967531567	0.0407166123778502	0	0	0	0	0.183992640294388	0.0352733686067019	0	0
k__Archaea|p__Thaumarchaeota|c__Unclassified_Thaumarchaeota|o__	0	0	0	0	0	0	0.0687994496044032	0.0853242320819113	0	0.0154178230033919	0.00873362445414847	0	0	0	0	0	0	0	0.0612182430364249	0.0697350069735007	0	0	0	0	0.0416261967531567	0.0407166123778502	0	0	0	0	0.183992640294388	0.0352733686067019	0	0
k__Archaea|p__Thaumarchaeota|c__Unclassified_Thaumarchaeota|o__|f__	0	0	0	0	0	0	0.0687994496044032	0.0853242320819113	0	0.0154178230033919	0.00873362445414847	0	0	0	0	0	0	0	0.0612182430364249	0.0697350069735007	0	0	0	0	0.0416261967531567	0.0407166123778502	0	0	0	0	0.183992640294388	0.0352733686067019	0	0
k__Archaea|p__Thaumarchaeota|c__Unclassified_Thaumarchaeota|o__|f__|g__	0	0	0	0	0	0	0.0687994496044032	0.0853242320819113	0	0.0154178230033919	0.00873362445414847	0	0	0	0	0	0	0	0.0612182430364249	0.0697350069735007	0	0	0	0	0.0416261967531567	0.0407166123778502	0	0	0	0	0.183992640294388	0.0352733686067019	0	0
k__Archaea|p__Thaumarchaeota|c__Unclassified_Thaumarchaeota|o__|f__|g__|s__	0	0	0	0	0	0	0.0687994496044032	0.0853242320819113	0	0.0154178230033919	0.00873362445414847	0	0	0	0	0	0	0	0.0612182430364249	0.0697350069735007	0	0	0	0	0.0416261967531567	0.0407166123778502	0	0	0	0	0.183992640294388	0.0352733686067019	0	0
k__Archaea|p__Thaumarchaeota|c__Unclassified_Thaumarchaeota|o__|f__|g__|s__|t__	0	0	0	0	0	0	0.0687994496044032	0.0853242320819113	0	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0416261967531567	0.0407166123778502	0	0	0	0	0.183992640294388	0.0352733686067019	0	0
k__Archaea|p__Unclassified_Archaea	0.0223164472216023	0	0	0.0286532951289398	0.044762757385855	0	0.0343997248022016	0	0.0301204819277108	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0.0832523935063133	0.203583061889251	0	0	0	0	0	0.123456790123457	0	0.0176553672316384
k__Archaea|p__Unclassified_Archaea|c__	0.0223164472216023	0	0	0.0286532951289398	0.044762757385855	0	0.0343997248022016	0	0.0301204819277108	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0.0832523935063133	0.203583061889251	0	0	0	0	0	0.123456790123457	0	0.0176553672316384
k__Archaea|p__Unclassified_Archaea|c__|o__	0.0223164472216023	0	0	0.0286532951289398	0.044762757385855	0	0.0343997248022016	0	0.0301204819277108	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0.0832523935063133	0.203583061889251	0	0	0	0	0	0.123456790123457	0	0.0176553672316384
k__Archaea|p__Unclassified_Archaea|c__|o__|f__	0.0223164472216023	0	0	0.0286532951289398	0.044762757385855	0	0.0343997248022016	0	0.0301204819277108	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0.0832523935063133	0.203583061889251	0	0	0	0	0	0.123456790123457	0	0.0176553672316384
k__Archaea|p__Unclassified_Archaea|c__|o__|f__|g__	0.0223164472216023	0	0	0.0286532951289398	0.044762757385855	0	0.0343997248022016	0	0.0301204819277108	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0.0832523935063133	0.203583061889251	0	0	0	0	0	0.123456790123457	0	0.0176553672316384
k__Archaea|p__Unclassified_Archaea|c__|o__|f__|g__|s__	0.0223164472216023	0	0	0.0286532951289398	0.044762757385855	0	0.0343997248022016	0	0.0301204819277108	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0.0324044069993519	0	0	0	0.0832523935063133	0.203583061889251	0	0	0	0	0	0.123456790123457	0	0.0176553672316384
k__Archaea|p__Unclassified_Archaea|c__|o__|f__|g__|s__|t__	0.0223164472216023	0	0	0.0286532951289398	0.044762757385855	0	0.0343997248022016	0	0.0301204819277108	0	0.00873362445414847	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0832523935063133	0.203583061889251	0	0	0	0	0	0.123456790123457	0	0.0176553672316384
k__Bacteria	95.0457487168043	65.6492890995261	66.8021059860364	94.8997134670487	85.0716204118174	96.5829846582985	91.8816649466804	96.0750853242321	77.1686746987952	97.1631205673759	60.7685589519651	88.7182768180849	86.0771401693321	62.412493268713	95.2067242162653	79.5275590551181	95.188246097337	64.5228940929745	95.102540557086	94.5258019525802	94.8152948801037	81.5245963199399	95.4125874125874	87.7422480620155	93.97807686971	90.6351791530945	93.1525784157363	91.9882055602359	94.4145828464595	84.8214285714286	91.9043238270469	88.342151675485	88.0666861655455	60.0370762711864
k__Bacteria|p__Acidobacteria	0.401696049988842	0.606635071090047	0.131624127274808	0.401146131805158	0.693822739480752	0.767085076708508	0.756793945648435	1.32252559726962	0.753012048192771	0.0462534690101758	0.707423580786026	0.149285561953508	0.564440263405456	2.15401184706516	0.522489777373921	2.54968128983877	0.606060606060606	0.139811254806012	2.26507499234772	3.17294281729428	2.33311730395334	1.63349605707848	0.0839160839160839	0.193798449612403	1.22103510475926	3.01302931596091	2.5518341307815	0.320134793597304	0.233699462491236	0.637755102040816	1.47194112235511	0.934744268077601	0.233986545773618	0.167725988700565
k__Bacteria|p__Acidobacteria|c__Acidobacteria	0.401696049988842	0.606635071090047	0.131624127274808	0.401146131805158	0.693822739480752	0.697350069735007	0.756793945648435	1.1518771331058	0.753012048192771	0.0462534690101758	0.689956331877729	0.149285561953508	0.564440263405456	2.15401184706516	0.522489777373921	2.54968128983877	0.587695133149679	0.139811254806012	2.14263850627487	3.10320781032078	2.26830848995463	1.63349605707848	0.0839160839160839	0.193798449612403	1.17940890800611	2.93159609120521	2.51993620414673	0.320134793597304	0.233699462491236	0.637755102040816	1.37994480220791	0.934744268077601	0.233986545773618	0.167725988700565
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales	0.156215130551216	0.4739336492891	0.0858418221357445	0.114613180515759	0.335720680393912	0.209205020920502	0	0.255972696245734	0.602409638554217	0.0154178230033919	0.436681222707424	0.0639795265515035	0.282220131702728	2.0463112547119	0.2044525215811	2.02474690663667	0.257116620752984	0.139811254806012	1.31619222528313	2.16178521617852	0.84251458198315	0.976342470897484	0.0559440559440559	0.193798449612403	0.263632579436659	0.529315960912052	1.71185539606592	0.303285593934288	0.0701098387473709	0.255102040816327	0.275988960441582	0.141093474426808	0.146241591108511	0.132415254237288
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae	0.156215130551216	0.4739336492891	0.0858418221357445	0.114613180515759	0.335720680393912	0.209205020920502	0	0.255972696245734	0.602409638554217	0.0154178230033919	0.436681222707424	0.0639795265515035	0.282220131702728	2.0463112547119	0.2044525215811	2.02474690663667	0.257116620752984	0.139811254806012	1.31619222528313	2.16178521617852	0.84251458198315	0.976342470897484	0.0559440559440559	0.193798449612403	0.263632579436659	0.529315960912052	1.71185539606592	0.303285593934288	0.0701098387473709	0.255102040816327	0.275988960441582	0.141093474426808	0.146241591108511	0.132415254237288
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidicapsa	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053850296176629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidicapsa|s__Acidicapsa_ligni	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053850296176629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidicapsa|s__Acidicapsa_ligni|t__Unclassified_Acidicapsa_ligni	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053850296176629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium	0	0	0	0	0	0.0697350069735007	0	0.127986348122867	0	0	0	0	0.0940733772342427	0	0	0.0562429696287964	0	0	0.0612182430364249	0.104602510460251	0	0.0187758167480285	0	0	0	0	0.0531632110579479	0	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium|s__Acidobacteria_bacterium_CU2	0	0	0	0	0	0	0	0.127986348122867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium|s__Acidobacteria_bacterium_CU2|t__Unclassified_Acidobacteria_bacterium_CU2	0	0	0	0	0	0	0	0.127986348122867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium|s__Unclassified_Acidobacterium	0	0	0	0	0	0.0697350069735007	0	0	0	0	0	0	0.0940733772342427	0	0	0.0562429696287964	0	0	0.0612182430364249	0.104602510460251	0	0.0187758167480285	0	0	0	0	0.0531632110579479	0	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidobacterium|s__Unclassified_Acidobacterium|t__	0	0	0	0	0	0	0	0	0	0	0	0	0.0940733772342427	0	0	0.0562429696287964	0	0	0	0	0	0.0187758167480285	0	0	0	0	0.0531632110579479	0	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Bryocella	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Bryocella|s__Bryocella_elongata	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Bryocella|s__Bryocella_elongata|t__Unclassified_Bryocella_elongata	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter	0.0223164472216023	0.037914691943128	0	0	0	0	0	0	0	0	0.00873362445414847	0	0	0	0.0227169468423444	0	0	0	0.0612182430364249	0.104602510460251	0.0648088139987038	0.0187758167480285	0	0	0	0.0814332247557003	0.0212652844231792	0.006318449873631	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter|s__Acidobacteria_bacterium_YJF2-13	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0612182430364249	0	0.0648088139987038	0	0	0	0	0	0	0.006318449873631	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter|s__Acidobacteria_bacterium_YJF2-13|t__Unclassified_Acidobacteria_bacterium_YJF2-13	0	0.018957345971564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006318449873631	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter|s__Candidatus_Koribacter_versatilis_Ellin345	0.0223164472216023	0.018957345971564	0	0	0	0	0	0	0	0	0.00873362445414847	0	0	0	0.0227169468423444	0	0	0	0	0.0697350069735007	0	0.0187758167480285	0	0	0	0.0814332247557003	0.0212652844231792	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter|s__Candidatus_Koribacter_versatilis_Ellin345|t__Unclassified_Candidatus_Koribacter_versatilis_Ellin345	0.0223164472216023	0.018957345971564	0	0	0	0	0	0	0	0	0.00873362445414847	0	0	0	0.0227169468423444	0	0	0	0	0	0	0.0187758167480285	0	0	0	0.0814332247557003	0.0212652844231792	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter|s__Unclassified_Candidatus_Koribacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0348675034867503	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Edaphobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053850296176629	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004212299915754	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Edaphobacter|s__bacterium_Ellin337	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053850296176629	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004212299915754	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Edaphobacter|s__bacterium_Ellin337|t__Unclassified_bacterium_Ellin337	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053850296176629	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004212299915754	0	0	0	0	0	0.00882768361581921
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella	0	0	0	0	0.0223813786929275	0	0	0	0.0602409638554217	0	0	0	0.0940733772342427	0.053850296176629	0	0.0937382827146607	0	0	0	0.0348675034867503	0.0324044069993519	0	0	0	0	0	0	0.004212299915754	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Granulicella|s__Granulicella_aggregans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187476565429321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
