clade_name	reSRR3584976_taxonomic_profile	reSRR3584977_taxonomic_profile	reSRR3584978_taxonomic_profile	reSRR3584979_taxonomic_profile	reSRR3584980_taxonomic_profile	reSRR3584981_taxonomic_profile	reSRR3584982_taxonomic_profile	reSRR3584983_taxonomic_profile	reSRR3584984_taxonomic_profile	reSRR3584985_taxonomic_profile	reSRR3584986_taxonomic_profile	reSRR3584987_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera|s__Unclassified_Rheinheimera	0.099403578528827	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Rheinheimera|s__Unclassified_Rheinheimera|t__	0	0	0	0	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiocapsa	0	0.116822429906542	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiocapsa|s__Unclassified_Thiocapsa	0	0.116822429906542	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiohalobacter	0	0.233644859813084	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiohalobacter|s__gamma_proteobacterium_HRh1	0	0.233644859813084	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiohalobacter|s__gamma_proteobacterium_HRh1|t__Unclassified_gamma_proteobacterium_HRh1	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiohalocapsa	0.099403578528827	0	0	0	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiohalocapsa|s__Thiohalocapsa_halophila	0.099403578528827	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiohalocapsa|s__Thiohalocapsa_marina	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiohalocapsa|s__Thiohalocapsa_marina|t__Unclassified_Thiohalocapsa_marina	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiophaeococcus	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiophaeococcus|s__Thiophaeococcus_mangrovi	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiophaeococcus|s__Thiophaeococcus_mangrovi|t__Unclassified_Thiophaeococcus_mangrovi	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiorhodovibrio	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiorhodovibrio|s__Thiorhodovibrio_sp._970	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Thiorhodovibrio|s__Thiorhodovibrio_sp._970|t__Unclassified_Thiorhodovibrio_sp._970	0	0	0	0.0639795265515035	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Unclassified_Chromatiaceae	0.695825049701789	0.934579439252336	0.36231884057971	0.575815738963532	0.316957210776545	0.352609308885755	0.33195020746888	0.324464633354964	0.481927710843374	0.408163265306122	0.828402366863905	0.584795321637427
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Unclassified_Chromatiaceae|s__	0.695825049701789	0.934579439252336	0.36231884057971	0.575815738963532	0.316957210776545	0.352609308885755	0.33195020746888	0.324464633354964	0.481927710843374	0.408163265306122	0.828402366863905	0.584795321637427
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Chromatiaceae|g__Unclassified_Chromatiaceae|s__|t__	0	0	0	0.575815738963532	0.316957210776545	0.352609308885755	0.33195020746888	0.324464633354964	0	0	0.828402366863905	0.584795321637427
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae	0.198807157057654	0.116822429906542	0.434782608695652	0.0639795265515035	0.105652403592182	0.423131170662906	0.497925311203319	0.259571706683971	0.36144578313253	0.272108843537415	0.355029585798817	0.519818063677713
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Acidiferrobacter	0.099403578528827	0	0.072463768115942	0	0	0	0.0829875518672199	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Acidiferrobacter|s__Acidiferrobacter_thiooxydans	0.099403578528827	0	0.072463768115942	0	0	0	0.0829875518672199	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Acidiferrobacter|s__Acidiferrobacter_thiooxydans|t__Unclassified_Acidiferrobacter_thiooxydans	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Ectothiorhodospira	0	0	0	0.0639795265515035	0	0.0705218617771509	0.0829875518672199	0.129785853341986	0.120481927710843	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Ectothiorhodospira|s__Ectothiorhodospira_shaposhnikovii	0	0	0	0	0	0	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Ectothiorhodospira|s__Unclassified_Ectothiorhodospira	0	0	0	0.0639795265515035	0	0.0705218617771509	0.0829875518672199	0.129785853341986	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Ectothiorhodospira|s__Unclassified_Ectothiorhodospira|t__	0	0	0	0.0639795265515035	0	0.0705218617771509	0.0829875518672199	0.129785853341986	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Nitrococcus	0	0	0.072463768115942	0	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Nitrococcus|s__Nitrococcus_mobilis	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Nitrococcus|s__Nitrococcus_mobilis|t__Unclassified_Nitrococcus_mobilis	0	0	0	0	0	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Nitrococcus|s__Unclassified_Nitrococcus	0	0	0.072463768115942	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalispira	0	0	0.144927536231884	0	0.105652403592182	0	0.24896265560166	0.129785853341986	0	0	0.0591715976331361	0.194931773879142
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalispira|s__Thioalkalispira_microaerophila	0	0	0.072463768115942	0	0	0	0.16597510373444	0	0	0	0.0591715976331361	0.129954515919428
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalispira|s__Thioalkalispira_microaerophila|t__Unclassified_Thioalkalispira_microaerophila	0	0	0	0	0	0	0.16597510373444	0	0	0	0.0591715976331361	0.129954515919428
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalispira|s__gamma_proteobacterium_BW-2	0	0	0.072463768115942	0	0.105652403592182	0	0.0829875518672199	0.129785853341986	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalispira|s__gamma_proteobacterium_BW-2|t__Unclassified_gamma_proteobacterium_BW-2	0	0	0	0	0.105652403592182	0	0.0829875518672199	0.129785853341986	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio	0	0	0.144927536231884	0	0	0	0	0	0	0	0.118343195266272	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio|s__Thioalkalivibrio_thiocyanoxidans_ARh_4	0	0	0.072463768115942	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio|s__Unclassified_Thioalkalivibrio	0	0	0.072463768115942	0	0	0	0	0	0	0	0.118343195266272	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thioalkalivibrio|s__Unclassified_Thioalkalivibrio|t__	0	0	0	0	0	0	0	0	0	0	0.118343195266272	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thiohalospira	0	0	0	0	0	0.141043723554302	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thiohalospira|s__Thiohalospira_alkaliphila	0	0	0	0	0	0.141043723554302	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Thiohalospira|s__Thiohalospira_alkaliphila|t__Unclassified_Thiohalospira_alkaliphila	0	0	0	0	0	0.141043723554302	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Unclassified_Ectothiorhodospiraceae	0.099403578528827	0.116822429906542	0	0	0	0.141043723554302	0.0829875518672199	0	0.120481927710843	0.272108843537415	0.118343195266272	0.259909031838856
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Unclassified_Ectothiorhodospiraceae|s__	0.099403578528827	0.116822429906542	0	0	0	0.141043723554302	0.0829875518672199	0	0.120481927710843	0.272108843537415	0.118343195266272	0.259909031838856
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Ectothiorhodospiraceae|g__Unclassified_Ectothiorhodospiraceae|s__|t__	0	0	0	0	0	0.141043723554302	0.0829875518672199	0	0	0	0.118343195266272	0.259909031838856
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae|g__Granulosicoccus	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae|g__Granulosicoccus|s__Granulosicoccus_antarcticus	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Granulosicoccaceae|g__Granulosicoccus|s__Granulosicoccus_antarcticus|t__Unclassified_Granulosicoccus_antarcticus	0	0	0	0	0	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae	0	0	0	0	0.0528262017960909	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae|g__Halothiobacillus	0	0	0	0	0.0528262017960909	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae|g__Halothiobacillus|s__Unclassified_Halothiobacillus	0	0	0	0	0.0528262017960909	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Halothiobacillaceae|g__Halothiobacillus|s__Unclassified_Halothiobacillus|t__	0	0	0	0	0.0528262017960909	0.0705218617771509	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Unclassified_Chromatiales	0.397614314115308	0.116822429906542	0.072463768115942	0.127959053103007	0.105652403592182	0.141043723554302	0	0	0.481927710843374	0	0.414201183431953	0.129954515919428
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Unclassified_Chromatiales|g__	0.397614314115308	0.116822429906542	0.072463768115942	0.127959053103007	0.105652403592182	0.141043723554302	0	0	0.481927710843374	0	0.414201183431953	0.129954515919428
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Unclassified_Chromatiales|g__|s__	0.397614314115308	0.116822429906542	0.072463768115942	0.127959053103007	0.105652403592182	0.141043723554302	0	0	0.481927710843374	0	0.414201183431953	0.129954515919428
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Chromatiales|f__Unclassified_Chromatiales|g__|s__|t__	0	0	0	0.127959053103007	0.105652403592182	0.141043723554302	0	0	0	0	0.414201183431953	0.129954515919428
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales	0.198807157057654	0	0.072463768115942	0.0639795265515035	0.105652403592182	0	0	0.129785853341986	0	0.272108843537415	0.118343195266272	0.32488628979857
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae	0.198807157057654	0	0.072463768115942	0.0639795265515035	0.105652403592182	0	0	0.129785853341986	0	0.272108843537415	0.118343195266272	0.32488628979857
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Candidatus_Carsonella	0.198807157057654	0	0	0	0	0	0	0	0	0.136054421768707	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Candidatus_Carsonella|s__Candidatus_Carsonella_ruddii	0.099403578528827	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Candidatus_Carsonella|s__Unclassified_Candidatus_Carsonella	0.099403578528827	0	0	0	0	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Candidatus_Carsonella|s__Unclassified_Candidatus_Carsonella|t__	0	0	0	0	0	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia-Shigella	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia-Shigella|s__Unclassified_Escherichia-Shigella	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia-Shigella|s__Unclassified_Escherichia-Shigella|t__	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Lonsdalea	0	0	0	0	0.0528262017960909	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Lonsdalea|s__Unclassified_Lonsdalea	0	0	0	0	0.0528262017960909	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Lonsdalea|s__Unclassified_Lonsdalea|t__	0	0	0	0	0.0528262017960909	0	0	0	0	0	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Tatumella	0	0	0.072463768115942	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Tatumella|s__Unclassified_Tatumella	0	0	0.072463768115942	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Unclassified_Enterobacteriaceae	0	0	0	0.0639795265515035	0	0	0	0.129785853341986	0	0.136054421768707	0.0591715976331361	0.194931773879142
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Unclassified_Enterobacteriaceae|s__	0	0	0	0.0639795265515035	0	0	0	0.129785853341986	0	0.136054421768707	0.0591715976331361	0.194931773879142
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Unclassified_Enterobacteriaceae|s__|t__	0	0	0	0.0639795265515035	0	0	0	0.129785853341986	0	0	0.0591715976331361	0.194931773879142
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales	0.298210735586481	0.350467289719626	0.072463768115942	0.0639795265515035	0.158478605388273	0.0705218617771509	0.0829875518672199	0.0648929266709929	0.120481927710843	0.136054421768707	0	0.259909031838856
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae	0	0.116822429906542	0.072463768115942	0.0639795265515035	0.105652403592182	0	0.0829875518672199	0.0648929266709929	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Aquicella	0	0	0	0	0	0	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Aquicella|s__agricultural_soil_bacterium_SC-I-15	0	0	0	0	0	0	0	0	0.120481927710843	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella	0	0.116822429906542	0.072463768115942	0	0.0528262017960909	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella|s__Unclassified_Coxiella	0	0.116822429906542	0.072463768115942	0	0.0528262017960909	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Coxiella|s__Unclassified_Coxiella|t__	0	0	0	0	0.0528262017960909	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Unclassified_Coxiellaceae	0	0	0	0.0639795265515035	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Unclassified_Coxiellaceae|s__	0	0	0	0.0639795265515035	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Coxiellaceae|g__Unclassified_Coxiellaceae|s__|t__	0	0	0	0.0639795265515035	0.0528262017960909	0	0	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae	0.298210735586481	0.233644859813084	0	0	0.0528262017960909	0.0705218617771509	0	0	0	0.136054421768707	0	0.259909031838856
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella	0.298210735586481	0.233644859813084	0	0	0.0528262017960909	0.0705218617771509	0	0	0	0.136054421768707	0	0.259909031838856
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Unclassified_Legionella	0.298210735586481	0.233644859813084	0	0	0.0528262017960909	0.0705218617771509	0	0	0	0.136054421768707	0	0.259909031838856
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Legionellales|f__Legionellaceae|g__Legionella|s__Unclassified_Legionella|t__	0	0	0	0	0.0528262017960909	0.0705218617771509	0	0	0	0	0	0.259909031838856
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales	0.099403578528827	0	0.797101449275362	0.447856685860525	0.105652403592182	0	1.41078838174274	0.973393900064893	0	0.952380952380952	0.0591715976331361	0.129954515919428
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__ET-SHO	0	0	0	0	0	0	0.0829875518672199	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__ET-SHO|g__Methylococcaceae	0	0	0	0	0	0	0.0829875518672199	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__ET-SHO|g__Methylococcaceae|s__Methylococcaceae_bacterium_ET-HIRO	0	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__ET-SHO|g__Methylococcaceae|s__Unclassified_Methylococcaceae	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__ET-SHO|g__Methylococcaceae|s__Unclassified_Methylococcaceae|t__	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Hyd24-01	0	0	0	0	0	0	0.0829875518672199	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Hyd24-01|g__Methylococcaceae	0	0	0	0	0	0	0.0829875518672199	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Hyd24-01|g__Methylococcaceae|s__Methylococcaceae_bacterium_SF-BR	0	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Hyd24-01|g__Methylococcaceae|s__Unclassified_Methylococcaceae	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Hyd24-01|g__Methylococcaceae|s__Unclassified_Methylococcaceae|t__	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae	0.099403578528827	0	0.652173913043478	0.383877159309021	0.105652403592182	0	0.829875518672199	0.648929266709929	0	0.54421768707483	0.0591715976331361	0.0649772579597141
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylobacter	0	0	0.289855072463768	0.0639795265515035	0	0	0.24896265560166	0.129785853341986	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylobacter|s__Methylobacter_psychrophilus	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylobacter|s__Methylobacter_psychrophilus|t__Unclassified_Methylobacter_psychrophilus	0	0	0	0	0	0	0.0829875518672199	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylobacter|s__Methylobacter_tundripaludum	0	0	0.072463768115942	0.0639795265515035	0	0	0.0829875518672199	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylobacter|s__Methylobacter_tundripaludum|t__Unclassified_Methylobacter_tundripaludum	0	0	0	0.0639795265515035	0	0	0.0829875518672199	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylobacter|s__Unclassified_Methylobacter	0	0	0.217391304347826	0	0	0	0.0829875518672199	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylobacter|s__Unclassified_Methylobacter|t__	0	0	0	0	0	0	0.0829875518672199	0.0648929266709929	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylocaldum	0	0	0	0	0.0528262017960909	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylocaldum|s__Methylococcaceae_bacterium_OS501	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylocaldum|s__Methylococcaceae_bacterium_OS501|t__Unclassified_Methylococcaceae_bacterium_OS501	0	0	0	0	0.0528262017960909	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylocaldum|s__Unclassified_Methylocaldum	0	0	0	0	0	0	0	0	0	0.136054421768707	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylococcus	0	0	0	0	0	0	0	0.0648929266709929	0	0.272108843537415	0.0591715976331361	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Methylococcales|f__Methylococcaceae|g__Methylococcus|s__Methylococcus_capsulatus	0	0	0	0	0	0	0	0.0648929266709929	0	0	0	0
