ID	CSM67UH7_taxonomic_profile	CSM7KOON_taxonomic_profile	CSM7KOOP_taxonomic_profile	CSMAHYLR_taxonomic_profile	HSM5MD5D_taxonomic_profile	HSM5MD6Q_taxonomic_profile	HSM5MD6W_taxonomic_profile	HSM67VF3_taxonomic_profile	HSM67VFX_taxonomic_profile	HSM67VFZ_taxonomic_profile	HSM67VGK_taxonomic_profile	HSM67VI7_taxonomic_profile	HSM67VI9_taxonomic_profile	HSM67VIB_taxonomic_profile	HSM6XRRJ_taxonomic_profile	HSM6XRTG_taxonomic_profile	HSM6XRUL_taxonomic_profile	HSM6XRUN_taxonomic_profile	HSM6XRVC_taxonomic_profile	HSM6XRVK_taxonomic_profile	HSM7CYXI_taxonomic_profile	HSM7CYXO_taxonomic_profile	HSM7CYZJ_taxonomic_profile	HSM7CZ1A_taxonomic_profile	HSM7CZ1C_taxonomic_profile	HSM7CZ1E_taxonomic_profile	HSM7CZ24_taxonomic_profile	HSM7CZ28_taxonomic_profile	HSM7CZ2A_taxonomic_profile	HSM7J4HC_taxonomic_profile	HSM7J4HW_taxonomic_profile	HSM7J4HY_taxonomic_profile	HSM7J4KO_taxonomic_profile	HSM7J4LD_taxonomic_profile	HSM7J4LN_taxonomic_profile	HSM7J4NY_taxonomic_profile	HSM7J4O5_taxonomic_profile	HSM7J4R2_taxonomic_profile	HSMA33NY_taxonomic_profile	HSMA33SE_taxonomic_profile	HSMA33SG_taxonomic_profile	MSM6J2JR_taxonomic_profile	MSM6J2JZ_taxonomic_profile	MSM6J2K6_taxonomic_profile	MSM6J2KA_taxonomic_profile	MSM6J2QF_taxonomic_profile	MSM6J2QH_taxonomic_profile	MSM6J2RM_taxonomic_profile	MSM6J2RU_taxonomic_profile	MSM79H58_taxonomic_profile	MSM79H5E_taxonomic_profile	MSM79H5M_taxonomic_profile	MSM79H5S_taxonomic_profile	MSM79H5U_taxonomic_profile	MSM79H6D_taxonomic_profile	MSM79H6L_taxonomic_profile	MSM79H83_taxonomic_profile	MSM79H8H_taxonomic_profile	MSM79H9A_taxonomic_profile	MSM79HA7_taxonomic_profile	MSM79HBL_taxonomic_profile	MSM79HC8_taxonomic_profile	MSM79HCP_taxonomic_profile	MSM9VZGO_taxonomic_profile	MSM9VZHB_taxonomic_profile	MSM9VZHN_taxonomic_profile	MSM9VZHP_taxonomic_profile	MSM9VZHR_taxonomic_profile	MSM9VZJZ_taxonomic_profile	MSM9VZKE_taxonomic_profile	MSM9VZL7_taxonomic_profile	MSM9VZLJ_taxonomic_profile	MSM9VZMI_taxonomic_profile	MSM9VZMS_taxonomic_profile	MSM9VZMW_taxonomic_profile	MSM9VZNL_taxonomic_profile	MSM9VZOI_taxonomic_profile	MSM9VZOO_taxonomic_profile	MSM9VZPT_taxonomic_profile	MSMA26BB_taxonomic_profile	MSMA26BF_taxonomic_profile	MSMA26BH_taxonomic_profile	MSMA26BJ_taxonomic_profile	MSMA26BN_taxonomic_profile	MSMA26BR_taxonomic_profile	MSMA26BV_taxonomic_profile	MSMA26DI_taxonomic_profile	MSMAPC5H_taxonomic_profile	MSMAPC6M_taxonomic_profile	MSMAPC7T_taxonomic_profile	MSMB4LZX_taxonomic_profile	MSMB4LZZ_taxonomic_profile	PSM6XBTR_taxonomic_profile	PSM7J154_taxonomic_profile	PSM7J15M_taxonomic_profile	PSM7J17V_taxonomic_profile	PSM7J19P_taxonomic_profile	PSM7J19R_taxonomic_profile	PSM7J1DL_taxonomic_profile	PSMA265L_taxonomic_profile
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae|g__Rothia|s__Rothia_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02845	0.00625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae	0.0	0.0	0.0	0.0	0.15128	0.0	0.1141	0.05331	0.03238	0.11977	0.11925	0.0	0.00837	0.0	0.03658	0.0	0.0	0.00749	0.02628	0.08465	0.06281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01708	0.0	0.08327	0.0363	0.0	0.0	0.04833	0.0	0.0	0.0	0.0	0.02176	0.0	0.0761	0.0	0.0084	0.0	0.03589	0.09824	0.06208	0.04976	0.0	0.00685	0.00183	0.01908	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.07378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03781	0.12831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04104	0.02719	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacteriaceae_unclassified	0.0	0.0	0.0	0.0	0.12458	0.0	0.07819	0.03054	0.03238	0.0	0.06249	0.0	0.0	0.0	0.0	0.0	0.0	0.00749	0.00696	0.05852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01708	0.0	0.0	0.0	0.0	0.0	0.04833	0.0	0.0	0.0	0.0	0.02176	0.0	0.0761	0.0	0.0084	0.0	0.03162	0.09824	0.06208	0.04494	0.0	0.0	0.0	0.01908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03781	0.12831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04104	0.02606	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	0.0	0.0	0.0	0.0	0.0267	0.0	0.03592	0.02278	0.0	0.11977	0.05676	0.0	0.00837	0.0	0.03658	0.0	0.0	0.0	0.01933	0.02613	0.06281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08327	0.0363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00427	0.0	0.0	0.00483	0.0	0.00685	0.00183	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes	0.0	0.0	0.0	0.0	0.0267	0.0	0.03592	0.02278	0.0	0.11977	0.05676	0.0	0.00837	0.0	0.03658	0.0	0.0	0.0	0.01933	0.02613	0.06281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08327	0.0363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00427	0.0	0.0	0.00483	0.0	0.00685	0.00183	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium|s__Propionibacterium_acnes|t__Propionibacterium_acnes_unclassified	0.0	0.0	0.0	0.0	0.0267	0.0	0.03592	0.02278	0.0	0.11977	0.05676	0.0	0.00837	0.0	0.03658	0.0	0.0	0.0	0.01933	0.02613	0.06281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08327	0.0363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00427	0.0	0.0	0.00483	0.0	0.00685	0.00183	0.0	0.0	0.0	0.0	0.00031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	0.0	0.0	0.0	0.0	0.91795	0.1989	0.24918	0.0104	2.25012	0.19248	0.26601	0.54998	0.25002	1.59004	0.01235	0.15654	0.00455	0.05551	0.00337	0.16791	0.01752	0.03908	0.1219	0.61401	1.72759	0.09103	0.60331	1.015	1.14429	0.11173	1.29122	0.10291	0.43342	0.06337	0.09883	0.39355	2.63403	0.01304	0.66058	13.92057	1.31725	1.26879	0.0	0.02607	0.01609	0.01285	0.0	0.51757	0.03644	3.71987	0.0	0.0	0.02829	0.01252	0.01919	0.0	0.02447	0.42346	0.88302	0.02263	0.0	1.34821	0.0	0.10947	0.0	0.00124	0.0	0.04911	1.82246	0.01294	0.01318	0.22248	0.0	0.02994	0.15866	5.47425	0.15051	0.22641	3.56795	0.05294	0.0	0.0	0.13823	0.49289	0.16159	0.77502	0.29186	0.01742	0.02426	0.0	0.16256	0.05801	0.66007	0.22222	1.19504	0.52538	0.02018	1.05204	0.29652	1.01026
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae	0.0	0.0	0.0	0.0	0.91795	0.1989	0.24918	0.0104	2.25012	0.19248	0.26601	0.54998	0.25002	1.59004	0.01235	0.15654	0.00455	0.05551	0.00337	0.16791	0.01752	0.03908	0.1219	0.61401	1.72759	0.09103	0.60331	1.015	1.14429	0.11173	1.29122	0.10291	0.43342	0.06337	0.09883	0.39355	2.63403	0.01304	0.66058	13.92057	1.31725	1.26879	0.0	0.02607	0.01609	0.01285	0.0	0.51757	0.03644	3.71987	0.0	0.0	0.02829	0.01252	0.01919	0.0	0.02447	0.42346	0.88302	0.02263	0.0	1.34821	0.0	0.10947	0.0	0.00124	0.0	0.04911	1.82246	0.01294	0.01318	0.22248	0.0	0.02994	0.15866	5.47425	0.15051	0.22641	3.56795	0.05294	0.0	0.0	0.13823	0.49289	0.16159	0.77502	0.29186	0.01742	0.02426	0.0	0.16256	0.05801	0.66007	0.22222	1.19504	0.52538	0.02018	1.05204	0.29652	1.01026
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium	0.0	0.0	0.0	0.0	0.91795	0.1989	0.24918	0.0104	2.25012	0.19248	0.26601	0.54998	0.25002	1.59004	0.01235	0.15654	0.00455	0.05551	0.00337	0.16791	0.01752	0.03908	0.1219	0.61401	1.72759	0.09103	0.60331	1.015	1.14429	0.11173	1.29122	0.10291	0.43342	0.06337	0.09883	0.39355	2.63403	0.01304	0.66058	13.92057	1.31725	1.26879	0.0	0.02607	0.01609	0.01285	0.0	0.51757	0.03644	3.71987	0.0	0.0	0.02829	0.01252	0.01919	0.0	0.02447	0.42346	0.88302	0.02263	0.0	1.34821	0.0	0.10947	0.0	0.00124	0.0	0.04911	1.82246	0.01294	0.01318	0.22248	0.0	0.02994	0.15866	5.47425	0.15051	0.22641	3.56795	0.05294	0.0	0.0	0.13823	0.49289	0.16159	0.77502	0.29186	0.01742	0.02426	0.0	0.16256	0.05801	0.66007	0.22222	1.19504	0.52538	0.02018	1.05204	0.29652	1.01026
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	0.0	0.0	0.0	0.0	0.24132	0.09322	0.0	0.00425	0.22217	0.01685	0.16581	0.10777	0.021	0.17783	0.0	0.03648	0.0	0.0	0.0	0.0	0.01752	0.03198	0.0	0.23048	0.92883	0.01276	0.15159	0.74447	0.89539	0.00539	0.88955	0.08003	0.39168	0.0	0.0	0.25908	0.06049	0.0	0.65477	13.45817	1.30039	0.85496	0.0	0.02607	0.01609	0.01285	0.0	0.35815	0.03644	0.0	0.0	0.0	0.01633	0.00262	0.01919	0.0	0.0	0.17149	0.0	0.02263	0.0	1.1527	0.0	0.10947	0.0	0.0	0.0	0.0	0.37289	0.00454	0.01318	0.22248	0.0	0.00895	0.128	4.13174	0.0	0.0	0.0	0.0403	0.0	0.0	0.08303	0.11961	0.13655	0.0	0.19942	0.01742	0.00249	0.0	0.07683	0.02559	0.65834	0.21342	0.0	0.0	0.0	0.0	0.26724	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis|t__Bifidobacterium_adolescentis_unclassified	0.0	0.0	0.0	0.0	0.24132	0.09322	0.0	0.00425	0.22217	0.01685	0.16581	0.10777	0.021	0.17783	0.0	0.03648	0.0	0.0	0.0	0.0	0.01752	0.03198	0.0	0.23048	0.92883	0.01276	0.15159	0.74447	0.89539	0.00539	0.88955	0.08003	0.39168	0.0	0.0	0.25908	0.06049	0.0	0.65477	13.45817	1.30039	0.85496	0.0	0.02607	0.01609	0.01285	0.0	0.35815	0.03644	0.0	0.0	0.0	0.01633	0.00262	0.01919	0.0	0.0	0.17149	0.0	0.02263	0.0	1.1527	0.0	0.10947	0.0	0.0	0.0	0.0	0.37289	0.00454	0.01318	0.22248	0.0	0.00895	0.128	4.13174	0.0	0.0	0.0	0.0403	0.0	0.0	0.08303	0.11961	0.13655	0.0	0.19942	0.01742	0.00249	0.0	0.07683	0.02559	0.65834	0.21342	0.0	0.0	0.0	0.0	0.26724	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum	0.0	0.0	0.0	0.0	0.11796	0.0	0.0	0.0	0.6033	0.03648	0.08724	0.0	0.0	0.0	0.0	0.07075	0.00278	0.03313	0.0	0.0	0.0	0.0	0.0	0.31672	0.72526	0.06987	0.0	0.0	0.0	0.09811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30274	0.0	0.0	0.0	0.0	0.0	0.09872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02447	0.0	0.0	0.0	0.0	0.16161	0.0	0.0	0.0	0.0	0.0	0.03138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62583	0.0	0.15221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.02928	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum|t__Bifidobacterium_bifidum_unclassified	0.0	0.0	0.0	0.0	0.11796	0.0	0.0	0.0	0.6033	0.03648	0.08724	0.0	0.0	0.0	0.0	0.07075	0.00278	0.03313	0.0	0.0	0.0	0.0	0.0	0.31672	0.72526	0.06987	0.0	0.0	0.0	0.09811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.30274	0.0	0.0	0.0	0.0	0.0	0.09872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02447	0.0	0.0	0.0	0.0	0.16161	0.0	0.0	0.0	0.0	0.0	0.03138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62583	0.0	0.15221	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00172	0.0	0.0	0.0	0.0	0.0	0.02928	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0.0	0.0	0.0	0.0	0.00577	0.0	0.0	0.0	1.24988	0.0726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve|t__Bifidobacterium_breve_unclassified	0.0	0.0	0.0	0.0	0.00577	0.0	0.0	0.0	1.24988	0.0726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01092	0.00422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_catenulatum|t__GCF_000173455	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01092	0.00422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium	0.0	0.0	0.0	0.0	0.0	0.08106	0.02806	0.00322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_dentium|t__Bifidobacterium_dentium_unclassified	0.0	0.0	0.0	0.0	0.0	0.08106	0.02806	0.00322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	0.0	0.0	0.0	0.0	0.11876	0.02462	0.22112	0.00293	0.05766	0.04245	0.01296	0.44221	0.22902	1.41222	0.01235	0.04931	0.00177	0.02239	0.00337	0.16791	0.0	0.0071	0.06603	0.05588	0.06929	0.0084	0.45172	0.27052	0.24889	0.00822	0.40167	0.02288	0.04174	0.06337	0.08994	0.13447	2.57354	0.01304	0.00581	0.45663	0.01685	0.07983	0.0	0.0	0.0	0.0	0.0	0.0607	0.0	3.71987	0.0	0.0	0.01196	0.0034	0.0	0.0	0.0	0.25197	0.88302	0.0	0.0	0.0339	0.0	0.0	0.0	0.0	0.0	0.0	1.44956	0.0	0.0	0.0	0.0	0.021	0.03066	0.71668	0.0	0.0	3.56795	0.01264	0.0	0.0	0.05521	0.08037	0.02299	0.03081	0.09244	0.0	0.02177	0.0	0.08572	0.03242	0.0	0.0088	1.19504	0.52538	0.02018	0.807	0.0	1.01026
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum|t__Bifidobacterium_longum_unclassified	0.0	0.0	0.0	0.0	0.11876	0.02462	0.22112	0.00293	0.05766	0.04245	0.01296	0.44221	0.22902	1.41222	0.01235	0.04931	0.00177	0.02239	0.00337	0.16791	0.0	0.0071	0.06603	0.05588	0.06929	0.0084	0.45172	0.27052	0.24889	0.00822	0.40167	0.02288	0.04174	0.06337	0.08994	0.13447	2.57354	0.01304	0.00581	0.45663	0.01685	0.07983	0.0	0.0	0.0	0.0	0.0	0.0607	0.0	3.71987	0.0	0.0	0.01196	0.0034	0.0	0.0	0.0	0.25197	0.88302	0.0	0.0	0.0339	0.0	0.0	0.0	0.0	0.0	0.0	1.44956	0.0	0.0	0.0	0.0	0.021	0.03066	0.71668	0.0	0.0	3.56795	0.01264	0.0	0.0	0.05521	0.08037	0.02299	0.03081	0.09244	0.0	0.02177	0.0	0.08572	0.03242	0.0	0.0088	1.19504	0.52538	0.02018	0.807	0.0	1.01026
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum	0.0	0.0	0.0	0.0	0.43414	0.0	0.0	0.0	0.11711	0.0241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.01773	0.0	0.0084	0.0	0.0	0.0	0.0	0.0	0.0	0.14943	0.0742	0.0	0.0	0.0	0.0	0.0	0.29291	0.00205	0.74421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24505	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_pseudocatenulatum|t__GCF_000173435	0.0	0.0	0.0	0.0	0.43414	0.0	0.0	0.0	0.11711	0.0241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00577	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00649	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00124	0.0	0.01773	0.0	0.0084	0.0	0.0	0.0	0.0	0.0	0.0	0.14943	0.0742	0.0	0.0	0.0	0.0	0.0	0.29291	0.00205	0.74421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24505	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Coriobacteriales	0.1379	0.0	0.0	0.0	0.36345	0.0	0.00123	0.0	0.14367	0.06511	0.76223	0.23755	0.14656	0.01471	0.0	0.00425	0.00647	0.00114	0.0	0.01652	0.0	0.0	0.01965	0.08887	0.28915	0.0587	0.13125	0.28951	0.28943	0.02628	0.76755	0.08834	0.0	0.04216	0.07019	0.34924	0.02478	0.0	0.0	0.57253	0.17357	0.15884	0.00677	0.03663	0.20744	0.0	0.0	0.08156	0.14224	0.11294	0.03	0.09195	0.03138	0.0	0.05688	0.0	0.0	0.16229	0.03938	0.0	0.0	0.17147	0.0	0.08526	0.1237	0.00148	0.0	0.0331	0.09415	0.00145	0.0	0.07262	0.00116	0.0	0.02996	0.79458	0.0	0.0	0.00837	0.00773	0.06489	0.0	0.0194	0.16853	0.05326	0.09761	0.03866	0.0	0.02455	0.01944	0.13624	0.0	0.0	0.00702	0.0	0.0	0.0	0.15113	0.00625	0.0
