ID	CSM67UH7_taxonomic_profile	CSM7KOON_taxonomic_profile	CSM7KOOP_taxonomic_profile	CSMAHYLR_taxonomic_profile	HSM5MD5D_taxonomic_profile	HSM5MD6Q_taxonomic_profile	HSM5MD6W_taxonomic_profile	HSM67VF3_taxonomic_profile	HSM67VFX_taxonomic_profile	HSM67VFZ_taxonomic_profile	HSM67VGK_taxonomic_profile	HSM67VI7_taxonomic_profile	HSM67VI9_taxonomic_profile	HSM67VIB_taxonomic_profile	HSM6XRRJ_taxonomic_profile	HSM6XRTG_taxonomic_profile	HSM6XRUL_taxonomic_profile	HSM6XRUN_taxonomic_profile	HSM6XRVC_taxonomic_profile	HSM6XRVK_taxonomic_profile	HSM7CYXI_taxonomic_profile	HSM7CYXO_taxonomic_profile	HSM7CYZJ_taxonomic_profile	HSM7CZ1A_taxonomic_profile	HSM7CZ1C_taxonomic_profile	HSM7CZ1E_taxonomic_profile	HSM7CZ24_taxonomic_profile	HSM7CZ28_taxonomic_profile	HSM7CZ2A_taxonomic_profile	HSM7J4HC_taxonomic_profile	HSM7J4HW_taxonomic_profile	HSM7J4HY_taxonomic_profile	HSM7J4KO_taxonomic_profile	HSM7J4LD_taxonomic_profile	HSM7J4LN_taxonomic_profile	HSM7J4NY_taxonomic_profile	HSM7J4O5_taxonomic_profile	HSM7J4R2_taxonomic_profile	HSMA33NY_taxonomic_profile	HSMA33SE_taxonomic_profile	HSMA33SG_taxonomic_profile	MSM6J2JR_taxonomic_profile	MSM6J2JZ_taxonomic_profile	MSM6J2K6_taxonomic_profile	MSM6J2KA_taxonomic_profile	MSM6J2QF_taxonomic_profile	MSM6J2QH_taxonomic_profile	MSM6J2RM_taxonomic_profile	MSM6J2RU_taxonomic_profile	MSM79H58_taxonomic_profile	MSM79H5E_taxonomic_profile	MSM79H5M_taxonomic_profile	MSM79H5S_taxonomic_profile	MSM79H5U_taxonomic_profile	MSM79H6D_taxonomic_profile	MSM79H6L_taxonomic_profile	MSM79H83_taxonomic_profile	MSM79H8H_taxonomic_profile	MSM79H9A_taxonomic_profile	MSM79HA7_taxonomic_profile	MSM79HBL_taxonomic_profile	MSM79HC8_taxonomic_profile	MSM79HCP_taxonomic_profile	MSM9VZGO_taxonomic_profile	MSM9VZHB_taxonomic_profile	MSM9VZHN_taxonomic_profile	MSM9VZHP_taxonomic_profile	MSM9VZHR_taxonomic_profile	MSM9VZJZ_taxonomic_profile	MSM9VZKE_taxonomic_profile	MSM9VZL7_taxonomic_profile	MSM9VZLJ_taxonomic_profile	MSM9VZMI_taxonomic_profile	MSM9VZMS_taxonomic_profile	MSM9VZMW_taxonomic_profile	MSM9VZNL_taxonomic_profile	MSM9VZOI_taxonomic_profile	MSM9VZOO_taxonomic_profile	MSM9VZPT_taxonomic_profile	MSMA26BB_taxonomic_profile	MSMA26BF_taxonomic_profile	MSMA26BH_taxonomic_profile	MSMA26BJ_taxonomic_profile	MSMA26BN_taxonomic_profile	MSMA26BR_taxonomic_profile	MSMA26BV_taxonomic_profile	MSMA26DI_taxonomic_profile	MSMAPC5H_taxonomic_profile	MSMAPC6M_taxonomic_profile	MSMAPC7T_taxonomic_profile	MSMB4LZX_taxonomic_profile	MSMB4LZZ_taxonomic_profile	PSM6XBTR_taxonomic_profile	PSM7J154_taxonomic_profile	PSM7J15M_taxonomic_profile	PSM7J17V_taxonomic_profile	PSM7J19P_taxonomic_profile	PSM7J19R_taxonomic_profile	PSM7J1DL_taxonomic_profile	PSMA265L_taxonomic_profile
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_hydrogenotrophica|t__GCF_000157975	0.0	0.0	0.0	0.0	0.0	0.0	0.01092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta	0.0	0.0	0.0	0.0	0.0	0.0	0.00425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00754	0.0	0.0	0.0	0.00249
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta|t__GCF_000373885	0.0	0.0	0.0	0.0	0.0	0.0	0.00425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00754	0.0	0.0	0.0	0.00249
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus	0.0	0.0	0.0	0.0	0.0	0.0	0.49823	0.00047	0.0	0.0014	0.0	0.0	0.0175	0.11477	0.21093	0.05877	0.10786	0.01043	0.34067	0.18044	0.0	0.0	0.02926	0.07593	0.04378	0.05513	0.02394	0.04158	0.01234	0.02907	0.03363	0.0	0.01162	0.29542	0.38136	0.04061	1.25625	0.29539	0.17866	0.01199	0.05241	0.00626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.03417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10198	0.0	0.0	0.09691	0.0	0.00743	0.0	0.0	0.01265	0.0	0.0	0.0	0.45537	0.19793	0.33056	0.0	0.0	0.0	0.0	0.0	0.00137	0.0098	0.0	0.0	0.0	0.30436	0.0	0.0	0.0	0.0	0.94701	1.21788	0.0	0.00652	0.0	1.31093
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus|t__Ruminococcus_gnavus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.49823	0.00047	0.0	0.0014	0.0	0.0	0.0175	0.11477	0.21093	0.05877	0.10786	0.01043	0.34067	0.18044	0.0	0.0	0.02926	0.07593	0.04378	0.05513	0.02394	0.04158	0.01234	0.02907	0.03363	0.0	0.01162	0.29542	0.38136	0.04061	1.25625	0.29539	0.17866	0.01199	0.05241	0.00626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01494	0.0	0.0	0.0	0.0	0.0	0.0	0.03417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10198	0.0	0.0	0.09691	0.0	0.00743	0.0	0.0	0.01265	0.0	0.0	0.0	0.45537	0.19793	0.33056	0.0	0.0	0.0	0.0	0.0	0.00137	0.0098	0.0	0.0	0.0	0.30436	0.0	0.0	0.0	0.0	0.94701	1.21788	0.0	0.00652	0.0	1.31093
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum	0.05656	0.04519	0.0185	0.03292	0.03043	0.06089	0.0305	0.00712	0.03908	0.06417	0.05	0.59098	0.8215	0.06114	0.00102	0.006	0.02353	0.02971	0.01057	0.25476	0.0	0.01268	0.0121	0.50872	0.40974	0.03374	0.23436	1.28283	0.41764	0.12007	0.41514	0.02714	0.01714	0.0	0.0	0.52215	0.00746	0.03567	0.0644	0.041	0.40039	0.02478	0.03909	0.05863	0.25747	0.01156	0.02541	0.1189	0.1457	0.04864	0.089	0.30046	0.11603	0.04002	0.1222	0.04723	0.01302	0.22102	0.00701	0.03039	0.06275	0.07784	0.0	0.2836	0.21298	0.06887	0.01935	0.04642	0.11434	0.03283	0.01142	0.15134	0.00182	0.18661	0.00977	0.48562	0.00556	0.02122	0.03255	0.03416	0.01383	0.00408	0.02428	0.02333	0.03152	0.05357	0.19768	0.01392	0.03412	0.0526	0.10716	0.00225	0.0068	0.01802	0.0	0.0	0.0278	0.24488	0.02653	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	0.05656	0.04519	0.0185	0.03292	0.03043	0.06089	0.0305	0.00712	0.03908	0.06417	0.05	0.59098	0.8215	0.06114	0.00102	0.006	0.02353	0.02971	0.01057	0.25476	0.0	0.01268	0.0121	0.50872	0.40974	0.03374	0.23436	1.28283	0.41764	0.12007	0.41514	0.02714	0.01714	0.0	0.0	0.52215	0.00746	0.03567	0.0644	0.041	0.40039	0.02478	0.03909	0.05863	0.25747	0.01156	0.02541	0.1189	0.1457	0.04864	0.089	0.30046	0.11603	0.04002	0.1222	0.04723	0.01302	0.22102	0.00701	0.03039	0.06275	0.07784	0.0	0.2836	0.21298	0.06887	0.01935	0.04642	0.11434	0.03283	0.01142	0.15134	0.00182	0.18661	0.00977	0.48562	0.00556	0.02122	0.03255	0.03416	0.01383	0.00408	0.02428	0.02333	0.03152	0.05357	0.19768	0.01392	0.03412	0.0526	0.10716	0.00225	0.0068	0.01802	0.0	0.0	0.0278	0.24488	0.02653	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques	0.51058	0.32652	0.07445	0.18774	0.4207	0.11307	0.79121	0.04539	0.52103	0.40985	0.05685	0.59075	1.02787	0.8939	0.29449	0.12108	0.31124	0.0357	0.06265	0.74946	0.0	0.09706	0.98683	0.8706	0.36896	0.12614	0.36595	0.91907	0.65658	0.18458	0.65689	0.01018	0.22384	0.30814	1.55358	0.10599	2.17807	0.35838	0.6314	0.45497	0.82547	0.11378	0.0778	0.16877	0.73697	0.01002	0.14023	0.0	0.57033	2.12225	0.68444	1.43825	0.44538	0.30242	0.3426	0.0796	0.13503	0.69225	0.70372	0.1306	0.26688	0.34539	0.12416	0.56821	6.14665	0.19824	0.04396	0.23087	0.33072	0.51078	0.10305	2.83914	0.0	0.09954	0.0578	1.30675	0.2403	0.0	3.94221	0.123	0.1492	0.0	0.1392	0.38911	0.56871	0.85158	0.75493	0.06498	0.42259	0.40027	0.52093	0.69697	0.05671	0.28548	0.28461	0.33054	0.31172	0.46093	0.05008	0.63055
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__GCF_000210035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques|t__Ruminococcus_torques_unclassified	0.51058	0.32652	0.07445	0.18774	0.4207	0.11307	0.79121	0.04539	0.52103	0.40985	0.05685	0.59075	1.02787	0.8939	0.29449	0.12108	0.31124	0.0357	0.06265	0.74946	0.0	0.09706	0.98683	0.0	0.36896	0.12614	0.36595	0.91907	0.65658	0.18458	0.65689	0.01018	0.22384	0.30814	1.55358	0.10599	2.17807	0.35838	0.6314	0.45497	0.82547	0.11378	0.0778	0.16877	0.73697	0.01002	0.14023	0.0	0.57033	2.12225	0.68444	1.43825	0.44538	0.30242	0.3426	0.0796	0.13503	0.69225	0.70372	0.1306	0.26688	0.34539	0.12416	0.56821	6.14665	0.19824	0.04396	0.23087	0.33072	0.51078	0.10305	2.83914	0.0	0.09954	0.0578	1.30675	0.2403	0.0	3.94221	0.123	0.1492	0.0	0.1392	0.38911	0.56871	0.85158	0.75493	0.06498	0.42259	0.40027	0.52093	0.69697	0.05671	0.28548	0.28461	0.33054	0.31172	0.46093	0.05008	0.63055
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.264	1.36492	2.43615	0.0	0.0	0.0	0.17815	0.0	4.65437	12.23098	0.0	0.0	12.54562	2.35955	0.0	0.0	0.0	17.52637	0.0	0.0	0.0	1.03155	0.01597	0.0	9.61462	0.0	0.0	0.0	0.0	15.01045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.264	1.36492	2.43615	0.0	0.0	0.0	0.17815	0.0	4.65437	12.23098	0.0	0.0	12.54562	2.35955	0.0	0.0	0.0	17.52637	0.0	0.0	0.0	1.03155	0.0	0.0	9.61462	0.0	0.0	0.0	0.0	15.01045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus|t__GCF_000156015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.264	1.36492	2.43615	0.0	0.0	0.0	0.17815	0.0	4.65437	12.23098	0.0	0.0	12.54562	2.35955	0.0	0.0	0.0	17.52637	0.0	0.0	0.0	1.03155	0.0	0.0	9.61462	0.0	0.0	0.0	0.0	15.01045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01597	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95411	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Cellulosilyticum|s__Cellulosilyticum_lentocellum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95411	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Cellulosilyticum|s__Cellulosilyticum_lentocellum|t__GCF_000178835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95411	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus	0.20266	0.241	0.09439	0.06947	0.09442	0.0434	0.1363	0.00567	0.24412	0.20762	0.0	0.0	0.0	0.0	0.0	0.0	0.01652	0.00159	0.00782	0.10719	0.0	0.00731	0.61877	0.04553	0.37074	0.00034	0.0	0.0	0.0	0.02333	0.0	0.0	0.03142	0.03024	0.0	0.0	0.0	0.02362	0.13384	0.36618	0.34672	0.0	0.54594	0.44832	0.79411	0.0	0.0	0.13374	5.91314	0.0	1.39913	6.01303	0.02027	0.00903	0.87091	0.42026	2.78867	0.10279	0.0	1.01989	1.92474	1.40023	0.06821	4.56014	1.24751	5.31723	3.19108	1.10564	0.13362	0.21229	0.31613	9.27568	0.0	0.06528	0.16975	1.78002	0.15632	0.15885	0.0	0.19037	0.19975	0.18282	0.69825	0.68037	0.62762	0.5066	0.3155	0.0	0.26857	0.0	0.23668	0.09986	0.00148	0.19599	0.0	0.0	0.04128	0.73932	0.1104	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus	0.05301	0.02804	0.01257	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00537	0.0239	0.01521	0.00034	0.0	0.0	0.0	0.00378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04696	0.13772	0.1022	0.0	0.00421	0.00776	0.02789	0.0	0.0	0.04021	0.03983	0.0	0.09085	0.08712	0.02027	0.00903	0.01761	0.0	0.01169	0.0	0.0	0.0	0.005	0.30448	0.0	0.1186	0.67585	0.01349	0.00117	0.03839	0.0	0.0	0.0	0.20037	0.0	0.0	0.00144	0.80982	0.00604	0.00397	0.0	0.00997	0.00168	0.0	0.04718	0.00124	0.01772	0.00599	0.2018	0.0	0.0312	0.0	0.04963	0.00554	0.0	0.0	0.0	0.0	0.007	0.17716	0.00166	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__GCF_000210555	0.05301	0.02804	0.01257	0.00156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00537	0.0239	0.01521	0.00034	0.0	0.0	0.0	0.00378	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04696	0.13772	0.1022	0.0	0.00421	0.00776	0.02789	0.0	0.0	0.04021	0.03983	0.0	0.09085	0.08712	0.02027	0.00903	0.01761	0.0	0.01169	0.0	0.0	0.0	0.005	0.30448	0.0	0.1186	0.67585	0.01349	0.00117	0.03839	0.0	0.0	0.0	0.20037	0.0	0.0	0.00144	0.80982	0.00604	0.00397	0.0	0.00997	0.00168	0.0	0.04718	0.00124	0.01772	0.00599	0.2018	0.0	0.0312	0.0	0.04963	0.00554	0.0	0.0	0.0	0.0	0.007	0.17716	0.00166	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	0.14965	0.21295	0.08182	0.06791	0.09442	0.0434	0.1363	0.00567	0.24412	0.20762	0.0	0.0	0.0	0.0	0.0	0.0	0.01652	0.00159	0.00782	0.10719	0.0	0.00731	0.00456	0.02163	0.01567	0.0	0.0	0.0	0.0	0.01955	0.0	0.0	0.03142	0.03024	0.0	0.0	0.0	0.02362	0.08688	0.22846	0.24452	0.0	0.006	0.02065	0.06766	0.0	0.0	0.09353	0.0485	0.0	0.14793	0.09962	0.0	0.0	0.02768	0.03551	0.13353	0.10279	0.0	0.00739	0.0677	0.60365	0.06821	0.27586	0.57166	0.01445	0.06809	0.11381	0.13362	0.21229	0.0	0.41872	0.0	0.0	0.0	0.52137	0.15027	0.15488	0.0	0.00622	0.0114	0.02295	0.01686	0.67913	0.6099	0.50061	0.1137	0.0	0.05339	0.0	0.04043	0.02059	0.00148	0.19599	0.0	0.0	0.03429	0.56216	0.10874	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__GCF_000155875	0.14965	0.21295	0.08182	0.06791	0.09442	0.0434	0.1363	0.00567	0.24412	0.20762	0.0	0.0	0.0	0.0	0.0	0.0	0.01652	0.00159	0.00782	0.10719	0.0	0.00731	0.00456	0.02163	0.01567	0.0	0.0	0.0	0.0	0.01955	0.0	0.0	0.03142	0.03024	0.0	0.0	0.0	0.02362	0.08688	0.22846	0.24452	0.0	0.006	0.02065	0.06766	0.0	0.0	0.09353	0.0485	0.0	0.14793	0.09962	0.0	0.0	0.02768	0.03551	0.13353	0.10279	0.0	0.00739	0.0677	0.60365	0.06821	0.27586	0.57166	0.01445	0.06809	0.11381	0.13362	0.21229	0.0	0.41872	0.0	0.0	0.0	0.52137	0.15027	0.15488	0.0	0.00622	0.0114	0.02295	0.01686	0.67913	0.6099	0.50061	0.1137	0.0	0.05339	0.0	0.04043	0.02059	0.00148	0.19599	0.0	0.0	0.03429	0.56216	0.10874	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85204	0.4921	0.0	0.02704	0.0	0.00045	0.0	0.0	0.0	0.0	0.31613	0.0	0.0	0.06528	0.16831	0.44883	0.0	0.0	0.0	0.17419	0.18668	0.15987	0.63422	0.0	0.0	0.0	0.0	0.0	0.18398	0.0	0.14663	0.07373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__GCF_000154425	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85204	0.4921	0.0	0.02704	0.0	0.00045	0.0	0.0	0.0	0.0	0.31613	0.0	0.0	0.06528	0.16831	0.44883	0.0	0.0	0.0	0.17419	0.18668	0.15987	0.63422	0.0	0.0	0.0	0.0	0.0	0.18398	0.0	0.14663	0.07373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
