run_accession	library_name	read_count	fastq_ftp
SRR5950422	MSM9VZOY_MTX	7326316	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950422/SRR5950422_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950422/SRR5950422_2.fastq.gz
SRR5950423	MSM9VZMU_MTX	10941417	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950423/SRR5950423_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950423/SRR5950423_2.fastq.gz
SRR5950424	PSM7J15Q_MTX	5163661	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950424/SRR5950424_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950424/SRR5950424_2.fastq.gz
SRR5950425	CSM7KORG_MTX	4456248	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950425/SRR5950425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950425/SRR5950425_2.fastq.gz
SRR5950426	MSM7J16J_MTX	9885500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950426/SRR5950426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950426/SRR5950426_2.fastq.gz
SRR5950427	PSM7J15A_MTX	8072959	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950427/SRR5950427_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950427/SRR5950427_2.fastq.gz
SRR5950428	MSM79H8L_MTX	4247005	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950428/SRR5950428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950428/SRR5950428_2.fastq.gz
SRR5950429	MSMB4LZ4_MTX	21267316	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950429/SRR5950429_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950429/SRR5950429_2.fastq.gz
SRR5950430	CSM7KOTQ_MTX	13171539	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950430/SRR5950430_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950430/SRR5950430_2.fastq.gz
SRR5950431	PSM7J14X_MTX	6317755	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950431/SRR5950431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950431/SRR5950431_2.fastq.gz
SRR5950432	HSM7J4OP_MTX	6414249	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950432/SRR5950432_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950432/SRR5950432_2.fastq.gz
SRR5950433	HSM7J4NS_MTX	6207008	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950433/SRR5950433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950433/SRR5950433_2.fastq.gz
SRR5950434	CSM7KORK_MTX	6265565	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950434/SRR5950434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950434/SRR5950434_2.fastq.gz
SRR5950435	MSM9VZFR_MTX	6935900	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950435/SRR5950435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950435/SRR5950435_2.fastq.gz
SRR5950436	HSM7J4OE_MTX	2090497	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950436/SRR5950436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950436/SRR5950436_2.fastq.gz
SRR5950437	MSM9VZLN_MTX	2835411	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950437/SRR5950437_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950437/SRR5950437_2.fastq.gz
SRR5950438	CSM9X1ZC_MTX	5185568	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950438/SRR5950438_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950438/SRR5950438_2.fastq.gz
SRR5950439	MSMA26DO_MTX	10470680	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950439/SRR5950439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950439/SRR5950439_2.fastq.gz
SRR5950440	HSMA33MG_MTX	6620828	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950440/SRR5950440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950440/SRR5950440_2.fastq.gz
SRR5950441	HSMA33L1_MTX	4234370	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950441/SRR5950441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950441/SRR5950441_2.fastq.gz
SRR5950442	MSM9VZIU_MTX	12460909	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950442/SRR5950442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950442/SRR5950442_2.fastq.gz
SRR5950443	MSMA26ET_MTX	14055949	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950443/SRR5950443_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950443/SRR5950443_2.fastq.gz
SRR5950444	HSMA33MS_MTX	7693093	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950444/SRR5950444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950444/SRR5950444_2.fastq.gz
SRR5950445	MSM9VZHT_MTX	15722637	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950445/SRR5950445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950445/SRR5950445_2.fastq.gz
SRR5950446	PSMA2675_MTX	9675744	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950446/SRR5950446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950446/SRR5950446_2.fastq.gz
SRR5950447	HSMA33PL_MTX	4095526	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950447/SRR5950447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950447/SRR5950447_2.fastq.gz
SRR5950448	MSM9VZPL_MTX	12304343	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950448/SRR5950448_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950448/SRR5950448_2.fastq.gz
SRR5950449	CSMAG78W_MTX	8078154	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950449/SRR5950449_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950449/SRR5950449_2.fastq.gz
SRR5950450	HSM7J4O9_MTX	5867788	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950450/SRR5950450_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950450/SRR5950450_2.fastq.gz
SRR5950451	PSM7J161_MTX	6481668	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950451/SRR5950451.fastq.gz
SRR5950452	HSM7J4OT_MTX	424411	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950452/SRR5950452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950452/SRR5950452_2.fastq.gz
SRR5950453	MSM9VZOK_MTX	12279059	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950453/SRR5950453_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950453/SRR5950453_2.fastq.gz
SRR5950454	MSM9VZNX_MTX	11038933	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950454/SRR5950454_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950454/SRR5950454_2.fastq.gz
SRR5950455	CSM7KOTU_MTX	18466454	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950455/SRR5950455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950455/SRR5950455_2.fastq.gz
SRR5950456	CSM7KOTK_MTX	4258805	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950456/SRR5950456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950456/SRR5950456_2.fastq.gz
SRR5950457	CSM7KOOF_MTX	12321519	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950457/SRR5950457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950457/SRR5950457_2.fastq.gz
SRR5950458	MSMA26DI_MTX	14600105	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950458/SRR5950458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950458/SRR5950458_2.fastq.gz
SRR5950459	PSMA266Q_MTX	4872723	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950459/SRR5950459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950459/SRR5950459_2.fastq.gz
SRR5950460	CSM9X21J_MTX	13884537	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950460/SRR5950460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950460/SRR5950460_2.fastq.gz
SRR5950461	MSMA26BB_MTX	16289672	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950461/SRR5950461_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950461/SRR5950461_2.fastq.gz
SRR5950462	HSMA33NQ_MTX	3134281	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950462/SRR5950462_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950462/SRR5950462_2.fastq.gz
SRR5950463	MSMA26EL_MTX	5331683	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950463/SRR5950463_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950463/SRR5950463_2.fastq.gz
SRR5950464	MSMA26AZ_MTX	10710617	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950464/SRR5950464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950464/SRR5950464_2.fastq.gz
SRR5950465	HSMA33ME_MTX	6684663	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950465/SRR5950465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950465/SRR5950465_2.fastq.gz
SRR5950466	CSM9X21T_MTX	12102360	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950466/SRR5950466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950466/SRR5950466_2.fastq.gz
SRR5950467	MSM9VZGY_MTX	13825963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950467/SRR5950467_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950467/SRR5950467_2.fastq.gz
SRR5950468	MSM9VZI2_MTX	8344307	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950468/SRR5950468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950468/SRR5950468_2.fastq.gz
SRR5950469	CSM9X213_MTX	7986786	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950469/SRR5950469_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950469/SRR5950469_2.fastq.gz
SRR5950470	MSM9VZLV_MTX	2139685	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950470/SRR5950470_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950470/SRR5950470_2.fastq.gz
SRR5950484	CSM7KOPK_MGX	9085292	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950484/SRR5950484_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950484/SRR5950484_2.fastq.gz
SRR5950485	CSM7KOPW_MGX	5690068	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950485/SRR5950485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950485/SRR5950485_2.fastq.gz
SRR5950486	CSM7KOO9_MGX	9427193	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950486/SRR5950486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950486/SRR5950486_2.fastq.gz
SRR5950487	HSM7J4HK_MGX	9233802	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950487/SRR5950487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950487/SRR5950487_2.fastq.gz
SRR5950488	CSM7KOOZ_MGX	15559449	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950488/SRR5950488_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950488/SRR5950488_2.fastq.gz
SRR5950489	MSMA26BF_MGX	10650728	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950489/SRR5950489_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950489/SRR5950489_2.fastq.gz
SRR5950490	CSMAG78W_MGX	10654053	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950490/SRR5950490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950490/SRR5950490_2.fastq.gz
SRR5950491	MSM9VZMW_MGX	11325512	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950491/SRR5950491_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950491/SRR5950491_2.fastq.gz
SRR5950492	MSM7J16L_MGX	15423903	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950492/SRR5950492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950492/SRR5950492_2.fastq.gz
SRR5950493	CSM7KOSJ_MGX	2909162	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950493/SRR5950493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950493/SRR5950493_2.fastq.gz
SRR5950494	PSM7J16F_MGX	9842340	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950494/SRR5950494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950494/SRR5950494_2.fastq.gz
SRR5950495	PSMA264O_MGX	11667569	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950495/SRR5950495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950495/SRR5950495_2.fastq.gz
SRR5950496	PSM7J15G_MGX	11954441	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950496/SRR5950496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950496/SRR5950496_2.fastq.gz
SRR5950497	HSMA33IG_MGX	10332764	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950497/SRR5950497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950497/SRR5950497_2.fastq.gz
SRR5950498	HSMA33NY_MGX	10499172	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950498/SRR5950498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950498/SRR5950498_2.fastq.gz
SRR5950499	MSMA26ER_MGX	5098677	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950499/SRR5950499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950499/SRR5950499_2.fastq.gz
SRR5950500	HSM7J4I7_MGX	9847404	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950500/SRR5950500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950500/SRR5950500_2.fastq.gz
SRR5950501	CSM7KOOX_MGX	11349816	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950501/SRR5950501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950501/SRR5950501_2.fastq.gz
SRR5950502	CSMAH393_MGX	10702348	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950502/SRR5950502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950502/SRR5950502_2.fastq.gz
SRR5950503	CSM7KOOP_MGX	12589703	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950503/SRR5950503_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950503/SRR5950503_2.fastq.gz
SRR5950504	CSM7KOPM_MGX	11201559	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950504/SRR5950504_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950504/SRR5950504_2.fastq.gz
SRR5950505	PSM7J127_MGX	15204535	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950505/SRR5950505_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950505/SRR5950505_2.fastq.gz
SRR5950506	MSM79H85_MGX	17512702	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950506/SRR5950506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950506/SRR5950506_2.fastq.gz
SRR5950507	CSM7KOOL_MGX	7530883	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950507/SRR5950507_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950507/SRR5950507_2.fastq.gz
SRR5950508	CSM7KONK_MGX	12549495	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950508/SRR5950508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950508/SRR5950508_2.fastq.gz
SRR5950509	CSM7KOSV_MGX	11814021	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950509/SRR5950509_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950509/SRR5950509_2.fastq.gz
SRR5950510	HSM7J4NC_MGX	9604708	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950510/SRR5950510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950510/SRR5950510_2.fastq.gz
SRR5950511	PSM7J1DL_MGX	9838487	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950511/SRR5950511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950511/SRR5950511_2.fastq.gz
SRR5950512	MSMA26BJ_MGX	10429510	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950512/SRR5950512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950512/SRR5950512_2.fastq.gz
SRR5950513	HSMA33LZ_MGX	16962338	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950513/SRR5950513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950513/SRR5950513_2.fastq.gz
SRR5950514	CSM9X22S_MGX	9935901	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950514/SRR5950514_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950514/SRR5950514_2.fastq.gz
SRR5950515	MSMA26BH_MGX	10200791	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950515/SRR5950515_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950515/SRR5950515_2.fastq.gz
SRR5950516	CSM9X222_MGX	10069991	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950516/SRR5950516_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950516/SRR5950516_2.fastq.gz
SRR5950517	PSMA267F_MGX	15142379	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950517/SRR5950517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950517/SRR5950517_2.fastq.gz
SRR5950518	MSMA26BV_MGX	7704647	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950518/SRR5950518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950518/SRR5950518_2.fastq.gz
SRR5950519	MSM9VZH7_MGX	6555421	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950519/SRR5950519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950519/SRR5950519_2.fastq.gz
SRR5950520	MSM79HA7_MGX	15797767	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950520/SRR5950520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950520/SRR5950520_2.fastq.gz
SRR5950521	CSM9X233_MGX	9650670	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950521/SRR5950521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950521/SRR5950521_2.fastq.gz
SRR5950522	HSMA33QM_MGX	14368329	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950522/SRR5950522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950522/SRR5950522_2.fastq.gz
SRR5950523	CSM7KORO_MGX	3959416	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950523/SRR5950523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950523/SRR5950523_2.fastq.gz
SRR5950524	MSM9VZFN_MGX	10919648	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950524/SRR5950524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950524/SRR5950524_2.fastq.gz
SRR5950525	PSM7J17T_MGX	8871069	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950525/SRR5950525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950525/SRR5950525_2.fastq.gz
SRR5950526	CSM7KOMH_MGX	18618443	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950526/SRR5950526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950526/SRR5950526_2.fastq.gz
SRR5950527	CSM7KOOD_MGX	10482887	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950527/SRR5950527_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950527/SRR5950527_2.fastq.gz
SRR5950528	HSM7J4O1_MGX	15048314	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950528/SRR5950528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950528/SRR5950528_2.fastq.gz
SRR5950529	PSM7J129_MGX	927	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950529/SRR5950529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950529/SRR5950529_2.fastq.gz
SRR5950530	CSM7KOOR_MGX	2258	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950530/SRR5950530_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/000/SRR5950530/SRR5950530_2.fastq.gz
SRR5950531	MSM79H7W_MGX	12407642	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950531/SRR5950531_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/001/SRR5950531/SRR5950531_2.fastq.gz
SRR5950532	MSM9VZLL_MGX	15229050	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950532/SRR5950532_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/002/SRR5950532/SRR5950532_2.fastq.gz
SRR5950533	CSM7KOTO_MGX	9631401	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950533/SRR5950533_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/003/SRR5950533/SRR5950533_2.fastq.gz
SRR5950534	CSM7KOTA_MGX	13799178	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950534/SRR5950534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/004/SRR5950534/SRR5950534_2.fastq.gz
SRR5950535	HSMA33PX_MGX	11131964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950535/SRR5950535_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/005/SRR5950535/SRR5950535_2.fastq.gz
SRR5950536	CSM9X21N_MGX	15264849	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950536/SRR5950536_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/006/SRR5950536/SRR5950536_2.fastq.gz
SRR5950537	HSMA33PN_MGX	12354858	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950537/SRR5950537_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/007/SRR5950537/SRR5950537_2.fastq.gz
SRR5950538	MSMA2688_MGX	9755580	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950538/SRR5950538_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/008/SRR5950538/SRR5950538_2.fastq.gz
SRR5950539	CSMAIG7X_MGX	7107253	ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950539/SRR5950539_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR595/009/SRR5950539/SRR5950539_2.fastq.gz
