clade_name	reERR4183438_taxonomic_profile	reERR4183439_taxonomic_profile	reERR4183440_taxonomic_profile	reERR4183441_taxonomic_profile	reERR4183442_taxonomic_profile	reERR4183443_taxonomic_profile	reERR4183444_taxonomic_profile	reERR4183445_taxonomic_profile	reERR4183446_taxonomic_profile	reERR4183447_taxonomic_profile	reERR4183448_taxonomic_profile	reERR4183449_taxonomic_profile	reERR4183450_taxonomic_profile	reERR4183451_taxonomic_profile	reERR4183452_taxonomic_profile	reERR4183453_taxonomic_profile	reERR4183454_taxonomic_profile	reERR4183455_taxonomic_profile	reERR4183456_taxonomic_profile	reERR4183457_taxonomic_profile	reERR4183458_taxonomic_profile	reERR4183459_taxonomic_profile	reERR4183460_taxonomic_profile	reERR4183461_taxonomic_profile	reERR4183462_taxonomic_profile	reERR4183463_taxonomic_profile	reERR4183464_taxonomic_profile	reERR4183465_taxonomic_profile	reERR4183466_taxonomic_profile	reERR4183467_taxonomic_profile	reERR4183468_taxonomic_profile	reERR4183469_taxonomic_profile	reERR4183470_taxonomic_profile	reERR4183471_taxonomic_profile	reERR4183472_taxonomic_profile	reERR4183473_taxonomic_profile	reERR4183474_taxonomic_profile	reERR4183475_taxonomic_profile	reERR4183476_taxonomic_profile	reERR4183477_taxonomic_profile	reERR4183478_taxonomic_profile	reERR4183479_taxonomic_profile	reERR4183480_taxonomic_profile	reERR4183481_taxonomic_profile	reERR4183482_taxonomic_profile	reERR4183483_taxonomic_profile	reERR4183484_taxonomic_profile	reERR4183485_taxonomic_profile	reERR4183486_taxonomic_profile	reERR4183487_taxonomic_profile	reERR4183488_taxonomic_profile	reERR4183489_taxonomic_profile	reERR4183490_taxonomic_profile	reERR4183491_taxonomic_profile	reERR4183492_taxonomic_profile	reERR4183493_taxonomic_profile	reERR4183494_taxonomic_profile	reERR4183495_taxonomic_profile	reERR4183496_taxonomic_profile	reERR4183497_taxonomic_profile	reERR4183498_taxonomic_profile	reERR4183499_taxonomic_profile
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_cuniculi|t__Unclassified_Methanosphaera_cuniculi	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244486822160286	0	0	0	0.00969341870722106	0	0	0	0.0320832739198631	0	0	0	0	0	0	0	0	0.0154977356086305	0.0188347564038172	0	0	0	0.0122383105012353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Unclassified_Methanosphaera	0	0	0	0	0	0	0	0	0	0	0	0	0.0709113178760986	0.000244486822160286	0	0	0.0362064938098575	0.00969341870722106	0	0	0	0.0388168005450196	0.000933266760304432	0	0	0	0	0	0	0	0.0235335985168093	0.00941737820190859	0	0	0	0.0160627825328713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Unclassified_Methanosphaera|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000244486822160286	0	0	0	0.00969341870722106	0	0	0	0.0388168005450196	0	0	0	0	0	0	0	0	0.0235335985168093	0.00941737820190859	0	0	0	0.0160627825328713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Unclassified_Methanobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0.0146120291381052	0	0	0	0.00583975706610605	0.0026926163075614	0	0	0	0.00633743682367666	0.000466633380152216	0	0	0	0	0	0	0	0.00344394124636234	0	0	0	0	0.00267713042214522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Unclassified_Methanobacteriaceae|s__	0	0	0	0	0	0	0	0	0	0	0	0	0.0146120291381052	0	0	0	0.00583975706610605	0.0026926163075614	0	0	0	0.00633743682367666	0.000466633380152216	0	0	0	0	0	0	0	0.00344394124636234	0	0	0	0	0.00267713042214522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Unclassified_Methanobacteriaceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0026926163075614	0	0	0	0.00633743682367666	0	0	0	0	0	0	0	0	0.00344394124636234	0	0	0	0	0.00267713042214522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000366284265893074	0	0.000527356624917601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Unclassified_Thaumarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000366284265893074	0	0.000527356624917601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Unclassified_Thaumarchaeota|o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000366284265893074	0	0.000527356624917601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Unclassified_Thaumarchaeota|o__|f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000366284265893074	0	0.000527356624917601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Unclassified_Thaumarchaeota|o__|f__|g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000366284265893074	0	0.000527356624917601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Thaumarchaeota|c__Unclassified_Thaumarchaeota|o__|f__|g__|s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000366284265893074	0	0.000527356624917601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Unclassified_Archaea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035427324386753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Unclassified_Archaea|c__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035427324386753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Unclassified_Archaea|c__|o__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035427324386753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Unclassified_Archaea|c__|o__|f__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035427324386753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Unclassified_Archaea|c__|o__|f__|g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035427324386753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea|p__Unclassified_Archaea|c__|o__|f__|g__|s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035427324386753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	99.9628920684889	99.939879283304	99.9720005211784	99.8230855162666	99.9704988642063	99.9171871812557	99.9436756601544	99.9849197809023	99.8186235277961	99.9467859745454	99.8859583074564	99.7790337879364	99.5900036530073	99.9202972959757	99.902741673557	99.926740682653	99.7062602195749	99.6725778570005	99.9239571263036	99.8628747464122	99.8652112201448	99.6985756610739	99.8884746221436	99.8034388595612	99.8445638588767	99.9546546804975	99.95897616222	99.9674068615642	99.9411997363217	99.9691137578905	99.5677853735815	99.4977398292315	99.8188263353777	99.8705551947161	99.8344516651697	99.7043683119545	99.9641203220827	99.9644587321053	99.9728977703899	99.9356829455648	99.9330975139321	99.9347499219836	99.9687344497924	99.9467527142804	99.956030047504	99.9395947355897	99.9316882500137	99.9256546738692	99.8852313401989	99.8880614274481	99.8638407653582	99.8787354746188	99.9389298761618	99.9446610489247	99.940047616028	99.9160643321147	99.911856620102	99.9280277961615	99.9318534166993	99.7426444183764	99.5638031248334	99.8232032681337
k__Bacteria|p__Acidobacteria	0.000309232762592731	0	0	0	0	0	0	0	0.000473567812542917	0	0	0	0	0	0	0	0.000583975706610605	0	0.000362108922363847	0.000313071355223282	0.00102112712011518	0.000396089801479791	0	0	0	0	0	0	0.0002636783124588	0	0	0	0	0.000457402138812401	0	0	0	0	0	0	0.000355864287595283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397799373863786	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria	0.000309232762592731	0	0	0	0	0	0	0	0.000473567812542917	0	0	0	0	0	0	0	0.000583975706610605	0	0.000362108922363847	0.000313071355223282	0.00102112712011518	0.000396089801479791	0	0	0	0	0	0	0.0002636783124588	0	0	0	0	0.000457402138812401	0	0	0	0	0	0	0.000355864287595283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397799373863786	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales	0	0	0	0	0	0	0	0	0.000473567812542917	0	0	0	0	0	0	0	0.000583975706610605	0	0.000362108922363847	0.000313071355223282	0.00102112712011518	0.000396089801479791	0	0	0	0	0	0	0	0	0	0	0	0.000457402138812401	0	0	0	0	0	0	0.000355864287595283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397799373863786	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae	0	0	0	0	0	0	0	0	0.000473567812542917	0	0	0	0	0	0	0	0.000583975706610605	0	0.000362108922363847	0.000313071355223282	0.00102112712011518	0.000396089801479791	0	0	0	0	0	0	0	0	0	0	0	0.000457402138812401	0	0	0	0	0	0	0.000355864287595283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397799373863786	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidicapsa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000362108922363847	0	0.00102112712011518	0	0	0	0	0	0	0	0	0	0	0	0	0.000457402138812401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidicapsa|s__Acidicapsa_borealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457402138812401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidicapsa|s__Acidicapsa_borealis|t__Unclassified_Acidicapsa_borealis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000457402138812401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidicapsa|s__Unclassified_Acidicapsa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000362108922363847	0	0.00102112712011518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Acidicapsa|s__Unclassified_Acidicapsa|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000362108922363847	0	0.00102112712011518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter	0	0	0	0	0	0	0	0	0.000473567812542917	0	0	0	0	0	0	0	0.000583975706610605	0	0	0	0	0.000396089801479791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter|s__Unclassified_Candidatus_Koribacter	0	0	0	0	0	0	0	0	0.000473567812542917	0	0	0	0	0	0	0	0.000583975706610605	0	0	0	0	0.000396089801479791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Candidatus_Koribacter|s__Unclassified_Candidatus_Koribacter|t__	0	0	0	0	0	0	0	0	0.000473567812542917	0	0	0	0	0	0	0	0	0	0	0	0	0.000396089801479791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313071355223282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355864287595283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Unclassified_Terriglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313071355223282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355864287595283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Terriglobus|s__Unclassified_Terriglobus|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000313071355223282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000355864287595283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Unclassified_Acidobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397799373863786	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Unclassified_Acidobacteriaceae|s__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397799373863786	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__Acidobacteriales|f__Acidobacteriaceae|g__Unclassified_Acidobacteriaceae|s__|t__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397799373863786	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__DA023	0.000309232762592731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002636783124588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__DA023|f__Unclassified_DA023	0.000309232762592731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002636783124588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__DA023|f__Unclassified_DA023|g__	0.000309232762592731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002636783124588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Acidobacteria|c__Acidobacteria|o__DA023|f__Unclassified_DA023|g__|s__	0.000309232762592731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002636783124588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Actinobacteria	0.296244986563836	2.78313768357017	0.665334150215818	0.893007774206051	0.207819112146929	5.15528010646669	1.89404397716103	0.298537218747524	1.18249882791966	5.37326079956615	3.1904193986293	1.90308038267653	0.651954358897222	1.4583638941861	3.1812692955166	3.28428742416113	3.51903760803551	1.26660671107689	0.56851100811124	0.940779422445964	0.879190450419173	1.25956556870574	0.881937088487688	0.801290772831025	1.31422843402846	1.13661187716383	0.847215507010681	5.27477432794366	2.11760052735662	0.445644350437509	0.949379803580551	0.806755399296836	2.72546784085548	1.58444100884616	1.50930769095296	1.39057803070286	3.80046448885366	0.807523221895983	0.866367939869187	2.15214759071439	2.38500245546358	2.39496155919317	1.83674098473272	1.79762836589405	1.58415109226293	1.66022954000476	5.80321101755283	5.84638990169017	0.861864265172769	0.985244460890883	1.81306770338786	2.05200666427653	0.137202385842686	1.66394164256068	1.71325466504488	1.29165456693571	1.31146665242127	0.861598279285241	0.896127570403939	0.408177922482105	0.75187969924812	1.05797409386664
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109885279767922	0	0.0010547132498352	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440359862079291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000851832291258497	0	0	0
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00109885279767922	0	0.0010547132498352	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000440359862079291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000851832291258497	0	0	0
k__Bacteria|p__Actinobacteria|c__Acidimicrobiia|o__Acidimicrobiales|f__Acidimicrobiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000732568531786149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
