clade_name	NCBI_tax_id	reSRR9320199_taxonomic_profile	reSRR9320198_taxonomic_profile	reSRR9320197_taxonomic_profile	reSRR9320196_taxonomic_profile	reSRR9320195_taxonomic_profile	reSRR9320194_taxonomic_profile	reSRR9320193_taxonomic_profile	reSRR9320192_taxonomic_profile	reSRR9320191_taxonomic_profile	reSRR9320188_taxonomic_profile	reSRR9320187_taxonomic_profile
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Thiomonas|s__Thiomonas_sp_X19	2|1224|28216|80840|40968858|32012|1050370	0.036836093473605794	0.0554111081263505	0.02036960561503841	0.10543087246972498	0.13686921633817314	0.07142864380379525	0.06599657776478801	0	0.06532183856573222	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiales_unclassified|g__Thiomonas|s__Thiomonas_sp_X19|t__SGB22416	2|1224|28216|80840|40968858|32012|1050370|SGB22416	0.036836093473605794	0.0554111081263505	0.02036960561503841	0.10543087246972498	0.13686921633817314	0.07142864380379525	0.06599657776478801	0	0.06532183856573222	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Ferrovales	2|1224|28216|1442155	0.9404603649436314	1.263580075053018	0.8621610383528302	1.5619820709529433	1.5846583670775558	0.09278997650250786	0.09230888097291856	0	0.097771333972715	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Ferrovales|f__Ferrovaceae	2|1224|28216|1442155|1442156	0.9404603649436314	1.263580075053018	0.8621610383528302	1.5619820709529433	1.5846583670775558	0.09278997650250786	0.09230888097291856	0	0.097771333972715	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Ferrovales|f__Ferrovaceae|g__Ferrovum	2|1224|28216|1442155|1442156|416212	0.9404603649436314	1.263580075053018	0.8621610383528302	1.5619820709529433	1.5846583670775558	0.09278997650250786	0.09230888097291856	0	0.097771333972715	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Ferrovales|f__Ferrovaceae|g__Ferrovum|s__Ferrovum_myxofaciens	2|1224|28216|1442155|1442156|416212|416213	0.6556123959229639	0.8912588971632265	0.6003733874659688	1.2011051771316854	1.4449928868782995	0.09278997650250786	0.09230888097291856	0	0.097771333972715	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Ferrovales|f__Ferrovaceae|g__Ferrovum|s__Ferrovum_myxofaciens|t__SGB9504	2|1224|28216|1442155|1442156|416212|416213|SGB9504	0.6556123959229639	0.8912588971632265	0.6003733874659688	1.2011051771316854	1.4449928868782995	0.09278997650250786	0.09230888097291856	0	0.097771333972715	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Ferrovales|f__Ferrovaceae|g__Ferrovum|s__Ferrovum_sp_JA12	2|1224|28216|1442155|1442156|416212|1356299	0.2848479690206675	0.3723211778897916	0.2617876508868613	0.36087689382125787	0.13966548019925612	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Ferrovales|f__Ferrovaceae|g__Ferrovum|s__Ferrovum_sp_JA12|t__SGB9502	2|1224|28216|1442155|1442156|416212|1356299|SGB9502	0.2848479690206675	0.3723211778897916	0.2617876508868613	0.36087689382125787	0.13966548019925612	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales	2|1224|28216|32003	0.019416766026517804	0.01918925262054236	0.016632687226930908	0.017369096565470213	0.041833849615986636	0.02247283279475188	0.03830408271777313	0.06085529920177937	0.03641624054844226	0.02190955025417076	0.059301122567550185
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Nitrosomonadales|f__Gallionellaceae	2|1224|28216|32003|90627	0.0003106807172012185	0.0004881351213581048	0.0004104689789634541	0.0017850303921953265	0.0015964350855505436	0	0	0	0	0.0003601503821019513	0.0016236704997948006
