sample	SGB	bin_name	real_tax	reconstructed_tax	abundance_real	abundance_reconstructed	real_org_id
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0402	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.51	2|976|200643|171549|2005473	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__HGM05190|s__	0.3164	0.340765614245678	BIN_UNKNOWN_283_Muribaculaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0690	NA	2|976|200643|171549	NA	0.1678	NA	BIN_UNKNOWN_17_Bacteroidales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0665	NA	2|1239|186801|186802|216572|2048137	NA	0.1152	NA	BIN_UNKNOWN_724_Agathobaculum
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0163	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.86	2|1239|526524|526525|128827	k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__|s__	1.7608	1.81061662346125	BIN_UNKNOWN_659_Erysipelotrichaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0659	NA	2|1239|91061	NA	0.4006	NA	BIN_UNKNOWN_236_Bacilli
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0782	NA	2|976|200643|171549	NA	0.1316	NA	BIN_UNKNOWN_35_Bacteroidales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0326	NA	2|32066|203490|203491|203492	NA	0.9754	NA	BIN_UNKNOWN_650_Fusobacteriaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0156	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.110	2|1239|186801	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Christensenellales|f__CAG-917|g__HGM11377|s__	0.5227	0.532046300044146	BIN_UNKNOWN_733_Clostridia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0832	NA	2|1239|526524|526525|128827|1937008	NA	0.1899	NA	BIN_UNKNOWN_536_Dubosiella
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0348	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.79	2|134625|1921781	k__Bacteria|p__Verrucomicrobiota|c__Kiritimatiellae|o__LD1-PB3|f__Lenti-01|g__RGIG3636|s__	1.6447	1.74796162869429	BIN_UNKNOWN_397_Kiritimatiellae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0343	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.12	2|1239|186801	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__CAG-272|g__|s__	1.4655	1.55931152573788	BIN_UNKNOWN_689_Clostridia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0909	NA	2|201174|84998|84999|84107|102106	NA	0.384	NA	BIN_UNKNOWN_794_Collinsella
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0454	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.102	2|1239|186801|186802|186803	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ventrimonas|s__	0.9874	1.04897920984634	BIN_UNKNOWN_457_Lachnospiraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_1023	NA	2|1239|186801|186802|216572|2172004	NA	0.2068	NA	BIN_UNKNOWN_476_Lawsonibacter
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0950	NA	2|1224|28216|80840|995019|40544	NA	0.2989	NA	BIN_UNKNOWN_474_Sutterella
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0188	NA	2|976|200643|1970189|1573805	NA	0.3584	NA	BIN_UNKNOWN_799_Marinifilaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0475	NA	2|1239|186801|186802|186803|2005355	NA	0.1747	NA	BIN_UNKNOWN_665_Faecalimonas
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0695	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.73	2|1239|186801|186802|186807	k__Bacteria|p__Firmicutes_B|c__Peptococcia|o__Peptococcales|f__Peptococcaceae|g__UMGS1590|s__UMGS1590 sp900553245	1.1842	1.27106639604314	BIN_UNKNOWN_240_Peptococcaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0692	NA	2|1239|186801	NA	0.2111	NA	BIN_UNKNOWN_792_Clostridia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0753	NA	2|203691|203692|136|2845253	NA	0.1891	NA	BIN_UNKNOWN_751_Treponemataceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0367	NA	2|1239|91061	NA	0.1038	NA	BIN_UNKNOWN_530_Bacilli
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0550	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.58	2|1224|1236|135624|83763	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Succinivibrionaceae|g__Anaerobiospirillum_A|s__Anaerobiospirillum_A thomasii	1.6145	1.70330102843783	BIN_UNKNOWN_170_Succinivibrionaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0177	NA	2|1239|526524|526525|128827|1918536	NA	0.4069	NA	BIN_UNKNOWN_728_Longicatena
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0536	NA	2|1239|186801	NA	0.232	NA	BIN_UNKNOWN_90_Clostridia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0332	NA	2|1239|526524|526525|128827|1854458	NA	0.5334	NA	BIN_UNKNOWN_795_Breznakia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0847	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.76	2|976|200643|171549	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__UBA932|g__Cryptobacteroides|s__Cryptobacteroides sp900544195	2.9889	3.20612282373033	BIN_UNKNOWN_252_Bacteroidales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0058	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.107	2|203691|203692|136|2791015	k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Sphaerochaetales|f__Sphaerochaetaceae|g__Ornithospirochaeta|s__	1.0541	1.10768744592496	BIN_UNKNOWN_605_Sphaerochaetaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0363	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.81	2|1239|186801|186802|216572	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__CAG-83|s__	2.1409	2.28781134385443	BIN_UNKNOWN_715_Oscillospiraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0191	NA	2|1239|186801|186802|186803	NA	0.2895	NA	BIN_UNKNOWN_721_Lachnospiraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0744	NA	2|1239|186801	NA	0.2808	NA	BIN_UNKNOWN_835_Clostridia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_1019	NA	2|1239|909932|1843488|909930|904	NA	0.1658	NA	BIN_UNKNOWN_606_Acidaminococcus
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0672	NA	2|976|200643|171549|815|816	NA	1.28	NA	BIN_UNKNOWN_779_Bacteroides
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0897	NA	2|1239|526524|526525|128827|118747	NA	0.2635	NA	BIN_UNKNOWN_666_Bulleidia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0224	NA	2|976|200643|171549	NA	0.0817	NA	BIN_UNKNOWN_683_Bacteroidales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0143	NA	2|203691|203692|136|2791015	NA	0.3065	NA	BIN_UNKNOWN_821_Sphaerochaetaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0517	NA	2|201174|84998|84999|1643824	NA	0.2449	NA	BIN_UNKNOWN_649_Atopobiaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0458	NA	2|1239|186801|186802|186803	NA	0.3064	NA	BIN_UNKNOWN_678_Lachnospiraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0790	NA	2|1239|186801|186802|216572|1940255	NA	0.0641	NA	BIN_UNKNOWN_720_Fournierella
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0479	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.105	2|1239|186801|186802|186803|1924081	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Bariatricus|s__	1.0711	1.13987574279309	BIN_UNKNOWN_686_Bariatricus
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0009	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.70	2|1239|186801|186802|216572|1918385	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__Acutalibacter|s__	1.4029	1.50030174789812	BIN_UNKNOWN_555_Acutalibacter
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0697	NA	2|1239|186801|186802|216572|1935176	NA	0.4516	NA	BIN_UNKNOWN_644_Angelakisella
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0078	NA	2|1239|186801|186802|216572|52784	NA	0.1372	NA	BIN_UNKNOWN_679_Anaerofilum
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0989	NA	2|1224|28221|213115|194924|872	NA	0.299	NA	BIN_UNKNOWN_737_Desulfovibrio
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0850	NA	2|1239|186801|186802|216572	NA	0.1322	NA	BIN_UNKNOWN_303_Oscillospiraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0448	NA	2|976|200643|171549	NA	0.153	NA	BIN_UNKNOWN_442_Bacteroidales
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_1024	NA	2|1239|186801|186802|216572|1918385	NA	0.2376	NA	BIN_UNKNOWN_581_Acutalibacter
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0822	NA	2|1239|91061|186826|33958|2767887	NA	0.0973	NA	BIN_UNKNOWN_554_Ligilactobacillus
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0495	NA	2|32066|203490|203491|203492	NA	0.8725	NA	BIN_UNKNOWN_669_Fusobacteriaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0921	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.20	2|1239|186801|186802|216572	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Pseudoscilispira|s__	0.748	0.799332611234456	BIN_UNKNOWN_261_Oscillospiraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0560	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.75	2|1239|186801|186802	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Intestinimonas|s__	1.9476	2.0650077551984	BIN_UNKNOWN_612_Intestinimonas
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0202	NA	2|1239|91061|186826|186828|117563	NA	0.3613	NA	BIN_UNKNOWN_855_Granulicatella
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0978	NA	2|1239|186801|186802|186803|1769710	NA	0.3342	NA	BIN_UNKNOWN_164_Sellimonas
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0436	NA	2|1239|186801|186802|216572	NA	0.273	NA	BIN_UNKNOWN_600_Oscillospiraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0411	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.25	2|976|200643|171549|2005473|2518497	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Paramuribaculum|s__	0.395	0.418949639552526	BIN_UNKNOWN_201_Paramuribaculum
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0306	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.42	2|1239|526524|526525|128827|174708	k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Allobaculum|s__	0.3104	0.333456869359184	BIN_UNKNOWN_364_Allobaculum
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0432	NA	2|1239|186801|186802|186803	NA	2.7575	NA	BIN_UNKNOWN_762_Lachnospiraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0205	NA	2|1239|186801|186802|216572|2591381	NA	0.049	NA	BIN_UNKNOWN_534_Dysosmobacter
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0371	NA	2|976|200643|171549|2005473	NA	0.2285	NA	BIN_UNKNOWN_837_Muribaculaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0558	NA	2|1239|186801	NA	0.1656	NA	BIN_UNKNOWN_173_Clostridia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0828	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.27	2|1239|186801	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Christensenellales|f__CAG-917|g__HGM11377|s__HGM11377 sp900755035	0.5223	0.547719835677738	BIN_UNKNOWN_232_Clostridia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0775	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.34	2|1239|186801	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Acutalibacteraceae|g__RGIG3926|s__	0.3644	0.382203498933855	BIN_UNKNOWN_16_Clostridia
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0120	NA	2|32066|203490|203491|203492	NA	0.0295	NA	BIN_UNKNOWN_785_Fusobacteriaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0925	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.83	2|204428|204429|51291|809	k__Bacteria|p__Chlamydiota|c__Chlamydiia|o__Chlamydiales|f__Chlamydiaceae|g__|s__	1.0552	0.962763930905175	BIN_UNKNOWN_461_Chlamydiaceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	sgb_0185	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.8	2|1239|186801|186802|186803	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Ruminococcus_B|s__	3.0638	3.14484343761627	BIN_UNKNOWN_824_Lachnospiraceae
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_018292205.1_ASM1829220v1	NA	2|976|200643|171549|815|816|47678|47678.1	NA	0.2509	NA	Bacteroides_caccae.GCF_018292205.1_ASM1829220v1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_002160355.1_ASM216035v1	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.62	2|1239|186801|186802|31979|580596|501571|501571.1	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Butyricicoccaceae|g__Butyricicoccus|s__Butyricicoccus pullicaecorum	0.6414	0.686333870376712	Butyricicoccus_pullicaecorum.GCF_002160355.1_ASM216035v1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_024622975.1_ASM2462297v1	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.63	2|1239|186801|186802|186803|572511|1796615|1796615.1	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Blautia_A|s__Blautia_A caecimuris	0.4176	0.427169683731894	Blautia_caecimuris.GCF_024622975.1_ASM2462297v1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_003149245.1_ASM314924v1	NA	2|1239|186801|186802|186803|2005359|1544|1544.1	NA	0.1847	NA	Faecalicatena_orotica.GCF_003149245.1_ASM314924v1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_020735465.1_ASM2073546v1	NA	2|201174|84998|84999|84107|102106|147206|147206.1	NA	1.0802	NA	Collinsella_stercoris.GCF_020735465.1_ASM2073546v1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_000373085.1_ASM37308v1	NA	2|976|200643|171549|815|909656|204516|204516.1	NA	0.0868	NA	Phocaeicola_massiliensis.GCF_000373085.1_ASM37308v1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_000389675.2_ASM38967v2	NA	2|1239|91061|186826|33958|1578|1579|1579.1	NA	0.381	NA	Lactobacillus_acidophilus.GCF_000389675.2_ASM38967v2
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_016724805.1_ASM1672480v1	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.111	2|1224|28216|80840|995019|40544|40545|40545.1	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Sutterella|s__Sutterella wadsworthensis	1.0842	1.16951536077684	Sutterella_wadsworthensis.GCF_016724805.1_ASM1672480v1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_012273055.1_ASM1227305v1	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.6	2|976|200643|171549|2005525|375288|823|823.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides distasonis	0.4884	0.523631301805019	Parabacteroides_distasonis.GCF_012273055.1_ASM1227305v1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_008151785.1_ASM815178v1	NA	2|1239|186801|186802|186804|2743582|89152|89152.1	NA	0.5037	NA	Peptacetobacter_hiranonis.GCF_008151785.1_ASM815178v1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_000154525.1_ASM15452v1	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.104	2|976|200643|171549|815|816|46506|46506.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides stercoris	0.926	0.974455217759827	Bacteroides_stercoris.GCF_000154525.1_ASM15452v1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_902387545.1_UHGG_MGYG-HGUT-02478	NA	2|976|200643|171549|815|909656|357276|357276.1	NA	0.1471	NA	Phocaeicola_dorei.GCF_902387545.1_UHGG_MGYG-HGUT-02478
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_020463755.1_ASM2046375v1	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.31	2|1239|91061|186826|1300|1357|1358|1358.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus lactis	0.3547	0.3646346411601	Lactococcus_lactis.GCF_020463755.1_ASM2046375v1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_000307345.1_Para_merd_CL03T12C32_V1	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.100	2|976|200643|171549|2005525|375288|46503|46503.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides merdae	0.6849	0.725274681182396	Parabacteroides_merdae.GCF_000307345.1_Para_merd_CL03T12C32_V1
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_900475675.1_45473_D02	profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0.bin.61	2|1239|91061|186826|1300|1301|150055|150055.1	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus lutetiensis	0.7939	0.831688646776529	Streptococcus_lutetiensis.GCF_900475675.1_45473_D02
profile.n.150.size.7.5.k.100.sigma.1.0.up.0.5.mut_rate.0.0_sample_0	GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly	NA	2|1239|91061|186826|1300|1301|1335|1335.1	NA	0.1494	NA	Streptococcus_equinus.GCF_900102715.1_IMG-taxon_2608642168_annotated_assembly
