sample	SGB	bin_name	real_tax	reconstructed_tax	abundance_real	abundance_reconstructed	real_org_id
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0778	NA	2|1239|186801|186802|216572	NA	0.0562	NA	BIN_UNKNOWN_747_Oscillospiraceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0432	NA	2|1239|186801|186802|186803	NA	0.4051	NA	BIN_UNKNOWN_762_Lachnospiraceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0440	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.31	2|976|200643|171549|2005523	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae|g__RF16|s__	0.459	0.576318514267801	BIN_UNKNOWN_19_Paludibacteraceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0359	NA	2|1239|186801|186802|186803	NA	0.1554	NA	BIN_UNKNOWN_373_Lachnospiraceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0139	NA	2|200930|68337|191393|2945020|248038	NA	0.0936	NA	BIN_UNKNOWN_588_Mucispirillum
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0205	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.67	2|1239|186801|186802|216572|2591381	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Oscillospiraceae|g__Dysosmobacter|s__	0.773	0.96424650175922	BIN_UNKNOWN_534_Dysosmobacter
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0371	NA	2|976|200643|171549|2005473	NA	0.0533	NA	BIN_UNKNOWN_837_Muribaculaceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0288	NA	2|1239|91061	NA	0.1317	NA	BIN_UNKNOWN_108_Bacilli
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0558	NA	2|1239|186801	NA	0.0184	NA	BIN_UNKNOWN_173_Clostridia
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0828	NA	2|1239|186801	NA	0.0635	NA	BIN_UNKNOWN_232_Clostridia
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0742	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.121	2|65842|204430|218872|204431|832	k__Bacteria|p__Fibrobacterota|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter|s__Fibrobacter sp900142475	0.4618	0.584543833537496	BIN_UNKNOWN_361_Fibrobacter
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0827	NA	2|1239|186801|186802|31979	NA	0.0587	NA	BIN_UNKNOWN_156_Clostridiaceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0775	NA	2|1239|186801	NA	0.1317	NA	BIN_UNKNOWN_16_Clostridia
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0282	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.136	2|95818|2093818|2093819|2093822|2093823	k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanosynbacteraceae|g__Nanosynbacter|s__	0.4042	0.512634119224238	BIN_UNKNOWN_454_Nanosynbacter
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0168	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.100	2|1239|526524|526525|128827	k__Bacteria|p__Firmicutes|c__Bacilli|o__Erysipelotrichales|f__Erysipelotrichaceae|g__|s__	0.3808	0.461169142910181	BIN_UNKNOWN_377_Erysipelotrichaceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_1014	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.99	2|1239|186801|186802|186803	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Choladousia|s__	2.1055	2.63388035196513	BIN_UNKNOWN_755_Lachnospiraceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0335	NA	2|1239|186801|186802|216572	NA	0.2038	NA	BIN_UNKNOWN_635_Oscillospiraceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0162	NA	2|1224|28216|80840|995019|1980697	NA	0.0524	NA	BIN_UNKNOWN_172_Duodenibacillus
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0927	NA	2|201174|84998|84999|1643824|2847307	NA	0.0644	NA	BIN_UNKNOWN_431_Thermophilibacter
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0408	NA	2|976|200643|171549|2005473|2518497	NA	0.1112	NA	BIN_UNKNOWN_841_Paramuribaculum
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0683	NA	2|1224|28211	NA	0.1744	NA	BIN_UNKNOWN_421_Alphaproteobacteria
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0660	NA	2|1239|186801|186802|186803|207244	NA	0.0587	NA	BIN_UNKNOWN_316_Anaerostipes
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0462	NA	2|1239|186801|186802|186803|2005355	NA	0.0742	NA	BIN_UNKNOWN_462_Faecalimonas
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0176	NA	2|1239|526524|526525|128827	NA	0.2736	NA	BIN_UNKNOWN_182_Erysipelotrichaceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0925	NA	2|204428|204429|51291|809	NA	0.492	NA	BIN_UNKNOWN_461_Chlamydiaceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0774	NA	2|1239|186801	NA	0.2239	NA	BIN_UNKNOWN_711_Clostridia
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0533	NA	2|1239|186801	NA	0.4156	NA	BIN_UNKNOWN_203_Clostridia
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0121	NA	2|1239|91061	NA	0.197	NA	BIN_UNKNOWN_409_Bacilli
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0199	NA	2|1239|186801	NA	0.6918	NA	BIN_UNKNOWN_507_Clostridia
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0141	NA	2|1239|186801	NA	0.035	NA	BIN_UNKNOWN_815_Clostridia
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	sgb_0185	NA	2|1239|186801|186802|186803	NA	0.1576	NA	BIN_UNKNOWN_824_Lachnospiraceae
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_025567495.1_ASM2556749v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.130	2|1239|186801|186802|216572|2981634|2981726|2981726.1	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Oscillospirales|f__Ruminococcaceae|g__Ruminococcus_D|s__Ruminococcus_D bicirculans	0.2935	0.363606033081384	UNKNOWN_NEW_Hominimerdicola_aceti.GCF_025567495.1_ASM2556749v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_015207075.1_ASM1520707v1	NA	2|1117	NA	0.2744	NA	UNKNOWN_NEW_Zarconia_navalis.GCF_015207075.1_ASM1520707v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_024160205.1_ASM2416020v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.50	2|1239|186801|186802|186803|2982749|2949332|2949332.1	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Suipraeoptans|s__	0.3818	0.461924705282549	UNKNOWN_NEW_Aequitasia_blattaphilus.GCF_024160205.1_ASM2416020v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_023983615.1_ASM2398361v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.90	2|1117	k__Bacteria|p__Cyanobacteria|c__Cyanobacteriia|o__Cyanobacteriales|f__Geitlerinemaceae|g__Phormidium_A|s__	0.289	0.362161088557386	UNKNOWN_NEW_Phormidium_yuhuli.GCF_023983615.1_ASM2398361v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_024614185.1_ASM2461418v1	NA	2|201174|1760|85009|85015|1839|2854259|2854259.1	NA	0.0567	NA	UNKNOWN_NEW_Nocardioides_carbamazepini.GCF_024614185.1_ASM2461418v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_025527015.1_ASM2552701v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.125	2|1224|1236|91347|1903409|2997349|2978220|2978220.1	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Erwinia|s__	0.2449	0.31245935805458	UNKNOWN_NEW_Winslowiella_arboricola.GCF_025527015.1_ASM2552701v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_024112395.1_ASM2411239v1	NA	2|1224|1236|72274|135621|286|2853159|2853159.1	NA	0.4797	NA	UNKNOWN_NEW_Pseudomonas_pergaminensis.GCF_024112395.1_ASM2411239v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_024649945.1_ASM2464994v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.119	2|976|117743|200644|49546|237|2962567|2962567.1	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Flavobacteriaceae|g__Flavobacterium|s__Flavobacterium anhuiense_B	0.4229	0.499136516836313	UNKNOWN_NEW_Flavobacterium_panacis.GCF_024649945.1_ASM2464994v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_012940005.1_ASM1294000v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.89	2|1224|28216	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Rhodocyclaceae|g__Accumulibacter|s__Accumulibacter phosphatis_H	1.1743	1.49776901625588	UNKNOWN_NEW_Candidatus_Accumulibacter_contiguus.GCF_012940005.1_ASM1294000v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_023380245.1_ASM2338024v1	NA	2|1239|91061|186826|33958|2767878|2923363|2923363.1	NA	0.086	NA	UNKNOWN_NEW_Bombilactobacillus_thymidiniphilus.GCF_023380245.1_ASM2338024v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_018968705.1_ASM1896870v1	NA	2|1224|1236|72274|135621|286|2995658|2995658.1	NA	0.115	NA	UNKNOWN_NEW_Pseudomonas_lijiangensis.GCF_018968705.1_ASM1896870v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_025567465.1_ASM2556746v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.106	2|1239|186801|186802|186803|841|2981794|2981794.1	k__Bacteria|p__Firmicutes_A|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__RUG115|s__RUG115 sp900066395	0.6628	0.815106028754767	UNKNOWN_NEW_Roseburia_amylophila.GCF_025567465.1_ASM2556746v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_023347555.1_ASM2334755v1	NA	2|1224|1236|91347|1903410|71655|2914984|2914984.1	NA	0.0697	NA	UNKNOWN_NEW_Brenneria_tiliae.GCF_023347555.1_ASM2334755v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_024259865.1_ASM2425986v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.26	2|1224|1236|2975284|2975285|2975287|2919597|2919597.1	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__UBA7916|f__UBA1515|g__|s__	0.3956	0.490860153281233	UNKNOWN_NEW_Candidatus_Symchoanobacter_obligatus.GCF_024259865.1_ASM2425986v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_000789725.1_AZPAE14941	NA	2|1224|1236|72274|135621|286|2994495|2994495.1	NA	0.156	NA	UNKNOWN_NEW_Pseudomonas_paraeruginosa.GCF_000789725.1_AZPAE14941
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_025566025.1_ASM2556602v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.71	2|1224|1236|91347|543|83654|2926467|2926467.1	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Leclercia|s__Leclercia sp003024485	0.3073	0.377152558653553	UNKNOWN_NEW_Leclercia_tamurae.GCF_025566025.1_ASM2556602v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_023373525.1_ASM2337352v1	NA	2|201174|1760|85006|85020|43668|2942909|2942909.1	NA	0.0776	NA	UNKNOWN_NEW_Brachybacterium_kimchii.GCF_023373525.1_ASM2337352v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_025706525.1_ASM2570652v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.91	2|1224|1236|72274|135621|286|2951809|2951809.1	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas_E|s__	0.3458	0.408147329402056	UNKNOWN_NEW_Pseudomonas_mercuritolerans.GCF_025706525.1_ASM2570652v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_024273195.1_ASM2427319v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.13	2|1224|28211|356|2831106|46913|2952754|2952754.1	k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Devosiaceae|g__Devosia|s__	0.8154	1.03956139321531	UNKNOWN_NEW_Devosia_ureilytica.GCF_024273195.1_ASM2427319v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_025643095.1_ASM2564309v1	NA	2|1224|1236|72274|135621|286|2867264|2867264.1	NA	0.0869	NA	UNKNOWN_NEW_Pseudomonas_phytophila.GCF_025643095.1_ASM2564309v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_025567445.1_ASM2556744v1	NA	2|1239|186801|186802|186803|2981617|2981623|2981623.1	NA	0.1791	NA	UNKNOWN_NEW_Suonthocola_fibrivorans.GCF_025567445.1_ASM2556744v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_025917275.1_ASM2591727v1	NA	2|1224|1236|72274|135621|286|2979328|2979328.1	NA	0.2255	NA	UNKNOWN_NEW_Pseudomonas_agronomica.GCF_025917275.1_ASM2591727v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_023515995.1_ASM2351599v1	profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4.bin.69	2|201174|1760|85007|1762|1763|2943498|2943498.1	k__Bacteria|p__Actinobacteriota|c__Actinomycetia|o__Mycobacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__	0.3554	0.44210458338932	UNKNOWN_NEW_Candidatus_Mycobacterium_methanotrophicum.GCF_023515995.1_ASM2351599v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_024764795.1_ASM2476479v1	NA	2|1224|1236|91347|543|2726810|2926519|2926519.1	NA	0.0532	NA	UNKNOWN_NEW_Scandinavium_hiltneri.GCF_024764795.1_ASM2476479v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_011742925.1_ASM1174292v1	NA	2|976|768503|768507|2896860|2950415|2950420|2950420.1	NA	0.163	NA	UNKNOWN_NEW_Fibrivirga_algicola.GCF_011742925.1_ASM1174292v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_015207035.1_ASM1520703v1	NA	2|1117	NA	0.0743	NA	UNKNOWN_NEW_Romeriopsis_navalis.GCF_015207035.1_ASM1520703v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_023380265.1_ASM2338026v1	NA	2|1239|91061|186826|33958|2767878|2923362|2923362.1	NA	0.1973	NA	UNKNOWN_NEW_Bombilactobacillus_folatiphilus.GCF_023380265.1_ASM2338026v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_024267675.1_ASM2426767v1	NA	2|1224|1236|135619|135620|48075|2927804|2927804.1	NA	0.0914	NA	UNKNOWN_NEW_Marinobacterium_sedimentorum.GCF_024267675.1_ASM2426767v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_022760805.1_ASM2276080v1	NA	2|201174|1760|85007|1762|1866885|2954114|2954114.1	NA	0.1736	NA	UNKNOWN_NEW_Candidatus_Mycolicibacterium_alkanivorans.GCF_022760805.1_ASM2276080v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_024704895.1_ASM2470489v1	NA	2|976|200643|171549|815|816|2937417|2937417.1	NA	0.2301	NA	UNKNOWN_NEW_Bacteroides_muris.GCF_024704895.1_ASM2470489v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_025566965.1_ASM2556696v1	NA	2|1239|186801|186802|186803|572511|2981782|2981782.1	NA	0.3842	NA	UNKNOWN_NEW_Blautia_ammoniilytica.GCF_025566965.1_ASM2556696v1
profile.n.300.size.7.5.k.100.sigma.1.0.up.1.0.mut_rate.0.0_sample_4	GCF_024764775.1_ASM2476477v1	NA	2|1224|1236|91347|543|2726810|2926520|2926520.1	NA	0.1366	NA	UNKNOWN_NEW_Scandinavium_manionii.GCF_024764775.1_ASM2476477v1
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0336	NA	2|1239|186801	NA	0.0805	NA	BIN_UNKNOWN_748_Clostridia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0169	NA	2|1224|1236|135625|712	NA	0.008	NA	BIN_UNKNOWN_677_Pasteurellaceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0841	NA	2|1239|91061	NA	0.3982	NA	BIN_UNKNOWN_814_Bacilli
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0829	NA	2|1239|91061|186826|81852	NA	0.1898	NA	BIN_UNKNOWN_688_Enterococcaceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0150	NA	2|1239|186801	NA	0.0765	NA	BIN_UNKNOWN_617_Clostridia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0389	NA	2	NA	0.1245	NA	BIN_UNKNOWN_70
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0021	NA	2|1239|526524|526525|128827|118747	NA	0.0099	NA	BIN_UNKNOWN_699_Bulleidia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0924	NA	2|1239|186801|186802	NA	0.2642	NA	BIN_UNKNOWN_627_Evtepia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0434	NA	2|1239|186801|186802|216572	NA	0.0854	NA	BIN_UNKNOWN_738_Ruminococcaceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0311	NA	2|544448|31969|186329|2146	NA	0.0248	NA	BIN_UNKNOWN_380_Acholeplasmataceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0325	NA	2|1239|186801	NA	0.0238	NA	BIN_UNKNOWN_868_Clostridia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0962	NA	2|1239|186801	NA	0.0134	NA	BIN_UNKNOWN_703_Clostridia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0644	NA	2|1239|186801	NA	0.0929	NA	BIN_UNKNOWN_411_Clostridia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0125	NA	2|544448|31969|186332|186333	NA	3e-04	NA	BIN_UNKNOWN_618_Anaeroplasmataceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0041	NA	2|1239|186801|186802|216572	NA	0.0693	NA	BIN_UNKNOWN_405_Ruminococcaceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0152	NA	2|544448|31969|186332|186333	NA	0.1399	NA	BIN_UNKNOWN_888_Anaeroplasmataceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0749	NA	2|1239|186801	NA	0.0503	NA	BIN_UNKNOWN_558_Clostridia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0816	NA	2|1239|91061|186826|33958|2767887	NA	0.0242	NA	BIN_UNKNOWN_784_Ligilactobacillus
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_1004	NA	2|1239|186801	NA	0.0676	NA	BIN_UNKNOWN_623_Clostridia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0800	NA	2	NA	0.0322	NA	BIN_UNKNOWN_400
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0948	NA	2759|6656|50557|7088|753635|1181387	NA	0.0193	NA	BIN_UNKNOWN_598_Copromorpha
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0100	NA	2|976|200643|171549	NA	0.1577	NA	BIN_UNKNOWN_739_Bacteroidales
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0961	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0.bin.1	2|203691|203692	k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__WRBN01|f__WRBN01|g__|s__	5.1436	6.1137954571342	BIN_UNKNOWN_654_Spirochaetia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0063	NA	2|1239|186801|186802|216572|2591381	NA	0.4082	NA	BIN_UNKNOWN_768_Dysosmobacter
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0351	NA	2|1239|186801|186802|216572	NA	0.0131	NA	BIN_UNKNOWN_859_Oscillospiraceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0757	NA	2759|6656|50557|7088|753635|1181387	NA	0.0544	NA	BIN_UNKNOWN_241_Copromorpha
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0741	NA	2|1239|186801|186802|216572	NA	0.0196	NA	BIN_UNKNOWN_810_Ruminococcaceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0786	NA	2|1239|91061|186826|33958	NA	0.0563	NA	BIN_UNKNOWN_28_Lactobacillaceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0611	NA	2|1239|186801	NA	0.0515	NA	BIN_UNKNOWN_246_Clostridia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_1005	NA	2|1239|526524|526525|128827|1472649	NA	0.0094	NA	BIN_UNKNOWN_436_Dielma
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0780	NA	2|1239|186801|186802|216572	NA	0.0508	NA	BIN_UNKNOWN_471_Oscillospiraceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0093	NA	2|1239|186801|186802|186803	NA	0.0103	NA	BIN_UNKNOWN_732_Lachnospiraceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0761	profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0.bin.11	2|1224|28216|80840|995019|40544	k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__Sutterella|s__	0.4746	0.563126459385687	BIN_UNKNOWN_569_Sutterella
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0605	NA	2|1239|186801	NA	0.0136	NA	BIN_UNKNOWN_528_Clostridia
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0163	NA	2|1239|526524|526525|128827	NA	0.0269	NA	BIN_UNKNOWN_659_Erysipelotrichaceae
profile.n.300.size.7.5.k.100.sigma.2.0.up.0.5.mut_rate.0.0_sample_0	sgb_0659	NA	2|1239|91061	NA	0.2271	NA	BIN_UNKNOWN_236_Bacilli
