Taxonomy	reSRR9320187	reSRR9320188	reSRR9320191	reSRR9320192	reSRR9320193	reSRR9320194	reSRR9320195	reSRR9320196	reSRR9320197	reSRR9320198	reSRR9320199
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__SG8-39	1.43636101422291	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__SG8-39|g__2-12-FULL-64-23	1.43636101422291	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sulfuriferulaceae	0	0	0	0	0	0	0.90716472207196	0.402304788974571	0.5783210470934	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Burkholderiales|f__Sulfuriferulaceae|g__Sulfuriferula_A	0	0	0	0	0	0	0.90716472207196	0.402304788974571	0.5783210470934	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__CAIRSR01	1.24886321772448	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__CAIRSR01|f__CAIRSR01	1.24886321772448	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__REEB76	0	0.999132608426135	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__REEB76|f__REEB76	0	0.999132608426135	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales	1.65750920940528	0.822829025558566	0	1.20062420523255	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae	1.65750920940528	0.822829025558566	0	1.20062420523255	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Steroidobacterales|f__Steroidobacteraceae|g__JABEVI01	1.65750920940528	0.822829025558566	0	1.20062420523255	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales	0	0	0	0	0	0	0.561667375101303	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Xanthomonadales|f__Rhodanobacteraceae	0	0	0	0	0	0	0.561667375101303	0	0	0	0
UNKNOWN	77.7986259191686	81.1543901267599	97.7017706288599	87.327942251815	94.965131789036	100	80.6668296739382	83.3677745937445	83.0865119167173	88.6253175863079	84.9012261291985
