;ID0;ID1;ID2;ID3;ID4;ID5;ID6;ID7;ID8;ID9;ID10;ID11;ID12;ID13;ID14;ID15;ID16;ID17;ID18;ID19;ID20;ID21;ID22;ID23;ID24;ID25;ID26;ID27;ID28;ID29;ID30;ID31;ID32;ID33;ID34;ID35;ID36;ID37;ID38;ID39;ID40;ID41;ID42;ID43;ID44;ID45;ID46;ID47;ID48;ID49;ID50;ID51;ID52;ID53;ID54;ID55;ID56;ID57;ID58;ID59;ID60;ID61;ID62;ID63;ID64;ID65;ID66;ID67;ID68;ID69;ID70;ID71;ID72;ID73;ID74;ID75;ID76;ID77;ID78;ID79;ID80;ID81;ID82;ID83;ID84;ID85;ID86;ID87;ID88;ID89;ID90;ID91;ID92;ID93;ID94;ID95;ID96;ID97;ID98;ID99
ID10;0.927580;0.905818;0.898191;0.939476;0.854332;0.877350;0.884541;0.926149;0.869635;0.887560;0.000000;0.883859;0.902794;0.891498;0.943840;0.253648;0.903551;0.897262;0.898120;0.876522;0.918008;0.911216;0.869839;0.832051;0.890804;0.622935;0.883214;0.876385;0.894520;0.785712;0.903822;0.900480;0.886330;0.951496;0.942585;0.892278;0.887762;0.912104;0.779779;0.795355;0.865830;0.916964;0.593373;0.624102;0.751455;0.902984;0.875027;0.894777;0.710350;0.933727;0.828024;0.902192;0.882929;0.872741;0.784703;0.770257;0.949746;0.867630;0.927798;0.752837;0.898344;0.884699;0.953014;0.873516;0.882472;0.895361;0.895312;0.873780;0.895626;0.881502;0.857413;0.898400;0.942569;0.890859;0.897267;0.901096;0.954826;0.911827;0.920234;0.874069;0.859151;0.867807;0.859289;0.877908;0.872971;0.888292;0.901147;0.892740;0.882703;0.879385;0.882316;0.888557;0.891666;0.850817;0.978982;0.991536;0.678549;0.807086;0.855214;0.962181
ID11;0.841109;0.824591;0.815199;0.886923;0.763239;0.720659;0.622490;0.664354;0.756569;0.695435;0.883859;0.000000;0.361896;0.345798;0.761694;0.879991;0.618665;0.677478;0.800258;0.861142;0.800460;0.609001;0.728713;0.722827;0.757886;0.909812;0.244077;0.299624;0.339919;0.709033;0.470490;0.344405;0.653361;0.636543;0.644045;0.424735;0.371427;0.751118;0.718567;0.738056;0.785834;0.719296;0.890048;0.840302;0.827298;0.615617;0.655347;0.698970;0.816089;0.862313;0.814754;0.867147;0.641368;0.754662;0.815519;0.874086;0.893959;0.779191;0.859663;0.839359;0.813660;0.871029;0.863032;0.927404;0.938086;0.842556;0.843684;0.811947;0.808805;0.714428;0.810709;0.914220;0.822839;0.738938;0.785144;0.900134;0.865371;0.825881;0.836956;0.789280;0.784934;0.771077;0.828566;0.758573;0.702002;0.777568;0.748115;0.681034;0.815728;0.746813;0.856225;0.760431;0.609584;0.648120;0.989958;0.991635;0.869400;0.804320;0.636856;0.978056
ID12;0.860975;0.849872;0.839168;0.878320;0.808099;0.789017;0.615085;0.545419;0.813089;0.691993;0.902794;0.361896;0.000000;0.323693;0.735246;0.905143;0.643677;0.694887;0.796477;0.876907;0.873184;0.571900;0.745947;0.680139;0.743471;0.928882;0.428633;0.348140;0.469269;0.724185;0.538836;0.306953;0.633401;0.595242;0.641445;0.431105;0.423895;0.758896;0.766646;0.778549;0.845544;0.714543;0.911637;0.860567;0.846437;0.648729;0.678008;0.737074;0.816433;0.863537;0.857193;0.887793;0.631532;0.785690;0.827062;0.883672;0.861042;0.827242;0.835808;0.854185;0.825959;0.896622;0.827321;0.941699;0.949316;0.803461;0.878498;0.818235;0.821208;0.670274;0.853766;0.930541;0.773967;0.773036;0.804407;0.920183;0.833332;0.810193;0.849646;0.810390;0.830823;0.818458;0.866741;0.790090;0.773630;0.836736;0.794163;0.714641;0.852634;0.763123;0.892382;0.798671;0.585577;0.716029;0.990335;0.991306;0.876523;0.822617;0.708191;0.979040
ID13;0.863333;0.850102;0.840291;0.881761;0.787086;0.760345;0.588220;0.612415;0.794411;0.730558;0.891498;0.345798;0.323693;0.000000;0.682842;0.887429;0.652306;0.689780;0.762200;0.859343;0.847470;0.588628;0.765463;0.766134;0.749218;0.920084;0.386296;0.396369;0.417339;0.757435;0.503658;0.369982;0.706518;0.606635;0.703333;0.419565;0.353166;0.739995;0.771287;0.772834;0.820667;0.757010;0.904430;0.856585;0.843165;0.642293;0.685046;0.720625;0.829895;0.865140;0.841190;0.880357;0.689711;0.765095;0.834566;0.877572;0.896774;0.806274;0.852630;0.854769;0.817973;0.878367;0.877823;0.936637;0.944340;0.853885;0.878296;0.860222;0.814103;0.742026;0.831616;0.922555;0.846178;0.768555;0.797763;0.902902;0.891588;0.857883;0.838644;0.801776;0.816714;0.800815;0.850914;0.795073;0.767065;0.836232;0.785759;0.727297;0.841809;0.783828;0.874822;0.787475;0.653983;0.718658;0.983288;0.988228;0.876091;0.821062;0.691676;0.977012
ID14;0.942375;0.930231;0.932656;0.885046;0.916269;0.865735;0.676850;0.718003;0.925244;0.876905;0.943840;0.761694;0.735246;0.682842;0.000000;0.950511;0.787448;0.789576;0.414514;0.750932;0.898937;0.689670;0.859978;0.859381;0.910508;0.946441;0.786295;0.786482;0.827328;0.800035;0.871193;0.773672;0.829255;0.700837;0.771611;0.824548;0.776071;0.347360;0.900699;0.909756;0.940532;0.909588;0.957965;0.939563;0.943621;0.762384;0.800150;0.819918;0.914637;0.965251;0.909155;0.937972;0.835828;0.845316;0.906457;0.927764;0.950390;0.907872;0.960169;0.930117;0.896125;0.946465;0.957347;0.952256;0.974538;0.884990;0.911744;0.910452;0.885649;0.906577;0.903494;0.954368;0.933110;0.867948;0.878944;0.961547;0.964628;0.925804;0.943828;0.888429;0.891890;0.883239;0.917290;0.930829;0.929457;0.950523;0.890947;0.890671;0.920516;0.922770;0.932441;0.893482;0.790642;0.852349;0.924068;0.991487;0.951702;0.932374;0.849265;0.936040
ID15;0.911667;0.882661;0.881469;0.921729;0.847885;0.857818;0.883024;0.923973;0.861423;0.868032;0.253648;0.879991;0.905143;0.887429;0.950511;0.000000;0.880257;0.871484;0.903019;0.881851;0.901245;0.906946;0.857195;0.825484;0.868493;0.594614;0.872145;0.873014;0.875836;0.785897;0.882755;0.895603;0.884705;0.947102;0.937484;0.888211;0.877235;0.912641;0.764771;0.777515;0.836147;0.902183;0.570648;0.590092;0.742847;0.886955;0.858261;0.871817;0.712976;0.907850;0.814877;0.887130;0.874284;0.854106;0.787060;0.752695;0.941414;0.870035;0.914483;0.739891;0.883723;0.878961;0.944089;0.895639;0.882364;0.908589;0.894941;0.896296;0.907189;0.869231;0.841998;0.913297;0.931379;0.859716;0.867730;0.901011;0.944652;0.917698;0.897245;0.858950;0.836540;0.843052;0.845616;0.866201;0.848266;0.858712;0.868248;0.868917;0.850716;0.864063;0.862376;0.854921;0.883787;0.847871;0.974956;0.993636;0.642724;0.780220;0.856207;0.977478
ID16;0.834587;0.798880;0.788331;0.802459;0.779870;0.719918;0.671924;0.668585;0.757100;0.663202;0.903551;0.618665;0.643677;0.652306;0.787448;0.880257;0.000000;0.336223;0.780174;0.824839;0.796927;0.632353;0.758433;0.544403;0.648368;0.849187;0.597194;0.590796;0.597170;0.519402;0.646946;0.606722;0.629157;0.688985;0.672116;0.600693;0.636412;0.779805;0.677507;0.710311;0.761895;0.735979;0.859129;0.798639;0.785851;0.659303;0.639747;0.727117;0.780863;0.847513;0.762765;0.828262;0.621939;0.736863;0.777944;0.823847;0.869645;0.734851;0.841916;0.793571;0.748019;0.862729;0.833024;0.920046;0.933405;0.820278;0.851127;0.811557;0.759970;0.638313;0.768306;0.896086;0.789428;0.653996;0.708585;0.898530;0.841118;0.810785;0.822653;0.734076;0.755045;0.724853;0.795381;0.743009;0.681720;0.780644;0.747004;0.634793;0.785472;0.708010;0.830521;0.690541;0.595511;0.621099;0.978587;0.984365;0.850250;0.789185;0.607116;0.978134
ID17;0.832313;0.807687;0.786600;0.812497;0.787098;0.740656;0.679333;0.678471;0.762497;0.686522;0.897262;0.677478;0.694887;0.689780;0.789576;0.871484;0.336223;0.000000;0.775976;0.804032;0.818506;0.642414;0.780894;0.569616;0.708753;0.850900;0.655585;0.650746;0.665863;0.550901;0.708255;0.655942;0.662617;0.711583;0.707362;0.639628;0.687013;0.794730;0.696451;0.729596;0.762825;0.754522;0.869336;0.805629;0.795767;0.717273;0.669135;0.758551;0.794145;0.863962;0.783368;0.840377;0.675606;0.777575;0.787430;0.833376;0.878676;0.769254;0.867082;0.801036;0.759843;0.866236;0.857233;0.918685;0.933249;0.810733;0.848151;0.809961;0.785260;0.659367;0.755134;0.900019;0.801685;0.674718;0.733260;0.900129;0.847699;0.813289;0.842511;0.729776;0.752550;0.729436;0.775536;0.756459;0.694024;0.782897;0.765319;0.662130;0.762233;0.719600;0.808198;0.698050;0.665796;0.676733;0.956525;0.960275;0.852179;0.795063;0.680578;0.960315
ID18;0.921978;0.893715;0.884241;0.869320;0.835314;0.852722;0.756787;0.813146;0.847487;0.830041;0.898120;0.800258;0.796477;0.762200;0.414514;0.903019;0.780174;0.775976;0.000000;0.551702;0.900194;0.774485;0.818877;0.815814;0.873379;0.935916;0.806224;0.786259;0.828720;0.792921;0.864447;0.799814;0.823011;0.794436;0.806720;0.807572;0.799886;0.397363;0.859953;0.837946;0.895916;0.896322;0.941147;0.922309;0.909290;0.809465;0.769197;0.843918;0.872990;0.944526;0.887862;0.903156;0.805248;0.809258;0.866630;0.906249;0.936011;0.865859;0.949767;0.906326;0.872349;0.865974;0.945172;0.904915;0.958757;0.820124;0.858450;0.835580;0.858044;0.861443;0.851827;0.893931;0.939066;0.844037;0.858469;0.911610;0.958615;0.909586;0.926223;0.836138;0.834446;0.846715;0.845073;0.812537;0.861999;0.850175;0.806753;0.870459;0.864644;0.906403;0.882419;0.866697;0.821421;0.767554;0.949346;0.986416;0.903391;0.875612;0.824141;0.925765
ID19;0.864332;0.888241;0.872000;0.868714;0.805218;0.865520;0.836607;0.907311;0.827124;0.847173;0.876522;0.861142;0.876907;0.859343;0.750932;0.881851;0.824839;0.804032;0.551702;0.000000;0.888394;0.885421;0.834657;0.824583;0.884527;0.921341;0.871424;0.854913;0.889671;0.853684;0.908036;0.885908;0.867317;0.903219;0.866612;0.865001;0.882013;0.578217;0.837262;0.799739;0.835567;0.907430;0.925475;0.914051;0.888970;0.905835;0.829796;0.884526;0.863971;0.939294;0.875157;0.884502;0.854357;0.825831;0.846781;0.897130;0.934097;0.834179;0.956076;0.887687;0.870981;0.831709;0.942553;0.874222;0.923963;0.854691;0.811298;0.819850;0.861136;0.865823;0.824594;0.866778;0.962523;0.843344;0.863876;0.816986;0.958213;0.890602;0.918250;0.832849;0.809019;0.832145;0.810492;0.803574;0.840385;0.813192;0.801636;0.885121;0.811843;0.904002;0.816768;0.840770;0.905463;0.808867;0.912400;0.973475;0.897209;0.824261;0.880362;0.910612
ID20;0.914226;0.887130;0.892632;0.925723;0.859058;0.566521;0.724109;0.781813;0.846816;0.846374;0.918008;0.800460;0.873184;0.847470;0.898937;0.901245;0.796927;0.818506;0.900194;0.888394;0.000000;0.716500;0.822736;0.900495;0.893353;0.931458;0.774690;0.815613;0.769751;0.882350;0.813494;0.834221;0.668378;0.837820;0.831981;0.828481;0.813086;0.899235;0.819128;0.860892;0.819824;0.879907;0.920563;0.914611;0.908889;0.836791;0.836723;0.874109;0.921755;0.913827;0.874771;0.919532;0.832569;0.816877;0.919497;0.922885;0.975435;0.873078;0.922098;0.908717;0.884895;0.901034;0.966423;0.941617;0.945911;0.944598;0.920939;0.926756;0.922842;0.880851;0.857450;0.937306;0.937445;0.863837;0.875034;0.916797;0.961072;0.926788;0.901974;0.896018;0.873345;0.862653;0.882033;0.891728;0.829327;0.858693;0.854671;0.820881;0.884599;0.879649;0.871626;0.869316;0.856469;0.810500;0.991583;0.995188;0.925067;0.876179;0.777658;0.993124
ID21;0.873562;0.861259;0.845229;0.881159;0.796780;0.633271;0.255778;0.226616;0.787031;0.671555;0.911216;0.609001;0.571900;0.588628;0.689670;0.906946;0.632353;0.642414;0.774485;0.885421;0.716500;0.000000;0.792716;0.725237;0.790670;0.929841;0.621054;0.602234;0.679900;0.749311;0.745042;0.576211;0.329796;0.455090;0.570483;0.651551;0.669423;0.760850;0.734143;0.782654;0.825735;0.744242;0.918309;0.866664;0.859365;0.646253;0.649353;0.721635;0.858114;0.884460;0.863406;0.905531;0.613784;0.798089;0.857640;0.895269;0.892049;0.868797;0.866689;0.856096;0.832837;0.898204;0.869551;0.950391;0.955317;0.825284;0.893552;0.840986;0.847939;0.679878;0.847684;0.943046;0.787515;0.788065;0.842715;0.922861;0.857658;0.822590;0.870959;0.826784;0.834425;0.824894;0.869564;0.812729;0.762057;0.841945;0.795487;0.697462;0.862709;0.728753;0.896385;0.796921;0.585365;0.700792;0.987505;0.990411;0.894968;0.838679;0.702734;0.985122
ID22;0.879055;0.801236;0.811676;0.846737;0.786212;0.728640;0.825822;0.810379;0.800016;0.753212;0.869839;0.728713;0.745947;0.765463;0.859978;0.857195;0.758433;0.780894;0.818877;0.834657;0.822736;0.792716;0.000000;0.791751;0.704768;0.930456;0.732357;0.720125;0.730830;0.828369;0.737801;0.750018;0.768468;0.845412;0.824553;0.736653;0.734981;0.828223;0.809438;0.800962;0.788822;0.745123;0.877763;0.849918;0.805540;0.742374;0.745561;0.836630;0.804234;0.843125;0.821813;0.842782;0.714462;0.743137;0.820857;0.815077;0.889648;0.737937;0.824131;0.802012;0.803511;0.844384;0.869464;0.907293;0.948619;0.815842;0.799939;0.793414;0.804401;0.754843;0.728137;0.871245;0.862201;0.706478;0.706257;0.878043;0.880173;0.825558;0.821466;0.739185;0.724312;0.708076;0.753132;0.768529;0.732057;0.767132;0.780593;0.735002;0.754737;0.815304;0.790555;0.723704;0.774333;0.717372;0.973912;0.985737;0.844602;0.777294;0.661265;0.967126
ID23;0.832386;0.838246;0.826149;0.846923;0.771217;0.827019;0.756760;0.729986;0.774444;0.692421;0.832051;0.722827;0.680139;0.766134;0.859381;0.825484;0.544403;0.569616;0.815814;0.824583;0.900495;0.725237;0.791751;0.000000;0.673299;0.669857;0.731997;0.676225;0.763011;0.400197;0.774838;0.709367;0.670391;0.748453;0.701623;0.722971;0.781787;0.820120;0.670180;0.679656;0.801238;0.734528;0.805431;0.758957;0.746922;0.796257;0.765055;0.791211;0.709913;0.876603;0.735885;0.808602;0.709930;0.850253;0.716241;0.785060;0.856069;0.796605;0.863990;0.741577;0.819261;0.860112;0.836466;0.879574;0.882660;0.811958;0.861070;0.796938;0.810414;0.692065;0.812339;0.872191;0.792309;0.739570;0.794970;0.893054;0.843187;0.833148;0.864443;0.779984;0.781385;0.771426;0.814171;0.763638;0.761852;0.802857;0.772896;0.729924;0.803557;0.755144;0.841891;0.752176;0.705023;0.722428;0.976274;0.983434;0.808121;0.744910;0.757892;0.967013
ID24;0.847671;0.801330;0.799438;0.823264;0.754594;0.790381;0.829044;0.785479;0.767359;0.727170;0.890804;0.757886;0.743471;0.749218;0.910508;0.868493;0.648368;0.708753;0.873379;0.884527;0.893353;0.790670;0.704768;0.673299;0.000000;0.897864;0.757374;0.747525;0.729192;0.710192;0.724084;0.754302;0.777638;0.839554;0.824729;0.734387;0.733349;0.870454;0.784971;0.762731;0.774695;0.722681;0.860564;0.809838;0.754013;0.728894;0.732108;0.807365;0.752017;0.818636;0.775557;0.785914;0.710214;0.753410;0.761211;0.795023;0.873474;0.758427;0.784876;0.778178;0.775420;0.830756;0.851372;0.900186;0.939089;0.845749;0.848420;0.846358;0.811761;0.704562;0.778354;0.841967;0.851061;0.708574;0.725362;0.873583;0.876605;0.856740;0.811691;0.741132;0.751013;0.744992;0.794874;0.742702;0.724183;0.771915;0.749846;0.705269;0.785224;0.789028;0.821334;0.729584;0.751480;0.744240;0.977434;0.985222;0.832458;0.754608;0.722214;0.971386
ID25;0.917377;0.915759;0.913783;0.936680;0.906466;0.912102;0.923362;0.941830;0.904455;0.910705;0.622935;0.909812;0.928882;0.920084;0.946441;0.594614;0.849187;0.850900;0.935916;0.921341;0.931458;0.929841;0.930456;0.669857;0.897864;0.000000;0.904736;0.911455;0.909652;0.654438;0.915710;0.921989;0.919570;0.934030;0.930793;0.918120;0.914985;0.934049;0.810511;0.829403;0.881195;0.930895;0.599431;0.591157;0.779708;0.932240;0.924204;0.863821;0.744659;0.954869;0.820570;0.892399;0.926443;0.931512;0.812999;0.789932;0.960892;0.906239;0.962222;0.766645;0.915409;0.925690;0.958250;0.909580;0.886236;0.948899;0.940275;0.942289;0.930607;0.921698;0.902569;0.926117;0.953313;0.891286;0.904876;0.941845;0.963931;0.950580;0.947508;0.907570;0.897997;0.889929;0.903963;0.918774;0.904735;0.912088;0.916778;0.909260;0.904069;0.927684;0.909722;0.889992;0.918529;0.897553;0.991462;0.996113;0.655881;0.840880;0.898764;0.990420
